InstrumentName, SAMS
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,42603,68108,85101,Ambient Avg Temperature,Barometric pressure,Carbon monoxide,Nitric oxide,Nitrogen dioxide,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind speed
06/01/2021 00:00:00,4.0,0.815,3.655263,14.7,,0.12,0.5,3.4,,3.2,57.0,169.5,0.2
06/01/2021 00:01:00,3.7,0.815,3.221622,14.7,,0.13,0.4,3.2,,3.0,57.0,141.5,1.1
06/01/2021 00:02:00,3.9,0.815,2.735,14.7,,0.13,0.6,3.2,,2.7,57.0,134.2,2.3
06/01/2021 00:03:00,3.9,0.815,3.675,14.7,,0.14,0.6,3.3,,3.0,56.4,126.3,1.8
06/01/2021 00:04:00,4.7,0.815,5.89,14.7,,0.18,0.8,3.9,,4.1,57.6,97.9,0.8
06/01/2021 00:05:00,5.1,0.815,4.33,14.7,,0.23,0.8,4.2,,3.6,57.8,87.0,0.9
06/01/2021 00:06:00,5.5,0.815,3.065789,14.7,,0.2,0.9,4.5,,3.0,57.8,138.4,0.1
06/01/2021 00:07:00,6.0,0.815,4.366667,14.7,,0.16,1.0,4.9,,3.4,57.8,127.3,1.0
06/01/2021 00:08:00,6.2,0.815,4.473684,14.7,,0.16,1.0,5.2,,3.5,57.2,121.7,0.0
06/01/2021 00:09:00,6.5,0.815,5.866667,14.7,,0.15,1.0,5.4,,3.8,57.7,156.0,1.2
06/01/2021 00:10:00,6.5,0.815,6.115789,14.7,,0.16,1.0,5.5,,3.6,57.2,170.1,1.1
06/01/2021 00:11:00,6.4,0.815,4.838462,14.7,,0.15,0.9,5.4,,3.8,57.7,183.5,1.7
06/01/2021 00:12:00,5.6,0.815,3.466667,14.7,,0.15,0.7,4.8,,3.3,57.2,173.6,1.3
06/01/2021 00:13:00,5.2,0.815,8.655,14.7,,0.13,0.7,4.5,,3.0,57.0,170.6,0.9
06/01/2021 00:14:00,4.8,0.815,5.72,14.7,,0.13,0.6,4.2,,2.7,57.0,175.8,0.7
06/01/2021 00:15:00,4.3,0.815,2.563158,14.7,,0.12,0.5,3.8,,2.5,57.0,183.4,0.6
06/01/2021 00:16:00,4.0,0.815,2.6,14.7,,0.13,0.4,3.5,,2.6,57.0,232.9,0.0
06/01/2021 00:17:00,3.6,0.815,2.920513,14.7,,0.12,0.3,3.2,,2.8,56.4,285.4,0.0
06/01/2021 00:18:00,3.4,0.815,4.4,15.3,,0.13,0.3,3.1,,3.5,56.9,38.3,0.4
06/01/2021 00:19:00,3.3,0.815,4.405263,15.5,,0.13,0.3,3.0,,3.6,56.4,115.5,1.4
06/01/2021 00:20:00,3.4,0.815,4.715,14.8,,0.14,0.3,3.0,,4.0,55.6,74.9,0.3
06/01/2021 00:21:00,3.6,0.815,3.433333,15.3,,0.14,0.3,3.2,,3.1,56.1,146.9,1.0
06/01/2021 00:22:00,3.6,0.815,2.695,14.8,,0.13,0.4,3.2,,2.6,55.6,156.8,0.9
06/01/2021 00:23:00,3.8,0.815,2.93,14.7,,0.14,0.4,3.3,,2.9,56.1,96.9,0.7
06/01/2021 00:24:00,4.1,0.815,3.0,14.7,,0.14,0.4,3.6,,3.0,56.3,128.0,1.3
06/01/2021 00:25:00,4.2,0.815,3.641026,15.3,,0.15,0.5,3.7,,3.3,55.6,174.3,0.9
06/01/2021 00:26:00,4.8,0.815,5.365,15.5,,0.13,0.7,4.1,,4.2,55.5,116.2,0.5
06/01/2021 00:27:00,16.5,0.815,5.45,15.5,,0.15,3.9,12.5,,4.5,54.8,153.6,0.9
06/01/2021 00:28:00,8.2,0.815,3.957143,15.5,,0.18,1.6,6.6,,3.7,54.0,142.5,0.9
06/01/2021 00:29:00,8.0,0.815,23.435897,15.5,,0.17,1.8,6.2,,4.6,53.3,133.4,1.1
06/01/2021 00:30:00,6.9,0.815,8.478571,15.5,,0.18,1.5,5.3,,3.2,53.1,146.5,1.3
06/01/2021 00:31:00,7.1,0.815,3.672727,15.5,,0.21,1.6,5.4,,3.5,53.8,150.0,1.8
06/01/2021 00:32:00,6.7,0.815,3.230769,15.5,,0.18,1.5,5.2,,3.1,53.9,147.8,1.4
06/01/2021 00:33:00,6.3,0.815,2.864103,15.5,,0.13,1.3,4.9,,2.8,53.9,150.9,1.2
06/01/2021 00:34:00,5.9,0.815,8.815,15.5,,0.12,1.2,4.7,,3.1,54.6,163.3,0.9
06/01/2021 00:35:00,5.5,0.815,6.15,15.5,,0.14,1.0,4.4,,3.1,54.7,135.2,1.1
06/01/2021 00:36:00,5.2,0.815,2.747368,15.5,,0.13,0.9,4.2,,2.7,54.0,101.6,0.7
