InstrumentName, Woods Park
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,PM1.0,PM10.0,PM2.5
06/01/2021 00:00:42,3.29,4.02,4.0
06/01/2021 00:06:42,3.45,4.18,4.05
06/01/2021 00:08:42,4.0,4.9,4.77
06/01/2021 00:12:42,3.95,4.28,4.28
06/01/2021 00:16:42,4.02,4.63,4.41
06/01/2021 00:20:42,3.71,4.25,4.12
06/01/2021 00:24:42,3.91,4.56,4.47
06/01/2021 00:28:42,3.62,4.26,3.93
06/01/2021 00:32:42,3.7,4.58,4.58
06/01/2021 00:36:42,3.4,4.22,4.22
06/01/2021 00:40:42,3.84,4.49,4.36
06/01/2021 00:44:42,3.72,4.26,4.14
06/01/2021 00:50:42,3.53,4.28,4.16
06/01/2021 00:54:42,3.21,4.24,3.78
06/01/2021 00:58:43,4.02,5.17,4.97
06/01/2021 01:02:43,3.81,4.98,4.54
06/01/2021 01:06:43,4.05,4.85,4.85
06/01/2021 01:10:43,3.54,4.36,4.25
06/01/2021 01:14:43,3.41,4.25,4.25
06/01/2021 01:18:43,4.05,4.86,4.86
06/01/2021 01:22:43,4.2,5.12,4.9
06/01/2021 01:26:43,4.61,5.32,5.32
06/01/2021 01:30:43,3.83,5.05,4.53
06/01/2021 01:34:43,3.54,4.43,4.07
06/01/2021 01:38:43,3.47,4.63,4.3
06/01/2021 01:42:43,3.38,3.86,3.86
06/01/2021 01:46:43,3.69,4.42,4.42
06/01/2021 01:50:43,3.88,5.0,4.95
06/01/2021 01:54:43,4.36,5.5,5.07
06/01/2021 01:58:43,4.18,4.91,4.73
06/01/2021 02:02:43,4.51,5.51,5.47
06/01/2021 02:06:43,4.63,6.16,6.02
06/01/2021 02:10:44,4.31,5.16,5.07
06/01/2021 02:14:43,4.54,5.54,5.54
06/01/2021 02:20:43,3.95,4.88,4.81
06/01/2021 02:24:43,3.56,4.32,4.19
06/01/2021 02:28:43,4.28,5.07,4.95
06/01/2021 02:34:43,4.1,4.92,4.62
06/01/2021 02:36:43,4.03,4.92,4.88
06/01/2021 02:40:43,4.42,5.13,5.13
06/01/2021 02:44:43,3.81,4.97,4.81
06/01/2021 02:48:43,3.95,4.86,4.66
06/01/2021 02:52:43,3.63,4.1,3.95
06/01/2021 02:56:44,3.86,4.88,4.66
06/01/2021 03:02:44,3.46,4.61,4.25
06/01/2021 03:06:44,3.35,4.05,4.05
06/01/2021 03:10:44,3.23,3.89,3.74
06/01/2021 03:14:44,2.97,3.68,3.59
06/01/2021 03:18:44,2.85,3.64,3.51
06/01/2021 03:22:44,2.69,3.22,3.12
06/01/2021 03:26:44,2.61,3.23,3.23
06/01/2021 03:30:44,2.78,3.63,3.32
06/01/2021 03:34:44,2.88,3.45,3.34
06/01/2021 03:38:44,3.15,3.76,3.68
06/01/2021 03:42:44,2.46,3.0,3.0
06/01/2021 03:46:44,2.69,3.31,2.84
06/01/2021 03:50:44,2.8,3.59,3.37
06/01/2021 03:54:44,2.81,3.63,3.25
06/01/2021 03:58:45,3.11,3.8,3.77
06/01/2021 04:04:45,3.0,3.86,3.56
06/01/2021 04:06:45,3.02,3.88,3.66
06/01/2021 04:10:45,2.98,3.85,3.85
06/01/2021 04:14:45,3.61,4.25,4.14
06/01/2021 04:18:45,3.25,3.75,3.75
06/01/2021 04:22:45,2.71,3.86,3.41
06/01/2021 04:26:45,3.38,4.07,4.07
06/01/2021 04:30:45,3.23,4.05,3.93
06/01/2021 04:34:45,3.97,4.5,4.5
06/01/2021 04:40:45,3.67,4.65,4.6
06/01/2021 04:44:45,3.79,5.17,4.78
06/01/2021 04:48:45,4.68,5.3,5.23
06/01/2021 04:52:45,4.72,5.57,5.45
06/01/2021 04:56:45,4.32,5.25,5.11
06/01/2021 05:00:45,4.65,5.56,5.33
06/01/2021 05:04:45,4.63,5.73,5.47
06/01/2021 05:08:45,5.0,5.91,5.59
06/01/2021 05:12:48,4.95,5.98,5.9
06/01/2021 05:16:45,4.31,5.19,5.14
06/01/2021 05:20:46,4.91,6.41,5.76
06/01/2021 05:24:45,4.14,5.59,5.12
06/01/2021 05:28:45,4.75,5.63,5.58
06/01/2021 05:32:45,3.76,4.71,4.71
06/01/2021 05:36:45,4.93,6.07,5.8
06/01/2021 05:40:45,4.19,5.25,5.15
06/01/2021 05:44:45,4.62,5.51,5.4
06/01/2021 05:50:45,4.97,6.16,5.86
06/01/2021 05:54:45,4.12,5.32,4.98
06/01/2021 06:00:46,4.1,5.25,5.25
06/01/2021 06:04:46,3.93,4.57,4.48
06/01/2021 06:08:46,4.14,5.38,5.03
06/01/2021 06:12:46,4.19,5.05,5.05
06/01/2021 06:16:46,3.86,4.72,4.6
06/01/2021 06:20:46,4.29,5.38,5.02
06/01/2021 06:24:46,3.37,3.95,3.75
06/01/2021 06:30:46,3.28,4.12,3.93
06/01/2021 06:34:46,3.84,4.64,4.6
06/01/2021 06:38:46,3.69,4.24,4.24
06/01/2021 06:42:46,3.75,4.37,4.05
06/01/2021 06:46:46,3.75,4.29,4.2
06/01/2021 06:50:46,3.43,4.14,4.1
06/01/2021 06:54:46,3.51,4.0,3.92
06/01/2021 06:58:46,3.9,4.57,4.5
06/01/2021 07:02:46,3.43,4.05,3.96
06/01/2021 07:06:46,3.55,4.55,4.41
06/01/2021 07:10:46,3.66,4.61,4.39
06/01/2021 07:14:46,3.73,4.54,4.31
06/01/2021 07:18:46,3.46,3.98,3.98
06/01/2021 07:22:46,3.36,4.41,4.12
06/01/2021 07:26:46,3.35,3.86,3.86
06/01/2021 07:30:46,3.0,4.24,4.1
06/01/2021 07:34:46,2.93,3.47,3.47
06/01/2021 07:38:46,3.53,4.47,4.24
06/01/2021 07:42:46,3.44,4.71,4.41
06/01/2021 07:46:46,2.62,3.43,3.38
06/01/2021 07:50:46,3.59,4.17,4.0
06/01/2021 07:54:46,2.93,3.14,3.14
06/01/2021 07:58:47,3.67,4.38,4.0
06/01/2021 08:02:47,3.25,4.14,4.03
06/01/2021 08:06:47,2.48,3.04,3.0
06/01/2021 08:10:47,2.95,3.49,3.34
06/01/2021 08:14:47,3.05,3.95,3.82
06/01/2021 08:20:47,3.23,3.73,3.68
06/01/2021 08:24:47,2.69,3.47,3.36
06/01/2021 08:28:47,2.86,3.75,3.53
06/01/2021 08:32:47,2.91,3.66,3.66
06/01/2021 08:36:47,3.03,3.53,3.49
06/01/2021 08:40:47,3.21,3.95,3.68
06/01/2021 08:44:47,2.68,3.47,3.47
06/01/2021 08:50:47,3.19,3.88,3.88
06/01/2021 08:54:47,2.97,3.8,3.66
06/01/2021 09:00:48,3.21,3.88,3.88
06/01/2021 09:04:48,3.17,4.03,3.87
06/01/2021 09:08:48,3.1,3.64,3.4
06/01/2021 09:12:48,3.14,3.63,3.49
06/01/2021 09:16:48,2.88,3.44,3.41
06/01/2021 09:20:48,3.1,3.85,3.85
06/01/2021 09:24:48,2.85,3.15,3.15
06/01/2021 09:28:48,3.23,4.37,4.11
06/01/2021 09:32:48,3.12,4.0,3.66
06/01/2021 09:36:48,2.71,3.23,3.05
06/01/2021 09:40:48,3.17,3.9,3.9
06/01/2021 09:44:48,2.98,3.8,3.59
06/01/2021 09:48:48,2.98,3.83,3.83
06/01/2021 09:52:48,3.3,4.07,3.96
06/01/2021 09:56:48,3.37,4.03,3.69
06/01/2021 10:00:48,3.14,4.22,3.95
06/01/2021 10:04:48,3.05,4.0,3.86
06/01/2021 10:08:51,3.47,4.08,4.08
06/01/2021 10:12:48,3.43,4.28,4.17
06/01/2021 10:16:48,3.34,4.1,3.9
06/01/2021 10:20:48,3.58,4.81,4.32
06/01/2021 10:24:48,3.33,4.33,4.18
06/01/2021 10:28:48,2.92,3.58,3.45
06/01/2021 10:32:48,3.23,4.05,4.0
06/01/2021 10:36:48,3.22,4.17,4.17
06/01/2021 10:40:48,3.54,4.61,4.49
06/01/2021 10:44:48,2.88,3.76,3.61
