InstrumentName, Pedestrian Bridge
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,Time,WD,WS
06/01/2021 00:01:00,,44.69,64.41,848.05,3.56,2.23,3.22,,-1.0,-1.0
06/01/2021 00:02:00,,43.9,64.27,848.04,3.56,2.25,3.38,,-1.0,-1.0
06/01/2021 00:03:00,,43.96,64.46,848.01,2.25,1.17,2.16,,-1.0,-1.0
06/01/2021 00:04:00,,44.06,64.37,848.0,3.8,1.76,3.55,,-1.0,-1.0
06/01/2021 00:05:00,,45.28,64.3,848.02,4.18,2.04,3.38,,-1.0,-1.0
06/01/2021 00:07:00,,46.32,64.01,848.0,4.16,2.33,3.73,,-1.0,-1.0
06/01/2021 00:08:00,,46.24,63.84,848.01,4.13,1.99,3.09,,-1.0,-1.0
06/01/2021 00:09:00,,46.59,63.74,848.01,3.47,1.95,2.93,,-1.0,-1.0
06/01/2021 00:10:00,,46.48,63.68,847.99,2.88,1.73,2.61,,-1.0,-1.0
06/01/2021 00:11:00,,47.02,63.68,847.98,2.6,1.72,2.32,,-1.0,-1.0
06/01/2021 00:12:00,,47.77,63.58,847.96,3.26,2.07,3.2,,-1.0,-1.0
06/01/2021 00:13:00,,47.32,63.36,847.95,3.32,1.64,2.86,,-1.0,-1.0
06/01/2021 00:14:00,,47.27,63.23,847.93,3.86,2.07,3.34,,-1.0,-1.0
06/01/2021 00:15:00,,46.68,63.22,847.92,2.88,1.97,2.58,,-1.0,-1.0
06/01/2021 00:16:00,,46.71,63.17,847.91,3.26,1.46,3.26,,-1.0,-1.0
06/01/2021 00:17:00,,46.86,63.1,847.89,3.17,1.79,2.67,,-1.0,-1.0
06/01/2021 00:18:00,,47.48,63.05,847.89,3.51,2.02,3.38,,-1.0,-1.0
06/01/2021 00:19:00,,46.26,62.99,847.89,2.8,2.05,2.8,,-1.0,-1.0
06/01/2021 00:20:00,,45.5,63.05,847.89,2.8,1.62,2.8,,-1.0,-1.0
06/01/2021 00:22:00,,45.42,63.5,847.83,3.15,1.29,2.54,,-1.0,-1.0
06/01/2021 00:23:00,,44.95,63.71,847.81,2.65,1.38,2.39,,-1.0,-1.0
06/01/2021 00:24:00,,45.02,63.83,847.81,2.12,0.96,1.97,,-1.0,-1.0
06/01/2021 00:25:00,,45.02,63.99,847.79,3.44,1.58,2.88,,-1.0,-1.0
06/01/2021 00:26:00,,46.55,64.12,847.76,2.79,1.29,2.57,,-1.0,-1.0
06/01/2021 00:27:00,,46.51,64.39,847.76,3.23,1.65,2.8,,-1.0,-1.0
06/01/2021 00:28:00,,45.72,64.72,847.75,3.43,1.99,3.12,,-1.0,-1.0
06/01/2021 00:29:00,,45.1,64.93,847.75,2.88,1.75,2.86,,-1.0,-1.0
06/01/2021 00:30:00,,44.43,65.13,847.74,2.96,1.44,2.71,,-1.0,-1.0
06/01/2021 00:33:00,,43.52,65.11,847.72,3.17,1.44,3.05,,-1.0,-1.0
06/01/2021 00:34:19,,43.64,65.21,847.69,3.45,1.38,2.96,,-1.0,-1.0
06/01/2021 00:35:00,,44.05,65.3,847.66,3.66,2.03,3.08,,-1.0,-1.0
06/01/2021 00:36:00,,43.66,65.34,847.63,6.95,3.98,6.33,,-1.0,-1.0
06/01/2021 00:37:00,,43.28,65.5,847.62,6.86,3.32,6.43,,-1.0,-1.0
06/01/2021 00:38:00,,42.43,65.66,847.62,6.38,2.88,6.05,,-1.0,-1.0
06/01/2021 00:39:00,,42.33,65.76,847.6,4.1,1.78,3.77,,-1.0,-1.0
06/01/2021 00:40:00,,42.1,65.85,847.58,3.89,1.51,3.36,,-1.0,-1.0
06/01/2021 00:41:21,,41.82,66.05,847.58,3.09,1.55,2.79,,-1.0,-1.0
06/01/2021 00:42:00,,41.58,66.26,847.57,3.48,1.19,2.47,,-1.0,-1.0
06/01/2021 00:43:00,,41.06,66.55,847.57,2.58,0.9,2.14,,-1.0,-1.0
06/01/2021 00:44:00,,40.78,66.69,847.58,2.79,1.41,2.7,,-1.0,-1.0
06/01/2021 00:45:00,,40.2,66.55,847.59,3.14,1.6,2.41,,-1.0,-1.0
06/01/2021 00:47:00,,40.75,66.37,847.58,3.17,1.98,3.03,,-1.0,-1.0
06/01/2021 00:48:00,,41.24,66.18,847.59,3.33,1.82,2.63,,-1.0,-1.0
06/01/2021 00:49:00,,42.51,65.89,847.57,3.32,2.04,2.54,,-1.0,-1.0
06/01/2021 01:29:18,,56.71,60.38,847.86,7.31,5.24,7.31,,-1.0,-1.0
06/01/2021 01:38:08,,57.23,60.66,847.89,10.98,7.44,10.38,,-1.0,-1.0
06/01/2021 01:39:00,,56.72,60.64,847.9,7.54,4.88,7.32,,-1.0,-1.0
06/01/2021 01:40:00,,56.48,60.59,847.92,7.13,4.19,6.51,,-1.0,-1.0
06/01/2021 01:41:54,,56.39,60.58,847.93,7.39,4.22,6.53,,-1.0,-1.0
06/01/2021 01:42:00,,55.88,60.48,847.96,6.89,3.93,6.02,,-1.0,-1.0
06/01/2021 01:43:00,,56.85,60.33,847.96,6.96,3.89,6.18,,-1.0,-1.0
06/01/2021 01:49:43,,57.22,59.65,847.91,6.83,3.76,5.98,,-1.0,-1.0
06/01/2021 01:50:00,,56.81,59.55,847.9,6.95,4.15,6.53,,-1.0,-1.0
06/01/2021 01:51:00,,56.96,59.45,847.89,5.88,3.55,5.56,,-1.0,-1.0
06/01/2021 01:52:00,,57.28,59.32,847.9,5.45,3.42,5.4,,-1.0,-1.0
06/01/2021 01:54:00,,57.42,59.22,847.93,5.01,3.3,5.01,,-1.0,-1.0
06/01/2021 01:55:23,,57.94,59.15,847.94,5.94,3.6,5.94,,-1.0,-1.0
06/01/2021 01:56:00,,58.25,59.12,847.96,6.95,4.15,6.71,,-1.0,-1.0
06/01/2021 01:57:00,,58.12,59.15,847.95,5.95,3.67,5.82,,-1.0,-1.0
06/01/2021 02:03:06,,60.05,58.8,847.96,8.83,5.84,8.29,,-1.0,-1.0
06/01/2021 02:04:00,,59.74,58.76,847.95,9.87,5.76,9.02,,-1.0,-1.0
06/01/2021 02:05:00,,60.06,58.69,847.94,7.26,3.64,6.57,,-1.0,-1.0
06/01/2021 02:06:00,,60.21,58.66,847.96,6.01,3.67,5.79,,-1.0,-1.0
06/01/2021 02:07:53,,60.22,58.67,847.96,6.1,3.8,5.92,,-1.0,-1.0
06/01/2021 02:08:00,,60.3,58.63,847.98,6.85,4.36,6.72,,-1.0,-1.0
06/01/2021 02:09:00,,60.38,58.45,848.03,7.02,3.7,6.25,,-1.0,-1.0
06/01/2021 02:14:31,,62.12,57.98,848.04,10.76,6.91,10.38,,-1.0,-1.0
06/01/2021 03:33:03,,68.89,55.15,848.17,12.68,8.04,11.81,,-1.0,-1.0
06/01/2021 03:34:00,,68.77,55.11,848.16,11.11,6.98,10.68,,-1.0,-1.0
06/01/2021 03:35:00,,68.93,55.03,848.16,15.17,8.89,13.52,,-1.0,-1.0
06/01/2021 03:36:00,,68.97,55.03,848.19,17.25,9.86,15.16,,-1.0,-1.0
06/01/2021 03:37:00,,69.01,55.02,848.2,15.81,9.57,14.3,,-1.0,-1.0
06/01/2021 03:38:00,,69.16,55.01,848.21,14.92,9.06,13.06,,-1.0,-1.0
06/01/2021 03:39:35,,69.23,55.01,848.22,16.54,9.99,14.45,,-1.0,-1.0
06/01/2021 03:40:01,,69.38,55.02,848.26,16.77,10.1,15.42,,-1.0,-1.0
06/01/2021 03:41:00,,69.52,55.01,848.29,14.6,8.38,13.12,,-1.0,-1.0
06/01/2021 03:42:00,,69.55,55.0,848.3,17.33,9.57,14.8,,-1.0,-1.0
06/01/2021 03:43:00,,69.44,54.98,848.31,16.25,8.9,13.95,,-1.0,-1.0
06/01/2021 03:44:00,,69.57,54.98,848.31,14.04,7.51,12.56,,-1.0,-1.0
06/01/2021 03:45:52,,69.58,54.97,848.31,13.68,7.18,12.19,,-1.0,-1.0
06/01/2021 03:46:00,,69.78,54.96,848.33,11.15,6.74,10.06,,-1.0,-1.0
06/01/2021 03:47:00,,69.66,54.94,848.32,13.96,7.03,11.91,,-1.0,-1.0
06/01/2021 03:48:00,,69.84,54.87,848.34,11.57,7.1,10.84,,-1.0,-1.0
06/01/2021 03:49:00,,69.93,54.86,848.35,12.84,8.23,11.42,,-1.0,-1.0
06/01/2021 03:50:00,,69.65,54.83,848.35,12.82,8.07,11.68,,-1.0,-1.0
06/01/2021 03:52:26,,69.83,54.7,848.33,11.7,7.03,10.67,,-1.0,-1.0
06/01/2021 03:53:00,,69.85,54.66,848.33,12.5,7.72,11.8,,-1.0,-1.0
06/01/2021 03:54:00,,69.83,54.64,848.32,14.57,8.62,13.45,,-1.0,-1.0
06/01/2021 03:55:01,,69.9,54.64,848.3,15.33,8.56,13.23,,-1.0,-1.0
06/01/2021 03:56:00,,69.91,54.63,848.3,14.03,8.39,12.98,,-1.0,-1.0
06/01/2021 03:57:00,,69.91,54.63,848.31,12.83,8.63,12.27,,-1.0,-1.0
06/01/2021 03:59:00,,70.01,54.63,848.31,9.66,6.12,9.04,,-1.0,-1.0
06/01/2021 04:00:17,,70.48,54.62,848.31,9.99,6.21,9.5,,-1.0,-1.0
06/01/2021 04:01:00,,70.34,54.61,848.3,10.32,5.88,9.63,,-1.0,-1.0
06/01/2021 04:02:00,,70.25,54.61,848.3,8.98,5.46,8.2,,-1.0,-1.0
06/01/2021 04:03:00,,70.17,54.58,848.29,9.38,5.63,8.29,,-1.0,-1.0
06/01/2021 04:04:00,,70.35,54.55,848.3,11.23,6.25,9.47,,-1.0,-1.0
06/01/2021 04:06:29,,69.62,54.36,848.29,13.38,8.05,12.83,,-1.0,-1.0
06/01/2021 04:07:00,,70.11,54.34,848.29,12.97,8.37,12.27,,-1.0,-1.0
