InstrumentName, CAMP
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Wind Direction,Wind Speed
06/05/2021 01:16:00,0.239609,10.2006,89.040466,0.0539,7.278571,2.028571,,37.479903,6.1651
06/05/2021 01:17:00,0.322281,11.4414,88.814423,0.0517,5.776923,2.1,,29.583637,6.30899
06/05/2021 01:18:00,0.44689,11.712,88.721863,0.05572,4.335714,2.014286,,27.469681,6.328827
06/05/2021 01:19:00,0.407292,10.7162,88.638641,0.05638,4.65,1.857143,,37.010452,5.228821
06/05/2021 01:20:00,0.272627,9.4908,88.567505,0.0571,4.766667,2.033333,,42.918806,5.732056
06/05/2021 01:21:00,0.256541,9.4156,88.289551,0.05842,4.761538,2.030769,,31.325071,8.144165000000001
06/05/2021 01:22:00,0.244704,9.1624,88.138214,0.06112,5.916667,1.95,,46.389865,7.095734
06/05/2021 01:23:00,0.269291,9.1004,87.988525,0.05836,5.653846,2.369231,,26.159741,8.631836
06/05/2021 01:24:00,0.377273,8.997,87.971497,0.05862,5.069231,2.269231,,23.844192,7.044769
06/05/2021 01:25:00,0.309922,8.7112,88.072571,0.06162,6.728571,2.342857,,46.895106,3.766418
06/05/2021 01:26:00,0.273929,11.0052,88.145905,0.05256,6.961538,2.669231,,48.144109,5.01474
06/05/2021 01:27:00,0.560145,11.1462,88.139313,0.06032,6.516667,2.55,,44.546335,5.191589
06/05/2021 01:28:00,0.488627,8.4836,88.114044,0.0594,6.676923,2.4,,55.890043,6.744171
06/05/2021 01:29:00,0.318385,9.4846,87.950623,0.05902,6.323077,2.246154,,43.889443,6.224915
06/05/2021 01:30:00,0.304835,8.457,88.025879,0.05906,7.7,2.071429,,66.073974,4.427277
06/05/2021 01:31:00,0.286993,8.558,87.994293,0.05866,7.571429,2.414286,,56.191235,4.709106
06/05/2021 01:32:00,0.249986,11.9512,88.06543,0.05628,5.225,2.333333,,45.579928,5.009705
06/05/2021 01:33:00,0.482089,17.5544,88.090149,0.05162,6.371429,2.542857,,28.837553,5.16626
06/05/2021 01:34:00,0.750011,14.7996,88.033569,0.04996,6.314286,2.342857,,38.988188,5.525604
06/05/2021 01:35:00,0.497977,11.5128,87.901733,0.04664,6.6,2.228571,,21.534787,6.361481
06/05/2021 01:36:00,0.398357,10.261,87.685028,0.0578,5.266667,2.166667,,38.534366,6.866547
06/05/2021 01:37:00,0.320451,7.6704,87.679809,0.05864,6.783333,1.9,,29.096374,5.420624
06/05/2021 01:38:00,0.264552,9.0018,87.613068,0.0567,6.975,2.133333,,25.451927,7.442108
06/05/2021 01:39:00,0.235032,10.9456,87.195038,0.05374,5.130769,1.907692,,29.683053,7.118622
06/05/2021 01:40:00,0.230226,8.788,87.299133,0.05702,4.714286,1.957143,,28.012935,5.885406
06/05/2021 01:41:00,0.254007,15.4914,87.308472,0.05226,6.214286,2.457143,,37.133465,5.619141
06/05/2021 01:42:00,0.530296,10.997,87.191193,0.05186,7.1,2.192308,,20.742522,5.983673
06/05/2021 01:43:00,0.487103,9.7314,87.186249,0.05674,7.108333,2.35,,31.493267,5.262695
