InstrumentName, CAMP
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
06/05/2021 05:00:00,0.561,23.0,25.0,14.8,6.3,0.0
06/05/2021 06:00:00,0.271,11.0,38.0,10.8,4.4,0.0
06/05/2021 07:00:00,0.227,7.0,44.0,8.4,3.7,0.0
06/05/2021 08:00:00,0.214,7.0,46.0,8.0,3.6,0.0
06/05/2021 09:00:00,0.195,6.0,45.0,7.7,3.7,0.0
06/05/2021 10:00:00,0.219,9.0,39.0,9.5,4.1,0.0
06/05/2021 11:00:00,0.178,8.0,38.0,7.6,3.8,0.0
06/05/2021 12:00:00,0.346,16.0,28.0,11.0,5.3,0.0
06/05/2021 13:00:00,0.326,17.0,26.0,12.9,5.2,1.0
06/05/2021 14:00:00,0.321,16.0,32.0,12.9,4.9,0.0
06/05/2021 15:00:00,0.268,8.0,50.0,8.9,4.3,0.0
06/05/2021 16:00:00,0.32,15.0,53.0,24.2,6.4,1.0
06/05/2021 17:00:00,0.323,15.0,61.0,29.0,7.2,2.0
06/05/2021 18:00:00,0.31,10.0,66.0,16.4,5.0,1.0
06/05/2021 19:00:00,0.255,6.0,63.0,10.0,3.5,1.0
06/05/2021 20:00:00,0.228,7.0,65.0,9.7,3.4,1.0
06/05/2021 21:00:00,0.225,6.0,65.0,8.9,3.3,1.0
06/05/2021 22:00:00,0.221,6.0,65.0,10.8,3.8,1.0
06/05/2021 23:00:00,0.248,8.0,56.0,15.2,4.8,1.0
06/06/2021 00:00:00,0.267,11.0,40.0,8.5,3.7,1.0
06/06/2021 01:00:00,0.319,10.0,39.0,7.5,3.6,0.0
06/06/2021 02:00:00,0.245,7.0,45.0,16.3,4.6,0.0
06/06/2021 03:00:00,0.213,5.0,48.0,13.8,3.5,0.0
06/06/2021 04:00:00,0.266,,47.0,11.2,3.5,0.0
06/06/2021 05:00:00,0.23,6.0,45.0,3.9,1.9,0.0
06/06/2021 08:00:00,0.251,8.0,38.0,3.9,2.4,0.0
06/06/2021 09:00:00,0.195,7.0,36.0,3.2,2.2,1.0
06/06/2021 10:00:00,0.139,7.0,34.0,3.1,2.2,1.0
06/06/2021 11:00:00,0.146,5.0,34.0,3.1,2.2,0.0
06/06/2021 12:00:00,0.156,5.0,32.0,3.7,2.2,1.0
06/06/2021 13:00:00,0.167,5.0,32.0,3.8,2.3,1.0
06/06/2021 14:00:00,0.201,5.0,31.0,4.5,2.6,1.0
06/06/2021 15:00:00,0.273,7.0,29.0,6.3,3.2,1.0
06/06/2021 16:00:00,0.273,7.0,32.0,6.7,3.5,1.0
06/06/2021 17:00:00,0.295,7.0,38.0,7.6,3.7,0.0
06/06/2021 18:00:00,0.24,5.0,50.0,6.5,2.9,0.0
06/06/2021 19:00:00,0.22,4.0,50.0,5.7,2.6,0.0
06/06/2021 20:00:00,0.202,4.0,53.0,13.4,3.5,0.0
06/06/2021 21:00:00,0.19,3.0,50.0,10.3,3.0,0.0
06/06/2021 22:00:00,0.215,4.0,50.0,9.0,2.9,0.0
06/06/2021 23:00:00,0.233,5.0,46.0,9.7,3.5,0.0
06/07/2021 00:00:00,0.226,8.0,40.0,14.7,4.6,0.0
06/07/2021 01:00:00,0.252,7.0,42.0,7.1,3.7,0.0
06/07/2021 02:00:00,0.281,5.0,45.0,7.6,3.3,0.0
06/07/2021 03:00:00,0.218,3.0,46.0,6.8,3.5,0.0
06/07/2021 04:00:00,0.188,,45.0,3.7,2.2,0.0
