InstrumentName, I-25 Denver
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,CO,NO2,PM2.5
06/24/2021 00:00:00,0.62,26.0,5.6
06/24/2021 01:00:00,0.572,21.0,8.6
06/24/2021 02:00:00,0.504,20.0,9.3
06/24/2021 03:00:00,0.422,20.0,8.1
06/24/2021 04:00:00,0.323,,8.4
06/24/2021 05:00:00,0.398,18.0,8.2
06/24/2021 06:00:00,0.199,13.0,12.1
06/24/2021 07:00:00,0.163,6.0,10.1
06/24/2021 08:00:00,0.133,2.0,10.5
06/24/2021 15:00:00,0.561,28.0,10.5
06/24/2021 16:00:00,0.422,21.0,10.2
06/24/2021 17:00:00,0.44,25.0,8.9
06/24/2021 18:00:00,0.355,20.0,7.6
06/24/2021 19:00:00,0.249,12.0,7.4
06/24/2021 20:00:00,0.262,10.0,7.5
06/24/2021 21:00:00,0.36,15.0,7.6
06/24/2021 22:00:00,0.54,32.0,8.4
06/24/2021 23:00:00,0.407,20.0,7.0
06/25/2021 00:00:00,0.405,18.0,4.5
06/25/2021 01:00:00,0.54,21.0,5.0
06/25/2021 02:00:00,0.487,17.0,4.8
06/25/2021 04:00:00,0.334,15.0,6.4
06/25/2021 05:00:00,0.321,14.0,6.9
06/25/2021 06:00:00,0.372,16.0,7.9
06/25/2021 07:00:00,0.274,13.0,4.3
06/25/2021 08:00:00,0.151,11.0,4.8
06/25/2021 09:00:00,0.223,12.0,5.2
06/25/2021 10:00:00,0.202,9.0,4.9
06/25/2021 11:00:00,0.305,18.0,6.5
06/25/2021 12:00:00,0.558,26.0,6.7
06/25/2021 13:00:00,0.362,21.0,6.6
06/25/2021 14:00:00,0.285,16.0,7.0
06/25/2021 15:00:00,0.276,14.0,5.8
06/25/2021 16:00:00,0.289,14.0,6.0
06/25/2021 17:00:00,0.283,13.0,7.0
06/25/2021 18:00:00,0.251,14.0,6.0
06/25/2021 19:00:00,0.317,15.0,5.1
06/25/2021 20:00:00,0.338,21.0,6.8
06/25/2021 21:00:00,0.403,21.0,11.1
06/25/2021 22:00:00,0.463,22.0,9.2
06/25/2021 23:00:00,0.466,22.0,7.5
06/26/2021 00:00:00,0.424,19.0,7.8
06/26/2021 01:00:00,0.279,11.0,5.3
06/26/2021 02:00:00,0.511,17.0,5.2
06/26/2021 03:00:00,0.388,13.0,8.0
06/26/2021 04:00:00,0.336,,8.3
06/26/2021 05:00:00,0.322,12.0,11.0
06/26/2021 06:00:00,0.233,14.0,8.1
06/26/2021 07:00:00,0.314,11.0,6.4
06/26/2021 08:00:00,0.213,7.0,4.3
06/26/2021 09:00:00,0.199,6.0,4.9
06/26/2021 10:00:00,0.193,9.0,6.4
06/26/2021 11:00:00,0.231,12.0,6.5
06/26/2021 12:00:00,0.384,19.0,4.9
06/26/2021 13:00:00,0.402,19.0,5.0
06/26/2021 14:00:00,0.339,17.0,6.1
06/26/2021 15:00:00,0.348,15.0,6.4
06/26/2021 16:00:00,0.318,12.0,5.9
06/26/2021 17:00:00,0.15,6.0,4.1
06/26/2021 18:00:00,0.233,11.0,4.2
06/26/2021 19:00:00,0.188,7.0,2.3
06/26/2021 20:00:00,0.238,9.0,3.7
06/26/2021 21:00:00,0.4,11.0,5.8
06/26/2021 22:00:00,0.498,15.0,8.9
06/26/2021 23:00:00,0.496,16.0,7.4
06/27/2021 00:00:00,0.519,16.0,3.4
06/27/2021 01:00:00,0.512,17.0,3.8
06/27/2021 02:00:00,0.594,18.0,4.1
06/27/2021 03:00:00,0.496,18.0,5.6
06/27/2021 04:00:00,0.508,13.0,4.9
06/27/2021 05:00:00,0.423,11.0,5.5
06/27/2021 06:00:00,0.379,14.0,5.0
06/27/2021 07:00:00,0.466,17.0,6.3
06/27/2021 08:00:00,0.538,15.0,5.3
06/27/2021 09:00:00,0.308,9.0,3.8
06/27/2021 10:00:00,0.186,6.0,3.8
06/27/2021 11:00:00,0.193,7.0,3.6
06/27/2021 12:00:00,0.21,8.0,4.4
06/27/2021 13:00:00,0.194,7.0,4.3
06/27/2021 14:00:00,0.195,7.0,3.8
06/27/2021 15:00:00,0.123,3.0,3.3
06/27/2021 16:00:00,0.27,6.0,3.8
06/27/2021 17:00:00,0.201,4.0,3.0
06/27/2021 18:00:00,0.301,9.0,3.2
06/27/2021 19:00:00,0.21,5.0,2.6
06/27/2021 20:00:00,0.233,5.0,2.8
06/27/2021 21:00:00,0.387,10.0,8.8
06/27/2021 22:00:00,0.348,10.0,2.5
06/27/2021 23:00:00,0.415,13.0,3.9
06/28/2021 00:00:00,0.42,13.0,3.4
06/28/2021 01:00:00,0.355,10.0,5.8
06/28/2021 02:00:00,0.423,15.0,11.6
06/28/2021 03:00:00,0.5,21.0,4.9
06/28/2021 04:00:00,0.307,,3.6
06/28/2021 05:00:00,0.319,14.0,2.6
06/28/2021 06:00:00,0.14,5.0,2.0
06/28/2021 07:00:00,0.282,11.0,2.8
06/28/2021 08:00:00,0.284,14.0,3.1
06/28/2021 09:00:00,0.262,15.0,3.5
06/28/2021 10:00:00,0.345,15.0,3.9
06/28/2021 11:00:00,0.535,20.0,4.7
06/28/2021 12:00:00,0.793,23.0,7.3
06/28/2021 13:00:00,0.514,23.0,6.7
06/28/2021 14:00:00,,16.0,6.0
06/28/2021 15:00:00,0.448,20.0,5.6
06/28/2021 16:00:00,0.388,18.0,6.0
06/28/2021 17:00:00,0.411,19.0,6.3
06/28/2021 18:00:00,0.404,22.0,6.3
06/28/2021 19:00:00,0.441,28.0,6.2
06/28/2021 20:00:00,0.452,,5.0
06/28/2021 21:00:00,0.57,27.0,4.3
06/28/2021 22:00:00,0.375,22.0,4.8
06/28/2021 23:00:00,0.165,5.0,4.4
