InstrumentName, Manna Pro
StartTime, 2021-06-01 00:00:00
EndTime, 2021-06-30 00:00:00
Date,ICCID,IH,IT,P,PM10,PM1_0,PM2_5,Time,WD,WS
06/01/2021 00:01:00,,41.37,68.08,848.66,3.84,2.08,3.84,,-1.0,-1.0
06/01/2021 00:02:00,,41.92,67.95,848.64,4.41,2.51,4.18,,-1.0,-1.0
06/01/2021 00:03:00,,41.9,67.8,848.61,4.19,2.42,3.94,,-1.0,-1.0
06/01/2021 00:04:00,,41.89,67.69,848.61,2.74,1.62,2.62,,-1.0,-1.0
06/01/2021 00:05:00,,43.14,67.63,848.61,3.69,2.08,3.69,,-1.0,-1.0
06/01/2021 00:06:00,,43.57,67.59,848.61,3.38,1.8,2.99,,-1.0,-1.0
06/01/2021 00:07:00,,43.21,67.57,848.6,2.06,1.02,2.06,,-1.0,-1.0
06/01/2021 00:08:00,,43.13,67.56,848.59,2.78,1.98,2.78,,-1.0,-1.0
06/01/2021 00:09:00,,43.53,67.63,848.58,2.8,1.43,2.8,,-1.0,-1.0
06/01/2021 00:10:00,,43.76,67.67,848.57,2.53,1.36,2.42,,-1.0,-1.0
06/01/2021 00:11:00,,43.72,67.74,848.55,2.35,0.4,1.64,,-1.0,-1.0
06/01/2021 00:12:00,,43.76,67.79,848.54,1.81,0.73,1.81,,-1.0,-1.0
06/01/2021 00:13:00,,43.71,67.76,848.53,2.08,0.72,1.79,,-1.0,-1.0
06/01/2021 00:14:00,,43.23,67.78,848.5,2.4,0.66,2.08,,-1.0,-1.0
06/01/2021 00:15:00,,42.74,67.78,848.48,3.52,1.25,3.04,,-1.0,-1.0
06/01/2021 00:16:00,,42.75,67.84,848.47,1.76,0.79,1.47,,-1.0,-1.0
06/01/2021 00:17:00,,42.34,67.83,848.46,2.98,0.85,2.3,,-1.0,-1.0
06/01/2021 00:18:00,,42.12,67.85,848.44,3.46,1.94,3.2,,-1.0,-1.0
06/01/2021 00:19:00,,41.4,67.8,848.44,12.09,7.14,10.77,,-1.0,-1.0
06/01/2021 00:20:00,,40.76,67.73,848.42,14.5,9.1,13.72,,-1.0,-1.0
06/01/2021 00:21:00,,41.47,67.71,848.41,5.07,3.2,4.85,,-1.0,-1.0
06/01/2021 00:22:00,,41.74,67.75,848.4,3.12,1.75,3.12,,-1.0,-1.0
06/01/2021 00:23:00,,42.38,67.82,848.39,2.76,1.63,2.59,,-1.0,-1.0
06/01/2021 00:24:00,,42.45,67.94,848.37,8.95,4.49,7.73,,-1.0,-1.0
06/01/2021 00:25:00,,42.26,68.11,848.34,6.53,3.9,5.52,,-1.0,-1.0
06/01/2021 00:26:00,,42.13,68.4,848.33,3.75,2.39,3.5,,-1.0,-1.0
06/01/2021 00:27:00,,41.98,68.9,848.31,4.85,2.74,4.11,,-1.0,-1.0
06/01/2021 00:28:00,,40.76,69.46,848.29,3.45,1.77,3.19,,-1.0,-1.0
06/01/2021 00:29:01,,39.73,69.84,848.29,3.23,1.78,3.23,,-1.0,-1.0
06/01/2021 00:30:00,,39.19,70.1,848.29,5.75,4.03,5.71,,-1.0,-1.0
06/01/2021 00:31:00,,38.13,70.21,848.29,3.71,2.04,3.68,,-1.0,-1.0
06/01/2021 00:32:00,,37.34,70.27,848.29,3.46,2.17,3.46,,-1.0,-1.0
06/01/2021 00:33:00,,37.54,70.29,848.27,3.91,2.59,3.68,,-1.0,-1.0
06/01/2021 00:34:00,,37.25,70.29,848.26,2.94,1.48,2.38,,-1.0,-1.0
06/01/2021 00:35:00,,36.86,70.3,848.25,2.73,1.58,2.51,,-1.0,-1.0
06/01/2021 00:36:00,,36.2,70.3,848.23,3.59,1.39,3.37,,-1.0,-1.0
06/01/2021 00:37:00,,36.59,70.19,848.22,2.8,1.38,2.62,,-1.0,-1.0
06/01/2021 00:38:00,,37.73,70.24,848.24,3.49,1.77,3.13,,-1.0,-1.0
06/01/2021 00:39:00,,37.34,70.29,848.22,2.57,1.22,2.34,,-1.0,-1.0
06/01/2021 00:40:00,,37.41,70.35,848.21,3.45,2.26,3.37,,-1.0,-1.0
06/01/2021 00:41:00,,37.44,70.45,848.19,9.01,3.67,6.86,,-1.0,-1.0
06/01/2021 00:42:00,,37.83,70.53,848.18,4.13,2.46,3.94,,-1.0,-1.0
06/01/2021 00:43:00,,37.12,70.58,848.17,4.58,2.3,4.1,,-1.0,-1.0
06/01/2021 00:44:00,,37.08,70.65,848.17,3.52,1.97,2.85,,-1.0,-1.0
06/01/2021 00:45:00,,37.31,70.71,848.17,3.45,2.1,3.28,,-1.0,-1.0
06/01/2021 00:46:00,,37.07,70.73,848.17,3.44,2.04,3.28,,-1.0,-1.0
