InstrumentName, West Denver PA-II B
StartTime, 2020-12-01 00:00:00
EndTime, 2020-12-31 23:59:59
Date,PM2.5
12/01/2020 00:00:12.000000,2.56
12/01/2020 00:02:14.000000,2.36
12/01/2020 00:04:12.000000,1.81
12/01/2020 00:06:12.000000,1.58
12/01/2020 00:08:12.000000,1.0
12/01/2020 00:10:12.000000,1.71
12/01/2020 00:12:12.000000,1.16
12/01/2020 00:14:12.000000,0.95
12/01/2020 00:16:12.000000,1.0
12/01/2020 00:18:12.000000,1.04
12/01/2020 00:20:12.000000,1.19
12/01/2020 00:22:12.000000,1.48
12/01/2020 00:24:12.000000,9.85
12/01/2020 00:26:12.000000,9.54
12/01/2020 00:28:12.000000,7.02
12/01/2020 00:30:12.000000,6.15
12/01/2020 00:32:12.000000,4.36
12/01/2020 00:34:12.000000,6.59
12/01/2020 00:36:12.000000,5.93
12/01/2020 00:38:12.000000,6.88
12/01/2020 00:40:12.000000,8.75
12/01/2020 00:42:12.000000,7.29
12/01/2020 00:44:12.000000,7.67
12/01/2020 00:46:12.000000,6.28
12/01/2020 00:50:12.000000,7.16
12/01/2020 00:52:12.000000,8.12
12/01/2020 00:54:12.000000,7.93
12/01/2020 00:56:12.000000,7.75
12/01/2020 01:00:12.000000,8.28
12/01/2020 01:02:12.000000,9.48
12/01/2020 01:04:12.000000,9.51
12/01/2020 01:06:12.000000,9.31
12/01/2020 01:08:12.000000,8.29
12/01/2020 01:10:12.000000,9.69
12/01/2020 01:12:12.000000,8.9
12/01/2020 01:14:12.000000,9.25
12/01/2020 01:16:12.000000,7.82
12/01/2020 01:18:12.000000,7.7
12/01/2020 01:20:12.000000,7.51
12/01/2020 01:22:12.000000,7.93
12/01/2020 01:24:12.000000,8.41
12/01/2020 01:26:12.000000,8.71
12/01/2020 01:28:12.000000,31.86
12/01/2020 01:30:12.000000,37.77
12/01/2020 01:32:12.000000,37.22
12/01/2020 01:34:12.000000,30.0
12/01/2020 01:36:12.000000,34.96
12/01/2020 01:38:12.000000,32.83
12/01/2020 01:40:12.000000,20.73
12/01/2020 01:42:12.000000,18.84
12/01/2020 01:46:12.000000,17.29
12/01/2020 01:48:12.000000,15.52
12/01/2020 01:50:12.000000,15.64
12/01/2020 01:58:12.000000,11.48
12/01/2020 02:10:12.000000,10.4
12/01/2020 02:12:12.000000,9.64
12/01/2020 02:14:12.000000,7.95
12/01/2020 02:16:12.000000,8.46
12/01/2020 02:18:12.000000,7.98
12/01/2020 02:20:12.000000,7.1
12/01/2020 02:22:12.000000,6.8
12/01/2020 02:24:12.000000,6.51
12/01/2020 03:07:52.000000,6.6
12/01/2020 03:09:52.000000,7.2
12/01/2020 03:15:52.000000,3.63
12/01/2020 03:27:52.000000,0.0
12/01/2020 03:51:03.000000,0.0
12/01/2020 03:55:03.000000,0.0
12/01/2020 03:57:03.000000,0.0
12/01/2020 03:59:03.000000,0.0
12/01/2020 04:09:03.000000,0.17
12/01/2020 04:15:03.000000,0.29
12/01/2020 04:23:03.000000,0.0
12/01/2020 04:27:03.000000,0.4
12/01/2020 04:31:09.000000,0.0
12/01/2020 04:53:52.000000,1.05
12/01/2020 04:55:52.000000,1.43
12/01/2020 05:01:52.000000,1.57
12/01/2020 05:26:34.000000,2.45
12/01/2020 05:28:34.000000,3.58
12/01/2020 05:30:34.000000,2.65
12/01/2020 05:32:34.000000,2.72
12/01/2020 06:58:10.000000,5.15
12/01/2020 09:00:35.000000,8.59
12/01/2020 09:39:22.000000,4.9
12/01/2020 10:18:16.000000,0.8
12/01/2020 11:43:53.000000,0.25
12/01/2020 11:45:53.000000,0.0
12/01/2020 11:47:53.000000,0.18
12/01/2020 12:05:53.000000,0.05
12/01/2020 12:07:53.000000,0.0
12/01/2020 12:22:01.000000,0.18
12/01/2020 13:44:20.000000,2.34
12/01/2020 13:46:20.000000,2.05
12/01/2020 13:48:20.000000,2.84
12/01/2020 13:50:20.000000,3.02
12/01/2020 13:52:20.000000,2.92
12/01/2020 13:54:20.000000,2.46
12/01/2020 13:56:20.000000,3.11
12/01/2020 13:58:20.000000,3.07
12/01/2020 14:00:20.000000,2.95
12/01/2020 14:02:20.000000,2.61
12/01/2020 14:04:20.000000,3.82
12/01/2020 14:06:21.000000,4.33
12/01/2020 14:08:20.000000,4.02
12/01/2020 14:10:20.000000,4.36
12/01/2020 14:12:20.000000,4.72
12/01/2020 14:14:20.000000,4.58
12/01/2020 14:16:20.000000,5.54
12/01/2020 14:18:20.000000,5.17
12/01/2020 14:20:20.000000,5.12
12/01/2020 14:22:20.000000,6.18
12/01/2020 14:24:20.000000,6.35
12/01/2020 14:26:20.000000,5.58
12/01/2020 14:30:20.000000,5.61
12/01/2020 14:32:20.000000,5.28
12/01/2020 14:34:20.000000,5.52
12/01/2020 14:36:20.000000,5.15
12/01/2020 14:38:20.000000,5.11
12/01/2020 14:40:20.000000,5.24
12/01/2020 14:42:20.000000,5.52
12/01/2020 14:44:20.000000,5.97
12/01/2020 14:46:20.000000,6.12
12/01/2020 14:48:20.000000,6.96
12/01/2020 14:50:20.000000,6.62
12/01/2020 14:52:20.000000,4.59
12/01/2020 14:54:20.000000,6.05
12/01/2020 14:56:20.000000,5.02
12/01/2020 14:58:20.000000,4.77
12/01/2020 15:00:20.000000,4.86
12/01/2020 15:02:20.000000,5.03
12/01/2020 15:04:20.000000,4.68
12/01/2020 15:06:20.000000,4.23
12/01/2020 15:08:20.000000,4.75
12/01/2020 15:10:20.000000,4.92
12/01/2020 15:12:20.000000,4.23
12/01/2020 15:14:20.000000,4.86
12/01/2020 15:16:20.000000,4.42
12/01/2020 15:18:20.000000,4.63
12/01/2020 15:20:20.000000,4.09
12/01/2020 15:22:20.000000,4.57
12/01/2020 15:24:20.000000,3.37
12/01/2020 15:26:20.000000,2.88
12/01/2020 15:28:20.000000,1.66
12/01/2020 15:30:20.000000,2.57
12/01/2020 15:32:20.000000,3.48
12/01/2020 15:34:20.000000,4.12
12/01/2020 15:36:20.000000,4.32
12/01/2020 15:38:20.000000,3.64
12/01/2020 15:40:20.000000,3.75
12/01/2020 15:42:20.000000,3.19
12/01/2020 15:44:20.000000,4.4
12/01/2020 15:46:20.000000,3.88
12/01/2020 15:48:20.000000,4.36
12/01/2020 15:50:20.000000,4.93
12/01/2020 15:52:20.000000,5.08
12/01/2020 15:54:20.000000,4.65
12/01/2020 15:56:20.000000,5.42
12/01/2020 15:58:20.000000,4.65
12/01/2020 16:00:20.000000,5.43
12/01/2020 16:02:20.000000,6.24
12/01/2020 16:04:20.000000,5.25
12/01/2020 16:06:20.000000,5.29
12/01/2020 16:08:20.000000,5.65
12/01/2020 16:10:20.000000,5.71
12/01/2020 16:12:20.000000,4.88
12/01/2020 16:14:20.000000,4.96
