InstrumentName, CAMP,,,,,
StartTime, 2020-12-01 00:00:00,,,,,
EndTime, 2020-12-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
12/01/2020 00:00:00.000000,1.715,50.0,0.0,73.4,15.4,2.0
12/01/2020 01:00:00.000000,1.507,50.0,0.0,67.9,16.2,2.0
12/01/2020 02:00:00.000000,1.308,48.0,1.0,47.8,13.5,2.0
12/01/2020 03:00:00.000000,0.532,33.0,15.0,15.5,5.5,0.0
12/01/2020 04:00:00.000000,0.187,,37.0,5.8,2.0,0.0
12/01/2020 05:00:00.000000,0.239,16.0,22.0,6.3,3.2,0.0
12/01/2020 06:00:00.000000,0.242,19.0,22.0,5.8,3.1,0.0
12/01/2020 07:00:00.000000,0.375,30.0,7.0,10.3,4.7,0.0
12/01/2020 08:00:00.000000,0.482,39.0,1.0,13.3,6.3,0.0
12/01/2020 09:00:00.000000,0.247,18.0,26.0,8.6,2.7,0.0
12/01/2020 10:00:00.000000,0.248,32.0,11.0,9.1,3.2,0.0
12/01/2020 11:00:00.000000,0.349,43.0,3.0,16.3,5.5,1.0
12/01/2020 12:00:00.000000,0.52,46.0,0.0,15.8,5.4,1.0
12/01/2020 13:00:00.000000,0.704,48.0,0.0,28.1,7.4,1.0
12/01/2020 14:00:00.000000,0.926,49.0,0.0,41.1,10.9,2.0
12/01/2020 15:00:00.000000,0.781,44.0,1.0,41.6,10.8,1.0
12/01/2020 16:00:00.000000,0.359,26.0,13.0,26.5,5.7,0.0
12/01/2020 17:00:00.000000,0.254,10.0,34.0,7.5,2.6,0.0
12/01/2020 18:00:00.000000,0.245,11.0,29.0,15.2,3.6,0.0
12/01/2020 19:00:00.000000,0.248,9.0,27.0,20.5,4.0,0.0
12/01/2020 20:00:00.000000,0.199,7.0,31.0,36.8,5.5,0.0
12/01/2020 21:00:00.000000,0.23,8.0,31.0,25.1,4.2,0.0
12/01/2020 22:00:00.000000,0.227,9.0,29.0,23.6,3.7,0.0
12/01/2020 23:00:00.000000,0.252,9.0,26.0,17.4,3.0,0.0
12/02/2020 00:00:00.000000,0.257,12.0,23.0,9.7,2.3,0.0
12/02/2020 01:00:00.000000,0.235,11.0,23.0,6.1,1.9,0.0
12/02/2020 02:00:00.000000,0.318,13.0,21.0,5.3,2.0,0.0
12/02/2020 03:00:00.000000,0.296,7.0,26.0,3.2,1.4,0.0
12/02/2020 04:00:00.000000,0.169,,25.0,2.3,1.2,0.0
12/02/2020 05:00:00.000000,0.159,7.0,28.0,2.3,1.2,0.0
12/02/2020 06:00:00.000000,0.134,6.0,30.0,1.7,0.9,0.0
12/02/2020 07:00:00.000000,0.131,5.0,29.0,2.1,0.8,0.0
12/02/2020 08:00:00.000000,0.136,7.0,27.0,2.3,0.9,0.0
12/02/2020 09:00:00.000000,0.138,7.0,26.0,2.2,0.9,0.0
12/02/2020 10:00:00.000000,0.141,9.0,24.0,2.6,0.9,0.0
12/02/2020 11:00:00.000000,0.179,16.0,17.0,1.5,0.9,0.0
12/02/2020 12:00:00.000000,0.27,23.0,12.0,3.6,1.4,0.0
12/02/2020 13:00:00.000000,0.325,22.0,13.0,4.7,1.7,0.0
12/02/2020 14:00:00.000000,0.416,24.0,11.0,13.2,3.3,0.0
12/02/2020 15:00:00.000000,0.41,24.0,11.0,11.2,3.1,0.0
12/02/2020 16:00:00.000000,0.276,13.0,20.0,9.2,3.0,0.0
12/02/2020 17:00:00.000000,0.281,15.0,22.0,9.8,3.6,0.0
12/02/2020 18:00:00.000000,0.222,8.0,28.0,7.7,2.0,0.0
12/02/2020 19:00:00.000000,0.221,8.0,28.0,11.6,2.5,0.0
12/02/2020 20:00:00.000000,0.206,7.0,30.0,12.2,2.5,0.0
12/02/2020 21:00:00.000000,0.244,8.0,29.0,13.3,2.6,0.0
12/02/2020 22:00:00.000000,0.277,12.0,25.0,13.3,2.8,0.0
12/02/2020 23:00:00.000000,0.378,28.0,10.0,17.6,4.0,0.0
12/03/2020 00:00:00.000000,0.533,33.0,5.0,21.6,5.4,0.0
12/03/2020 01:00:00.000000,0.407,26.0,10.0,16.0,4.7,0.0
12/03/2020 02:00:00.000000,0.427,24.0,11.0,13.0,4.7,0.0
12/03/2020 03:00:00.000000,0.322,26.0,10.0,12.2,5.1,0.0
12/03/2020 04:00:00.000000,0.374,,7.0,13.1,5.6,0.0
12/03/2020 05:00:00.000000,0.335,24.0,9.0,12.9,7.3,0.0
12/03/2020 06:00:00.000000,0.298,21.0,11.0,10.6,6.3,0.0
12/03/2020 07:00:00.000000,0.301,20.0,11.0,9.0,5.5,0.0
12/03/2020 08:00:00.000000,0.323,23.0,9.0,7.6,4.7,0.0
12/03/2020 09:00:00.000000,0.339,33.0,2.0,7.4,4.6,0.0
12/03/2020 10:00:00.000000,0.243,30.0,6.0,5.1,3.2,0.0
12/03/2020 11:00:00.000000,0.21,23.0,14.0,4.4,2.5,0.0
12/03/2020 12:00:00.000000,0.218,19.0,17.0,4.6,2.3,0.0
12/03/2020 13:00:00.000000,0.228,20.0,16.0,6.8,2.7,0.0
12/03/2020 14:00:00.000000,0.27,21.0,16.0,17.4,4.4,0.0
12/03/2020 15:00:00.000000,0.303,22.0,16.0,,5.0,0.0
12/03/2020 16:00:00.000000,0.339,22.0,17.0,34.4,6.3,0.0
12/03/2020 17:00:00.000000,0.354,23.0,18.0,31.2,6.3,0.0
12/03/2020 18:00:00.000000,0.313,19.0,27.0,28.7,5.4,0.0
12/03/2020 19:00:00.000000,0.229,9.0,41.0,7.9,2.1,0.0
12/03/2020 20:00:00.000000,0.257,12.0,40.0,7.9,2.3,0.0
12/03/2020 21:00:00.000000,0.303,20.0,35.0,18.6,4.0,0.0
12/03/2020 22:00:00.000000,0.424,27.0,26.0,32.7,5.7,0.0
12/03/2020 23:00:00.000000,0.969,48.0,5.0,51.0,10.5,0.0
12/04/2020 00:00:00.000000,0.644,45.0,9.0,37.0,7.7,0.0
12/04/2020 01:00:00.000000,1.398,56.0,0.0,56.0,14.9,1.0
12/04/2020 02:00:00.000000,0.823,49.0,1.0,35.2,10.1,0.0
12/04/2020 03:00:00.000000,0.446,33.0,12.0,20.2,7.0,0.0
12/04/2020 04:00:00.000000,0.323,,15.0,15.1,6.2,0.0
12/04/2020 05:00:00.000000,0.254,17.0,24.0,10.0,4.7,0.0
12/04/2020 06:00:00.000000,0.218,15.0,25.0,7.1,3.5,0.0
12/04/2020 07:00:00.000000,0.221,14.0,26.0,6.2,3.6,0.0
12/04/2020 08:00:00.000000,0.215,14.0,26.0,4.6,2.9,0.0
12/04/2020 09:00:00.000000,0.19,10.0,29.0,5.8,4.6,0.0
12/04/2020 10:00:00.000000,0.148,9.0,29.0,4.3,3.3,0.0
