InstrumentName, I-25 Globeville
StartTime, 2021-03-01 00:00:00
EndTime, 2021-03-31 00:00:00
Date,NO2,PM2.5
03/01/2021 00:00:00,19.0,0.3
03/01/2021 01:00:00,24.0,0.4
03/01/2021 02:00:00,29.0,0.4
03/01/2021 03:00:00,34.0,0.6
03/01/2021 04:00:00,,0.6
03/01/2021 05:00:00,29.0,0.5
03/01/2021 06:00:00,38.0,0.4
03/01/2021 07:00:00,37.0,0.6
03/01/2021 08:00:00,35.0,0.4
03/01/2021 09:00:00,40.0,0.5
03/01/2021 10:00:00,31.0,0.4
03/01/2021 11:00:00,39.0,0.5
03/01/2021 12:00:00,41.0,0.6
03/01/2021 13:00:00,46.0,0.8
03/01/2021 14:00:00,48.0,1.3
03/01/2021 15:00:00,47.0,1.3
03/01/2021 16:00:00,36.0,1.2
03/01/2021 17:00:00,35.0,1.1
03/01/2021 18:00:00,,0.6
03/01/2021 19:00:00,,0.7
03/01/2021 20:00:00,25.0,0.9
03/01/2021 21:00:00,26.0,0.8
03/01/2021 22:00:00,24.0,
03/01/2021 23:00:00,20.0,
03/02/2021 00:00:00,25.0,
03/02/2021 01:00:00,48.0,
03/02/2021 02:00:00,55.0,
03/02/2021 03:00:00,50.0,
03/02/2021 05:00:00,34.0,
03/02/2021 06:00:00,39.0,
03/02/2021 07:00:00,39.0,
03/02/2021 08:00:00,40.0,
03/02/2021 09:00:00,39.0,
03/02/2021 10:00:00,38.0,
03/02/2021 11:00:00,44.0,
03/02/2021 12:00:00,61.0,
03/02/2021 13:00:00,55.0,
03/02/2021 14:00:00,52.0,
03/02/2021 15:00:00,51.0,
03/02/2021 16:00:00,46.0,
03/02/2021 17:00:00,41.0,
03/02/2021 18:00:00,18.0,
03/02/2021 19:00:00,9.0,
03/02/2021 20:00:00,11.0,
03/02/2021 21:00:00,8.0,
03/02/2021 22:00:00,14.0,
03/02/2021 23:00:00,10.0,
03/03/2021 00:00:00,18.0,
03/03/2021 01:00:00,40.0,
03/03/2021 02:00:00,50.0,
03/03/2021 03:00:00,44.0,
03/03/2021 05:00:00,34.0,
03/03/2021 06:00:00,41.0,
03/03/2021 07:00:00,37.0,
03/03/2021 08:00:00,37.0,
03/03/2021 09:00:00,24.0,
03/03/2021 10:00:00,34.0,
03/03/2021 11:00:00,32.0,
03/03/2021 12:00:00,33.0,
03/03/2021 13:00:00,39.0,
03/03/2021 14:00:00,38.0,
03/03/2021 15:00:00,38.0,
03/03/2021 16:00:00,38.0,
03/03/2021 17:00:00,30.0,
03/03/2021 18:00:00,16.0,
03/03/2021 19:00:00,12.0,
03/03/2021 20:00:00,12.0,
03/03/2021 21:00:00,15.0,
03/03/2021 22:00:00,11.0,
03/03/2021 23:00:00,12.0,
03/04/2021 00:00:00,11.0,
03/04/2021 01:00:00,25.0,
03/04/2021 02:00:00,43.0,
03/04/2021 03:00:00,17.0,
03/04/2021 05:00:00,31.0,
03/04/2021 06:00:00,34.0,
03/04/2021 07:00:00,35.0,
03/04/2021 08:00:00,40.0,
03/04/2021 09:00:00,44.0,
03/04/2021 10:00:00,49.0,
03/04/2021 11:00:00,48.0,
03/04/2021 12:00:00,40.0,
03/04/2021 13:00:00,38.0,
03/04/2021 14:00:00,36.0,
03/04/2021 15:00:00,33.0,
03/04/2021 16:00:00,25.0,
03/04/2021 17:00:00,33.0,
03/04/2021 18:00:00,38.0,
03/04/2021 19:00:00,25.0,
03/04/2021 20:00:00,23.0,
03/04/2021 21:00:00,30.0,
03/04/2021 22:00:00,24.0,
03/04/2021 23:00:00,28.0,
03/05/2021 00:00:00,28.0,
03/05/2021 01:00:00,12.0,
03/05/2021 02:00:00,14.0,
03/05/2021 03:00:00,21.0,
03/05/2021 05:00:00,23.0,
03/05/2021 06:00:00,32.0,
03/05/2021 07:00:00,29.0,
