InstrumentName, Welby
StartTime, 2021-03-01 00:00:00
EndTime, 2021-03-31 00:00:00
Date,NO2,O3,PM10,SO2
03/01/2021 00:00:00,5.0,45.0,14.3,0.0
03/01/2021 01:00:00,10.0,39.0,17.0,0.0
03/01/2021 02:00:00,23.0,24.0,28.6,0.0
03/01/2021 03:00:00,31.0,16.0,20.7,0.0
03/01/2021 04:00:00,,11.0,32.4,0.0
03/01/2021 05:00:00,41.0,4.0,26.4,0.0
03/01/2021 06:00:00,40.0,5.0,17.7,0.0
03/01/2021 07:00:00,43.0,1.0,25.4,0.0
03/01/2021 08:00:00,42.0,1.0,18.5,0.0
03/01/2021 09:00:00,44.0,1.0,23.0,0.0
03/01/2021 10:00:00,43.0,1.0,15.9,0.0
03/01/2021 11:00:00,43.0,1.0,14.4,0.0
03/01/2021 12:00:00,50.0,1.0,24.3,0.0
03/01/2021 13:00:00,51.0,1.0,49.4,1.0
03/01/2021 14:00:00,50.0,,92.0,2.0
03/01/2021 15:00:00,39.0,15.0,66.2,
03/01/2021 16:00:00,25.0,25.0,42.4,0.0
03/01/2021 17:00:00,20.0,31.0,47.8,0.0
03/01/2021 18:00:00,17.0,35.0,37.0,1.0
03/01/2021 19:00:00,17.0,36.0,43.9,0.0
03/01/2021 20:00:00,11.0,41.0,34.1,0.0
03/01/2021 21:00:00,,44.0,18.8,0.0
03/01/2021 22:00:00,,44.0,16.6,0.0
03/01/2021 23:00:00,10.0,42.0,18.7,0.0
03/02/2021 00:00:00,15.0,35.0,42.3,0.0
03/02/2021 01:00:00,31.0,15.0,65.0,0.0
03/02/2021 02:00:00,35.0,9.0,47.6,0.0
03/02/2021 03:00:00,43.0,1.0,61.5,0.0
03/02/2021 04:00:00,,1.0,50.1,0.0
03/02/2021 05:00:00,41.0,1.0,50.3,0.0
03/02/2021 06:00:00,39.0,1.0,55.9,0.0
03/02/2021 07:00:00,39.0,1.0,30.9,0.0
03/02/2021 08:00:00,37.0,1.0,24.2,0.0
03/02/2021 09:00:00,36.0,,19.3,0.0
03/02/2021 10:00:00,33.0,,28.1,0.0
03/02/2021 11:00:00,31.0,,21.0,0.0
03/02/2021 12:00:00,36.0,,36.3,1.0
03/02/2021 13:00:00,38.0,,48.3,2.0
03/02/2021 14:00:00,43.0,3.0,85.8,2.0
03/02/2021 15:00:00,51.0,5.0,121.9,3.0
03/02/2021 16:00:00,47.0,9.0,102.7,2.0
03/02/2021 17:00:00,31.0,19.0,57.8,1.0
03/02/2021 18:00:00,18.0,30.0,39.8,1.0
03/02/2021 19:00:00,10.0,36.0,21.1,0.0
03/02/2021 20:00:00,8.0,39.0,24.2,0.0
03/02/2021 21:00:00,7.0,40.0,21.5,0.0
03/02/2021 22:00:00,4.0,40.0,26.9,0.0
03/02/2021 23:00:00,4.0,38.0,32.3,0.0
03/03/2021 00:00:00,10.0,30.0,26.1,0.0
03/03/2021 01:00:00,18.0,20.0,25.2,0.0
03/03/2021 02:00:00,30.0,5.0,48.0,0.0
03/03/2021 03:00:00,32.0,1.0,65.1,1.0
03/03/2021 04:00:00,,13.0,23.4,0.0
03/03/2021 05:00:00,25.0,10.0,56.9,0.0
03/03/2021 06:00:00,35.0,2.0,31.1,0.0
03/03/2021 07:00:00,32.0,2.0,26.5,0.0
03/03/2021 08:00:00,32.0,3.0,32.0,0.0
03/03/2021 09:00:00,32.0,1.0,28.6,0.0
03/03/2021 10:00:00,33.0,1.0,24.1,1.0
03/03/2021 11:00:00,32.0,1.0,25.6,1.0
03/03/2021 12:00:00,32.0,1.0,36.8,1.0
03/03/2021 13:00:00,35.0,1.0,83.3,1.0
03/03/2021 14:00:00,38.0,3.0,111.0,2.0
03/03/2021 15:00:00,33.0,9.0,88.7,1.0
03/03/2021 16:00:00,31.0,12.0,72.7,1.0
03/03/2021 17:00:00,30.0,17.0,67.7,2.0
03/03/2021 18:00:00,17.0,28.0,45.2,1.0
03/03/2021 19:00:00,6.0,39.0,16.8,0.0
03/03/2021 20:00:00,6.0,40.0,30.3,0.0
03/03/2021 21:00:00,5.0,41.0,20.8,0.0
03/03/2021 22:00:00,5.0,43.0,,0.0
03/03/2021 23:00:00,4.0,43.0,35.8,0.0
03/04/2021 00:00:00,9.0,34.0,36.8,0.0
03/04/2021 01:00:00,20.0,20.0,41.6,0.0
03/04/2021 02:00:00,27.0,10.0,40.7,0.0
03/04/2021 03:00:00,32.0,11.0,49.9,0.0
03/04/2021 04:00:00,,26.0,33.1,0.0
03/04/2021 05:00:00,24.0,13.0,40.7,0.0
03/04/2021 06:00:00,36.0,2.0,49.4,0.0
03/04/2021 07:00:00,33.0,2.0,41.7,0.0
03/04/2021 08:00:00,33.0,1.0,35.4,0.0
03/04/2021 09:00:00,31.0,1.0,43.1,0.0
03/04/2021 10:00:00,31.0,1.0,32.4,0.0
03/04/2021 11:00:00,31.0,1.0,30.3,1.0
03/04/2021 12:00:00,31.0,1.0,37.3,0.0
03/04/2021 13:00:00,32.0,1.0,64.1,1.0
03/04/2021 14:00:00,33.0,3.0,113.2,2.0
03/04/2021 15:00:00,20.0,13.0,46.6,0.0
03/04/2021 16:00:00,11.0,22.0,26.4,0.0
03/04/2021 17:00:00,16.0,16.0,37.9,0.0
03/04/2021 18:00:00,19.0,18.0,51.1,0.0
03/04/2021 19:00:00,17.0,17.0,62.4,0.0
03/04/2021 20:00:00,13.0,26.0,46.6,0.0
03/04/2021 21:00:00,7.0,37.0,77.7,0.0
03/04/2021 22:00:00,6.0,37.0,30.3,0.0
03/04/2021 23:00:00,7.0,36.0,14.7,0.0
03/05/2021 00:00:00,7.0,40.0,19.3,0.0
03/05/2021 01:00:00,4.0,41.0,12.0,0.0
03/05/2021 02:00:00,3.0,42.0,14.5,0.0
03/05/2021 03:00:00,3.0,41.0,8.3,0.0
03/05/2021 04:00:00,,43.0,9.0,0.0
03/05/2021 05:00:00,7.0,36.0,18.4,0.0
03/05/2021 06:00:00,14.0,29.0,13.3,0.0
03/05/2021 07:00:00,32.0,9.0,17.2,0.0
03/05/2021 08:00:00,18.0,21.0,12.6,0.0
03/05/2021 09:00:00,23.0,10.0,13.4,0.0
03/05/2021 10:00:00,31.0,1.0,10.3,0.0
03/05/2021 11:00:00,37.0,1.0,13.7,0.0
03/05/2021 12:00:00,42.0,1.0,18.7,1.0
03/05/2021 13:00:00,43.0,1.0,26.3,2.0
03/05/2021 14:00:00,45.0,4.0,24.4,1.0
03/05/2021 15:00:00,42.0,9.0,39.0,1.0
03/05/2021 16:00:00,32.0,17.0,45.0,0.0
03/05/2021 17:00:00,24.0,27.0,25.8,0.0
03/05/2021 18:00:00,10.0,43.0,11.9,1.0
03/05/2021 19:00:00,6.0,48.0,22.0,0.0
03/05/2021 20:00:00,5.0,51.0,21.1,0.0
03/05/2021 21:00:00,5.0,51.0,21.5,0.0
03/05/2021 22:00:00,5.0,52.0,14.1,0.0
03/05/2021 23:00:00,4.0,52.0,17.8,0.0
03/06/2021 00:00:00,10.0,42.0,23.2,0.0
03/06/2021 01:00:00,31.0,15.0,71.5,0.0
03/06/2021 02:00:00,31.0,10.0,39.8,0.0
03/06/2021 03:00:00,37.0,2.0,58.1,0.0
03/06/2021 04:00:00,,4.0,46.5,0.0
03/06/2021 05:00:00,38.0,2.0,46.8,0.0
03/06/2021 06:00:00,36.0,4.0,29.1,0.0
03/06/2021 07:00:00,36.0,2.0,29.2,0.0
03/06/2021 08:00:00,35.0,4.0,27.7,0.0
03/06/2021 09:00:00,33.0,2.0,29.9,0.0
03/06/2021 10:00:00,31.0,1.0,19.7,0.0
03/06/2021 11:00:00,32.0,1.0,19.7,0.0
03/06/2021 12:00:00,32.0,1.0,12.4,0.0
03/06/2021 13:00:00,33.0,1.0,21.3,1.0
03/06/2021 14:00:00,31.0,7.0,31.3,1.0
03/06/2021 15:00:00,35.0,9.0,55.7,1.0
03/06/2021 16:00:00,34.0,15.0,37.6,1.0
03/06/2021 17:00:00,19.0,31.0,20.5,1.0
03/06/2021 18:00:00,13.0,38.0,30.6,1.0
03/06/2021 19:00:00,9.0,44.0,10.5,0.0
03/06/2021 20:00:00,4.0,50.0,10.5,0.0
03/06/2021 21:00:00,3.0,53.0,20.3,0.0
03/06/2021 22:00:00,2.0,53.0,29.9,0.0
03/06/2021 23:00:00,3.0,52.0,35.8,0.0
03/07/2021 00:00:00,6.0,44.0,19.1,0.0
