InstrumentName, La Casa
StartTime, 2021-03-01 00:00:00
EndTime, 2021-03-31 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
03/01/2021 00:00:00,0.166,,46.0,5.6,2.1,0.0
03/01/2021 01:00:00,0.205,,41.0,10.4,3.3,0.0
03/01/2021 02:00:00,0.17,,43.0,8.2,3.1,0.0
03/01/2021 03:00:00,0.186,,40.0,8.8,3.1,0.0
03/01/2021 04:00:00,0.289,,24.0,13.0,4.3,0.0
03/01/2021 05:00:00,0.29,,19.0,11.0,4.2,0.0
03/01/2021 06:00:00,0.316,,12.0,11.4,4.5,0.0
03/01/2021 07:00:00,0.306,,9.0,10.3,4.1,
03/01/2021 08:00:00,0.318,,3.0,9.5,4.3,0.0
03/01/2021 09:00:00,0.318,,2.0,9.9,4.0,0.0
03/01/2021 10:00:00,0.269,,7.0,8.0,3.6,0.0
03/01/2021 11:00:00,0.305,,5.0,9.4,4.3,0.0
03/01/2021 12:00:00,0.34,,3.0,9.6,3.8,0.0
03/01/2021 13:00:00,0.436,,3.0,16.7,4.1,0.0
03/01/2021 14:00:00,,,,20.0,4.3,0.0
03/01/2021 15:00:00,0.287,,29.0,24.3,4.2,0.0
03/01/2021 16:00:00,0.232,,37.0,21.6,3.9,0.0
03/01/2021 17:00:00,0.202,9.0,40.0,19.6,3.8,0.0
03/01/2021 18:00:00,0.219,10.0,41.0,17.9,3.7,0.0
03/01/2021 19:00:00,0.244,16.0,38.0,30.9,5.0,0.0
03/01/2021 20:00:00,0.27,20.0,34.0,38.2,6.2,1.0
03/01/2021 21:00:00,0.224,15.0,39.0,32.4,5.4,
03/01/2021 22:00:00,0.236,15.0,38.0,31.3,5.4,0.0
03/01/2021 23:00:00,0.277,20.0,33.0,32.1,5.2,0.0
03/02/2021 00:00:00,0.299,30.0,22.0,31.6,5.2,0.0
03/02/2021 01:00:00,0.626,50.0,1.0,57.8,8.3,1.0
03/02/2021 02:00:00,0.684,45.0,1.0,57.8,10.4,1.0
03/02/2021 03:00:00,0.543,41.0,3.0,37.9,10.4,0.0
03/02/2021 04:00:00,0.319,29.0,14.0,25.6,6.4,0.0
03/02/2021 05:00:00,0.335,,7.0,20.6,5.3,0.0
03/02/2021 06:00:00,0.345,34.0,5.0,19.2,5.8,0.0
03/02/2021 07:00:00,0.322,36.0,1.0,16.5,5.0,
03/02/2021 08:00:00,0.364,36.0,1.0,15.4,5.1,0.0
03/02/2021 09:00:00,0.335,36.0,1.0,14.2,5.0,0.0
03/02/2021 10:00:00,0.372,36.0,1.0,12.9,4.8,0.0
03/02/2021 11:00:00,0.475,36.0,0.0,13.1,4.6,1.0
03/02/2021 12:00:00,0.614,36.0,0.0,14.5,5.0,1.0
03/02/2021 13:00:00,0.785,39.0,1.0,19.7,5.9,1.0
03/02/2021 14:00:00,0.805,37.0,6.0,25.9,7.1,2.0
03/02/2021 15:00:00,0.724,35.0,11.0,32.7,7.1,2.0
03/02/2021 16:00:00,0.387,,20.0,40.9,5.8,1.0
03/02/2021 17:00:00,0.285,,30.0,32.4,4.4,1.0
03/02/2021 18:00:00,0.23,,34.0,18.3,2.8,0.0
03/02/2021 19:00:00,0.167,,40.0,9.6,1.4,0.0
03/02/2021 20:00:00,0.184,,40.0,13.0,1.5,0.0
03/02/2021 21:00:00,0.188,,39.0,17.9,2.2,0.0
03/02/2021 22:00:00,0.172,,38.0,20.2,2.5,0.0
03/02/2021 23:00:00,0.192,13.0,32.0,20.5,2.8,0.0
