InstrumentName, NJH
StartTime, 2021-03-01 00:00:00
EndTime, 2021-03-31 00:00:00
Date,PM2.5
03/01/2021 00:00:00,2.9
03/01/2021 01:00:00,4.3
03/01/2021 02:00:00,3.8
03/01/2021 03:00:00,4.0
03/01/2021 04:00:00,7.1
03/01/2021 05:00:00,6.4
03/01/2021 06:00:00,5.1
03/01/2021 07:00:00,4.2
03/01/2021 08:00:00,3.7
03/01/2021 09:00:00,3.0
03/01/2021 10:00:00,3.1
03/01/2021 11:00:00,2.9
03/01/2021 12:00:00,3.4
03/01/2021 13:00:00,3.8
03/01/2021 14:00:00,4.1
03/01/2021 15:00:00,3.7
03/01/2021 16:00:00,3.7
03/01/2021 17:00:00,3.8
03/01/2021 18:00:00,3.4
03/01/2021 19:00:00,3.6
03/01/2021 20:00:00,3.0
03/01/2021 21:00:00,3.1
03/01/2021 22:00:00,3.6
03/01/2021 23:00:00,3.7
03/02/2021 00:00:00,5.6
03/02/2021 01:00:00,7.3
03/02/2021 02:00:00,10.7
03/02/2021 03:00:00,11.5
03/02/2021 04:00:00,5.4
03/02/2021 05:00:00,5.9
03/02/2021 06:00:00,4.9
03/02/2021 07:00:00,4.6
03/02/2021 08:00:00,3.9
03/02/2021 09:00:00,3.8
03/02/2021 10:00:00,3.3
03/02/2021 11:00:00,3.3
03/02/2021 12:00:00,4.2
03/02/2021 13:00:00,5.5
03/02/2021 14:00:00,6.5
03/02/2021 15:00:00,4.5
03/02/2021 16:00:00,3.6
03/02/2021 17:00:00,2.7
03/02/2021 18:00:00,1.7
03/02/2021 19:00:00,1.5
03/02/2021 20:00:00,1.3
03/02/2021 21:00:00,1.2
03/02/2021 22:00:00,2.0
03/02/2021 23:00:00,1.5
03/03/2021 00:00:00,2.2
03/03/2021 01:00:00,4.4
03/03/2021 02:00:00,7.5
03/03/2021 03:00:00,13.0
03/03/2021 04:00:00,5.4
03/03/2021 05:00:00,4.5
03/03/2021 06:00:00,5.1
03/03/2021 07:00:00,4.5
03/03/2021 08:00:00,3.3
03/03/2021 09:00:00,2.6
03/03/2021 10:00:00,2.8
03/03/2021 11:00:00,2.5
03/03/2021 12:00:00,3.2
03/03/2021 13:00:00,4.1
03/03/2021 14:00:00,4.4
03/03/2021 15:00:00,4.1
03/03/2021 16:00:00,3.3
03/03/2021 17:00:00,2.5
03/03/2021 18:00:00,2.2
03/03/2021 19:00:00,2.0
03/03/2021 20:00:00,2.1
03/03/2021 21:00:00,2.6
03/03/2021 22:00:00,1.8
03/03/2021 23:00:00,2.3
03/04/2021 00:00:00,2.8
03/04/2021 01:00:00,4.0
03/04/2021 02:00:00,4.8
03/04/2021 03:00:00,3.8
03/04/2021 04:00:00,4.3
03/04/2021 05:00:00,4.7
03/04/2021 06:00:00,5.5
03/04/2021 07:00:00,4.1
03/04/2021 08:00:00,4.2
03/04/2021 09:00:00,4.3
03/04/2021 10:00:00,5.0
03/04/2021 11:00:00,5.4
03/04/2021 12:00:00,6.8
03/04/2021 13:00:00,9.1
03/04/2021 14:00:00,7.7
03/04/2021 15:00:00,10.1
03/04/2021 16:00:00,7.7
03/04/2021 17:00:00,8.3
03/04/2021 18:00:00,9.3
03/04/2021 19:00:00,7.1
03/04/2021 20:00:00,8.2
03/04/2021 21:00:00,10.1
03/04/2021 22:00:00,7.2
03/04/2021 23:00:00,6.7
03/05/2021 00:00:00,6.9
03/05/2021 01:00:00,6.8
03/05/2021 02:00:00,5.3
03/05/2021 03:00:00,5.3
03/05/2021 04:00:00,5.1
03/05/2021 05:00:00,5.2
03/05/2021 06:00:00,5.9
03/05/2021 07:00:00,6.1
03/05/2021 08:00:00,7.2
03/05/2021 09:00:00,8.1
03/05/2021 10:00:00,7.9
03/05/2021 11:00:00,6.9
03/05/2021 12:00:00,5.9
03/05/2021 13:00:00,5.7
03/05/2021 14:00:00,6.3
03/05/2021 15:00:00,8.2
03/05/2021 16:00:00,7.5
03/05/2021 17:00:00,7.7
03/05/2021 18:00:00,6.9
03/05/2021 19:00:00,6.3
03/05/2021 20:00:00,6.7
03/05/2021 21:00:00,5.8
03/05/2021 22:00:00,5.0
03/05/2021 23:00:00,4.0
03/06/2021 00:00:00,4.1
03/06/2021 01:00:00,5.6
03/06/2021 02:00:00,11.0
03/06/2021 03:00:00,6.1
03/06/2021 04:00:00,8.1
03/06/2021 05:00:00,8.6
03/06/2021 06:00:00,8.8
03/06/2021 07:00:00,7.3
03/06/2021 08:00:00,5.5
03/06/2021 09:00:00,5.4
03/06/2021 10:00:00,5.3
03/06/2021 11:00:00,5.0
03/06/2021 12:00:00,5.1
03/06/2021 13:00:00,4.9
03/06/2021 14:00:00,5.2
03/06/2021 15:00:00,4.4
03/06/2021 16:00:00,3.6
03/06/2021 17:00:00,2.8
03/06/2021 18:00:00,2.3
03/06/2021 19:00:00,2.2
03/06/2021 20:00:00,2.4
03/06/2021 21:00:00,2.4
03/06/2021 22:00:00,3.6
03/06/2021 23:00:00,3.4
03/07/2021 00:00:00,3.8
03/07/2021 01:00:00,6.6
03/07/2021 02:00:00,13.7
03/07/2021 03:00:00,19.5
03/07/2021 04:00:00,8.0
03/07/2021 05:00:00,6.5
03/07/2021 06:00:00,6.7
03/07/2021 07:00:00,4.8
03/07/2021 09:00:00,3.6
03/07/2021 10:00:00,3.5
03/07/2021 11:00:00,3.5
03/07/2021 12:00:00,3.6
03/07/2021 13:00:00,3.8
03/07/2021 14:00:00,4.3
03/07/2021 15:00:00,4.2
03/07/2021 16:00:00,3.7
03/07/2021 17:00:00,3.2
03/07/2021 18:00:00,3.0
03/07/2021 19:00:00,2.9
03/07/2021 20:00:00,3.1
03/07/2021 21:00:00,3.1
03/07/2021 22:00:00,3.1
03/07/2021 23:00:00,3.2
03/08/2021 00:00:00,3.5
03/08/2021 01:00:00,3.9
03/08/2021 02:00:00,4.3
03/08/2021 03:00:00,4.4
03/08/2021 04:00:00,4.3
03/08/2021 05:00:00,4.6
03/08/2021 06:00:00,4.7
03/08/2021 07:00:00,4.7
03/08/2021 08:00:00,5.1
03/08/2021 09:00:00,5.2
03/08/2021 10:00:00,5.0
03/08/2021 11:00:00,5.0
03/08/2021 12:00:00,5.5
03/08/2021 13:00:00,5.6
03/08/2021 14:00:00,6.3
03/08/2021 15:00:00,6.2
03/08/2021 16:00:00,8.8
03/08/2021 17:00:00,10.0
03/08/2021 18:00:00,9.7
03/08/2021 19:00:00,11.2
03/08/2021 20:00:00,14.3
03/08/2021 21:00:00,12.2
03/08/2021 22:00:00,6.3
03/08/2021 23:00:00,5.4
03/09/2021 00:00:00,4.7
03/09/2021 01:00:00,4.6
03/09/2021 02:00:00,4.9
03/09/2021 03:00:00,4.5
03/09/2021 04:00:00,6.2
03/09/2021 05:00:00,7.2
03/09/2021 06:00:00,5.9
03/09/2021 07:00:00,3.7
03/09/2021 08:00:00,4.0
03/09/2021 09:00:00,4.2
03/09/2021 10:00:00,7.2
03/09/2021 11:00:00,4.0
03/09/2021 12:00:00,5.6
03/09/2021 13:00:00,8.5
03/09/2021 14:00:00,9.2
03/09/2021 15:00:00,8.1
03/09/2021 16:00:00,5.9
03/09/2021 17:00:00,4.9
03/09/2021 18:00:00,4.5
03/09/2021 19:00:00,5.1
03/09/2021 20:00:00,4.9
03/09/2021 21:00:00,4.8
03/09/2021 22:00:00,4.9
03/09/2021 23:00:00,7.1
03/10/2021 00:00:00,6.8
03/10/2021 01:00:00,7.4
03/10/2021 02:00:00,7.2
03/10/2021 03:00:00,6.4
03/10/2021 04:00:00,5.9
03/10/2021 05:00:00,5.9
03/10/2021 06:00:00,5.6
03/10/2021 07:00:00,5.5
03/10/2021 08:00:00,5.3
03/10/2021 09:00:00,5.2
03/10/2021 10:00:00,6.0
03/10/2021 11:00:00,7.4
03/10/2021 12:00:00,7.8
03/10/2021 13:00:00,10.5
03/10/2021 14:00:00,10.9
03/10/2021 15:00:00,11.8
03/10/2021 16:00:00,10.0
03/10/2021 17:00:00,8.0
03/10/2021 18:00:00,7.4
03/10/2021 19:00:00,4.5
03/10/2021 20:00:00,5.2
