InstrumentName, I-25 Denver
StartTime, 2021-03-01 00:00:00
EndTime, 2021-03-31 00:00:00
Date,CO,NO2,PM2.5
03/01/2021 00:00:00,0.455,17.0,3.2
03/01/2021 01:00:00,0.51,16.0,3.2
03/01/2021 02:00:00,0.51,20.0,4.0
03/01/2021 03:00:00,0.418,20.0,3.4
03/01/2021 04:00:00,0.384,,3.9
03/01/2021 05:00:00,0.451,31.0,4.2
03/01/2021 06:00:00,0.45,33.0,5.7
03/01/2021 07:00:00,0.478,35.0,4.9
03/01/2021 08:00:00,0.497,38.0,4.3
03/01/2021 09:00:00,0.461,37.0,3.5
03/01/2021 10:00:00,0.421,39.0,3.0
03/01/2021 11:00:00,0.608,44.0,5.0
03/01/2021 12:00:00,0.592,42.0,4.8
03/01/2021 13:00:00,0.665,42.0,5.4
03/01/2021 14:00:00,,28.0,4.4
03/01/2021 15:00:00,0.359,21.0,4.8
03/01/2021 16:00:00,0.301,16.0,4.4
03/01/2021 17:00:00,0.309,15.0,6.2
03/01/2021 18:00:00,0.295,11.0,4.1
03/01/2021 19:00:00,0.306,12.0,4.9
03/01/2021 20:00:00,0.396,22.0,6.1
03/01/2021 21:00:00,0.465,,5.6
03/01/2021 22:00:00,0.391,,5.1
03/01/2021 23:00:00,0.299,19.0,4.5
03/02/2021 00:00:00,0.428,33.0,6.2
03/02/2021 01:00:00,0.545,35.0,7.6
03/02/2021 02:00:00,0.877,47.0,13.4
03/02/2021 03:00:00,0.589,35.0,6.5
03/02/2021 04:00:00,0.354,,4.3
03/02/2021 05:00:00,0.486,38.0,5.5
03/02/2021 06:00:00,0.454,38.0,5.8
03/02/2021 07:00:00,0.413,36.0,5.3
03/02/2021 08:00:00,0.61,36.0,6.8
03/02/2021 09:00:00,0.723,38.0,7.2
03/02/2021 10:00:00,0.838,35.0,7.8
03/02/2021 11:00:00,0.964,35.0,8.7
03/02/2021 12:00:00,1.136,34.0,7.5
03/02/2021 13:00:00,1.658,40.0,10.5
03/02/2021 14:00:00,1.806,47.0,15.0
03/02/2021 15:00:00,1.172,45.0,13.5
03/02/2021 16:00:00,0.373,22.0,6.3
03/02/2021 17:00:00,0.352,19.0,6.0
03/02/2021 18:00:00,0.265,11.0,2.8
03/02/2021 19:00:00,0.232,8.0,
03/02/2021 20:00:00,0.304,12.0,2.8
03/02/2021 21:00:00,0.318,14.0,2.9
03/02/2021 22:00:00,0.225,11.0,3.3
03/02/2021 23:00:00,0.239,10.0,2.3
03/03/2021 00:00:00,0.224,10.0,2.7
03/03/2021 01:00:00,0.312,17.0,3.8
03/03/2021 02:00:00,0.847,38.0,9.1
03/03/2021 03:00:00,0.768,37.0,8.5
03/03/2021 04:00:00,0.275,,3.8
03/03/2021 05:00:00,0.448,26.0,5.6
03/03/2021 06:00:00,0.778,35.0,8.6
03/03/2021 07:00:00,0.496,30.0,4.4
03/03/2021 08:00:00,0.294,22.0,3.2
03/03/2021 09:00:00,0.36,26.0,5.2
03/03/2021 10:00:00,0.532,30.0,5.2
03/03/2021 11:00:00,0.386,30.0,4.4
03/03/2021 12:00:00,0.39,28.0,3.3
03/03/2021 13:00:00,0.933,33.0,7.5
03/03/2021 14:00:00,0.58,27.0,6.4
03/03/2021 15:00:00,0.397,19.0,5.8
03/03/2021 16:00:00,0.316,17.0,5.8
03/03/2021 17:00:00,0.268,13.0,5.6
03/03/2021 18:00:00,0.262,11.0,3.3
03/03/2021 19:00:00,0.244,7.0,2.9
03/03/2021 20:00:00,0.232,6.0,2.4
03/03/2021 21:00:00,0.183,4.0,2.3
03/03/2021 22:00:00,0.221,8.0,3.1
03/03/2021 23:00:00,0.33,14.0,5.2
03/04/2021 00:00:00,0.216,6.0,3.1
03/04/2021 01:00:00,0.582,28.0,4.5
03/04/2021 02:00:00,0.613,31.0,6.5
03/04/2021 03:00:00,0.45,24.0,5.0
03/04/2021 04:00:00,0.467,,5.3
03/04/2021 05:00:00,0.547,31.0,6.2
03/04/2021 06:00:00,0.558,34.0,6.6
03/04/2021 07:00:00,0.47,30.0,5.5
03/04/2021 08:00:00,0.581,34.0,6.9
03/04/2021 09:00:00,0.466,28.0,5.8
03/04/2021 10:00:00,0.643,31.0,6.9
03/04/2021 11:00:00,0.722,32.0,7.1
03/04/2021 12:00:00,0.9,33.0,9.3
03/04/2021 13:00:00,0.673,29.0,7.7
03/04/2021 14:00:00,0.55,24.0,8.0
03/04/2021 15:00:00,0.493,26.0,11.5
03/04/2021 16:00:00,0.37,31.0,12.8
03/04/2021 17:00:00,0.617,33.0,13.5
03/04/2021 18:00:00,0.495,26.0,7.7
03/04/2021 19:00:00,0.557,26.0,9.9
03/04/2021 20:00:00,0.439,20.0,11.2
03/04/2021 21:00:00,0.485,26.0,10.4
03/04/2021 22:00:00,0.463,23.0,5.6
03/04/2021 23:00:00,0.514,23.0,6.2
03/05/2021 00:00:00,0.466,21.0,8.3
03/05/2021 01:00:00,0.293,13.0,7.7
03/05/2021 02:00:00,0.326,14.0,13.1
03/05/2021 03:00:00,0.337,11.0,13.5
03/05/2021 04:00:00,0.279,,10.9
03/05/2021 05:00:00,0.292,15.0,13.5
03/05/2021 06:00:00,0.308,23.0,9.7
03/05/2021 07:00:00,0.31,20.0,8.2
03/05/2021 08:00:00,0.302,19.0,9.2
03/05/2021 09:00:00,0.347,29.0,8.9
03/05/2021 10:00:00,0.42,30.0,8.0
03/05/2021 11:00:00,0.531,33.0,9.4
03/05/2021 12:00:00,0.486,33.0,6.5
03/05/2021 13:00:00,0.513,35.0,6.3
03/05/2021 14:00:00,0.574,36.0,7.3
03/05/2021 15:00:00,0.476,27.0,7.5
03/05/2021 16:00:00,0.348,19.0,7.7
03/05/2021 17:00:00,0.316,15.0,7.8
03/05/2021 18:00:00,0.311,14.0,7.3
03/05/2021 19:00:00,0.282,10.0,6.2
03/05/2021 20:00:00,0.245,9.0,5.0
03/05/2021 21:00:00,0.291,12.0,5.0
03/05/2021 22:00:00,0.224,9.0,5.4
03/05/2021 23:00:00,0.331,10.0,4.2
03/06/2021 00:00:00,0.266,10.0,4.0
03/06/2021 01:00:00,0.454,27.0,5.8
03/06/2021 02:00:00,0.664,38.0,8.9
