InstrumentName, Boulder-CU/Athens
StartTime, 2020-09-01 00:00:00
EndTime, 2020-09-30 23:59:59
Date,PM2.5
09/01/2020 02:00:00.000000,4.1
09/01/2020 03:00:00.000000,3.2
09/01/2020 04:00:00.000000,1.9
09/01/2020 05:00:00.000000,6.2
09/01/2020 06:00:00.000000,5.5
09/01/2020 07:00:00.000000,2.4
09/12/2020 00:00:00.000000,9.9
09/12/2020 01:00:00.000000,10.9
09/12/2020 02:00:00.000000,8.2
09/12/2020 03:00:00.000000,4.6
09/12/2020 04:00:00.000000,3.1
09/12/2020 05:00:00.000000,4.2
09/12/2020 06:00:00.000000,4.8
09/12/2020 07:00:00.000000,4.2
09/12/2020 08:00:00.000000,5.3
09/12/2020 09:00:00.000000,5.3
09/12/2020 10:00:00.000000,6.0
09/12/2020 11:00:00.000000,4.1
09/12/2020 12:00:00.000000,4.6
09/12/2020 13:00:00.000000,5.1
09/12/2020 14:00:00.000000,6.6
09/12/2020 15:00:00.000000,6.2
09/12/2020 16:00:00.000000,5.2
09/12/2020 17:00:00.000000,1.9
09/12/2020 18:00:00.000000,1.6
09/12/2020 19:00:00.000000,2.8
09/12/2020 20:00:00.000000,2.3
09/12/2020 21:00:00.000000,2.2
09/12/2020 22:00:00.000000,3.6
09/12/2020 23:00:00.000000,5.3
09/13/2020 00:00:00.000000,4.6
09/13/2020 01:00:00.000000,5.4
09/13/2020 02:00:00.000000,5.7
09/13/2020 03:00:00.000000,5.8
09/13/2020 04:00:00.000000,5.4
09/13/2020 05:00:00.000000,5.3
09/13/2020 06:00:00.000000,4.9
09/13/2020 07:00:00.000000,4.3
09/13/2020 08:00:00.000000,4.5
09/13/2020 09:00:00.000000,2.9
09/13/2020 10:00:00.000000,3.5
09/13/2020 11:00:00.000000,4.5
09/13/2020 12:00:00.000000,3.8
09/13/2020 13:00:00.000000,3.3
09/13/2020 14:00:00.000000,5.0
09/13/2020 15:00:00.000000,4.0
09/13/2020 16:00:00.000000,4.4
09/13/2020 17:00:00.000000,4.8
09/13/2020 18:00:00.000000,2.8
09/13/2020 19:00:00.000000,2.6
09/13/2020 20:00:00.000000,3.7
09/13/2020 21:00:00.000000,3.7
09/13/2020 22:00:00.000000,2.8
