InstrumentName, CAMP,,,,,
StartTime, 2020-09-01 00:00:00,,,,,
EndTime, 2020-09-30 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
09/01/2020 00:00:00.000000,0.2,13.0,46.0,35.7,9.8,1.0
09/01/2020 01:00:00.000000,0.3,18.0,41.0,38.1,10.6,1.0
09/01/2020 02:00:00.000000,0.2,11.0,37.0,37.7,10.1,0.0
09/01/2020 03:00:00.000000,0.1,8.0,38.0,22.3,11.5,0.0
09/01/2020 04:00:00.000000,0.1,,42.0,17.0,12.0,0.0
09/01/2020 05:00:00.000000,0.1,7.0,39.0,15.1,11.4,0.0
09/01/2020 06:00:00.000000,0.1,6.0,35.0,15.2,11.8,0.0
09/01/2020 07:00:00.000000,0.1,4.0,28.0,13.1,10.9,0.0
09/01/2020 08:00:00.000000,0.1,5.0,32.0,12.1,10.4,0.0
09/01/2020 09:00:00.000000,0.1,5.0,28.0,12.2,10.2,0.0
09/01/2020 10:00:00.000000,0.1,6.0,23.0,12.3,10.3,0.0
09/01/2020 11:00:00.000000,0.2,13.0,12.0,16.2,13.0,0.0
09/01/2020 12:00:00.000000,0.3,23.0,7.0,16.9,12.1,0.0
09/01/2020 13:00:00.000000,0.3,18.0,15.0,16.6,9.5,0.0
09/01/2020 14:00:00.000000,0.2,13.0,24.0,19.0,8.6,0.0
09/01/2020 15:00:00.000000,0.2,10.0,30.0,18.7,7.8,1.0
09/01/2020 16:00:00.000000,0.2,9.0,37.0,17.9,7.8,0.0
09/01/2020 17:00:00.000000,0.2,7.0,43.0,15.8,8.6,0.0
09/01/2020 18:00:00.000000,0.2,6.0,49.0,13.1,8.0,0.0
09/01/2020 19:00:00.000000,0.2,6.0,54.0,11.7,7.4,0.0
09/01/2020 20:00:00.000000,0.2,6.0,59.0,11.0,6.9,0.0
09/01/2020 21:00:00.000000,0.2,7.0,60.0,10.2,6.1,0.0
09/01/2020 22:00:00.000000,0.2,7.0,60.0,9.5,5.2,0.0
09/01/2020 23:00:00.000000,0.2,7.0,58.0,9.0,5.0,0.0
09/02/2020 00:00:00.000000,0.2,7.0,55.0,9.8,5.0,0.0
