InstrumentName, I-25 Globeville,
StartTime, 2020-09-01 00:00:00,
EndTime, 2020-09-30 23:59:59,
Date,NO2,PM2.5
09/01/2020 00:00:00.000000,33.0,11.4
09/01/2020 01:00:00.000000,16.0,9.2
09/01/2020 02:00:00.000000,15.0,10.4
09/01/2020 03:00:00.000000,,12.5
09/01/2020 04:00:00.000000,,22.5
09/01/2020 05:00:00.000000,15.0,16.0
09/01/2020 06:00:00.000000,10.0,12.7
09/01/2020 07:00:00.000000,11.0,11.9
09/01/2020 08:00:00.000000,9.0,11.6
09/01/2020 09:00:00.000000,17.0,11.2
09/01/2020 10:00:00.000000,22.0,12.3
09/01/2020 11:00:00.000000,24.0,15.2
09/01/2020 12:00:00.000000,30.0,17.0
09/01/2020 13:00:00.000000,32.0,13.5
09/01/2020 14:00:00.000000,35.0,11.1
09/01/2020 15:00:00.000000,32.0,9.4
09/01/2020 16:00:00.000000,15.0,8.2
09/01/2020 17:00:00.000000,14.0,8.9
09/01/2020 18:00:00.000000,15.0,7.7
09/01/2020 19:00:00.000000,16.0,7.2
09/01/2020 20:00:00.000000,15.0,6.3
09/01/2020 21:00:00.000000,8.0,6.1
09/01/2020 22:00:00.000000,6.0,4.1
09/01/2020 23:00:00.000000,6.0,4.0
09/02/2020 00:00:00.000000,5.0,3.8
09/02/2020 01:00:00.000000,8.0,4.5
09/02/2020 02:00:00.000000,22.0,6.3
09/02/2020 03:00:00.000000,50.0,10.6
09/02/2020 04:00:00.000000,,8.6
09/02/2020 05:00:00.000000,33.0,9.1
09/02/2020 06:00:00.000000,41.0,11.2
09/02/2020 07:00:00.000000,27.0,8.8
09/02/2020 08:00:00.000000,32.0,8.2
09/02/2020 09:00:00.000000,24.0,6.9
09/02/2020 10:00:00.000000,29.0,8.2
09/02/2020 11:00:00.000000,37.0,9.3
09/02/2020 12:00:00.000000,40.0,11.7
09/02/2020 13:00:00.000000,41.0,9.9
09/02/2020 14:00:00.000000,35.0,8.1
09/02/2020 15:00:00.000000,33.0,8.6
09/02/2020 16:00:00.000000,26.0,6.2
09/02/2020 17:00:00.000000,22.0,6.4
09/02/2020 18:00:00.000000,17.0,5.1
09/02/2020 19:00:00.000000,13.0,3.8
