InstrumentName, NJH,
StartTime, 2020-09-01 00:00:00,
EndTime, 2020-09-30 23:59:59,
Date,81102,PM2.5 - Local Conditions
09/22/2020 07:00:00.000000,26.746462,11.193246
09/22/2020 07:01:00.000000,26.104369,11.016055
09/22/2020 07:02:00.000000,25.024021,10.777328
09/22/2020 07:03:00.000000,24.486128,10.701051
09/22/2020 07:04:00.000000,23.470661,10.613403
09/22/2020 07:05:00.000000,24.344845,10.551919
09/22/2020 07:06:00.000000,23.827075,10.559446
09/22/2020 07:07:00.000000,23.049853,10.525177
09/22/2020 07:08:00.000000,23.927058,10.551655
09/22/2020 07:09:00.000000,25.497168,10.593663
09/22/2020 07:10:00.000000,25.341419,10.58403
09/22/2020 07:11:00.000000,25.039698,10.570343
09/22/2020 07:12:00.000000,24.946755,10.577344
09/22/2020 07:13:00.000000,25.19558,10.640461
09/22/2020 07:14:00.000000,25.84678,10.728003
09/22/2020 07:15:00.000000,27.101114,10.750112
09/22/2020 07:16:00.000000,26.579042,10.802911
09/22/2020 07:17:00.000000,25.769255,10.845972
09/22/2020 07:18:00.000000,27.622201,11.100439
09/22/2020 07:19:00.000000,27.333392,11.211196
09/22/2020 07:20:00.000000,25.378203,11.197194
09/22/2020 07:21:00.000000,25.613681,11.297317
09/22/2020 07:22:00.000000,26.059892,11.36533
09/22/2020 07:23:00.000000,26.795999,11.46419
09/22/2020 07:24:00.000000,26.862482,11.484562
09/22/2020 07:25:00.000000,26.265277,11.392282
09/22/2020 07:26:00.000000,25.06547,11.422656
09/22/2020 07:27:00.000000,23.513429,11.365119
09/22/2020 07:28:00.000000,23.543241,11.301318
09/22/2020 07:29:00.000000,21.807658,11.040744
09/22/2020 07:30:00.000000,21.407352,10.870239
09/22/2020 07:31:00.000000,21.417025,10.773222
09/22/2020 07:32:00.000000,21.46066,10.691786
09/22/2020 07:33:00.000000,21.114363,10.660464
09/22/2020 07:34:00.000000,20.482477,10.59819
09/22/2020 07:35:00.000000,20.795166,10.596505
09/22/2020 07:36:00.000000,20.904346,10.588873
09/22/2020 07:37:00.000000,21.122442,10.539969
09/22/2020 07:38:00.000000,21.494838,10.586977
09/22/2020 07:39:00.000000,21.780265,10.777854
