InstrumentName, I-25 Globeville,,,,
09/23/2020 22:24:00.000000,9.133333,20.439326,13.274933,147.439955,5.626563
09/23/2020 22:25:00.000000,8.75,20.593103,13.208405,135.946515,5.193164
09/23/2020 22:26:00.000000,8.55,20.822727,13.115784,134.552609,3.502295
09/23/2020 22:27:00.000000,8.25,21.2125,13.159882,131.076639,2.4799800000000003
09/23/2020 22:28:00.000000,7.866667,20.5,13.170105,127.705656,4.402588
09/23/2020 22:29:00.000000,7.316667,20.605682,13.299652,131.375759,4.161963
09/23/2020 22:30:00.000000,7.066667,20.972222,13.276306,167.129516,6.683398
09/23/2020 22:31:00.000000,7.016667,22.917978,13.205658,167.751666,5.903076
09/23/2020 22:32:00.000000,7.95,23.861111,13.467194,116.779373,5.559912
09/23/2020 22:33:00.000000,8.75,20.667778,13.347107,109.910998,7.784326
09/23/2020 22:34:00.000000,9.4,22.560674,13.383728,102.700282,6.339209
09/23/2020 22:35:00.000000,9.416667,22.437778,13.372742,87.711702,4.505127
09/23/2020 22:36:00.000000,9.483333,21.907778,13.521667,143.973836,4.851709
09/23/2020 22:37:00.000000,9.45,20.71,13.314453,164.554275,7.656494
09/23/2020 22:38:00.000000,9.133333,21.3,13.256775,153.272304,5.323389
09/23/2020 22:39:00.000000,7.866667,21.851111,13.421722,155.485464,3.175195
09/23/2020 22:40:00.000000,6.5,22.098876,13.414551,168.664325,4.280908
09/23/2020 22:41:00.000000,6.716667,22.679545,13.43454,163.548686,5.742432
09/23/2020 22:42:00.000000,6.75,24.621591,13.372894,171.78221,5.476514
09/23/2020 22:43:00.000000,7.0,20.729545,13.289276,166.796545,3.710107
09/23/2020 22:44:00.000000,6.916667,20.529545,13.280731,139.988606,3.669775
09/23/2020 22:45:00.000000,7.116667,22.294444,13.41333,135.287772,5.274512
09/23/2020 22:46:00.000000,7.65,25.043529,13.463379,138.678602,4.575195
09/23/2020 22:47:00.000000,7.683333,22.721111,13.334137,129.849558,7.987354
09/23/2020 22:48:00.000000,7.3,21.965556,13.571564,135.459885,6.769873
09/23/2020 22:49:00.000000,7.133333,21.539535,13.83493,128.932976,6.346045
09/23/2020 22:50:00.000000,6.8,21.451111,13.642822,132.552868,7.171826
09/23/2020 22:51:00.000000,6.733333,21.886364,13.298889,130.365085,9.380859
09/23/2020 22:52:00.000000,6.366667,20.491011,13.445221,135.10475,7.062451
09/23/2020 22:53:00.000000,5.916667,19.886207,13.571869,137.364683,5.517188
09/23/2020 22:54:00.000000,5.883333,19.878889,13.445831,127.627304,6.091064
09/23/2020 22:55:00.000000,6.15,20.737778,13.391815,155.884616,5.003125
09/23/2020 22:56:00.000000,6.233333,21.641379,13.291565,160.33528,3.487256
09/23/2020 22:57:00.000000,6.166667,24.750562,13.211456,154.319887,4.319872999999999
09/23/2020 22:58:00.000000,6.133333,26.23,13.173309,174.880379,3.515283
09/23/2020 22:59:00.000000,7.466667,21.48,13.108917,158.299756,3.65166
09/23/2020 23:00:00.000000,7.85,21.023333,13.100677,156.224654,3.152979
09/23/2020 23:01:00.000000,8.533333,22.4,13.026825,141.086959,3.697803
09/23/2020 23:02:00.000000,8.816667,22.882222,12.914978,155.895852,5.826855
09/23/2020 23:03:00.000000,9.283333,23.165909,12.994171,125.658787,4.693799
09/23/2020 23:04:00.000000,9.733333,21.582022,12.871948,126.785614,6.123877
09/23/2020 23:05:00.000000,9.4,21.643023,13.046509,151.532528,4.31543
09/23/2020 23:06:00.000000,7.866667,21.922222,13.106934,153.927051,4.500684
09/23/2020 23:07:00.000000,7.733333,20.215909,13.289429,108.722163,4.35166
09/23/2020 23:08:00.000000,7.7,22.574157,13.333374,75.507126,4.156836
09/23/2020 23:09:00.000000,7.633333,,,,
09/23/2020 23:10:00.000000,7.066667,20.721111,13.462616,105.321977,5.586572
09/23/2020 23:11:00.000000,6.9,19.967816,13.315216,104.930928,5.570166
09/23/2020 23:12:00.000000,6.983333,20.787059,13.147522,93.750239,5.39209
09/23/2020 23:13:00.000000,6.866667,21.948889,13.269287,95.427779,5.64126
09/23/2020 23:14:00.000000,6.25,20.57931,13.463837,113.594191,4.422753999999999
09/23/2020 23:15:00.000000,5.366667,20.137778,13.171173,131.961055,4.4046389999999995
09/23/2020 23:16:00.000000,4.833333,20.847778,13.327423,93.949834,3.473242
09/23/2020 23:17:00.000000,4.566667,21.543023,13.32132,75.748995,3.118115
09/23/2020 23:18:00.000000,4.833333,20.958889,13.467957,115.449764,3.569287
09/23/2020 23:19:00.000000,5.016667,20.532955,13.729645,100.288061,4.45625
09/23/2020 23:20:00.000000,5.283333,20.567045,13.732544,123.971905,4.101122999999999
09/23/2020 23:21:00.000000,5.616667,20.639326,13.850647,152.673472,3.122559
09/23/2020 23:22:00.000000,5.866667,20.727778,13.644196,163.865289,3.465723
09/23/2020 23:23:00.000000,6.133333,20.466667,13.493591,174.139516,4.6233889999999995
09/23/2020 23:24:00.000000,12.283333,20.878652,13.507019,184.253566,5.854883
09/23/2020 23:25:00.000000,30.866667,21.649425,13.537994,165.867781,6.425
09/23/2020 23:26:00.000000,8.483333,21.997727,13.614288,162.695001,5.822754
09/23/2020 23:27:00.000000,8.3,21.972222,13.557831,163.993316,6.214795
09/23/2020 23:28:00.000000,8.233333,22.02381,13.479095,167.775198,4.492822
09/23/2020 23:29:00.000000,8.066667,21.603333,13.49176,162.793184,3.290381
09/23/2020 23:30:00.000000,7.85,21.763095,13.4617,157.415927,4.047461
09/23/2020 23:31:00.000000,7.783333,22.216667,13.490997,155.322033,3.734717
09/23/2020 23:32:00.000000,7.95,22.58,13.637329,147.564276,3.939795
09/23/2020 23:33:00.000000,8.35,21.985556,13.766113,151.271605,3.526904
09/23/2020 23:34:00.000000,8.7,21.982558,13.554474,145.851273,4.430273
09/23/2020 23:35:00.000000,8.916667,20.344444,13.719269,145.869961,2.6987300000000003
09/23/2020 23:36:00.000000,9.483333,20.586667,13.667236,142.945708,5.106689
09/23/2020 23:37:00.000000,9.86,20.557778,13.79953,142.931888,4.785059
09/23/2020 23:38:00.000000,9.9,21.024719,13.737121,161.482154,4.989453
09/23/2020 23:39:00.000000,9.733333,20.222727,13.618866,144.900954,5.534961
09/23/2020 23:40:00.000000,9.316667,21.197531,13.405853,143.888692,7.479443
09/23/2020 23:41:00.000000,8.75,19.822727,13.47345,143.23575,6.396631
09/23/2020 23:42:00.000000,8.433333,20.459091,13.55127,133.331627,6.688184
09/23/2020 23:43:00.000000,8.05,20.975,13.696838,139.057981,5.887695
09/23/2020 23:44:00.000000,8.166667,22.439326,13.730255,134.074873,5.828564
09/23/2020 23:45:00.000000,8.733333,22.040909,13.853088,144.354339,4.4729980000000005
09/23/2020 23:46:00.000000,9.783333,21.3,13.829742,137.47832,5.598193
09/23/2020 23:47:00.000000,10.933333,22.433333,13.855072,137.436974,6.179932
09/23/2020 23:48:00.000000,12.216667,21.852222,13.976685,152.090173,5.183252
09/23/2020 23:49:00.000000,13.383333,22.081395,13.947235,150.757299,5.29707
09/23/2020 23:50:00.000000,14.116667,22.645977,13.904663,141.509738,5.392773
09/23/2020 23:51:00.000000,14.45,20.441111,13.931213,145.502394,5.783105
09/23/2020 23:52:00.000000,14.333333,20.526506,13.96402,150.749786,5.725684
09/23/2020 23:53:00.000000,14.05,20.833735,14.050537,156.066264,4.436768
09/23/2020 23:54:00.000000,14.333333,21.757317,13.936096,148.005445,6.076709
09/23/2020 23:55:00.000000,14.433333,21.388889,13.771759,159.283487,4.8271
09/23/2020 23:56:00.000000,14.666667,22.941111,13.722321,147.425427,3.614404
09/23/2020 23:57:00.000000,14.65,23.365169,13.728271,151.657303,4.467871000000001
09/23/2020 23:58:00.000000,14.366667,23.131325,13.702332,153.211559,4.164697
09/23/2020 23:59:00.000000,13.8,22.834444,13.876129,147.594008,4.08916
09/24/2020 00:00:00.000000,13.35,22.359302,13.997589,152.552876,3.522803
09/24/2020 00:01:00.000000,12.716667,21.158889,14.013611,134.248372,3.573047
09/24/2020 00:02:00.000000,12.2,20.7,14.166199,129.341544,5.514453
09/24/2020 00:03:00.000000,12.316667,20.493333,14.301544,138.015566,4.6018550000000005
09/24/2020 00:04:00.000000,13.383333,20.349425,14.392029,143.528962,4.504785
09/24/2020 00:05:00.000000,15.733333,20.867416,14.429871,148.68682,4.404297
09/24/2020 00:06:00.000000,18.333333,20.704762,14.37616,134.465732,4.899219
09/24/2020 00:07:00.000000,20.2,20.785556,14.370667,134.41828,5.055762
09/24/2020 00:08:00.000000,22.216667,22.175555,14.316803,139.417343,6.955127
09/24/2020 00:09:00.000000,23.283333,,,,
09/24/2020 00:10:00.000000,24.25,21.438636,14.343048,142.204323,6.536426
09/24/2020 00:11:00.000000,24.016667,20.968605,14.377533,135.943019,6.87207
09/24/2020 00:12:00.000000,23.283333,21.390588,14.409882,143.059424,5.82959
09/24/2020 00:13:00.000000,22.516667,20.806897,14.300018,142.349844,6.635205
09/24/2020 00:14:00.000000,21.483333,21.165556,14.266602,151.127655,5.855908
09/24/2020 00:15:00.000000,20.8,21.134831,14.513489,141.458695,4.970313
09/24/2020 00:16:00.000000,21.66,22.474444,14.539124,143.853342,4.094628999999999
09/24/2020 00:17:00.000000,22.983333,24.59,14.607178,153.031791,3.706006
09/24/2020 00:18:00.000000,24.816667,23.774713,14.479462,141.044668,5.535986
09/24/2020 00:19:00.000000,26.133333,23.992045,14.320618,154.80634,5.148047
09/24/2020 00:20:00.000000,26.5,24.759551,14.453827,152.265235,3.977051
09/24/2020 00:21:00.000000,28.0,23.130952,14.400268,145.582577,5.89624
09/24/2020 00:22:00.000000,19.316667,22.741111,14.612518,141.039743,4.926904
09/24/2020 00:23:00.000000,25.35,22.58,14.684082,138.463502,4.68457
09/24/2020 00:24:00.000000,27.25,22.157955,14.533783,126.603558,5.993311
09/24/2020 00:25:00.000000,26.816667,22.55977,14.64151,138.27419,4.472314
09/24/2020 00:26:00.000000,26.466667,21.433333,14.67691,137.700242,3.881006
09/24/2020 00:27:00.000000,25.716667,22.922727,14.879547,140.37882,3.56416
09/24/2020 00:28:00.000000,25.05,22.93,14.86322,140.293023,3.641406
09/24/2020 00:29:00.000000,24.566667,24.252222,14.958435,133.900995,3.452051
09/24/2020 00:30:00.000000,25.783333,23.71,14.967285,140.864065,3.613721
09/24/2020 00:31:00.000000,32.683333,23.025556,14.792419,137.241519,4.430956999999999
09/24/2020 00:32:00.000000,22.0,20.634444,14.858185,143.121016,3.588428
09/24/2020 00:33:00.000000,30.25,21.227273,14.93158,153.724942,2.541846
09/24/2020 00:34:00.000000,29.766667,21.886667,14.835297,140.946438,3.859814
09/24/2020 00:35:00.000000,28.85,21.375556,14.829346,150.472266,3.29209
09/24/2020 00:36:00.000000,28.48,22.577011,14.930206,146.277048,3.216895
09/24/2020 00:37:00.000000,28.833333,22.904444,15.009705,143.129189,2.545264
09/24/2020 00:38:00.000000,39.683333,21.716667,15.093933,150.487142,2.735986
09/24/2020 00:39:00.000000,31.416667,23.052273,15.207153,153.074438,2.950977
09/24/2020 00:40:00.000000,39.383333,44.126966,15.202728,160.405373,3.265088
09/24/2020 00:41:00.000000,42.15,63.426667,15.160919,151.281612,2.36958
09/24/2020 00:42:00.000000,40.183333,23.488636,15.129028,169.960291,3.280811
09/24/2020 00:43:00.000000,37.65,23.1,14.959045,156.686594,4.207764
09/24/2020 00:44:00.000000,35.1,22.7375,15.080963,159.341817,2.8375
09/24/2020 00:45:00.000000,33.2,22.684884,15.047394,160.647359,4.141797
09/24/2020 00:46:00.000000,30.783333,22.866667,15.102631,152.764576,3.007373
09/24/2020 00:47:00.000000,28.5,21.580952,15.182892,154.366927,2.261914
09/24/2020 00:48:00.000000,27.966667,22.927778,15.322968,144.658636,3.166309
09/24/2020 00:49:00.000000,28.966667,23.038372,15.432678,145.516896,2.992334
09/24/2020 00:50:00.000000,30.116667,24.037778,15.370575,142.908928,2.894922
09/24/2020 00:51:00.000000,30.966667,24.160674,15.484863,142.510762,3.281152
09/24/2020 00:52:00.000000,31.466667,24.795556,15.43161,156.933329,2.8296390000000002
09/24/2020 00:53:00.000000,32.216667,26.757471,15.444427,145.656356,3.156055
09/24/2020 00:54:00.000000,33.833333,25.646667,15.549713,149.02386,3.093848
09/24/2020 00:55:00.000000,38.783333,23.602222,15.637756,156.372204,3.203223
09/24/2020 00:56:00.000000,42.233333,26.040909,15.721832,154.111304,3.179639
09/24/2020 00:57:00.000000,45.633333,26.872222,15.74762,161.44326,2.720947
09/24/2020 00:58:00.000000,31.95,27.446591,15.840393,156.842624,3.367627
09/24/2020 00:59:00.000000,33.8,26.451724,15.868622,157.592773,3.337549
09/24/2020 01:00:00.000000,33.183333,22.773034,15.894867,163.321885,3.729248
09/24/2020 01:01:00.000000,36.666667,23.012222,15.955444,161.81759,4.0467770000000005
09/24/2020 01:02:00.000000,35.366667,24.322222,15.968872,160.082381,3.782227
09/24/2020 01:03:00.000000,34.04,21.836364,16.009613,159.664982,4.385498
09/24/2020 01:04:00.000000,32.666667,23.075281,16.020905,155.689598,4.122998
09/24/2020 01:05:00.000000,32.516667,24.127586,16.051575,154.907608,4.253564
09/24/2020 01:06:00.000000,31.566667,23.962921,16.144652999999998,158.563456,3.424365
09/24/2020 01:07:00.000000,29.716667,25.992135,16.233154,156.174631,3.397705
09/24/2020 01:08:00.000000,36.916667,24.29,16.258636,159.977879,3.37959
09/24/2020 01:09:00.000000,32.516667,,,,
09/24/2020 01:10:00.000000,31.016667,25.368605,16.276184,168.063196,3.544678
09/24/2020 01:11:00.000000,49.55,25.171591,16.254822,164.962363,3.901855
09/24/2020 01:12:00.000000,46.4,24.591954,16.29541,169.444017,3.566553
09/24/2020 01:13:00.000000,45.65,25.704494,16.276488999999998,166.263695,3.878271
09/24/2020 01:14:00.000000,45.65,25.141573,16.299072000000002,164.054995,3.892627
09/24/2020 01:15:00.000000,44.366667,24.06092,16.342255,158.824088,3.481445
09/24/2020 01:16:00.000000,42.483333,25.425555,16.449066000000002,161.859523,3.330029
09/24/2020 01:17:00.000000,41.216667,23.378889,16.54306,161.890829,3.064111
09/24/2020 01:18:00.000000,40.316667,23.858889,16.574036,161.053272,3.758301
09/24/2020 01:19:00.000000,38.116667,23.744444,16.582732999999998,168.409606,3.388477
09/24/2020 01:20:00.000000,35.883333,25.95,16.593414,168.526764,3.243555
09/24/2020 01:21:00.000000,35.033333,27.855056,16.575104,166.591064,2.610205
09/24/2020 01:22:00.000000,35.35,25.551685,16.564574999999998,170.633156,2.669336
09/24/2020 01:23:00.000000,35.9,24.866292,16.558929,173.467585,3.00498
09/24/2020 01:24:00.000000,36.35,24.277528,16.571441999999998,171.179766,3.070947
09/24/2020 01:25:00.000000,36.966667,23.624419,16.546722000000003,168.252274,2.859033
09/24/2020 01:26:00.000000,37.933333,24.475556,16.51651,167.582446,3.115381
09/24/2020 01:27:00.000000,37.766667,25.573034,16.438843,165.001981,3.441797
09/24/2020 01:28:00.000000,36.9,25.779545,16.591431,164.359875,3.014893
09/24/2020 01:29:00.000000,36.783333,23.686517,16.564422999999998,159.369789,2.9044920000000003
09/24/2020 01:30:00.000000,35.9,23.616667,16.643463,168.444684,2.51792
09/24/2020 01:31:00.000000,39.166667,25.325,16.705719000000002,162.126931,2.732568
09/24/2020 01:32:00.000000,44.95,26.076667,16.654907,168.883245,2.461182
09/24/2020 01:33:00.000000,40.6,24.906667,16.746002,163.856709,2.720947
09/24/2020 01:34:00.000000,43.5,24.498876,16.696410999999998,167.079252,2.992676
09/24/2020 01:35:00.000000,45.083333,23.731461,16.686493,165.631814,2.956445
09/24/2020 01:36:00.000000,45.95,24.7125,16.762329,171.846283,2.944141
09/24/2020 01:37:00.000000,51.85,24.723333,16.847321,170.555944,2.7571779999999997
09/24/2020 01:38:00.000000,50.18,25.066667,16.900116,167.127718,3.225439
09/24/2020 01:39:00.000000,49.233333,24.856667,16.830230999999998,164.862416,2.74248
09/24/2020 01:40:00.000000,48.683333,27.01573,16.868835,166.897579,2.555176
09/24/2020 01:41:00.000000,47.666667,25.626667,16.868378,158.591133,2.511426
09/24/2020 01:42:00.000000,46.94,26.304444,16.760193,158.788285,2.989941
09/24/2020 01:43:00.000000,55.5,25.323333,16.834808000000002,164.860564,2.9109860000000003
09/24/2020 01:44:00.000000,40.7,30.11,16.813599,181.06626,3.129736
09/24/2020 01:45:00.000000,71.733333,33.634091,16.744019,194.138852,4.293555
09/24/2020 01:46:00.000000,68.666667,28.461111,16.531005999999998,200.346816,4.586475
09/24/2020 01:47:00.000000,70.916667,31.098889,16.421295,206.113915,2.855273
09/24/2020 01:48:00.000000,65.716667,33.0,16.42511,242.913395,2.069824
09/24/2020 01:49:00.000000,72.95,30.967778,16.505981,221.276694,3.265771
09/24/2020 01:50:00.000000,67.883333,28.753333,16.803528,243.219126,2.336084
09/24/2020 01:51:00.000000,67.283333,31.452222,16.906982,290.725483,2.805713
09/24/2020 01:52:00.000000,68.05,31.908889,16.949097000000002,310.059424,2.527148
09/24/2020 01:53:00.000000,68.033333,33.952222,16.989532,295.61333,2.0076169999999998
09/24/2020 01:54:00.000000,67.733333,33.478889,16.932769999999998,258.287068,2.101953
09/24/2020 01:55:00.000000,67.966667,33.235555,17.033173,267.668005,2.5305660000000003
09/24/2020 01:56:00.000000,68.733333,33.501111,17.204681,284.176,2.525439
09/24/2020 01:57:00.000000,63.933333,34.021111,17.299744,294.715307,3.11333
09/24/2020 01:58:00.000000,63.5,28.02,17.435394,277.443763,2.548682
09/24/2020 01:59:00.000000,70.783333,28.89,17.553955,299.840123,3.431885
09/24/2020 02:00:00.000000,64.933333,28.368889,17.837158,295.789639,3.356006
09/24/2020 02:01:00.000000,68.25,29.34881,18.084808,297.444432,3.106152
09/24/2020 02:02:00.000000,65.916667,29.859551,18.282562,279.426501,3.115039
09/24/2020 02:03:00.000000,63.916667,26.781609,18.349396,270.233149,3.348145
09/24/2020 02:04:00.000000,64.033333,25.579775,18.495728,248.45314,2.5873049999999997
09/24/2020 02:05:00.000000,64.683333,27.971264,18.159119,261.796544,1.8996089999999999
09/24/2020 02:06:00.000000,65.633333,31.062222,18.140198,291.382488,2.463916
09/24/2020 02:07:00.000000,66.116667,33.378571,18.225494,250.700794,2.705225
09/24/2020 02:08:00.000000,64.883333,29.946512,18.147369,279.713725,2.4796389999999997
09/24/2020 02:09:00.000000,69.966667,33.322222,18.198639,280.829109,2.026074
09/24/2020 02:10:00.000000,70.3,29.873333,18.324524,268.118554,3.342676
09/24/2020 02:11:00.000000,75.45,27.851724,18.471619,319.401581,3.657813
09/24/2020 02:12:00.000000,75.183333,28.831818,18.526398,323.303935,3.178613
09/24/2020 02:13:00.000000,73.15,31.425,18.540741,295.090808,2.196973
09/24/2020 02:14:00.000000,60.05,30.0,18.515717,316.779795,2.97627
09/24/2020 02:15:00.000000,71.85,29.373034,18.478027,299.212223,2.576025
09/24/2020 02:16:00.000000,67.866667,27.028889,18.460327,311.786597,5.319287
09/24/2020 02:17:00.000000,61.633333,29.277778,18.692566,302.905629,5.704834
09/24/2020 02:18:00.000000,55.966667,33.388235,19.044891,299.686422,4.916650000000001
09/24/2020 02:19:00.000000,54.05,25.472222,19.345337,292.218241,4.2672360000000005
09/24/2020 02:20:00.000000,54.266667,26.1875,19.626251,289.464224,4.192041
09/24/2020 02:21:00.000000,56.35,28.448864,19.886108,284.586493,3.885791
09/24/2020 02:22:00.000000,68.9,30.153333,19.954315,262.071305,3.115039
09/24/2020 02:23:00.000000,64.333333,27.4,19.976898,273.623802,2.644727
09/24/2020 02:24:00.000000,55.133333,27.540909,20.004211,265.128735,2.646777
09/24/2020 02:25:00.000000,56.35,27.727907,20.050293,252.000218,2.1959470000000003
09/24/2020 02:26:00.000000,57.4,27.940909,20.189911,198.464977,2.1453610000000003
09/24/2020 02:27:00.000000,58.833333,27.393103,20.228363,155.385256,2.3706050000000003
09/24/2020 02:28:00.000000,60.3,25.9,20.480591,84.085612,2.739063
09/24/2020 02:29:00.000000,61.6,27.533708,20.697418,81.461732,2.9191890000000003
09/24/2020 02:30:00.000000,62.583333,27.632954,21.219727,77.84732,3.262695
09/24/2020 02:31:00.000000,62.566667,27.596667,21.504456,57.459912,2.485107
09/24/2020 02:32:00.000000,62.15,26.990244,21.665131,36.830458,2.950977
09/24/2020 02:33:00.000000,61.833333,27.122727,21.757904,23.080351,3.450342
09/24/2020 02:34:00.000000,61.416667,29.587654,21.751343,19.858908,2.862451
09/24/2020 02:35:00.000000,61.016667,30.247191,21.79483,267.602493,1.420068
09/24/2020 02:36:00.000000,61.116667,28.695454,21.803833,228.034017,1.49458
09/24/2020 02:37:00.000000,61.1,27.770787,21.205688,194.710264,1.54209
09/24/2020 02:38:00.000000,61.5,29.361111,20.721527,251.352984,1.062891
09/24/2020 02:39:00.000000,60.916667,29.733333,20.522705,235.617224,1.023242
09/24/2020 02:40:00.000000,60.15,27.622727,20.723816,210.680898,2.165527
09/24/2020 02:41:00.000000,68.75,28.641111,20.776764,221.281822,1.859619
09/24/2020 02:42:00.000000,67.45,28.962222,20.673157,174.587149,3.00874
09/24/2020 02:43:00.000000,67.783333,28.562222,20.629059,192.552681,2.413672
09/24/2020 02:44:00.000000,66.633333,28.644444,20.627686,235.559429,2.7113769999999997
09/24/2020 02:45:00.000000,66.183333,30.075,20.629364,180.433377,1.668213
09/24/2020 02:46:00.000000,65.616667,32.148837,20.694977,218.84983,2.660449
09/24/2020 02:47:00.000000,64.7,31.388636,20.594574,283.647432,1.2583980000000001
09/24/2020 02:48:00.000000,63.883333,26.914444,20.692535,20.242884,1.021191
09/24/2020 02:49:00.000000,62.516667,26.282143,20.761047,37.125084,1.017773
09/24/2020 02:50:00.000000,64.75,27.974419,20.994202,31.909866,1.018457
09/24/2020 02:51:00.000000,60.933333,29.782222,21.240021,336.097144,1.706836
09/24/2020 02:52:00.000000,66.2,30.287059,21.122375,297.499172,2.428711
09/24/2020 02:53:00.000000,57.233333,32.362222,20.978638,319.257615,5.153857
09/24/2020 02:54:00.000000,63.2,33.913636,20.943848,315.913583,5.776611
09/24/2020 02:55:00.000000,57.1,26.804494,20.986725,306.950522,5.198291
09/24/2020 02:56:00.000000,61.466667,27.70814,21.100098,293.442753,4.9217770000000005
09/24/2020 02:57:00.000000,61.3,27.763636,21.067902,294.682906,5.150098
09/24/2020 02:58:00.000000,61.283333,28.140449,20.988556,288.514502,4.6965330000000005
09/24/2020 02:59:00.000000,60.92,28.47,20.619293,285.981279,4.898193
09/24/2020 03:00:00.000000,60.383333,27.686364,20.47876,283.49636,5.554443
09/24/2020 03:01:00.000000,59.666667,29.396667,20.421844,281.078148,5.675781
09/24/2020 03:02:00.000000,58.55,28.786667,20.549866,281.646497,5.966992
09/24/2020 03:03:00.000000,56.7,28.360465,20.62616,279.479628,5.153516
09/24/2020 03:04:00.000000,56.283333,29.766292,20.724274,289.765478,4.5646
09/24/2020 03:05:00.000000,59.016667,29.667816,20.785461,283.42225,4.30415
09/24/2020 03:06:00.000000,59.4,28.174444,20.915314,280.4277,4.62168
09/24/2020 03:07:00.000000,57.75,30.804545,21.071259,285.483775,4.118555000000001
09/24/2020 03:08:00.000000,57.816667,30.235556,21.222778,285.115804,4.532471
09/24/2020 03:09:00.000000,58.333333,28.434444,21.424805,274.139332,4.112061000000001
09/24/2020 03:10:00.000000,56.216667,28.878889,21.508881,284.386559,3.54707
09/24/2020 03:11:00.000000,64.1,30.077273,21.542603,279.123444,3.543311
09/24/2020 03:12:00.000000,61.716667,30.154545,21.592041,266.665515,3.184766
09/24/2020 03:13:00.000000,65.216667,29.110588,21.592957,267.81667,3.303027
09/24/2020 03:14:00.000000,64.133333,29.862222,21.628357,256.84585200000004,3.568262
09/24/2020 03:15:00.000000,53.85,29.806667,21.2771,246.23056,4.199561
09/24/2020 03:16:00.000000,48.4,29.648889,21.160065,259.394191,4.506494
09/24/2020 03:17:00.000000,41.85,27.704444,21.086975,278.89795,3.90459
09/24/2020 03:18:00.000000,42.316667,27.328571,21.181122,282.53384,3.748389
09/24/2020 03:19:00.000000,68.216667,31.995455,21.123138,282.152838,4.299023
09/24/2020 03:20:00.000000,48.35,33.292857,21.292969,290.036895,3.907666
09/24/2020 03:21:00.000000,43.183333,72.65,21.384979,280.537499,4.1059079999999994
09/24/2020 03:22:00.000000,55.68,114.145555,21.533142,293.102012,4.188623
09/24/2020 03:23:00.000000,56.983333,30.193103,21.485077,291.550911,3.97876
09/24/2020 03:24:00.000000,69.85,29.325843,21.40741,289.228871,3.783936
09/24/2020 03:25:00.000000,52.566667,28.31,21.350647,280.965604,3.695068
09/24/2020 03:26:00.000000,48.716667,31.483333,21.375061,277.677636,3.483838
09/24/2020 03:27:00.000000,60.0,34.068182,21.508575,295.583895,3.919971
09/24/2020 03:28:00.000000,58.45,31.688235,21.622406,297.80517,4.026953
09/24/2020 03:29:00.000000,52.316667,31.123333,21.734253,271.277475,3.085303
09/24/2020 03:30:00.000000,54.333333,26.838636,21.760498,242.07043,2.985156
09/24/2020 03:31:00.000000,59.566667,27.541111,21.890045,286.804929,3.148193
09/24/2020 03:32:00.000000,56.283333,27.173333,21.938568,288.229153,3.559717
09/24/2020 03:33:00.000000,55.966667,26.22,22.053314,253.492817,1.832617
09/24/2020 03:34:00.000000,55.233333,26.971591,22.073151,246.003531,2.539795
09/24/2020 03:35:00.000000,54.7,27.684444,22.096344,232.036557,2.656348
09/24/2020 03:36:00.000000,54.4,30.870455,22.133728,221.103573,2.171338
09/24/2020 03:37:00.000000,54.283333,29.815909,22.075134,220.20767,2.982764
09/24/2020 03:38:00.000000,54.416667,25.885393,22.071014,240.539393,2.6625
09/24/2020 03:39:00.000000,53.2,26.462353,22.201477,245.777188,2.45127
09/24/2020 03:40:00.000000,60.8,30.376667,22.197205,230.676831,3.156055
09/24/2020 03:41:00.000000,57.033333,29.0,22.423798,220.014082,3.804443
09/24/2020 03:42:00.000000,56.25,28.311111,22.386566,268.742647,3.580566
09/24/2020 03:43:00.000000,55.15,26.817647,22.474762,243.69036,2.008643
09/24/2020 03:44:00.000000,53.983333,26.856322,22.688843,227.561748,3.027881
09/24/2020 03:45:00.000000,53.1,29.015556,22.81839,240.64189,3.467432
09/24/2020 03:46:00.000000,52.75,32.7125,22.835938,260.307307,2.668652
09/24/2020 03:47:00.000000,1.15,32.588636,22.883698,251.290958,3.624658
09/24/2020 03:48:00.000000,1.1,30.25,22.991577,234.080953,3.250049
09/24/2020 03:49:00.000000,0.966667,32.594253,23.359467,226.464095,3.465381
09/24/2020 03:50:00.000000,0.933333,31.570454,23.746429,225.394067,4.472314
09/24/2020 03:51:00.000000,0.9,31.975556,23.855377,212.741232,4.204346
09/24/2020 03:52:00.000000,0.86,31.707778,23.749634,213.435798,4.019434
09/24/2020 03:53:00.000000,0.78,29.331034,23.678528,213.040181,4.152393
09/24/2020 03:54:00.000000,0.666667,29.029412,23.547913,223.817645,3.946289
09/24/2020 03:55:00.000000,0.583333,30.096629,23.387085,218.43675,3.481104
09/24/2020 03:56:00.000000,0.216667,27.421429,23.251282,216.227928,3.390186
09/24/2020 03:57:00.000000,9.283333,29.771429,23.19223,206.854744,4.199902
09/24/2020 03:58:00.000000,5.316667,28.272222,23.363586,222.938224,3.150928
09/24/2020 03:59:00.000000,2.883333,30.039286,23.58728,247.715804,3.260645
09/24/2020 04:00:00.000000,2.7,31.604444,23.908173,240.227264,3.751465
09/24/2020 04:01:00.000000,2.383333,29.218182,24.289272,241.06339,3.047526
09/24/2020 04:02:00.000000,2.15,28.718182,24.613586,227.778276,2.740088
09/24/2020 04:03:00.000000,1.85,31.367778,24.914642,275.01748,3.091455
09/24/2020 04:04:00.000000,1.483333,32.793258,25.228058,280.755826,3.257227
