InstrumentName, CAMP,,,,,,
StartTime, 2020-09-01 00:00:00,,,,,,
EndTime, 2020-09-30 23:59:59,,,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Wind Direction,Wind Speed
09/22/2020 07:00:00.000000,0.214215,10.444333,-9999.0,35.25,14.978571,321.577302,1.849609
09/22/2020 07:01:00.000000,0.217544,10.539333,-9999.0,29.2,13.828571,283.276894,1.631409
09/22/2020 07:02:00.000000,0.217657,10.6435,-9999.0,28.183333,13.933333,125.418046,1.616455
09/22/2020 07:03:00.000000,0.225202,10.7775,-9999.0,30.121428,13.942857,58.743178,1.616455
09/22/2020 07:04:00.000000,0.222451,10.875,-9999.0,26.564286,13.685714,54.64859,1.616455
09/22/2020 07:05:00.000000,0.223564,11.07525,-9999.0,27.707143,13.428571,92.226864,1.616455
09/22/2020 07:06:00.000000,0.237721,11.33075,0.014,29.923077,13.592308,93.359908,1.616455
09/22/2020 07:07:00.000000,0.25617,11.497,0.039175,28.04,13.96,116.209069,1.616455
09/22/2020 07:08:00.000000,0.26836,11.6205,0.036433,30.042857,14.371429,103.323808,1.616455
09/22/2020 07:09:00.000000,0.264669,11.80525,0.03505,29.442857,13.885714,108.276897,1.616455
09/22/2020 07:10:00.000000,0.252461,12.09875,0.03305,30.969231,14.169231,147.871386,1.616913
09/22/2020 07:11:00.000000,0.263251,12.255,0.03295,32.464286,14.514286,153.924417,1.887451
09/22/2020 07:12:00.000000,0.306664,12.3435,0.033475,29.785714,14.514286,154.119362,1.6932070000000001
09/22/2020 07:13:00.000000,0.487059,12.3805,0.033775,26.815385,13.923077,160.928487,1.616455
09/22/2020 07:14:00.000000,0.545863,12.4275,0.03405,27.178571,14.285714,143.751698,1.616455
09/22/2020 07:15:00.000000,0.406332,12.54725,0.0343,29.357143,14.7,165.775472,1.616455
09/22/2020 07:16:00.000000,0.298669,12.525,0.035775,32.485714,15.2,144.730634,1.78598
09/22/2020 07:17:00.000000,0.259739,12.33925,0.037025,33.475,15.175,128.156497,1.616455
09/22/2020 07:18:00.000000,0.241759,11.98775,0.03725,35.523077,15.215385,127.282348,1.616455
09/22/2020 07:19:00.000000,0.298889,13.33775,0.036175,34.8,15.446154,105.012813,1.616455
09/22/2020 07:20:00.000000,0.551966,18.18425,0.03285,30.846154,15.161538,68.887565,1.616455
09/22/2020 07:21:00.000000,0.415176,18.2535,0.03,30.1,15.092308,23.799558,1.629425
09/22/2020 07:22:00.000000,0.306605,17.001,0.0294,28.7,15.2,6.91705,1.616455
09/22/2020 07:23:00.000000,0.310352,14.704,0.034125,29.2,15.125,326.514544,1.616455
09/22/2020 07:24:00.000000,0.269396,14.614333,0.034567,28.257143,14.757143,318.014308,1.616455
09/22/2020 07:25:00.000000,0.25373,14.64225,0.0326,30.069231,14.461538,332.269904,1.616455
09/22/2020 07:26:00.000000,0.265168,14.99825,0.03025,35.378571,14.571429,329.803772,1.616455
09/22/2020 07:27:00.000000,0.296144,15.7945,0.02755,30.092857,14.671429,360.79853,1.616455
09/22/2020 07:28:00.000000,0.333682,16.751,0.025,28.466667,14.913333,31.589554,1.616455
09/22/2020 07:29:00.000000,0.291619,17.45,0.026175,27.807143,14.342857,48.348271,1.616455
09/22/2020 07:30:00.000000,0.260095,17.89,0.028367,27.3,14.353846,90.425507,1.616455
09/22/2020 07:31:00.000000,0.260207,18.4895,0.02815,30.5,15.1,100.276507,1.815582
09/22/2020 07:32:00.000000,0.251746,18.8,0.028925,29.846154,15.607692,101.60831,2.625977
09/22/2020 07:33:00.000000,0.251726,19.05375,0.029125,30.684615,14.930769,107.262549,2.174774
09/22/2020 07:34:00.000000,0.24957,19.03725,0.02885,33.1,15.75,89.638771,2.2695309999999997
09/22/2020 07:35:00.000000,0.243465,18.55675,0.02895,30.471429,15.357143,80.640419,1.904846
09/22/2020 07:36:00.000000,0.243885,18.04975,0.02785,28.438462,15.338462,95.304655,3.119141
09/22/2020 07:37:00.000000,0.245186,17.9545,0.0262,28.7,14.66,106.609919,3.239227
09/22/2020 07:38:00.000000,0.255904,17.96975,0.02675,27.466667,14.125,82.123043,2.618042
09/22/2020 07:39:00.000000,0.267896,17.84525,0.028,27.515385,14.415385,117.793062,1.6883240000000002
09/22/2020 07:40:00.000000,0.251248,17.9365,0.027825,27.378571,14.557143,148.609273,1.616455
09/22/2020 07:41:00.000000,0.252362,17.92575,0.026625,27.845455,14.0,145.285147,1.616455
09/22/2020 07:42:00.000000,0.25466,17.8335,0.0275,30.792308,14.753846,255.045015,1.616455
09/22/2020 07:43:00.000000,0.252496,17.78475,0.027575,29.416667,14.533333,273.228027,1.616455
09/22/2020 07:44:00.000000,0.258257,17.541,0.02775,29.092857,14.342857,262.364058,1.616455
09/22/2020 07:45:00.000000,0.264732,17.19475,0.02935,34.6,14.371429,202.938252,1.616455
09/22/2020 07:46:00.000000,0.263575,16.8355,0.029925,29.435714,14.8,197.659724,1.616455
09/22/2020 07:47:00.000000,0.285712,16.59225,0.030375,29.741667,14.75,162.802443,1.616455
09/22/2020 07:48:00.000000,0.291366,16.33725,0.02935,30.421429,14.571429,120.248278,1.616455
09/22/2020 07:49:00.000000,0.295301,16.12925,0.0283,27.038462,14.561538,148.655267,1.616455
09/22/2020 07:50:00.000000,0.305226,16.0155,0.02836,27.7,13.8,151.53779,1.616455
09/22/2020 07:51:00.000000,0.300375,15.776,0.029425,27.414286,13.857143,155.599058,1.616455
09/22/2020 07:52:00.000000,0.30066,15.56,0.029367,25.4,14.2,143.302526,1.616455
09/22/2020 07:53:00.000000,0.301683,15.5365,0.02855,24.628571,14.557143,122.275722,1.616455
09/22/2020 07:54:00.000000,0.290407,16.0745,0.025925,28.135714,14.307143,6.998307,1.616455
09/22/2020 07:55:00.000000,0.308387,17.08375,0.020625,26.876923,14.607692,8.048757,1.616455
09/22/2020 07:56:00.000000,0.324413,17.89325,0.018225,24.438462,14.023077,13.631694,1.616455
09/22/2020 07:57:00.000000,0.307374,18.49875,0.019325,25.569231,13.584615,7.271422,1.616455
09/22/2020 07:58:00.000000,0.299986,19.0795,0.0202,24.984615,13.876923,1.227806,1.616455
09/22/2020 07:59:00.000000,0.290995,19.74425,0.019925,24.069231,13.692308,351.323376,1.616455
09/22/2020 08:00:00.000000,0.289235,20.26225,0.0209,23.928571,14.042857,329.502405,1.616455
09/22/2020 08:01:00.000000,0.288669,20.7674,0.02274,23.776923,14.276923,309.916384,1.616455
09/22/2020 08:02:00.000000,0.295011,20.738333,0.022425,24.091667,14.0,330.801139,1.616455
09/22/2020 08:03:00.000000,0.297758,20.3945,0.0216,24.278571,14.4,325.826596,1.616455
09/22/2020 08:04:00.000000,0.30422,20.355667,0.0204,27.361538,15.215385,343.148134,1.616455
09/22/2020 08:05:00.000000,0.298503,20.6405,0.019425,27.930769,14.923077,324.304622,1.616455
09/22/2020 08:06:00.000000,0.298282,21.10975,0.018375,27.657143,14.971429,325.152828,1.616455
09/22/2020 08:07:00.000000,0.304768,21.751,0.017175,29.333333,14.613333,334.190896,1.616455
09/22/2020 08:08:00.000000,0.302285,23.12625,0.014325,29.433333,15.333333,324.869075,1.616455
09/22/2020 08:09:00.000000,0.318507,,0.010275,,,,
09/22/2020 08:10:00.000000,0.327403,38.99,0.0067,29.3,14.653846,342.800083,1.616455
09/22/2020 08:11:00.000000,0.331108,34.595,0.007275,33.142857,15.085714,58.288344,1.616455
09/22/2020 08:12:00.000000,0.328283,36.04925,0.008075,31.285714,15.271429,157.220762,1.616455
09/22/2020 08:13:00.000000,0.336066,36.76675,0.0083,30.638462,15.476923,150.396734,1.616455
09/22/2020 08:14:00.000000,0.328472,36.36225,0.010125,33.635714,15.985714,142.078554,1.622406
09/22/2020 08:15:00.000000,0.322526,35.44375,0.012875,33.742857,16.1,169.88919,1.616455
09/22/2020 08:16:00.000000,0.319605,34.499,0.014375,34.385714,16.842857,164.339213,1.616455
09/22/2020 08:17:00.000000,0.314844,33.2815,0.015175,34.707143,16.142857,175.726597,1.616455
09/22/2020 08:18:00.000000,0.310386,31.98375,0.0167,31.642857,15.771429,179.824258,1.616455
09/22/2020 08:19:00.000000,0.305848,27.86525,0.017625,34.614286,15.35,172.384834,1.616455
09/22/2020 08:20:00.000000,0.31685,24.58575,0.015525,32.935714,15.814286,137.164767,1.616455
09/22/2020 08:21:00.000000,0.345824,25.94925,0.0149,31.7,15.386667,145.918196,1.616455
09/22/2020 08:22:00.000000,0.347185,25.02275,0.01655,29.6,14.83,187.322,1.832367
09/22/2020 08:23:00.000000,0.346498,25.61275,0.015275,34.457143,15.071429,206.531472,1.621948
09/22/2020 08:24:00.000000,0.342694,25.41025,0.015925,36.2,15.071429,238.850067,3.104187
09/22/2020 08:25:00.000000,0.335025,24.66125,0.019775,29.830769,13.876923,186.368106,1.797882
09/22/2020 08:26:00.000000,0.323413,23.62825,0.0233,25.330769,13.569231,200.738941,1.8973689999999999
09/22/2020 08:27:00.000000,0.310872,22.56125,0.024775,25.978571,13.385714,166.045677,1.616455
09/22/2020 08:28:00.000000,0.304238,21.4475,0.024375,24.707692,12.915385,227.299757,1.616455
09/22/2020 08:29:00.000000,0.292725,,,,,,
09/22/2020 08:30:00.000000,0.278373,19.2375,0.02545,24.621429,12.842857,112.541178,1.616455
09/22/2020 08:31:00.000000,0.276294,18.1385,0.0249,25.941667,13.025,100.432443,1.616455
09/22/2020 08:32:00.000000,0.276344,17.1135,0.0248,23.7,12.807692,100.116643,1.616455
09/22/2020 08:33:00.000000,0.289561,16.84875,0.024375,26.464286,13.392857,115.527113,1.687408
09/22/2020 08:34:00.000000,0.288274,16.8535,0.0239,23.6,12.7,149.41892,1.616455
09/22/2020 08:35:00.000000,0.284483,16.896,0.0239,26.061538,12.669231,157.861932,1.671692
09/22/2020 08:36:00.000000,0.276751,16.9465,0.02395,27.533333,12.413333,126.307856,1.616455
09/22/2020 08:37:00.000000,0.280931,16.954,0.024367,24.2,12.22,107.951904,1.616455
09/22/2020 08:38:00.000000,0.274998,17.01975,0.02465,30.042857,13.1,100.257867,1.616455
09/22/2020 08:39:00.000000,0.2847,17.04675,0.024525,32.192857,13.157143,91.560577,1.616455
09/22/2020 08:40:00.000000,0.323808,17.2535,0.0241,27.214286,13.185714,92.112294,1.616455
09/22/2020 08:41:00.000000,0.322766,17.2885,0.024275,26.014286,12.785714,152.195879,1.616455
09/22/2020 08:42:00.000000,0.311987,17.22125,0.024225,24.633333,12.58,171.351095,1.616455
09/22/2020 08:43:00.000000,0.305841,17.1645,0.023925,25.021429,12.942857,161.980767,1.616455
09/22/2020 08:44:00.000000,0.299545,17.28825,0.023725,28.876923,13.361538,176.322976,1.616455
09/22/2020 08:45:00.000000,0.30646,17.48425,0.02315,28.992857,13.585714,152.491203,1.616455
09/22/2020 08:46:00.000000,0.317691,17.6655,0.022025,25.753846,13.523077,157.367123,1.616455
09/22/2020 08:47:00.000000,0.326385,17.8165,0.021575,26.378571,12.957143,127.870715,1.616455
09/22/2020 08:48:00.000000,0.323367,17.86325,0.021075,27.928571,13.014286,118.905822,1.616455
09/22/2020 08:49:00.000000,0.319222,,,,,,
09/22/2020 08:50:00.000000,0.328077,18.92175,0.017075,25.861538,12.984615,118.568817,1.616455
09/22/2020 08:51:00.000000,0.35064,19.51875,0.01635,27.828571,13.314286,119.874268,1.616455
09/22/2020 08:52:00.000000,0.350869,20.065,0.01595,28.566667,13.075,138.699391,1.616455
09/22/2020 08:53:00.000000,0.342312,20.625,0.0154,25.928571,13.228571,152.042784,1.616455
09/22/2020 08:54:00.000000,0.334703,21.17275,0.014925,27.085714,13.742857,158.721916,1.616455
09/22/2020 08:55:00.000000,0.326391,21.61075,0.015125,29.169231,13.476923,158.322296,1.616455
09/22/2020 08:56:00.000000,0.330673,21.91925,0.015775,28.942857,13.485714,157.132863,1.616455
09/22/2020 08:57:00.000000,0.335951,21.96225,0.016275,26.985714,13.885714,110.406601,1.616455
09/22/2020 08:58:00.000000,0.32642,21.8515,0.0161,22.538462,13.161538,73.547344,1.616455
09/22/2020 08:59:00.000000,0.325616,21.739,0.0157,21.646154,13.161538,20.189299,1.616455
09/22/2020 09:00:00.000000,0.330298,21.61825,0.015475,21.335714,12.728571,23.954483,1.635834
