"","model_name","EVAL_SITE","CORR_SITE","COR","RMSE","BIAS"
"354","La Casa State Site Swansea GRIMM lm pm10","La Casa State Site.csv","Swansea GRIMM lm pm10",0.929898722043448,2.7474364775847,-0.520236591847717
"355","National Jewish Health State Site Swansea GRIMM lm pm10","National Jewish Health State Site.csv","Swansea GRIMM lm pm10",0.930796271621744,2.61034527743244,-0.316341374461539
"356","CAMP State Site Swansea GRIMM lm smoke","CAMP State Site.csv","Swansea GRIMM lm smoke",0.705120686600046,5.3324865040164,1.59938253613833
"357","I-25 Denver State Site Swansea GRIMM lm smoke","I-25 Denver State Site.csv","Swansea GRIMM lm smoke",0.811426646491434,3.99503348947986,-0.975914069591715
"358","I-25 Globeville State Site Swansea GRIMM lm smoke","I-25 Globeville State Site.csv","Swansea GRIMM lm smoke",0.8300245716219,4.78507843113416,1.35350210251003
"359","La Casa State Site Swansea GRIMM lm smoke","La Casa State Site.csv","Swansea GRIMM lm smoke",0.937541845711896,2.57903721945414,0.224733762232269
"360","National Jewish Health State Site Swansea GRIMM lm smoke","National Jewish Health State Site.csv","Swansea GRIMM lm smoke",0.937219764799095,2.51164473628012,0.22404225342587
"361","CAMP State Site Swansea GRIMM rft age","CAMP State Site.csv","Swansea GRIMM rft age",0.647915551322609,5.67357028620966,0.509495527883669
"362","I-25 Denver State Site Swansea GRIMM rft age","I-25 Denver State Site.csv","Swansea GRIMM rft age",0.511298025463352,5.98091354644628,-0.248784910926824
"363","I-25 Globeville State Site Swansea GRIMM rft age","I-25 Globeville State Site.csv","Swansea GRIMM rft age",0.67698207688379,6.3346098988296,1.39994920878346
"364","La Casa State Site Swansea GRIMM rft age","La Casa State Site.csv","Swansea GRIMM rft age",0.873120060022693,3.5820698644602,-0.251333446223549
"365","National Jewish Health State Site Swansea GRIMM rft age","National Jewish Health State Site.csv","Swansea GRIMM rft age",0.834988456335112,3.90242835188429,0.30253175926871
"366","CAMP State Site Swansea GRIMM rft all","CAMP State Site.csv","Swansea GRIMM rft all",0.667942494461619,5.54345401335135,0.466115513646024
"367","I-25 Denver State Site Swansea GRIMM rft all","I-25 Denver State Site.csv","Swansea GRIMM rft all",0.584247920685068,5.53726939362058,-0.279453550033664
"368","I-25 Globeville State Site Swansea GRIMM rft all","I-25 Globeville State Site.csv","Swansea GRIMM rft all",0.683006435091465,6.28124926070644,1.47880398760457
"369","La Casa State Site Swansea GRIMM rft all","La Casa State Site.csv","Swansea GRIMM rft all",0.877983737033425,3.5139550695175,-0.217100754709676
"370","National Jewish Health State Site Swansea GRIMM rft all","National Jewish Health State Site.csv","Swansea GRIMM rft all",0.84522286903279,3.77986441547021,0.31564033406696
"371","CAMP State Site Swansea GRIMM rft met","CAMP State Site.csv","Swansea GRIMM rft met",0.665623837902061,5.69115053807124,1.74249659558241
"372","I-25 Denver State Site Swansea GRIMM rft met","I-25 Denver State Site.csv","Swansea GRIMM rft met",0.787790190361177,4.30530661259504,-0.814247412658488
"373","I-25 Globeville State Site Swansea GRIMM rft met","I-25 Globeville State Site.csv","Swansea GRIMM rft met",0.833637020058584,4.72269582620205,1.23567146034938
"374","La Casa State Site Swansea GRIMM rft met","La Casa State Site.csv","Swansea GRIMM rft met",0.920557242749853,2.88949078744232,0.33110412542868
"375","National Jewish Health State Site Swansea GRIMM rft met","National Jewish Health State Site.csv","Swansea GRIMM rft met",0.916119240057635,2.81781967562313,0.278979147604685
"376","CAMP State Site Swansea GRIMM rft pm10_all","CAMP State Site.csv","Swansea GRIMM rft pm10_all",0.639632577166541,5.84738377314564,0.9109459122962
"377","I-25 Denver State Site Swansea GRIMM rft pm10_all","I-25 Denver State Site.csv","Swansea GRIMM rft pm10_all",0.562056903485245,5.65961608460558,-0.278776183037182
"378","I-25 Globeville State Site Swansea GRIMM rft pm10_all","I-25 Globeville State Site.csv","Swansea GRIMM rft pm10_all",0.70475023628364,6.09255343060155,1.32561341606048
"379","La Casa State Site Swansea GRIMM rft pm10_all","La Casa State Site.csv","Swansea GRIMM rft pm10_all",0.878015665401432,3.53215042305558,-0.277953148267995
"380","National Jewish Health State Site Swansea GRIMM rft pm10_all","National Jewish Health State Site.csv","Swansea GRIMM rft pm10_all",0.846541472818629,3.7739544995475,0.390552910098707
"381","CAMP State Site Swansea GRIMM rft pm10","CAMP State Site.csv","Swansea GRIMM rft pm10",0.637665904056676,5.93871598875071,1.99065417626704
"382","I-25 Denver State Site Swansea GRIMM rft pm10","I-25 Denver State Site.csv","Swansea GRIMM rft pm10",0.804444786155843,4.14790881938733,-0.965740385397325
"383","I-25 Globeville State Site Swansea GRIMM rft pm10","I-25 Globeville State Site.csv","Swansea GRIMM rft pm10",0.835880972707081,4.56338473759865,0.653129278186537
"384","La Casa State Site Swansea GRIMM rft pm10","La Casa State Site.csv","Swansea GRIMM rft pm10",0.917803334884459,2.91042974065923,-0.164567885718691
"385","National Jewish Health State Site Swansea GRIMM rft pm10","National Jewish Health State Site.csv","Swansea GRIMM rft pm10",0.914847090388227,2.81859422855336,-0.0874619779054131
"386","CAMP State Site Swansea GRIMM rft smoke","CAMP State Site.csv","Swansea GRIMM rft smoke",0.683616948005653,5.53786969780313,1.62309098879463
"387","I-25 Denver State Site Swansea GRIMM rft smoke","I-25 Denver State Site.csv","Swansea GRIMM rft smoke",0.788450199908051,4.28095737867618,-0.739500847036164
"388","I-25 Globeville State Site Swansea GRIMM rft smoke","I-25 Globeville State Site.csv","Swansea GRIMM rft smoke",0.826118299265435,4.7969072099491,1.20246462733329
"389","La Casa State Site Swansea GRIMM rft smoke","La Casa State Site.csv","Swansea GRIMM rft smoke",0.92922840747672,2.73498918937295,0.277220120720895
"390","National Jewish Health State Site Swansea GRIMM rft smoke","National Jewish Health State Site.csv","Swansea GRIMM rft smoke",0.919949067982829,2.75456159510812,0.245891666198983
"391","I-25 Denver State Site CAMP State Site lm age","I-25 Denver State Site.csv","CAMP State Site lm age",0.798724900899407,5.49704597475612,-3.77473932440159
"392","I-25 Globeville State Site CAMP State Site lm age","I-25 Globeville State Site.csv","CAMP State Site lm age",0.828503055749114,4.61636104380264,-0.36076880774862
"393","La Casa State Site CAMP State Site lm age","La Casa State Site.csv","CAMP State Site lm age",0.902525253169104,3.40551651912829,-1.31105767130631
"394","National Jewish Health State Site CAMP State Site lm age","National Jewish Health State Site.csv","CAMP State Site lm age",0.90965411579397,3.35159271721616,-1.65648327293219
"395","Swansea GRIMM CAMP State Site lm age","Swansea GRIMM.csv","CAMP State Site lm age",0.732250605641514,5.22490230560735,-1.62297074946145
"396","I-25 Denver State Site CAMP State Site lm all","I-25 Denver State Site.csv","CAMP State Site lm all",0.800746701554474,5.44509193790392,-3.72230686934417
"397","I-25 Globeville State Site CAMP State Site lm all","I-25 Globeville State Site.csv","CAMP State Site lm all",0.827212480524695,4.63032993306625,-0.303813074727425
"398","La Casa State Site CAMP State Site lm all","La Casa State Site.csv","CAMP State Site lm all",0.908335680031788,3.30969645027093,-1.27815488041362
"399","National Jewish Health State Site CAMP State Site lm all","National Jewish Health State Site.csv","CAMP State Site lm all",0.91357089606677,3.29072354442232,-1.62133828285326
"400","Swansea GRIMM CAMP State Site lm all","Swansea GRIMM.csv","CAMP State Site lm all",0.735708210921626,5.18025622032665,-1.57670149627368
"401","I-25 Denver State Site CAMP State Site lm met","I-25 Denver State Site.csv","CAMP State Site lm met",0.807657311588242,5.00412224679908,-3.13277675255433
"402","I-25 Globeville State Site CAMP State Site lm met","I-25 Globeville State Site.csv","CAMP State Site lm met",0.822251244004899,4.69221092989057,0.173027957288212
"403","La Casa State Site CAMP State Site lm met","La Casa State Site.csv","CAMP State Site lm met",0.914994904907231,3.09169830737462,-0.8748190395653
"404","National Jewish Health State Site CAMP State Site lm met","National Jewish Health State Site.csv","CAMP State Site lm met",0.923644119180692,3.04828233132761,-1.30750244583046
"405","Swansea GRIMM CAMP State Site lm met","Swansea GRIMM.csv","CAMP State Site lm met",0.767371975889397,4.92266641409956,-1.56066880553175
"406","I-25 Denver State Site CAMP State Site lm pm_raw","I-25 Denver State Site.csv","CAMP State Site lm pm_raw",0.807309080635618,4.39211322732414,-1.990521113858
"407","I-25 Globeville State Site CAMP State Site lm pm_raw","I-25 Globeville State Site.csv","CAMP State Site lm pm_raw",0.835577819414934,4.65688615853297,-0.621397282449712
"408","La Casa State Site CAMP State Site lm pm_raw","La Casa State Site.csv","CAMP State Site lm pm_raw",0.920725308903908,3.50939795066693,-1.84004315023505
"409","National Jewish Health State Site CAMP State Site lm pm_raw","National Jewish Health State Site.csv","CAMP State Site lm pm_raw",0.922491017908213,3.23732224081993,-1.48926411305544
"410","Swansea GRIMM CAMP State Site lm pm_raw","Swansea GRIMM.csv","CAMP State Site lm pm_raw",0.767238448406976,4.97205684454896,-1.63631275360277
"411","I-25 Denver State Site CAMP State Site lm pm10_all","I-25 Denver State Site.csv","CAMP State Site lm pm10_all",0.794905342321413,5.23511826264641,-3.33375614635759
"412","I-25 Globeville State Site CAMP State Site lm pm10_all","I-25 Globeville State Site.csv","CAMP State Site lm pm10_all",0.819856134268371,4.71389438606527,0.298138731283807
"413","La Casa State Site CAMP State Site lm pm10_all","La Casa State Site.csv","CAMP State Site lm pm10_all",0.901499090093259,3.21278768652542,-0.58623322398096
"414","National Jewish Health State Site CAMP State Site lm pm10_all","National Jewish Health State Site.csv","CAMP State Site lm pm10_all",0.908709148783508,3.10251636685997,-1.03358321276258
"415","Swansea GRIMM CAMP State Site lm pm10_all","Swansea GRIMM.csv","CAMP State Site lm pm10_all",0.708540085473835,5.33756279693299,-1.35309030389015
"416","I-25 Denver State Site CAMP State Site lm pm10","I-25 Denver State Site.csv","CAMP State Site lm pm10",0.800549059258529,4.86623716266281,-2.81089583399255
"417","I-25 Globeville State Site CAMP State Site lm pm10","I-25 Globeville State Site.csv","CAMP State Site lm pm10",0.815521090258751,4.81999942399434,0.758696793647726
"418","La Casa State Site CAMP State Site lm pm10","La Casa State Site.csv","CAMP State Site lm pm10",0.904546090002712,3.12042553847369,-0.170764871442268
"419","National Jewish Health State Site CAMP State Site lm pm10","National Jewish Health State Site.csv","CAMP State Site lm pm10",0.91582483123599,2.93001399191946,-0.710633177196979
"420","Swansea GRIMM CAMP State Site lm pm10","Swansea GRIMM.csv","CAMP State Site lm pm10",0.736205865753703,5.10259775659505,-1.32410727956277
"421","I-25 Denver State Site CAMP State Site lm smoke","I-25 Denver State Site.csv","CAMP State Site lm smoke",0.809351002192658,4.96043669890012,-3.08246978476444
"422","I-25 Globeville State Site CAMP State Site lm smoke","I-25 Globeville State Site.csv","CAMP State Site lm smoke",0.819799390873786,4.72585633435108,0.2285487213562
"423","La Casa State Site CAMP State Site lm smoke","La Casa State Site.csv","CAMP State Site lm smoke",0.920175282956386,3.01027458956634,-0.843428460769676
"424","National Jewish Health State Site CAMP State Site lm smoke","National Jewish Health State Site.csv","CAMP State Site lm smoke",0.92699942522704,2.99976588658598,-1.27334762892426
"425","Swansea GRIMM CAMP State Site lm smoke","Swansea GRIMM.csv","CAMP State Site lm smoke",0.77085183974741,4.88237467968726,-1.51358110121794
"426","I-25 Denver State Site CAMP State Site rft age","I-25 Denver State Site.csv","CAMP State Site rft age",0.732055154441476,5.03008156899526,-1.9699824283557
"427","I-25 Globeville State Site CAMP State Site rft age","I-25 Globeville State Site.csv","CAMP State Site rft age",0.771065374796794,5.22712730432391,-0.0445003895561036
"428","La Casa State Site CAMP State Site rft age","La Casa State Site.csv","CAMP State Site rft age",0.868490093018647,3.7718174975652,-1.06190689751713
"429","National Jewish Health State Site CAMP State Site rft age","National Jewish Health State Site.csv","CAMP State Site rft age",0.86034520378171,3.65592294478898,-0.840772919272173
"430","Swansea GRIMM CAMP State Site rft age","Swansea GRIMM.csv","CAMP State Site rft age",0.668397741227138,5.66003978078143,-1.3695914319231
"431","I-25 Denver State Site CAMP State Site rft all","I-25 Denver State Site.csv","CAMP State Site rft all",0.725063255305245,5.27844685035953,-2.21665644045492
"432","I-25 Globeville State Site CAMP State Site rft all","I-25 Globeville State Site.csv","CAMP State Site rft all",0.775649619660845,5.19735108743566,-0.20811272173116
"433","La Casa State Site CAMP State Site rft all","La Casa State Site.csv","CAMP State Site rft all",0.860071211734811,3.93764283435833,-1.20158011092947
"434","National Jewish Health State Site CAMP State Site rft all","National Jewish Health State Site.csv","CAMP State Site rft all",0.854357134818027,3.78720556798415,-0.97295932214503
"435","Swansea GRIMM CAMP State Site rft all","Swansea GRIMM.csv","CAMP State Site rft all",0.691604188213013,5.61942746595809,-1.62513568179962
"436","I-25 Denver State Site CAMP State Site rft met","I-25 Denver State Site.csv","CAMP State Site rft met",0.731198654803942,5.07307764071949,-2.1509771510754
"437","I-25 Globeville State Site CAMP State Site rft met","I-25 Globeville State Site.csv","CAMP State Site rft met",0.828358915719019,4.60209018055638,0.0530660859453828
"438","La Casa State Site CAMP State Site rft met","La Casa State Site.csv","CAMP State Site rft met",0.917369406172425,3.01576831356395,-0.787406297848137
"439","National Jewish Health State Site CAMP State Site rft met","National Jewish Health State Site.csv","CAMP State Site rft met",0.888083545520576,3.33841661493751,-0.907172508811916
"440","Swansea GRIMM CAMP State Site rft met","Swansea GRIMM.csv","CAMP State Site rft met",0.740586404622766,5.06155244352653,-1.19691400049763
"441","I-25 Denver State Site CAMP State Site rft pm10_all","I-25 Denver State Site.csv","CAMP State Site rft pm10_all",0.727168651932801,5.34184656384022,-2.3289038396391
"442","I-25 Globeville State Site CAMP State Site rft pm10_all","I-25 Globeville State Site.csv","CAMP State Site rft pm10_all",0.780788123400707,5.18736030910408,-0.551062092198582
"443","La Casa State Site CAMP State Site rft pm10_all","La Casa State Site.csv","CAMP State Site rft pm10_all",0.865372224971658,4.07660103762393,-1.64050059433485
"444","National Jewish Health State Site CAMP State Site rft pm10_all","National Jewish Health State Site.csv","CAMP State Site rft pm10_all",0.863821961210717,3.80168152767651,-1.27722279219343
"445","Swansea GRIMM CAMP State Site rft pm10_all","Swansea GRIMM.csv","CAMP State Site rft pm10_all",0.684904435023044,5.69156582486397,-1.6913159508004
"446","I-25 Denver State Site CAMP State Site rft pm10","I-25 Denver State Site.csv","CAMP State Site rft pm10",0.756613149426101,4.87344474614128,-2.024465088549
"447","I-25 Globeville State Site CAMP State Site rft pm10","I-25 Globeville State Site.csv","CAMP State Site rft pm10",0.823453054396481,4.67971699652919,-0.271675747809762
"448","La Casa State Site CAMP State Site rft pm10","La Casa State Site.csv","CAMP State Site rft pm10",0.914797431068834,3.19501058029067,-1.15478959358379
"449","National Jewish Health State Site CAMP State Site rft pm10","National Jewish Health State Site.csv","CAMP State Site rft pm10",0.899737457229856,3.24401011420566,-1.04980414593393
"450","Swansea GRIMM CAMP State Site rft pm10","Swansea GRIMM.csv","CAMP State Site rft pm10",0.738101311763082,5.06978182003034,-1.1262295653056
"451","I-25 Denver State Site CAMP State Site rft smoke","I-25 Denver State Site.csv","CAMP State Site rft smoke",0.716762279496704,5.14229906891779,-1.97751430950701
"452","I-25 Globeville State Site CAMP State Site rft smoke","I-25 Globeville State Site.csv","CAMP State Site rft smoke",0.821598427696116,4.68609781223413,0.0895418755759892
"453","La Casa State Site CAMP State Site rft smoke","La Casa State Site.csv","CAMP State Site rft smoke",0.916520855556683,3.01803802761718,-0.739706411047304
"454","National Jewish Health State Site CAMP State Site rft smoke","National Jewish Health State Site.csv","CAMP State Site rft smoke",0.879307955944192,3.44054631415593,-0.831026415641101
"455","Swansea GRIMM CAMP State Site rft smoke","Swansea GRIMM.csv","CAMP State Site rft smoke",0.74158541818753,5.03854858684797,-1.09272978343538
"456","CAMP State Site I-25 Denver State Site lm age","CAMP State Site.csv","I-25 Denver State Site lm age",0.685632932592833,5.67657053978238,2.24411699118122
"457","I-25 Globeville State Site I-25 Denver State Site lm age","I-25 Globeville State Site.csv","I-25 Denver State Site lm age",0.8330387982067,5.03929957587999,2.08893319369616
"458","La Casa State Site I-25 Denver State Site lm age","La Casa State Site.csv","I-25 Denver State Site lm age",0.929171463566055,2.91515669117973,0.874881060395288
"459","National Jewish Health State Site I-25 Denver State Site lm age","National Jewish Health State Site.csv","I-25 Denver State Site lm age",0.93160927732212,2.8000840978529,0.873464022989308
"460","Swansea GRIMM I-25 Denver State Site lm age","Swansea GRIMM.csv","I-25 Denver State Site lm age",0.78875258213585,4.52134154261852,0.525534333960985
"461","CAMP State Site I-25 Denver State Site lm all","CAMP State Site.csv","I-25 Denver State Site lm all",0.687943136236836,5.6498573011144,2.20536306671625
"462","I-25 Globeville State Site I-25 Denver State Site lm all","I-25 Globeville State Site.csv","I-25 Denver State Site lm all",0.830963752808879,5.05175672403306,2.07254189727934
"463","La Casa State Site I-25 Denver State Site lm all","La Casa State Site.csv","I-25 Denver State Site lm all",0.93498407618178,2.80878489374912,0.838479321410964
"464","National Jewish Health State Site I-25 Denver State Site lm all","National Jewish Health State Site.csv","I-25 Denver State Site lm all",0.935065242419413,2.74046110367342,0.85466613503599
"465","Swansea GRIMM I-25 Denver State Site lm all","Swansea GRIMM.csv","I-25 Denver State Site lm all",0.791983677907305,4.49374711716494,0.526129309363962
"466","CAMP State Site I-25 Denver State Site lm met","CAMP State Site.csv","I-25 Denver State Site lm met",0.705254878118219,5.73487116911216,2.67544236849716
"467","I-25 Globeville State Site I-25 Denver State Site lm met","I-25 Globeville State Site.csv","I-25 Denver State Site lm met",0.837022009263549,5.1454442160635,2.41405164552045
"468","La Casa State Site I-25 Denver State Site lm met","La Casa State Site.csv","I-25 Denver State Site lm met",0.927206391687217,3.08507884542573,1.27764490915692
"469","National Jewish Health State Site I-25 Denver State Site lm met","National Jewish Health State Site.csv","I-25 Denver State Site lm met",0.931258276674757,2.93458523709071,1.20728710748963
"470","Swansea GRIMM I-25 Denver State Site lm met","Swansea GRIMM.csv","I-25 Denver State Site lm met",0.776371124127101,4.70888886664535,1.00725805320583
"471","CAMP State Site I-25 Denver State Site lm pm_raw","CAMP State Site.csv","I-25 Denver State Site lm pm_raw",0.680680559610097,5.64134236434333,2.07675437635797
"472","I-25 Globeville State Site I-25 Denver State Site lm pm_raw","I-25 Globeville State Site.csv","I-25 Denver State Site lm pm_raw",0.835577819414934,4.75270017907903,1.32206278368893
"473","La Casa State Site I-25 Denver State Site lm pm_raw","La Casa State Site.csv","I-25 Denver State Site lm pm_raw",0.920725308903908,2.92085941058915,0.125201761792124
"474","National Jewish Health State Site I-25 Denver State Site lm pm_raw","National Jewish Health State Site.csv","I-25 Denver State Site lm pm_raw",0.922491017908213,2.84190685076821,0.508288373525568
"475","Swansea GRIMM I-25 Denver State Site lm pm_raw","Swansea GRIMM.csv","I-25 Denver State Site lm pm_raw",0.767238448406976,4.68908956858422,0.3588355489817
"476","CAMP State Site I-25 Denver State Site lm pm10_all","CAMP State Site.csv","I-25 Denver State Site lm pm10_all",0.678539629855407,5.77510721828879,2.35204696077114
"477","I-25 Globeville State Site I-25 Denver State Site lm pm10_all","I-25 Globeville State Site.csv","I-25 Denver State Site lm pm10_all",0.834217896022645,4.94765588915587,1.91585025724259
"478","La Casa State Site I-25 Denver State Site lm pm10_all","La Casa State Site.csv","I-25 Denver State Site lm pm10_all",0.93599260917408,2.72689865553302,0.636185325447655
"479","National Jewish Health State Site I-25 Denver State Site lm pm10_all","National Jewish Health State Site.csv","I-25 Denver State Site lm pm10_all",0.935193295953724,2.69048892513828,0.737250660659763
"480","Swansea GRIMM I-25 Denver State Site lm pm10_all","Swansea GRIMM.csv","I-25 Denver State Site lm pm10_all",0.796510420790489,4.45014444647931,0.543820173521643
"481","CAMP State Site I-25 Denver State Site lm pm10","CAMP State Site.csv","I-25 Denver State Site lm pm10",0.692898925493313,5.87306115108332,2.80343130305056
"482","I-25 Globeville State Site I-25 Denver State Site lm pm10","I-25 Globeville State Site.csv","I-25 Denver State Site lm pm10",0.839770248511615,5.00624654187708,2.19312687087814
"483","La Casa State Site I-25 Denver State Site lm pm10","La Casa State Site.csv","I-25 Denver State Site lm pm10",0.929416797237423,2.93468072697383,0.994513778454234
"484","National Jewish Health State Site I-25 Denver State Site lm pm10","National Jewish Health State Site.csv","I-25 Denver State Site lm pm10",0.932062823844012,2.84030614921572,1.03182144882568
"485","Swansea GRIMM I-25 Denver State Site lm pm10","Swansea GRIMM.csv","I-25 Denver State Site lm pm10",0.784884925858118,4.62721857032825,0.980745739889676
"486","CAMP State Site I-25 Denver State Site lm smoke","CAMP State Site.csv","I-25 Denver State Site lm smoke",0.706560889990496,5.70138519188282,2.62102384483858
"487","I-25 Globeville State Site I-25 Denver State Site lm smoke","I-25 Globeville State Site.csv","I-25 Denver State Site lm smoke",0.835077126751473,5.15006460109534,2.38628768609586
"488","La Casa State Site I-25 Denver State Site lm smoke","La Casa State Site.csv","I-25 Denver State Site lm smoke",0.933669618186386,2.96449732677938,1.22660859188955
"489","National Jewish Health State Site I-25 Denver State Site lm smoke","National Jewish Health State Site.csv","I-25 Denver State Site lm smoke",0.935208874722917,2.86422133581219,1.1767453341476
"490","Swansea GRIMM I-25 Denver State Site lm smoke","Swansea GRIMM.csv","I-25 Denver State Site lm smoke",0.780321421701121,4.67330053990765,0.991846143688833
"491","CAMP State Site I-25 Denver State Site rft age","CAMP State Site.csv","I-25 Denver State Site rft age",0.668302510663113,5.83028683199308,2.36603497341443
"492","I-25 Globeville State Site I-25 Denver State Site rft age","I-25 Globeville State Site.csv","I-25 Denver State Site rft age",0.820769218361264,5.24094453643958,1.95072950445061
"493","La Casa State Site I-25 Denver State Site rft age","La Casa State Site.csv","I-25 Denver State Site rft age",0.929509658884046,3.28061732638901,1.07187523193891
"494","National Jewish Health State Site I-25 Denver State Site rft age","National Jewish Health State Site.csv","I-25 Denver State Site rft age",0.912474936583403,3.18879899858125,0.942749033675423
"495","Swansea GRIMM I-25 Denver State Site rft age","Swansea GRIMM.csv","I-25 Denver State Site rft age",0.762966018806532,4.81298864979464,0.733850437762043
"496","CAMP State Site I-25 Denver State Site rft all","CAMP State Site.csv","I-25 Denver State Site rft all",0.66538562549251,5.78395848309741,2.19548203929681
"497","I-25 Globeville State Site I-25 Denver State Site rft all","I-25 Globeville State Site.csv","I-25 Denver State Site rft all",0.807821189902627,5.24962786235467,1.74031761785655
"498","La Casa State Site I-25 Denver State Site rft all","La Casa State Site.csv","I-25 Denver State Site rft all",0.903234901143565,3.49020187294376,0.853828306259798
"499","National Jewish Health State Site I-25 Denver State Site rft all","National Jewish Health State Site.csv","I-25 Denver State Site rft all",0.892676980340331,3.31392981922506,0.745189047749453
"500","Swansea GRIMM I-25 Denver State Site rft all","Swansea GRIMM.csv","I-25 Denver State Site rft all",0.755481477213186,4.81200192559429,0.511570411623154
"501","CAMP State Site I-25 Denver State Site rft met","CAMP State Site.csv","I-25 Denver State Site rft met",0.661534129189764,6.05308633713699,2.74593687366403
"502","I-25 Globeville State Site I-25 Denver State Site rft met","I-25 Globeville State Site.csv","I-25 Denver State Site rft met",0.807571083497202,5.4629005186033,2.33782965649853
"503","La Casa State Site I-25 Denver State Site rft met","La Casa State Site.csv","I-25 Denver State Site rft met",0.928339721460171,3.26582251364757,1.32711957785091
"504","National Jewish Health State Site I-25 Denver State Site rft met","National Jewish Health State Site.csv","I-25 Denver State Site rft met",0.923874969766148,3.16098610346208,1.29399098408779
"505","Swansea GRIMM I-25 Denver State Site rft met","Swansea GRIMM.csv","I-25 Denver State Site rft met",0.761583435738262,4.84187822887998,0.992399615451104
"506","CAMP State Site I-25 Denver State Site rft pm10_all","CAMP State Site.csv","I-25 Denver State Site rft pm10_all",0.678056912818573,5.70493291007548,2.10730292907064
"507","I-25 Globeville State Site I-25 Denver State Site rft pm10_all","I-25 Globeville State Site.csv","I-25 Denver State Site rft pm10_all",0.831974889381597,4.88276146341063,1.61466566437213
"508","La Casa State Site I-25 Denver State Site rft pm10_all","La Casa State Site.csv","I-25 Denver State Site rft pm10_all",0.920945028778203,3.03525830642554,0.684885044297298
"509","National Jewish Health State Site I-25 Denver State Site rft pm10_all","National Jewish Health State Site.csv","I-25 Denver State Site rft pm10_all",0.9223337698545,2.87594222653508,0.759160495374295
"510","Swansea GRIMM I-25 Denver State Site rft pm10_all","Swansea GRIMM.csv","I-25 Denver State Site rft pm10_all",0.76952765202187,4.66696130282292,0.377641008430185
"511","CAMP State Site I-25 Denver State Site rft pm10","CAMP State Site.csv","I-25 Denver State Site rft pm10",0.675564156795025,5.80140622266798,2.37853467408358
"512","I-25 Globeville State Site I-25 Denver State Site rft pm10","I-25 Globeville State Site.csv","I-25 Denver State Site rft pm10",0.830761675316517,5.16832171096885,2.15202707133917
"513","La Casa State Site I-25 Denver State Site rft pm10","La Casa State Site.csv","I-25 Denver State Site rft pm10",0.938901457470454,3.03704357634569,1.21016034395549
"514","National Jewish Health State Site I-25 Denver State Site rft pm10","National Jewish Health State Site.csv","I-25 Denver State Site rft pm10",0.938718942542786,2.9484890590194,1.25012187043112
"515","Swansea GRIMM I-25 Denver State Site rft pm10","Swansea GRIMM.csv","I-25 Denver State Site rft pm10",0.754115049598525,4.85825631257612,0.816274373016039
"516","CAMP State Site I-25 Denver State Site rft smoke","CAMP State Site.csv","I-25 Denver State Site rft smoke",0.669792435564466,5.93900007920384,2.62313066846241
"517","I-25 Globeville State Site I-25 Denver State Site rft smoke","I-25 Globeville State Site.csv","I-25 Denver State Site rft smoke",0.803570420303933,5.57078750118055,2.42355149926741
"518","La Casa State Site I-25 Denver State Site rft smoke","La Casa State Site.csv","I-25 Denver State Site rft smoke",0.929549256298603,3.30309699854287,1.3862296397098
"519","National Jewish Health State Site I-25 Denver State Site rft smoke","National Jewish Health State Site.csv","I-25 Denver State Site rft smoke",0.925044794183943,3.17345633627059,1.31783919741971
"520","Swansea GRIMM I-25 Denver State Site rft smoke","Swansea GRIMM.csv","I-25 Denver State Site rft smoke",0.763978965064619,4.84471922334073,1.03608444376956
"521","CAMP State Site I-25 Globeville State Site lm age","CAMP State Site.csv","I-25 Globeville State Site lm age",0.701075400975534,5.18267225331782,0.753583083373661
"522","I-25 Denver State Site I-25 Globeville State Site lm age","I-25 Denver State Site.csv","I-25 Globeville State Site lm age",0.808818042758173,4.41749694639426,-2.01889284100533
"523","La Casa State Site I-25 Globeville State Site lm age","La Casa State Site.csv","I-25 Globeville State Site lm age",0.924477613500694,2.99871727629222,-1.118123148909
"524","National Jewish Health State Site I-25 Globeville State Site lm age","National Jewish Health State Site.csv","I-25 Globeville State Site lm age",0.927627355939269,2.77493961116122,-0.941284915154203
"525","Swansea GRIMM I-25 Globeville State Site lm age","Swansea GRIMM.csv","I-25 Globeville State Site lm age",0.768290373650298,4.78631421143287,-1.06567090865772
"526","CAMP State Site I-25 Globeville State Site lm all","CAMP State Site.csv","I-25 Globeville State Site lm all",0.70071699632091,5.18512827412724,0.75449585221843
"527","I-25 Denver State Site I-25 Globeville State Site lm all","I-25 Denver State Site.csv","I-25 Globeville State Site lm all",0.808568809994028,4.41939634538099,-2.01839633962706
"528","La Casa State Site I-25 Globeville State Site lm all","La Casa State Site.csv","I-25 Globeville State Site lm all",0.92397226870219,3.00658319108603,-1.11692167189847
"529","National Jewish Health State Site I-25 Globeville State Site lm all","National Jewish Health State Site.csv","I-25 Globeville State Site lm all",0.927279079035218,2.78037813768312,-0.941097156024238
"530","Swansea GRIMM I-25 Globeville State Site lm all","Swansea GRIMM.csv","I-25 Globeville State Site lm all",0.768058855950192,4.78888046998117,-1.06773587576263
"531","CAMP State Site I-25 Globeville State Site lm met","CAMP State Site.csv","I-25 Globeville State Site lm met",0.695252925460844,5.22471030017438,0.70189611654021
"532","I-25 Denver State Site I-25 Globeville State Site lm met","I-25 Denver State Site.csv","I-25 Globeville State Site lm met",0.810552179365073,4.36237650937252,-1.93107813037786
