"","model_name","EVAL_SITE","CORR_SITE","COR","RMSE","BIAS"
"177","I-25 Denver State Site I-25 Globeville State Site rft met","I-25 Denver State Site.csv","I-25 Globeville State Site rft met",0.80981136254785,4.74221939979027,-2.1681536404278
"178","La Casa State Site I-25 Globeville State Site rft met","La Casa State Site.csv","I-25 Globeville State Site rft met",0.911157737595112,3.18275061088231,-0.943677393867928
"179","National Jewish Health State Site I-25 Globeville State Site rft met","National Jewish Health State Site.csv","I-25 Globeville State Site rft met",0.907326880611558,3.10172219872013,-0.802458432414479
"180","Swansea GRIMM I-25 Globeville State Site rft met","Swansea GRIMM.csv","I-25 Globeville State Site rft met",0.772990722003097,4.84324750650391,-1.12873165446335
"181","CAMP State Site I-25 Globeville State Site rft pm10_all","CAMP State Site.csv","I-25 Globeville State Site rft pm10_all",0.711788401846806,5.20529800710264,0.929136707113312
"182","I-25 Denver State Site I-25 Globeville State Site rft pm10_all","I-25 Denver State Site.csv","I-25 Globeville State Site rft pm10_all",0.826041940341026,4.41963483647267,-1.96268096154491
"183","La Casa State Site I-25 Globeville State Site rft pm10_all","La Casa State Site.csv","I-25 Globeville State Site rft pm10_all",0.912532497765764,3.08543327935571,-0.760037259545378
"184","National Jewish Health State Site I-25 Globeville State Site rft pm10_all","National Jewish Health State Site.csv","I-25 Globeville State Site rft pm10_all",0.907615723220687,3.00014439689911,-0.579142815721254
"185","Swansea GRIMM I-25 Globeville State Site rft pm10_all","Swansea GRIMM.csv","I-25 Globeville State Site rft pm10_all",0.770944466465692,4.83077343711904,-0.957117232153733
"186","CAMP State Site I-25 Globeville State Site rft pm10","CAMP State Site.csv","I-25 Globeville State Site rft pm10",0.654699285982267,5.81788025389201,0.950043245485894
"187","I-25 Denver State Site I-25 Globeville State Site rft pm10","I-25 Denver State Site.csv","I-25 Globeville State Site rft pm10",0.822221329714617,4.31160142981937,-1.71982129517402
"188","La Casa State Site I-25 Globeville State Site rft pm10","La Casa State Site.csv","I-25 Globeville State Site rft pm10",0.912995915672507,3.13691343263871,-0.937072873441774
"189","National Jewish Health State Site I-25 Globeville State Site rft pm10","National Jewish Health State Site.csv","I-25 Globeville State Site rft pm10",0.917674927929819,2.84115005888735,-0.594609417502268
"190","Swansea GRIMM I-25 Globeville State Site rft pm10","Swansea GRIMM.csv","I-25 Globeville State Site rft pm10",0.751193164108403,5.02540683444706,-1.0145120933315
"191","CAMP State Site I-25 Globeville State Site rft smoke","CAMP State Site.csv","I-25 Globeville State Site rft smoke",0.667986921524497,5.61368300184431,1.17529223934461
"192","I-25 Denver State Site I-25 Globeville State Site rft smoke","I-25 Denver State Site.csv","I-25 Globeville State Site rft smoke",0.808665520582139,4.63657898566474,-2.06867796473901
"193","La Casa State Site I-25 Globeville State Site rft smoke","La Casa State Site.csv","I-25 Globeville State Site rft smoke",0.909342305440562,3.18786425620375,-0.933571907189469
"194","National Jewish Health State Site I-25 Globeville State Site rft smoke","National Jewish Health State Site.csv","I-25 Globeville State Site rft smoke",0.906487380998307,3.0758782914958,-0.780869186953019
"195","Swansea GRIMM I-25 Globeville State Site rft smoke","Swansea GRIMM.csv","I-25 Globeville State Site rft smoke",0.773828490981216,4.80331528352918,-1.09915164132128
"196","CAMP State Site La Casa State Site lm age","CAMP State Site.csv","La Casa State Site lm age",0.689640252164583,5.44098627571977,1.46110002929272
"197","I-25 Denver State Site La Casa State Site lm age","I-25 Denver State Site.csv","La Casa State Site lm age",0.809680843730607,3.97884509755579,-0.670880280813701
"198","I-25 Globeville State Site La Casa State Site lm age","I-25 Globeville State Site.csv","La Casa State Site lm age",0.831435250423779,4.68583773755914,1.07458685095476
"199","National Jewish Health State Site La Casa State Site lm age","National Jewish Health State Site.csv","La Casa State Site lm age",0.933822187420558,2.50576492652385,0.179449774385767
"200","Swansea GRIMM La Casa State Site lm age","Swansea GRIMM.csv","La Casa State Site lm age",0.783244503848555,4.53309151077289,-0.166365798401945
"201","CAMP State Site La Casa State Site lm all","CAMP State Site.csv","La Casa State Site lm all",0.690871715673156,5.46057832432196,1.44818243424481
"202","I-25 Denver State Site La Casa State Site lm all","I-25 Denver State Site.csv","La Casa State Site lm all",0.808835569906805,3.99345898716173,-0.651507552541659
"203","I-25 Globeville State Site La Casa State Site lm all","I-25 Globeville State Site.csv","La Casa State Site lm all",0.823783701192739,4.78864401215596,1.11875751399472
"204","National Jewish Health State Site La Casa State Site lm all","National Jewish Health State Site.csv","La Casa State Site lm all",0.937228437956826,2.44367713795571,0.20222479678084
"205","Swansea GRIMM La Casa State Site lm all","Swansea GRIMM.csv","La Casa State Site lm all",0.786359951627789,4.50088977005331,-0.0816320674039499
"206","CAMP State Site La Casa State Site lm met","CAMP State Site.csv","La Casa State Site lm met",0.702031401040415,5.35038177744713,1.53089331129769
"207","I-25 Denver State Site La Casa State Site lm met","I-25 Denver State Site.csv","La Casa State Site lm met",0.808096353954929,4.04107061253308,-0.928939599059189
"208","I-25 Globeville State Site La Casa State Site lm met","I-25 Globeville State Site.csv","La Casa State Site lm met",0.835224628329642,4.62800548893752,1.02210397801137
"209","National Jewish Health State Site La Casa State Site lm met","National Jewish Health State Site.csv","La Casa State Site lm met",0.93348647427134,2.5139588488536,0.150215584532497
"210","Swansea GRIMM La Casa State Site lm met","Swansea GRIMM.csv","La Casa State Site lm met",0.774202458545996,4.61207465650503,-0.0660107996031583
"211","CAMP State Site La Casa State Site lm pm_raw","CAMP State Site.csv","La Casa State Site lm pm_raw",0.680680559610097,5.71233914895621,2.14912240397388
"212","I-25 Denver State Site La Casa State Site lm pm_raw","I-25 Denver State Site.csv","La Casa State Site lm pm_raw",0.807309080635618,3.93913344094121,-0.0760447733802765
"213","I-25 Globeville State Site La Casa State Site lm pm_raw","I-25 Globeville State Site.csv","La Casa State Site lm pm_raw",0.835577819414934,4.65329887447059,1.14710738389907
"214","National Jewish Health State Site La Casa State Site lm pm_raw","National Jewish Health State Site.csv","La Casa State Site lm pm_raw",0.922491017908213,2.73447458073479,0.463006072568813
"215","Swansea GRIMM La Casa State Site lm pm_raw","Swansea GRIMM.csv","La Casa State Site lm pm_raw",0.767238448406976,4.68583430935262,0.307789815986843
"216","CAMP State Site La Casa State Site lm pm10_all","CAMP State Site.csv","La Casa State Site lm pm10_all",0.674077187924261,5.80013608548394,2.08898199349875
"217","I-25 Denver State Site La Casa State Site lm pm10_all","I-25 Denver State Site.csv","La Casa State Site lm pm10_all",0.806994508960413,3.98171508642672,-0.417595716373324
"218","I-25 Globeville State Site La Casa State Site lm pm10_all","I-25 Globeville State Site.csv","La Casa State Site lm pm10_all",0.826379211228946,4.78447144195526,1.21831445652252
"219","National Jewish Health State Site La Casa State Site lm pm10_all","National Jewish Health State Site.csv","La Casa State Site lm pm10_all",0.938854100192701,2.42259554208432,0.274926820854591
"220","Swansea GRIMM La Casa State Site lm pm10_all","Swansea GRIMM.csv","La Casa State Site lm pm10_all",0.795374781271562,4.42692640958492,0.318873116368973
"221","CAMP State Site La Casa State Site lm pm10","CAMP State Site.csv","La Casa State Site lm pm10",0.675275026993331,5.83738176294474,2.33071126592593
"222","I-25 Denver State Site La Casa State Site lm pm10","I-25 Denver State Site.csv","La Casa State Site lm pm10",0.805231929189892,4.00594320710356,-0.565807560454008
"223","I-25 Globeville State Site La Casa State Site lm pm10","I-25 Globeville State Site.csv","La Casa State Site lm pm10",0.834892830124107,4.66613704626247,1.16262089714958
"224","National Jewish Health State Site La Casa State Site lm pm10","National Jewish Health State Site.csv","La Casa State Site lm pm10",0.935461537913988,2.48762955634117,0.249840847568583
"225","Swansea GRIMM La Casa State Site lm pm10","Swansea GRIMM.csv","La Casa State Site lm pm10",0.789147458258487,4.49491057079368,0.423410971704864
"226","CAMP State Site La Casa State Site lm smoke","CAMP State Site.csv","La Casa State Site lm smoke",0.699244339111187,5.39554045888312,1.50212397295612
"227","I-25 Denver State Site La Casa State Site lm smoke","I-25 Denver State Site.csv","La Casa State Site lm smoke",0.807081886584709,4.04504700886163,-0.852200228212375
"228","I-25 Globeville State Site La Casa State Site lm smoke","I-25 Globeville State Site.csv","La Casa State Site lm smoke",0.826406975764641,4.74741722491131,1.0797056833961
"229","National Jewish Health State Site La Casa State Site lm smoke","National Jewish Health State Site.csv","La Casa State Site lm smoke",0.936970788005384,2.44937087262057,0.180391808721147
"230","Swansea GRIMM La Casa State Site lm smoke","Swansea GRIMM.csv","La Casa State Site lm smoke",0.779016460913115,4.56752396734243,0.000459854599890126
"231","CAMP State Site La Casa State Site rft age","CAMP State Site.csv","La Casa State Site rft age",0.682557863844926,5.65760264672064,1.58289468618497
"232","I-25 Denver State Site La Casa State Site rft age","I-25 Denver State Site.csv","La Casa State Site rft age",0.812622149458067,3.94132530684578,-0.508340542242507
"233","I-25 Globeville State Site La Casa State Site rft age","I-25 Globeville State Site.csv","La Casa State Site rft age",0.813867397994891,4.87617057693361,0.997928146905665
"234","National Jewish Health State Site La Casa State Site rft age","National Jewish Health State Site.csv","La Casa State Site rft age",0.962299719113914,1.91315444923971,0.124751023337697
"235","Swansea GRIMM La Casa State Site rft age","Swansea GRIMM.csv","La Casa State Site rft age",0.797702748185499,4.39275021739549,-0.175813351073329
"236","CAMP State Site La Casa State Site rft all","CAMP State Site.csv","La Casa State Site rft all",0.691567419001425,5.64627753855865,1.64372985460861
"237","I-25 Denver State Site La Casa State Site rft all","I-25 Denver State Site.csv","La Casa State Site rft all",0.817853648570958,3.96358652925816,-0.692469623810482
"238","I-25 Globeville State Site La Casa State Site rft all","I-25 Globeville State Site.csv","La Casa State Site rft all",0.818851224023151,4.82090296795497,0.971149811379738
"239","National Jewish Health State Site La Casa State Site rft all","National Jewish Health State Site.csv","La Casa State Site rft all",0.958769070719556,1.98416115595985,0.0916406224284354
"240","Swansea GRIMM La Casa State Site rft all","Swansea GRIMM.csv","La Casa State Site rft all",0.794268791426374,4.43393763278324,-0.23258604771271
"241","CAMP State Site La Casa State Site rft met","CAMP State Site.csv","La Casa State Site rft met",0.678416208975216,5.77748626956979,1.92901395879519
"242","I-25 Denver State Site La Casa State Site rft met","I-25 Denver State Site.csv","La Casa State Site rft met",0.818584002576184,3.99512169229603,-0.918885432119618
"243","I-25 Globeville State Site La Casa State Site rft met","I-25 Globeville State Site.csv","La Casa State Site rft met",0.821781767232051,4.79042407423224,0.992388441841312
"244","National Jewish Health State Site La Casa State Site rft met","National Jewish Health State Site.csv","La Casa State Site rft met",0.958094499128424,2.01150549835007,0.136441930168786
"245","Swansea GRIMM La Casa State Site rft met","Swansea GRIMM.csv","La Casa State Site rft met",0.782764931941862,4.53329301137941,-0.0694386468883841
"246","CAMP State Site La Casa State Site rft pm10_all","CAMP State Site.csv","La Casa State Site rft pm10_all",0.699355380163688,5.58361900720269,1.74088610281511
"247","I-25 Denver State Site La Casa State Site rft pm10_all","I-25 Denver State Site.csv","La Casa State Site rft pm10_all",0.817115026065193,3.94335842043061,-0.653606720416583
"248","I-25 Globeville State Site La Casa State Site rft pm10_all","I-25 Globeville State Site.csv","La Casa State Site rft pm10_all",0.818663045596007,4.82670835478607,0.965748920922979
"249","National Jewish Health State Site La Casa State Site rft pm10_all","National Jewish Health State Site.csv","La Casa State Site rft pm10_all",0.961329193897818,1.9322985797609,0.194285433154132
"250","Swansea GRIMM La Casa State Site rft pm10_all","Swansea GRIMM.csv","La Casa State Site rft pm10_all",0.800702153463161,4.3666432956823,-0.177168736307294
"251","CAMP State Site La Casa State Site rft pm10","CAMP State Site.csv","La Casa State Site rft pm10",0.691626419121143,5.66719079414174,2.08884513927094
"252","I-25 Denver State Site La Casa State Site rft pm10","I-25 Denver State Site.csv","La Casa State Site rft pm10",0.819021109861379,3.94953402339662,-0.760226487136915
"253","I-25 Globeville State Site La Casa State Site rft pm10","I-25 Globeville State Site.csv","La Casa State Site rft pm10",0.82320534140025,4.76818343325613,0.962512561535252
"254","National Jewish Health State Site La Casa State Site rft pm10","National Jewish Health State Site.csv","La Casa State Site rft pm10",0.961634891609275,1.94841341727637,0.256314294533928
"255","Swansea GRIMM La Casa State Site rft pm10","Swansea GRIMM.csv","La Casa State Site rft pm10",0.798021477065106,4.38626715316967,0.0938150254880121
"256","CAMP State Site La Casa State Site rft smoke","CAMP State Site.csv","La Casa State Site rft smoke",0.689693763820162,5.66073518403664,1.84700951173817
"257","I-25 Denver State Site La Casa State Site rft smoke","I-25 Denver State Site.csv","La Casa State Site rft smoke",0.816124741227294,3.97478614502199,-0.838341482380138
"258","I-25 Globeville State Site La Casa State Site rft smoke","I-25 Globeville State Site.csv","La Casa State Site rft smoke",0.817703725921094,4.84108882815839,1.03984077099244
"259","National Jewish Health State Site La Casa State Site rft smoke","National Jewish Health State Site.csv","La Casa State Site rft smoke",0.957365697150792,2.0404093960242,0.167413314273726
"260","Swansea GRIMM La Casa State Site rft smoke","Swansea GRIMM.csv","La Casa State Site rft smoke",0.785954563200519,4.49963319929424,-0.0147074433466085
"261","CAMP State Site National Jewish Health State Site lm age","CAMP State Site.csv","National Jewish Health State Site lm age",0.697759898851013,5.37228367609319,1.35335646896725
"262","I-25 Denver State Site National Jewish Health State Site lm age","I-25 Denver State Site.csv","National Jewish Health State Site lm age",0.8104709104175,4.10342051257695,-1.11990102023197
"263","I-25 Globeville State Site National Jewish Health State Site lm age","I-25 Globeville State Site.csv","National Jewish Health State Site lm age",0.832760815019321,4.65163820254423,0.951443919915142
"264","La Casa State Site National Jewish Health State Site lm age","La Casa State Site.csv","National Jewish Health State Site lm age",0.93157663394939,2.66710689529443,-0.0805929581767122
"265","Swansea GRIMM National Jewish Health State Site lm age","Swansea GRIMM.csv","National Jewish Health State Site lm age",0.781996703775257,4.56694962681919,-0.321381710088481
"266","CAMP State Site National Jewish Health State Site lm all","CAMP State Site.csv","National Jewish Health State Site lm all",0.700262887625284,5.36858831803395,1.31900698558211
"267","I-25 Denver State Site National Jewish Health State Site lm all","I-25 Denver State Site.csv","National Jewish Health State Site lm all",0.811578349902769,4.10105321331673,-1.12203651728826
"268","I-25 Globeville State Site National Jewish Health State Site lm all","I-25 Globeville State Site.csv","National Jewish Health State Site lm all",0.828472838363825,4.70989108975594,0.963196944126237
"269","La Casa State Site National Jewish Health State Site lm all","La Casa State Site.csv","National Jewish Health State Site lm all",0.939083488995569,2.52277772510301,-0.0992609967745672
"270","Swansea GRIMM National Jewish Health State Site lm all","Swansea GRIMM.csv","National Jewish Health State Site lm all",0.785601577334075,4.52872997994866,-0.27967746209197
"271","CAMP State Site National Jewish Health State Site lm met","CAMP State Site.csv","National Jewish Health State Site lm met",0.704739895037628,5.32340702368341,1.41159682910314
"272","I-25 Denver State Site National Jewish Health State Site lm met","I-25 Denver State Site.csv","National Jewish Health State Site lm met",0.808713315137922,4.15568739676085,-1.2436349897644
"273","I-25 Globeville State Site National Jewish Health State Site lm met","I-25 Globeville State Site.csv","National Jewish Health State Site lm met",0.834857313378036,4.61478321928707,0.901191385533485
"274","La Casa State Site National Jewish Health State Site lm met","La Casa State Site.csv","National Jewish Health State Site lm met",0.929840149234478,2.70260161066647,-0.0877717558544753
"275","Swansea GRIMM National Jewish Health State Site lm met","Swansea GRIMM.csv","National Jewish Health State Site lm met",0.774821014322304,4.62924328705965,-0.231762787656593
"276","CAMP State Site National Jewish Health State Site lm pm_raw","CAMP State Site.csv","National Jewish Health State Site lm pm_raw",0.680680559610097,5.58847077161325,1.72024765021805
"277","I-25 Denver State Site National Jewish Health State Site lm pm_raw","I-25 Denver State Site.csv","National Jewish Health State Site lm pm_raw",0.807309080635618,4.00117352034056,-0.547811074724404
"278","I-25 Globeville State Site National Jewish Health State Site lm pm_raw","I-25 Globeville State Site.csv","National Jewish Health State Site lm pm_raw",0.835577819414934,4.55705856680388,0.644728382944679
"279","La Casa State Site National Jewish Health State Site lm pm_raw","La Casa State Site.csv","National Jewish Health State Site lm pm_raw",0.920725308903908,2.89551301749287,-0.484388062233899
"280","Swansea GRIMM National Jewish Health State Site lm pm_raw","Swansea GRIMM.csv","National Jewish Health State Site lm pm_raw",0.767238448406976,4.69146739291538,-0.15776336998542
"281","CAMP State Site National Jewish Health State Site lm pm10_all","CAMP State Site.csv","National Jewish Health State Site lm pm10_all",0.685029341709411,5.64233398368919,1.82047007530103
"282","I-25 Denver State Site National Jewish Health State Site lm pm10_all","I-25 Denver State Site.csv","National Jewish Health State Site lm pm10_all",0.810137356598043,4.06929014543781,-0.931641854609042
"283","I-25 Globeville State Site National Jewish Health State Site lm pm10_all","I-25 Globeville State Site.csv","National Jewish Health State Site lm pm10_all",0.830568213121977,4.68866766310247,0.964233041051469
"284","La Casa State Site National Jewish Health State Site lm pm10_all","La Casa State Site.csv","National Jewish Health State Site lm pm10_all",0.94120021119013,2.48411529882782,-0.186796343832214
"285","Swansea GRIMM National Jewish Health State Site lm pm10_all","Swansea GRIMM.csv","National Jewish Health State Site lm pm10_all",0.794178423985286,4.43936878740311,0.0114614583298229
"286","CAMP State Site National Jewish Health State Site lm pm10","CAMP State Site.csv","National Jewish Health State Site lm pm10",0.684077293278798,5.67645929881183,1.99204904331311
"287","I-25 Denver State Site National Jewish Health State Site lm pm10","I-25 Denver State Site.csv","National Jewish Health State Site lm pm10",0.80724788605523,4.10432214625585,-0.986170326813851
"288","I-25 Globeville State Site National Jewish Health State Site lm pm10","I-25 Globeville State Site.csv","National Jewish Health State Site lm pm10",0.835456228612296,4.61588882858977,0.915231625026847
"289","La Casa State Site National Jewish Health State Site lm pm10","La Casa State Site.csv","National Jewish Health State Site lm pm10",0.933237543210334,2.64299937999824,-0.192187571491636
"290","Swansea GRIMM National Jewish Health State Site lm pm10","Swansea GRIMM.csv","National Jewish Health State Site lm pm10",0.787932504974563,4.50295470838315,0.0934283962788324
"291","CAMP State Site National Jewish Health State Site lm smoke","CAMP State Site.csv","National Jewish Health State Site lm smoke",0.705380015377044,5.33159752334482,1.36414640731356
"292","I-25 Denver State Site National Jewish Health State Site lm smoke","I-25 Denver State Site.csv","National Jewish Health State Site lm smoke",0.810076143472162,4.14408114290631,-1.2205114601848
"293","I-25 Globeville State Site National Jewish Health State Site lm smoke","I-25 Globeville State Site.csv","National Jewish Health State Site lm smoke",0.830083523623311,4.68146274889223,0.923635507103556
"294","La Casa State Site National Jewish Health State Site lm smoke","La Casa State Site.csv","National Jewish Health State Site lm smoke",0.938011625703817,2.54663496423664,-0.105609907811346
"295","Swansea GRIMM National Jewish Health State Site lm smoke","Swansea GRIMM.csv","National Jewish Health State Site lm smoke",0.779907009576442,4.57925459943115,-0.206976947333912
"296","CAMP State Site National Jewish Health State Site rft age","CAMP State Site.csv","National Jewish Health State Site rft age",0.671968585788749,5.75854230047946,1.49337165100706
"297","I-25 Denver State Site National Jewish Health State Site rft age","I-25 Denver State Site.csv","National Jewish Health State Site rft age",0.808473374785996,4.049175562804,-0.8933913033242
"298","I-25 Globeville State Site National Jewish Health State Site rft age","I-25 Globeville State Site.csv","National Jewish Health State Site rft age",0.800455083405613,5.03344452444476,0.936439886616391
"299","La Casa State Site National Jewish Health State Site rft age","La Casa State Site.csv","National Jewish Health State Site rft age",0.965482779019787,1.93198171568421,-0.30191040094024
"300","Swansea GRIMM National Jewish Health State Site rft age","Swansea GRIMM.csv","National Jewish Health State Site rft age",0.805483198417168,4.33726549715342,-0.380199732951229
"301","CAMP State Site National Jewish Health State Site rft all","CAMP State Site.csv","National Jewish Health State Site rft all",0.682125221522943,5.73717665763849,1.48686798631195
"302","I-25 Denver State Site National Jewish Health State Site rft all","I-25 Denver State Site.csv","National Jewish Health State Site rft all",0.810640286112879,4.08212698467058,-0.956240719624369
"303","I-25 Globeville State Site National Jewish Health State Site rft all","I-25 Globeville State Site.csv","National Jewish Health State Site rft all",0.799983749008916,5.05623438915922,0.921399089095151
"304","La Casa State Site National Jewish Health State Site rft all","La Casa State Site.csv","National Jewish Health State Site rft all",0.966965077214683,1.9008824059808,-0.304683019333035
"305","Swansea GRIMM National Jewish Health State Site rft all","Swansea GRIMM.csv","National Jewish Health State Site rft all",0.804884229784239,4.35005589203469,-0.392615275646436
"306","CAMP State Site National Jewish Health State Site rft met","CAMP State Site.csv","National Jewish Health State Site rft met",0.674504739734662,5.81100503003745,1.70754384576071
"307","I-25 Denver State Site National Jewish Health State Site rft met","I-25 Denver State Site.csv","National Jewish Health State Site rft met",0.816527840926077,4.135727198809,-1.11031344712216
"308","I-25 Globeville State Site National Jewish Health State Site rft met","I-25 Globeville State Site.csv","National Jewish Health State Site rft met",0.814314044588512,4.88002664320184,0.79575776570611
"309","La Casa State Site National Jewish Health State Site rft met","La Casa State Site.csv","National Jewish Health State Site rft met",0.959239119344575,2.08593068092468,-0.143043996879767
"310","Swansea GRIMM National Jewish Health State Site rft met","Swansea GRIMM.csv","National Jewish Health State Site rft met",0.778179334201977,4.59728868304171,-0.241737748641238
"311","CAMP State Site National Jewish Health State Site rft pm10_all","CAMP State Site.csv","National Jewish Health State Site rft pm10_all",0.704831032055402,5.4637098507331,1.44445517655928
"312","I-25 Denver State Site National Jewish Health State Site rft pm10_all","I-25 Denver State Site.csv","National Jewish Health State Site rft pm10_all",0.81395731438978,4.06436404256026,-1.02368851294694
"313","I-25 Globeville State Site National Jewish Health State Site rft pm10_all","I-25 Globeville State Site.csv","National Jewish Health State Site rft pm10_all",0.807328275272396,4.94810124353975,0.761417221179252
"314","La Casa State Site National Jewish Health State Site rft pm10_all","La Casa State Site.csv","National Jewish Health State Site rft pm10_all",0.969176540908361,1.8565818608117,-0.413021855121779
"315","Swansea GRIMM National Jewish Health State Site rft pm10_all","Swansea GRIMM.csv","National Jewish Health State Site rft pm10_all",0.806864586223833,4.3423584458603,-0.49582135899864
"316","CAMP State Site National Jewish Health State Site rft pm10","CAMP State Site.csv","National Jewish Health State Site rft pm10",0.70788822347085,5.32618301336946,1.3013841691676
"317","I-25 Denver State Site National Jewish Health State Site rft pm10","I-25 Denver State Site.csv","National Jewish Health State Site rft pm10",0.820923762251161,4.05029486587724,-1.12823675238862
"318","I-25 Globeville State Site National Jewish Health State Site rft pm10","I-25 Globeville State Site.csv","National Jewish Health State Site rft pm10",0.821471962424216,4.74293780606037,0.642359658038156
"319","La Casa State Site National Jewish Health State Site rft pm10","La Casa State Site.csv","National Jewish Health State Site rft pm10",0.962216017579824,2.00563769430484,-0.259575302887974
"320","Swansea GRIMM National Jewish Health State Site rft pm10","Swansea GRIMM.csv","National Jewish Health State Site rft pm10",0.785014839400945,4.5283126623498,-0.365653436590343
"321","CAMP State Site National Jewish Health State Site rft smoke","CAMP State Site.csv","National Jewish Health State Site rft smoke",0.681679953625457,5.7213107386467,1.66212946446117
"322","I-25 Denver State Site National Jewish Health State Site rft smoke","I-25 Denver State Site.csv","National Jewish Health State Site rft smoke",0.816250513831395,4.09439046755647,-1.04858540016132
"323","I-25 Globeville State Site National Jewish Health State Site rft smoke","I-25 Globeville State Site.csv","National Jewish Health State Site rft smoke",0.812131545551679,4.88642934616934,0.835335897158914
"324","La Casa State Site National Jewish Health State Site rft smoke","La Casa State Site.csv","National Jewish Health State Site rft smoke",0.962933935852128,1.97615396563713,-0.138995114075553
"325","Swansea GRIMM National Jewish Health State Site rft smoke","Swansea GRIMM.csv","National Jewish Health State Site rft smoke",0.782551191994194,4.54776312124617,-0.222954537569153
"326","CAMP State Site Swansea GRIMM lm age","CAMP State Site.csv","Swansea GRIMM lm age",0.663736368851678,5.72260906605115,1.87803489467222
"327","I-25 Denver State Site Swansea GRIMM lm age","I-25 Denver State Site.csv","Swansea GRIMM lm age",0.810453255581071,3.88467030149276,-0.15863703803175
"328","I-25 Globeville State Site Swansea GRIMM lm age","I-25 Globeville State Site.csv","Swansea GRIMM lm age",0.8213459178471,5.07323937271062,1.93358896163028
"329","La Casa State Site Swansea GRIMM lm age","La Casa State Site.csv","Swansea GRIMM lm age",0.920229778780179,2.952686274165,0.657776105984791
"330","National Jewish Health State Site Swansea GRIMM lm age","National Jewish Health State Site.csv","Swansea GRIMM lm age",0.923532657086772,2.78458887000953,0.601247436680939
"331","CAMP State Site Swansea GRIMM lm all","CAMP State Site.csv","Swansea GRIMM lm all",0.668090328432882,5.68918676044981,1.78820557029323
"332","I-25 Denver State Site Swansea GRIMM lm all","I-25 Denver State Site.csv","Swansea GRIMM lm all",0.811376303935122,3.88262746296847,-0.196493768070036
"333","I-25 Globeville State Site Swansea GRIMM lm all","I-25 Globeville State Site.csv","Swansea GRIMM lm all",0.815301230645402,5.12004614231831,1.89913069828325
"334","La Casa State Site Swansea GRIMM lm all","La Casa State Site.csv","Swansea GRIMM lm all",0.928026497600617,2.80181733960731,0.600592478583394
"335","National Jewish Health State Site Swansea GRIMM lm all","National Jewish Health State Site.csv","Swansea GRIMM lm all",0.927651675665783,2.70015824881955,0.563782827742069
"336","CAMP State Site Swansea GRIMM lm met","CAMP State Site.csv","Swansea GRIMM lm met",0.705419993267807,5.34871910276772,1.69459819339942
"337","I-25 Denver State Site Swansea GRIMM lm met","I-25 Denver State Site.csv","Swansea GRIMM lm met",0.81118852687255,3.98842456234724,-0.957852759846668
"338","I-25 Globeville State Site Swansea GRIMM lm met","I-25 Globeville State Site.csv","Swansea GRIMM lm met",0.836743247908624,4.72468048339688,1.37510714630729
"339","La Casa State Site Swansea GRIMM lm met","La Casa State Site.csv","Swansea GRIMM lm met",0.928639915965933,2.7566505950391,0.277285606423861
"340","National Jewish Health State Site Swansea GRIMM lm met","National Jewish Health State Site.csv","Swansea GRIMM lm met",0.932694674946799,2.60944407624268,0.25552458949717
"341","CAMP State Site Swansea GRIMM lm pm_raw","CAMP State Site.csv","Swansea GRIMM lm pm_raw",0.680680559610097,5.56030094573491,1.83270976370486
"342","I-25 Denver State Site Swansea GRIMM lm pm_raw","I-25 Denver State Site.csv","Swansea GRIMM lm pm_raw",0.807309080635618,3.91486650292237,-0.273534328333426
"343","I-25 Globeville State Site Swansea GRIMM lm pm_raw","I-25 Globeville State Site.csv","Swansea GRIMM lm pm_raw",0.835577819414934,4.66482330170956,1.03449601339489
"344","La Casa State Site Swansea GRIMM lm pm_raw","La Casa State Site.csv","Swansea GRIMM lm pm_raw",0.920725308903908,2.89960097141343,-0.153175058941348
"345","National Jewish Health State Site Swansea GRIMM lm pm_raw","National Jewish Health State Site.csv","Swansea GRIMM lm pm_raw",0.922491017908213,2.77984348185796,0.24354052139225
"346","CAMP State Site Swansea GRIMM lm pm10_all","CAMP State Site.csv","Swansea GRIMM lm pm10_all",0.652547630073096,5.9140782638882,2.06970616244726
"347","I-25 Denver State Site Swansea GRIMM lm pm10_all","I-25 Denver State Site.csv","Swansea GRIMM lm pm10_all",0.812085451012566,3.9162456842657,-0.531259619811972
"348","I-25 Globeville State Site Swansea GRIMM lm pm10_all","I-25 Globeville State Site.csv","Swansea GRIMM lm pm10_all",0.827806424792212,4.78673375013509,1.30493636026355
"349","La Casa State Site Swansea GRIMM lm pm10_all","La Casa State Site.csv","Swansea GRIMM lm pm10_all",0.934432464387907,2.61332958279671,-0.080800211654213
"350","National Jewish Health State Site Swansea GRIMM lm pm10_all","National Jewish Health State Site.csv","Swansea GRIMM lm pm10_all",0.932360675269155,2.55213258866177,0.0488401582666198
"351","CAMP State Site Swansea GRIMM lm pm10","CAMP State Site.csv","Swansea GRIMM lm pm10",0.657820033852901,5.87826672202961,2.19144400030448
"352","I-25 Denver State Site Swansea GRIMM lm pm10","I-25 Denver State Site.csv","Swansea GRIMM lm pm10",0.806687626612757,4.06814576743662,-1.05944057943459
"353","I-25 Globeville State Site Swansea GRIMM lm pm10","I-25 Globeville State Site.csv","Swansea GRIMM lm pm10",0.837703637832363,4.55539928851357,0.794342662191175
