InstrumentName, I-25 Globeville,
StartTime, 2023-01-01 00:00:00,
EndTime, 2023-01-31 23:59:59,
Date,NO2,PM2.5
01/01/2023 00:00:00.000000,59.0,27.1
01/01/2023 01:00:00.000000,55.0,27.7
01/01/2023 02:00:00.000000,51.0,28.1
01/01/2023 03:00:00.000000,50.0,32.9
01/01/2023 04:00:00.000000,,30.2
01/01/2023 05:00:00.000000,45.0,25.3
01/01/2023 06:00:00.000000,43.0,22.0
01/01/2023 07:00:00.000000,42.0,23.3
01/01/2023 08:00:00.000000,,24.0
01/01/2023 10:00:00.000000,39.0,23.1
01/01/2023 11:00:00.000000,37.0,17.1
01/01/2023 12:00:00.000000,36.0,12.7
01/01/2023 13:00:00.000000,36.0,11.0
01/01/2023 14:00:00.000000,35.0,8.4
01/01/2023 15:00:00.000000,31.0,8.6
01/01/2023 16:00:00.000000,33.0,13.5
01/01/2023 17:00:00.000000,38.0,11.8
01/01/2023 18:00:00.000000,38.0,13.4
01/01/2023 19:00:00.000000,30.0,8.2
01/01/2023 20:00:00.000000,22.0,5.8
01/01/2023 21:00:00.000000,22.0,6.5
01/01/2023 22:00:00.000000,16.0,6.4
01/01/2023 23:00:00.000000,32.0,13.2
01/02/2023 00:00:00.000000,18.0,14.0
01/02/2023 01:00:00.000000,11.0,13.4
01/02/2023 02:00:00.000000,13.0,17.1
01/02/2023 03:00:00.000000,17.0,17.5
01/02/2023 04:00:00.000000,,17.9
01/02/2023 05:00:00.000000,19.0,16.3
01/02/2023 06:00:00.000000,14.0,14.2
01/02/2023 07:00:00.000000,16.0,14.0
01/02/2023 08:00:00.000000,,14.7
01/02/2023 10:00:00.000000,16.0,11.3
01/02/2023 11:00:00.000000,22.0,15.8
01/02/2023 12:00:00.000000,25.0,23.4
01/02/2023 13:00:00.000000,24.0,28.2
01/02/2023 14:00:00.000000,21.0,18.6
01/02/2023 15:00:00.000000,14.0,11.4
01/02/2023 16:00:00.000000,18.0,16.7
01/02/2023 17:00:00.000000,18.0,14.2
01/02/2023 18:00:00.000000,17.0,10.9
01/02/2023 19:00:00.000000,12.0,7.8
01/02/2023 20:00:00.000000,17.0,8.5
01/02/2023 21:00:00.000000,17.0,6.4
01/02/2023 22:00:00.000000,17.0,6.6
01/02/2023 23:00:00.000000,18.0,7.4
01/03/2023 00:00:00.000000,15.0,7.1
01/03/2023 01:00:00.000000,18.0,9.5
01/03/2023 02:00:00.000000,16.0,5.0
01/03/2023 03:00:00.000000,16.0,3.3
01/03/2023 04:00:00.000000,,3.4
01/03/2023 05:00:00.000000,13.0,3.9
01/03/2023 06:00:00.000000,13.0,3.8
01/03/2023 07:00:00.000000,15.0,3.3
01/03/2023 08:00:00.000000,,3.6
01/03/2023 10:00:00.000000,37.0,3.9
01/03/2023 11:00:00.000000,41.0,4.5
01/03/2023 12:00:00.000000,42.0,9.7
01/03/2023 13:00:00.000000,45.0,13.3
01/03/2023 14:00:00.000000,44.0,13.6
01/03/2023 15:00:00.000000,42.0,16.0
01/03/2023 16:00:00.000000,48.0,17.3
01/03/2023 17:00:00.000000,26.0,6.8
01/03/2023 18:00:00.000000,13.0,2.8
01/03/2023 19:00:00.000000,16.0,2.8
01/03/2023 20:00:00.000000,14.0,3.5
01/03/2023 21:00:00.000000,19.0,5.7
01/03/2023 22:00:00.000000,,4.8
01/03/2023 23:00:00.000000,,5.3
01/04/2023 00:00:00.000000,43.0,9.3
01/04/2023 01:00:00.000000,39.0,12.2
01/04/2023 02:00:00.000000,39.0,14.6
01/04/2023 03:00:00.000000,47.0,16.7
01/04/2023 04:00:00.000000,,16.1
01/04/2023 05:00:00.000000,32.0,12.6
01/04/2023 06:00:00.000000,35.0,9.8
01/04/2023 07:00:00.000000,35.0,9.1
01/04/2023 08:00:00.000000,,10.4
01/04/2023 10:00:00.000000,40.0,8.3
