InstrumentName, Woods Park
StartTime, 2021-11-01 00:00:00
EndTime, 2021-11-30 00:00:00
Date,PM1.0,PM10.0,PM2.5
11/01/2021 00:00:28,3.82,5.11,4.68
11/01/2021 00:02:27,3.54,4.34,4.17
11/01/2021 00:04:27,4.86,6.4,6.03
11/01/2021 00:06:27,6.16,8.11,7.84
11/01/2021 00:08:28,4.46,5.82,5.37
11/01/2021 00:10:28,5.43,7.43,7.24
11/01/2021 00:12:28,5.19,6.68,6.58
11/01/2021 00:14:28,4.52,6.14,6.1
11/01/2021 00:16:28,5.67,7.57,6.9
11/01/2021 00:18:28,5.4,6.86,6.29
11/01/2021 00:20:28,5.15,6.8,6.2
11/01/2021 00:22:28,5.16,6.72,6.72
11/01/2021 00:24:28,4.55,5.65,5.53
11/01/2021 00:26:28,4.41,5.68,5.54
11/01/2021 00:28:28,5.54,7.39,6.75
11/01/2021 00:30:28,5.05,6.49,6.14
11/01/2021 00:34:28,4.95,6.15,6.07
11/01/2021 00:36:28,4.42,5.65,5.53
11/01/2021 00:38:28,4.34,5.82,5.66
11/01/2021 00:40:30,5.46,6.75,6.58
11/01/2021 00:42:28,4.37,5.9,5.75
11/01/2021 00:44:28,3.49,4.81,4.75
11/01/2021 00:46:28,4.77,6.07,5.93
11/01/2021 00:48:28,5.21,6.57,6.19
11/01/2021 00:50:28,5.18,7.38,6.97
11/01/2021 00:52:28,7.17,9.21,9.0
11/01/2021 00:54:28,5.65,7.36,6.95
11/01/2021 00:56:28,6.45,8.6,8.36
11/01/2021 00:58:28,5.44,7.07,6.92
11/01/2021 01:00:28,5.12,6.67,6.33
11/01/2021 01:02:28,4.57,5.89,5.61
11/01/2021 01:04:28,5.29,6.86,6.74
11/01/2021 01:06:28,5.17,6.33,6.12
11/01/2021 01:08:28,5.46,6.85,6.44
11/01/2021 01:10:29,4.84,6.71,6.4
11/01/2021 01:12:29,5.38,6.86,6.67
11/01/2021 01:14:29,5.76,7.45,7.1
11/01/2021 01:16:29,5.79,6.91,6.84
11/01/2021 01:18:29,7.63,10.92,10.31
11/01/2021 01:20:29,12.08,17.73,17.03
11/01/2021 01:24:29,7.36,9.22,9.09
11/01/2021 01:26:29,5.45,6.72,6.66
11/01/2021 01:28:29,6.47,8.47,7.97
11/01/2021 01:30:29,6.87,8.63,8.43
11/01/2021 01:32:29,6.74,9.23,8.72
11/01/2021 01:34:29,6.71,9.12,8.84
11/01/2021 01:38:29,6.86,8.45,8.34
11/01/2021 01:40:29,6.32,7.96,7.67
11/01/2021 01:42:29,6.54,8.43,8.21
11/01/2021 01:44:29,8.2,10.46,10.14
11/01/2021 01:46:29,6.4,8.64,8.17
11/01/2021 01:48:29,7.12,9.72,9.09
11/01/2021 01:50:29,7.0,9.02,8.54
11/01/2021 01:52:29,8.07,10.39,10.02
11/01/2021 01:56:29,7.36,9.47,9.36
11/01/2021 01:58:29,6.75,8.52,8.25
11/01/2021 02:00:29,6.95,8.84,8.22
11/01/2021 02:04:29,6.12,8.61,8.32
11/01/2021 02:06:29,6.72,8.75,7.93
11/01/2021 02:08:29,6.02,7.37,7.18
11/01/2021 02:10:29,5.92,7.44,7.27
11/01/2021 02:12:29,6.75,8.48,8.02
11/01/2021 02:14:29,7.57,10.09,9.53
11/01/2021 02:16:29,11.14,14.24,13.39
11/01/2021 02:18:29,12.93,16.82,16.37
11/01/2021 02:20:29,14.65,19.75,19.42
11/01/2021 02:22:29,15.98,21.72,21.12
11/01/2021 02:24:29,16.38,20.88,20.33
11/01/2021 02:26:29,17.36,22.8,22.05
11/01/2021 02:28:29,19.18,25.38,24.12
11/01/2021 02:30:29,19.26,25.05,24.75
11/01/2021 02:32:29,20.22,26.64,25.93
11/01/2021 02:36:29,21.27,29.14,28.09
11/01/2021 02:38:29,20.23,26.37,26.09
11/01/2021 02:40:29,18.05,24.48,23.4
11/01/2021 02:42:29,16.02,21.66,20.61
11/01/2021 02:44:29,12.77,17.47,16.61
11/01/2021 02:46:29,10.14,13.12,12.56
11/01/2021 02:48:29,9.73,12.92,12.34
11/01/2021 02:50:29,9.4,11.97,11.77
11/01/2021 02:52:29,7.74,10.61,10.35
11/01/2021 02:54:29,7.48,9.14,8.95
11/01/2021 02:56:29,6.9,9.34,8.83
11/01/2021 02:58:29,7.47,9.55,9.27
11/01/2021 03:00:29,7.37,9.09,9.05
11/01/2021 03:02:29,7.76,10.2,9.64
11/01/2021 03:04:29,7.16,9.79,9.28
11/01/2021 03:06:29,6.57,8.43,7.8
11/01/2021 03:10:30,7.24,9.43,9.22
11/01/2021 03:12:30,7.22,9.25,8.83
11/01/2021 03:14:30,6.41,8.18,8.09
11/01/2021 03:18:30,7.19,9.57,9.26
11/01/2021 03:20:30,8.0,9.73,9.58
11/01/2021 03:22:30,7.83,10.07,9.29
11/01/2021 03:24:30,7.75,9.73,9.61
11/01/2021 03:26:30,7.49,9.7,9.26
11/01/2021 03:28:30,6.58,8.47,8.2
11/01/2021 03:32:30,6.52,8.88,8.61
11/01/2021 03:34:30,6.6,8.44,7.95
11/01/2021 03:36:30,6.15,8.07,7.69
11/01/2021 03:38:30,6.8,8.41,8.14
11/01/2021 03:40:30,6.82,8.68,8.52
11/01/2021 03:42:30,6.95,8.71,8.48
11/01/2021 03:44:30,5.95,7.68,7.42
11/01/2021 03:46:30,6.22,8.08,7.68
11/01/2021 03:48:30,6.37,7.74,7.65
11/01/2021 03:50:30,6.33,7.56,7.47
11/01/2021 03:52:30,5.8,7.64,7.27
11/01/2021 03:54:30,5.49,7.36,7.08
11/01/2021 03:56:30,5.52,7.45,6.93
11/01/2021 03:58:30,4.88,5.91,5.61
11/01/2021 04:04:30,5.08,6.56,6.27
11/01/2021 04:06:30,4.55,6.53,6.0
11/01/2021 04:08:30,5.66,7.7,7.29
11/01/2021 04:10:30,5.05,6.3,6.23
11/01/2021 04:12:30,5.23,6.91,6.68
