InstrumentName, NJH
StartTime, 2021-11-01 00:00:00
EndTime, 2021-11-30 00:00:00
Date,81102,PM2.5 - Local Conditions,PM2.5 Total Atmospheric
11/01/2021 02:16:00,27.360075,9.03638,
11/01/2021 02:17:00,26.587332,9.088495,
11/01/2021 02:18:00,26.147692,9.118131,
11/01/2021 02:19:00,25.208841,9.067122,
11/01/2021 02:20:00,24.890162,9.067543,
11/01/2021 02:21:00,22.479147,8.956418,
11/01/2021 02:22:00,19.896742,8.833869,
11/01/2021 02:23:00,18.869536,8.732588,
11/01/2021 02:24:00,18.243633,8.62162,
11/01/2021 02:25:00,17.559178,8.584929,
11/01/2021 02:26:00,16.69715,8.561293,
11/01/2021 02:27:00,16.48598,8.510495,
11/01/2021 02:28:00,15.87582,8.501861,
11/01/2021 02:29:00,15.911529,8.477225,
11/01/2021 02:30:00,15.48039,8.529235,
11/01/2021 02:31:00,15.417025,8.594089,
11/01/2021 02:32:00,15.597488,8.663365,
11/01/2021 02:33:00,15.330627,8.665891,
11/01/2021 02:34:00,15.488762,8.68579,
11/01/2021 02:35:00,16.263925,8.706109,
11/01/2021 02:36:00,16.25413,8.733114,
11/01/2021 02:37:00,16.546297,8.722112,
11/01/2021 02:38:00,17.325173,8.771805,
11/01/2021 02:39:00,17.356923,8.810391,
11/01/2021 02:40:00,17.591977,8.895354,
11/01/2021 02:41:00,18.414167,8.981844,
11/01/2021 02:42:00,18.911356,9.031905,
11/01/2021 02:43:00,19.739803,9.056278,
11/01/2021 02:44:00,20.117112,9.082441,
11/01/2021 02:45:00,20.369634,9.098339,
11/01/2021 02:46:00,20.512165,9.07765,
11/01/2021 02:47:00,20.016112,9.083915,
11/01/2021 02:48:00,19.816614,9.079704,
11/01/2021 02:49:00,19.592351,9.078545,
11/01/2021 02:50:00,19.259287,9.074071,
11/01/2021 02:51:00,19.379485,9.017218,
11/01/2021 02:52:00,19.98329,8.982475,
11/01/2021 02:53:00,20.423992,8.912199,
11/01/2021 02:54:00,20.515422,8.857505,
11/01/2021 02:55:00,20.248001,8.853083,
11/01/2021 02:56:00,20.792458,8.864928,
11/01/2021 02:57:00,20.149864,8.863927,
11/01/2021 02:58:00,20.302614,8.846398,
11/01/2021 02:59:00,21.089472,8.877667,
11/01/2021 03:00:00,21.206415,8.880088,
11/01/2021 03:01:00,21.910638,8.881364,
11/01/2021 03:02:00,22.145035,8.884773,
11/01/2021 03:03:00,20.977038,8.868718,
11/01/2021 03:04:00,20.81503,8.93852,
11/01/2021 03:05:00,21.685588,8.993267,
11/01/2021 03:06:00,22.100975,9.014376,
11/01/2021 03:07:00,21.497215,9.047645,
11/01/2021 03:08:00,22.434504,9.070754,
11/01/2021 03:09:00,23.379697,9.127291,
11/01/2021 03:10:00,23.379332,9.180301,
11/01/2021 03:11:00,23.996735,9.238417,
11/01/2021 03:12:00,23.8661,9.316905,
11/01/2021 03:13:00,24.212795,9.424924,
11/01/2021 03:14:00,25.17933,9.477723,
11/01/2021 03:15:00,25.499196,9.429135,
11/01/2021 03:16:00,25.082544,9.381232,
11/01/2021 03:17:00,24.865513,9.372809,
11/01/2021 03:18:00,25.56743,9.310377,
11/01/2021 03:19:00,25.625873,9.327328,
11/01/2021 03:20:00,24.980093,9.298638,
11/01/2021 03:21:00,24.328591,9.285004,
11/01/2021 03:22:00,23.635388,9.273475,
11/01/2021 03:23:00,24.990223,9.254577,
11/01/2021 03:24:00,24.748706,9.180511,
11/01/2021 03:25:00,24.720984,9.124922,
11/01/2021 03:26:00,23.86526,9.171247,
11/01/2021 03:27:00,22.732455,9.193566,
11/01/2021 03:28:00,23.094358,9.230152,
11/01/2021 03:29:00,22.987864,9.262631,
11/01/2021 03:30:00,22.281788,9.218044,
11/01/2021 03:31:00,21.904778,9.205095,
11/01/2021 03:32:00,22.844685,9.159455,
11/01/2021 03:33:00,22.597829,9.122764,
11/01/2021 03:34:00,21.192139,9.059647,
11/01/2021 03:35:00,21.32458,9.079124,
11/01/2021 03:36:00,21.089435,9.103918,
11/01/2021 03:37:00,20.552419,9.095706,
11/01/2021 03:38:00,20.53005,9.066543,
11/01/2021 03:39:00,20.90118,9.019377,
11/01/2021 03:40:00,20.671692,8.990214,
11/01/2021 03:41:00,20.381176,9.017271,
11/01/2021 03:42:00,21.217906,8.987634,
11/01/2021 03:43:00,20.297475,8.991635,
11/01/2021 03:44:00,20.107184,9.008691,
11/01/2021 03:45:00,19.753226,8.978896,
11/01/2021 03:46:00,18.612547,8.896933,
11/01/2021 03:47:00,18.421282,8.786282,
11/01/2021 03:48:00,18.301458,8.720743,
11/01/2021 03:49:00,17.959519,8.667155,
11/01/2021 03:50:00,17.116661,8.642466,
11/01/2021 03:51:00,17.653877,8.647046,
11/01/2021 03:52:00,17.710139,8.598248,
11/01/2021 03:53:00,17.767355,8.623831,
11/01/2021 03:54:00,18.21388,8.627832,
11/01/2021 03:55:00,20.22423,8.504915,
11/01/2021 03:56:00,21.12718,8.4558,
11/01/2021 03:57:00,21.804915,8.432797,
11/01/2021 03:58:00,21.99215,8.437429,
11/01/2021 03:59:00,22.222008,8.506126,
11/01/2021 04:00:00,22.905893,8.585719,
11/01/2021 04:01:00,23.458247,8.600564,
11/01/2021 04:02:00,23.673823,8.611513,
11/01/2021 04:03:00,24.040294,8.648888,
11/01/2021 04:04:00,24.161671,8.684,
11/01/2021 04:05:00,23.738659,8.677683,
11/01/2021 04:06:00,22.68855,8.738168,
11/01/2021 04:07:00,21.283059,8.833185,
11/01/2021 04:08:00,20.580774,8.90862,
11/01/2021 04:09:00,20.443698,8.940257,
11/01/2021 04:10:00,20.131118,8.93194,
11/01/2021 04:11:00,20.024886,8.900302,
11/01/2021 04:12:00,19.751031,8.880931,
11/01/2021 04:13:00,20.169881,8.872455,
11/01/2021 04:14:00,19.381825,8.866296,
11/01/2021 04:15:00,18.199078,8.785229,
11/01/2021 04:16:00,18.386774,8.746959,
11/01/2021 04:17:00,18.883855,8.729219,
11/01/2021 04:18:00,19.863925,8.701635,
11/01/2021 04:19:00,20.594766,8.688264,
11/01/2021 04:20:00,20.787531,8.689632,
11/01/2021 04:21:00,21.574555,8.679367,
11/01/2021 04:22:00,22.523339,8.705899,
11/01/2021 04:23:00,22.509195,8.725428,
11/01/2021 04:24:00,22.130763,8.723797,
11/01/2021 04:25:00,22.05493,8.686527,
