InstrumentName, La Casa
StartTime, 2021-11-01 00:00:00
EndTime, 2021-11-30 00:00:00
Date,CO,NO2,O3,PM10,PM2.5,SO2
11/01/2021 00:00:00,0.243,6.0,22.0,17.5,6.5,0.0
11/01/2021 01:00:00,0.224,6.0,22.0,16.0,7.0,0.0
11/01/2021 02:00:00,0.211,6.0,22.0,16.5,7.5,0.0
11/01/2021 03:00:00,0.207,7.0,20.0,19.7,7.7,0.0
11/01/2021 04:00:00,0.207,10.0,18.0,18.8,7.5,0.0
11/01/2021 05:00:00,0.231,,12.0,16.5,7.6,0.0
11/01/2021 06:00:00,0.21,11.0,16.0,18.4,7.5,0.0
11/01/2021 07:00:00,0.221,15.0,11.0,18.0,7.7,
11/01/2021 09:00:00,0.18,4.0,19.0,14.4,7.4,0.0
11/01/2021 10:00:00,0.165,6.0,17.0,13.8,7.2,0.0
11/01/2021 11:00:00,0.188,8.0,14.0,13.1,7.2,0.0
11/01/2021 13:00:00,0.231,10.0,11.0,17.3,7.6,0.0
11/01/2021 14:00:00,,10.0,,15.3,6.8,0.0
11/01/2021 15:00:00,0.214,8.0,13.0,18.8,7.0,
11/01/2021 16:00:00,0.209,8.0,13.0,19.5,7.4,0.0
11/01/2021 18:00:00,0.332,10.0,9.0,16.4,7.2,0.0
11/01/2021 19:00:00,0.248,10.0,9.0,15.1,6.4,0.0
11/01/2021 20:00:00,0.223,9.0,10.0,14.4,6.0,0.0
11/01/2021 21:00:00,0.231,11.0,7.0,16.1,6.9,0.0
11/01/2021 22:00:00,0.239,13.0,5.0,15.7,7.5,0.0
11/01/2021 23:00:00,0.27,13.0,5.0,14.7,6.6,0.0
11/02/2021 00:00:00,0.225,14.0,6.0,15.4,5.9,0.0
11/02/2021 01:00:00,0.191,14.0,7.0,16.0,5.8,0.0
11/02/2021 02:00:00,0.186,11.0,9.0,17.8,6.1,0.0
11/02/2021 04:00:00,0.347,12.0,7.0,24.1,8.8,0.0
11/02/2021 05:00:00,0.249,,8.0,21.9,8.0,0.0
11/02/2021 06:00:00,0.228,13.0,7.0,20.9,8.5,0.0
11/02/2021 07:00:00,0.229,12.0,10.0,25.5,10.2,
11/02/2021 09:00:00,0.215,10.0,9.0,25.8,12.5,0.0
11/02/2021 10:00:00,0.183,8.0,10.0,22.6,12.5,0.0
11/02/2021 11:00:00,0.203,9.0,8.0,24.4,11.6,0.0
11/02/2021 12:00:00,0.219,13.0,4.0,24.0,11.5,0.0
11/02/2021 13:00:00,0.306,18.0,0.0,32.2,12.5,0.0
11/02/2021 14:00:00,0.363,,0.0,43.0,13.6,0.0
11/02/2021 15:00:00,0.377,,1.0,33.5,14.6,0.0
11/02/2021 16:00:00,0.407,17.0,1.0,30.4,15.1,0.0
11/02/2021 17:00:00,0.426,18.0,2.0,31.7,16.7,0.0
11/02/2021 18:00:00,0.45,20.0,2.0,32.8,17.4,1.0
11/02/2021 19:00:00,0.45,20.0,2.0,35.9,19.1,0.0
11/02/2021 20:00:00,0.505,24.0,2.0,50.9,21.3,2.0
11/02/2021 21:00:00,0.484,22.0,1.0,54.2,21.5,1.0
11/02/2021 22:00:00,0.423,20.0,1.0,37.6,19.1,0.0
11/02/2021 23:00:00,0.365,18.0,0.0,29.9,16.9,0.0
11/03/2021 00:00:00,0.382,19.0,0.0,34.5,16.8,0.0
