InstrumentName, I25 Denver
StartTime, 2021-11-01 00:00:00
EndTime, 2021-11-30 00:00:00
Date,81102,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,PM2.5 Total Atmospheric,Relative Humidity,Wind Direction,Wind Speed
11/01/2021 02:16:00,10.433281,0.43648,10.452694,39.498444,7.666667,,62.765045,316.300192,1.767883
11/01/2021 02:17:00,12.396977,0.444871,10.693021,39.45697,6.341667,,62.911987,319.499276,3.227234
11/01/2021 02:18:00,16.911643,0.400188,10.878618,39.414673,7.016667,,63.065796,315.088206,2.182007
11/01/2021 02:19:00,10.763623,0.363492,11.176566,39.418243,6.608333,,63.132629,326.076661,1.893921
11/01/2021 02:20:00,8.515466,0.392849,10.082282,39.463562,6.158333,,63.102417,28.523709,1.752777
11/01/2021 02:21:00,10.387401,0.494548,19.30481,39.546783,7.725,,62.987366,2.2081530000000003,1.446381
11/01/2021 02:22:00,16.076613,0.445875,12.804098,39.530579,8.5,,62.802277,351.818179,2.715607
11/01/2021 02:23:00,14.232207,0.346894,10.886894,39.367981,6.858333,,62.936859,344.559834,2.449341
11/01/2021 02:24:00,9.148621,0.262209,10.406852,39.270636,7.083333,,63.2215,309.904283,2.015927
11/01/2021 02:25:00,9.86436,0.257491,10.330918,39.342163,6.75,,63.323212,332.258932,3.029785
11/01/2021 02:26:00,15.259936,0.369496,10.842638,39.45697,7.35,,63.245544,333.921565,3.002625
11/01/2021 02:27:00,15.076413,0.691721,11.400167,39.489929,7.825,,63.081818,336.794243,2.724609
11/01/2021 02:28:00,11.488539,0.522161,11.492262,39.40506,7.708333,,63.1633,340.672175,2.161102
11/01/2021 02:29:00,13.571524,0.304056,11.291021,39.346558,8.216667,,63.214722,353.164535,2.636108
11/01/2021 02:30:00,12.947546,0.275042,11.631167,39.306732,8.375,,63.362579,332.243162,2.121887
11/01/2021 02:31:00,15.01218,0.324218,12.558301,39.400391,7.383333,,63.404846,294.523032,0.924072
11/01/2021 02:32:00,21.508893,0.34598,12.841799,39.454773,8.116667,,63.312836,316.304801,1.673126
11/01/2021 02:33:00,12.231807,0.311307,12.287178,39.457519,7.375,,63.283234,303.113102,1.834412
11/01/2021 02:34:00,7.203277,0.307649,11.867921,39.453674,6.541667,,63.307343,301.235443,2.875824
11/01/2021 02:35:00,16.535421,0.332028,11.929995,39.474548,6.891667,,63.426056,275.180924,2.624054
11/01/2021 02:36:00,23.133072,0.370965,12.460335,39.481689,7.425,,63.382111,324.855904,2.743225
11/01/2021 02:37:00,16.361074,0.392595,12.563463,39.449554,9.141667,,63.60611,310.57171,3.398895
11/01/2021 02:38:00,19.884715,0.332345,12.423534,39.448441,9.633333,,63.800852,307.275349,3.856298
11/01/2021 02:39:00,23.390004,0.333409,12.083797,39.443237,7.258333,,63.96388,306.643372,3.974352
11/01/2021 02:40:00,27.216458,0.338771,12.200721,39.462189,8.7,,64.003601,302.2598,2.781982
11/01/2021 02:41:00,21.169376,0.335349,12.261839,39.446808,9.883333,,63.935852,317.548109,2.01355
11/01/2021 02:42:00,12.975075,0.311806,11.90125,39.333649,8.225,,64.013062,305.291375,2.619019
11/01/2021 02:43:00,12.41533,0.266123,11.610223,39.314972,7.616667,,64.18045,311.782722,2.605743
11/01/2021 02:44:00,9.754246,0.281797,11.278346,39.358643,7.166667,,64.140015,330.336722,2.856903
11/01/2021 02:45:00,10.038707,0.286306,11.041099,39.39325,7.533333,,64.056396,347.240204,3.6026
11/01/2021 02:46:00,12.525443,0.304866,11.324072,39.420715,8.325,,63.899231,353.155256,3.454895
11/01/2021 02:47:00,9.735894,0.38767,11.718294,39.450378,7.633333,,63.900452,330.004638,2.487488
11/01/2021 02:48:00,15.003004,0.419244,12.187645,39.543213,7.233333,,63.774719,331.093172,2.611389
11/01/2021 02:49:00,26.647537,0.385595,12.857653,39.552826,9.25,,63.653107,347.64211,3.124542
11/01/2021 02:50:00,20.9675,0.346718,13.122163,39.519318,10.483333,,63.773346,336.425669,3.707428
11/01/2021 02:51:00,9.157797,0.322834,13.581843,39.370178,7.841667,,63.831177,351.742647,2.68631
11/01/2021 02:52:00,13.103541,0.389678,13.778825,39.251526,7.525,,63.930359,6.641605,3.306732
11/01/2021 02:53:00,15.617806,0.476749,13.853508,39.180389,7.833333,,64.181671,338.507467,2.429352
11/01/2021 02:54:00,13.076012,0.479311,13.694469,39.253174,8.875,,64.296112,323.042219,2.317963
11/01/2021 02:55:00,18.930395,0.434697,13.804614,39.38913,8.7,,64.108124,344.443299,2.80014
11/01/2021 02:56:00,18.655111,0.510117,13.580083,39.400391,8.033333,,64.002991,322.563647,2.083282
11/01/2021 02:57:00,8.98345,0.551866,13.462336,39.433075,7.391667,,64.018555,319.990157,1.997986
11/01/2021 02:58:00,12.387801,0.512827,13.006604,39.476471,7.675,,63.94928,328.788004,1.607666
11/01/2021 02:59:00,,0.425115,12.759909,39.506134,,,63.825836,342.646169,2.535858
11/01/2021 03:10:00,11.855585,0.455286,13.376712,39.352051,7.466667,,64.201813,303.14462,3.977966
11/01/2021 03:11:00,9.010978,0.386864,13.068866,39.32486,6.666667,,64.236145,312.448661,3.452606
11/01/2021 03:12:00,10.130468,0.361375,12.514128,39.296021,7.2,,64.227753,321.179789,2.713013
11/01/2021 03:13:00,12.140045,0.376718,11.793139,39.26416,7.808333,,64.249573,319.935279,2.922821
11/01/2021 03:14:00,10.910441,0.321996,11.688127,39.190002,7.033333,,64.416504,333.290403,2.515564
11/01/2021 03:15:00,13.764224,0.275831,11.803476,39.222961,7.5,,64.496307,357.836274,2.011261
11/01/2021 03:16:00,21.20608,0.304998,12.203882,39.258118,7.333333,,64.385376,340.469161,2.462463
11/01/2021 03:17:00,22.747673,0.318554,11.908206,39.258118,6.85,,64.386139,307.647655,2.648163
11/01/2021 03:18:00,9.084388,0.322139,11.794359,39.379343,6.875,,64.45955,311.202863,0.759406
11/01/2021 03:19:00,9.286263,0.467779,12.085805,39.513,7.441667,,64.253998,306.665518,1.830444
11/01/2021 03:20:00,8.157596,0.43884,12.247601,39.510529,7.0,,64.158783,318.563813,2.167969
11/01/2021 03:21:00,7.395976,0.341436,14.511423,39.536621,6.675,,64.079895,316.937945,2.159882
11/01/2021 03:22:00,9.231206,0.356935,15.348369,39.515747,7.033333,,63.983612,325.136749,2.803345
11/01/2021 03:23:00,17.049285,0.3371,14.373611,39.496796,7.258333,,63.987732,350.394216,2.300415
11/01/2021 03:24:00,23.270714,0.341835,13.826143,39.533051,7.733333,,63.88031,336.168588,3.181763
11/01/2021 03:25:00,19.471788,0.388085,13.350176,39.41687,8.0,,63.86795,306.996232,3.333893
11/01/2021 03:26:00,14.883714,0.36121,12.86557,39.340515,7.95,,64.155121,303.04195,2.858124
11/01/2021 03:27:00,8.304415,0.342191,12.877271,39.339417,6.608333,,64.250793,307.50746,2.715759
11/01/2021 03:28:00,12.195102,0.352282,12.392547,39.353699,7.783333,,64.341278,300.782099,2.30011
11/01/2021 03:29:00,16.682239,0.376335,12.906527,39.399017,9.166667,,64.241638,310.203153,1.682892
