InstrumentName, Rocky Flats - North
StartTime, 2022-10-01 00:00:00
EndTime, 2022-10-31 23:59:59
Date,O3
10/01/2022 00:00:00.000000,37.0
10/01/2022 01:00:00.000000,33.0
10/01/2022 02:00:00.000000,33.0
10/01/2022 03:00:00.000000,42.0
10/01/2022 04:00:00.000000,40.0
10/01/2022 05:00:00.000000,39.0
10/01/2022 06:00:00.000000,43.0
10/01/2022 07:00:00.000000,41.0
10/01/2022 08:00:00.000000,41.0
10/01/2022 09:00:00.000000,40.0
10/01/2022 10:00:00.000000,33.0
10/01/2022 11:00:00.000000,36.0
10/01/2022 12:00:00.000000,39.0
10/01/2022 13:00:00.000000,36.0
10/01/2022 14:00:00.000000,33.0
10/01/2022 15:00:00.000000,34.0
10/01/2022 16:00:00.000000,38.0
10/01/2022 17:00:00.000000,42.0
10/01/2022 18:00:00.000000,44.0
10/01/2022 19:00:00.000000,49.0
10/01/2022 20:00:00.000000,55.0
10/01/2022 21:00:00.000000,52.0
10/01/2022 22:00:00.000000,46.0
10/01/2022 23:00:00.000000,44.0
10/02/2022 00:00:00.000000,41.0
10/02/2022 01:00:00.000000,45.0
10/02/2022 02:00:00.000000,48.0
10/02/2022 03:00:00.000000,38.0
10/02/2022 04:00:00.000000,34.0
10/02/2022 05:00:00.000000,33.0
10/02/2022 06:00:00.000000,30.0
10/02/2022 07:00:00.000000,30.0
10/02/2022 08:00:00.000000,30.0
10/02/2022 09:00:00.000000,28.0
10/02/2022 10:00:00.000000,33.0
10/02/2022 11:00:00.000000,31.0
10/02/2022 12:00:00.000000,30.0
10/02/2022 13:00:00.000000,28.0
10/02/2022 14:00:00.000000,30.0
10/02/2022 15:00:00.000000,36.0
10/02/2022 16:00:00.000000,34.0
10/02/2022 17:00:00.000000,28.0
10/02/2022 18:00:00.000000,38.0
10/02/2022 19:00:00.000000,42.0
10/02/2022 20:00:00.000000,46.0
10/02/2022 21:00:00.000000,49.0
10/02/2022 22:00:00.000000,51.0
10/02/2022 23:00:00.000000,50.0
10/03/2022 00:00:00.000000,43.0
10/03/2022 01:00:00.000000,42.0
10/03/2022 02:00:00.000000,39.0
10/03/2022 03:00:00.000000,37.0
10/03/2022 04:00:00.000000,35.0
10/03/2022 05:00:00.000000,38.0
10/03/2022 06:00:00.000000,37.0
10/03/2022 07:00:00.000000,35.0
10/03/2022 08:00:00.000000,35.0
10/03/2022 09:00:00.000000,35.0
10/03/2022 10:00:00.000000,39.0
10/03/2022 11:00:00.000000,36.0
10/03/2022 12:00:00.000000,36.0
10/03/2022 13:00:00.000000,38.0
10/03/2022 14:00:00.000000,39.0
10/03/2022 15:00:00.000000,35.0
10/03/2022 16:00:00.000000,35.0
10/03/2022 17:00:00.000000,43.0
10/03/2022 18:00:00.000000,48.0
10/03/2022 19:00:00.000000,50.0
10/03/2022 20:00:00.000000,53.0
10/03/2022 21:00:00.000000,56.0
10/03/2022 22:00:00.000000,55.0
10/03/2022 23:00:00.000000,46.0
10/04/2022 00:00:00.000000,44.0
10/04/2022 01:00:00.000000,48.0
10/04/2022 02:00:00.000000,48.0
10/04/2022 03:00:00.000000,43.0
10/04/2022 04:00:00.000000,41.0
10/04/2022 05:00:00.000000,40.0
10/04/2022 06:00:00.000000,37.0
10/04/2022 07:00:00.000000,35.0
10/04/2022 08:00:00.000000,35.0
10/04/2022 09:00:00.000000,34.0
10/04/2022 10:00:00.000000,35.0
10/04/2022 11:00:00.000000,36.0
10/04/2022 12:00:00.000000,26.0
10/04/2022 13:00:00.000000,24.0
10/04/2022 14:00:00.000000,24.0
10/04/2022 15:00:00.000000,30.0
10/04/2022 16:00:00.000000,34.0
10/04/2022 17:00:00.000000,40.0
10/04/2022 18:00:00.000000,41.0
10/04/2022 19:00:00.000000,43.0
10/04/2022 20:00:00.000000,47.0
10/04/2022 21:00:00.000000,44.0
10/04/2022 22:00:00.000000,52.0
10/04/2022 23:00:00.000000,51.0
10/05/2022 00:00:00.000000,46.0
10/05/2022 01:00:00.000000,46.0
10/05/2022 02:00:00.000000,45.0
10/05/2022 03:00:00.000000,45.0
10/05/2022 04:00:00.000000,47.0
10/05/2022 05:00:00.000000,47.0
10/05/2022 06:00:00.000000,44.0
10/05/2022 07:00:00.000000,44.0
10/05/2022 08:00:00.000000,44.0
10/05/2022 09:00:00.000000,29.0
10/05/2022 10:00:00.000000,27.0
10/05/2022 11:00:00.000000,26.0
10/05/2022 12:00:00.000000,28.0
10/05/2022 13:00:00.000000,28.0
10/05/2022 14:00:00.000000,30.0
10/05/2022 15:00:00.000000,38.0
10/05/2022 16:00:00.000000,41.0
10/05/2022 17:00:00.000000,45.0
10/05/2022 18:00:00.000000,48.0
10/05/2022 19:00:00.000000,50.0
10/05/2022 20:00:00.000000,53.0
10/05/2022 21:00:00.000000,55.0
10/05/2022 22:00:00.000000,55.0
10/05/2022 23:00:00.000000,54.0
10/06/2022 00:00:00.000000,52.0
10/06/2022 01:00:00.000000,53.0
10/06/2022 02:00:00.000000,54.0
10/06/2022 03:00:00.000000,53.0
10/06/2022 04:00:00.000000,52.0
10/06/2022 05:00:00.000000,52.0
10/06/2022 06:00:00.000000,53.0
10/06/2022 07:00:00.000000,49.0
10/06/2022 08:00:00.000000,49.0
10/06/2022 09:00:00.000000,43.0
10/06/2022 10:00:00.000000,43.0
10/06/2022 11:00:00.000000,47.0
10/06/2022 12:00:00.000000,46.0
10/06/2022 13:00:00.000000,39.0
10/06/2022 14:00:00.000000,43.0
10/06/2022 15:00:00.000000,46.0
10/06/2022 16:00:00.000000,45.0
10/06/2022 17:00:00.000000,51.0
10/06/2022 18:00:00.000000,54.0
10/06/2022 19:00:00.000000,59.0
10/06/2022 20:00:00.000000,62.0
10/06/2022 21:00:00.000000,64.0
10/06/2022 22:00:00.000000,63.0
10/06/2022 23:00:00.000000,60.0
10/07/2022 00:00:00.000000,57.0
10/07/2022 01:00:00.000000,57.0
10/07/2022 02:00:00.000000,55.0
10/07/2022 03:00:00.000000,48.0
10/07/2022 04:00:00.000000,51.0
10/07/2022 05:00:00.000000,51.0
10/07/2022 06:00:00.000000,28.0
10/07/2022 07:00:00.000000,34.0
10/07/2022 08:00:00.000000,34.0
10/07/2022 09:00:00.000000,19.0
10/07/2022 10:00:00.000000,19.0
10/07/2022 11:00:00.000000,19.0
10/07/2022 12:00:00.000000,16.0
10/07/2022 13:00:00.000000,15.0
10/07/2022 14:00:00.000000,14.0
10/07/2022 15:00:00.000000,12.0
10/07/2022 16:00:00.000000,13.0
10/07/2022 17:00:00.000000,14.0
10/07/2022 18:00:00.000000,15.0
10/07/2022 19:00:00.000000,16.0
10/07/2022 20:00:00.000000,16.0
10/07/2022 21:00:00.000000,17.0
10/07/2022 22:00:00.000000,16.0
10/07/2022 23:00:00.000000,16.0
10/08/2022 00:00:00.000000,14.0
10/08/2022 01:00:00.000000,12.0
10/08/2022 02:00:00.000000,11.0
10/08/2022 03:00:00.000000,6.0
10/08/2022 04:00:00.000000,4.0
10/08/2022 05:00:00.000000,4.0
10/08/2022 06:00:00.000000,6.0
10/08/2022 07:00:00.000000,4.0
10/08/2022 08:00:00.000000,4.0
10/08/2022 09:00:00.000000,9.0
10/08/2022 10:00:00.000000,10.0
10/08/2022 11:00:00.000000,10.0
10/08/2022 12:00:00.000000,13.0
10/08/2022 13:00:00.000000,13.0
10/08/2022 14:00:00.000000,14.0
10/08/2022 15:00:00.000000,18.0
10/08/2022 16:00:00.000000,26.0
10/08/2022 17:00:00.000000,32.0
10/08/2022 18:00:00.000000,37.0
10/08/2022 19:00:00.000000,43.0
10/08/2022 20:00:00.000000,44.0
10/08/2022 21:00:00.000000,47.0
10/08/2022 22:00:00.000000,48.0
10/08/2022 23:00:00.000000,49.0
10/09/2022 00:00:00.000000,46.0
10/09/2022 01:00:00.000000,43.0
10/09/2022 02:00:00.000000,42.0
10/09/2022 03:00:00.000000,41.0
10/09/2022 04:00:00.000000,40.0
10/09/2022 05:00:00.000000,37.0
10/09/2022 06:00:00.000000,37.0
10/09/2022 07:00:00.000000,38.0
10/09/2022 08:00:00.000000,38.0
10/09/2022 09:00:00.000000,36.0
10/09/2022 10:00:00.000000,35.0
10/09/2022 11:00:00.000000,36.0
10/09/2022 12:00:00.000000,37.0
10/09/2022 13:00:00.000000,37.0
10/09/2022 14:00:00.000000,35.0
10/09/2022 15:00:00.000000,39.0
10/09/2022 16:00:00.000000,41.0
10/09/2022 17:00:00.000000,43.0
10/09/2022 18:00:00.000000,49.0
10/09/2022 19:00:00.000000,51.0
10/09/2022 20:00:00.000000,54.0
10/09/2022 21:00:00.000000,56.0
10/09/2022 22:00:00.000000,57.0
10/09/2022 23:00:00.000000,56.0
10/10/2022 00:00:00.000000,53.0
10/10/2022 01:00:00.000000,49.0
10/10/2022 02:00:00.000000,52.0
10/10/2022 03:00:00.000000,50.0
10/10/2022 04:00:00.000000,50.0
10/10/2022 05:00:00.000000,49.0
10/10/2022 06:00:00.000000,47.0
10/10/2022 07:00:00.000000,49.0
10/10/2022 08:00:00.000000,49.0
10/10/2022 09:00:00.000000,47.0
10/10/2022 10:00:00.000000,46.0
10/10/2022 11:00:00.000000,45.0
10/10/2022 12:00:00.000000,47.0
10/10/2022 13:00:00.000000,49.0
10/10/2022 14:00:00.000000,42.0
10/10/2022 15:00:00.000000,47.0
10/10/2022 16:00:00.000000,51.0
10/10/2022 17:00:00.000000,51.0
10/10/2022 18:00:00.000000,53.0
10/10/2022 19:00:00.000000,54.0
10/10/2022 20:00:00.000000,55.0
10/10/2022 21:00:00.000000,56.0
10/10/2022 22:00:00.000000,57.0
10/10/2022 23:00:00.000000,56.0
10/11/2022 00:00:00.000000,54.0
10/11/2022 01:00:00.000000,44.0
10/11/2022 02:00:00.000000,47.0
10/11/2022 03:00:00.000000,47.0
10/11/2022 04:00:00.000000,46.0
10/11/2022 05:00:00.000000,48.0
10/11/2022 06:00:00.000000,48.0
10/11/2022 07:00:00.000000,47.0
10/11/2022 08:00:00.000000,47.0
10/11/2022 09:00:00.000000,47.0
10/11/2022 10:00:00.000000,46.0
10/11/2022 11:00:00.000000,45.0
10/11/2022 12:00:00.000000,45.0
10/11/2022 13:00:00.000000,45.0
10/11/2022 14:00:00.000000,45.0
10/11/2022 15:00:00.000000,46.0
10/11/2022 16:00:00.000000,47.0
10/11/2022 17:00:00.000000,46.0
10/11/2022 18:00:00.000000,47.0
10/11/2022 19:00:00.000000,48.0
10/11/2022 20:00:00.000000,47.0
10/11/2022 21:00:00.000000,46.0
10/11/2022 22:00:00.000000,47.0
10/11/2022 23:00:00.000000,45.0
10/12/2022 00:00:00.000000,39.0
10/12/2022 01:00:00.000000,35.0
10/12/2022 02:00:00.000000,34.0
10/12/2022 03:00:00.000000,33.0
10/12/2022 04:00:00.000000,33.0
10/12/2022 05:00:00.000000,33.0
10/12/2022 06:00:00.000000,28.0
10/12/2022 07:00:00.000000,30.0
10/12/2022 08:00:00.000000,30.0
10/12/2022 09:00:00.000000,24.0
10/12/2022 10:00:00.000000,25.0
10/12/2022 11:00:00.000000,31.0
10/12/2022 12:00:00.000000,40.0
10/12/2022 13:00:00.000000,41.0
10/12/2022 14:00:00.000000,40.0
10/12/2022 15:00:00.000000,32.0
10/12/2022 16:00:00.000000,35.0
10/12/2022 17:00:00.000000,31.0
10/12/2022 18:00:00.000000,34.0
10/12/2022 19:00:00.000000,45.0
10/12/2022 20:00:00.000000,45.0
10/12/2022 21:00:00.000000,43.0
10/12/2022 22:00:00.000000,43.0
10/12/2022 23:00:00.000000,41.0
10/13/2022 00:00:00.000000,38.0
10/13/2022 01:00:00.000000,37.0
10/13/2022 02:00:00.000000,35.0
10/13/2022 03:00:00.000000,31.0
10/13/2022 04:00:00.000000,31.0
10/13/2022 05:00:00.000000,32.0
10/13/2022 06:00:00.000000,34.0
10/13/2022 07:00:00.000000,33.0
10/13/2022 08:00:00.000000,33.0
10/13/2022 09:00:00.000000,38.0
10/13/2022 10:00:00.000000,38.0
10/13/2022 11:00:00.000000,36.0
10/13/2022 12:00:00.000000,37.0
10/13/2022 13:00:00.000000,37.0
10/13/2022 14:00:00.000000,32.0
10/13/2022 15:00:00.000000,32.0
10/13/2022 16:00:00.000000,39.0
10/13/2022 17:00:00.000000,41.0
10/13/2022 18:00:00.000000,42.0
10/13/2022 19:00:00.000000,44.0
10/13/2022 20:00:00.000000,46.0
10/13/2022 21:00:00.000000,49.0
10/13/2022 22:00:00.000000,49.0
10/13/2022 23:00:00.000000,46.0
10/14/2022 00:00:00.000000,43.0
10/14/2022 01:00:00.000000,40.0
10/14/2022 02:00:00.000000,42.0
10/14/2022 03:00:00.000000,43.0
10/14/2022 04:00:00.000000,42.0
10/14/2022 05:00:00.000000,40.0
10/14/2022 06:00:00.000000,40.0
10/14/2022 07:00:00.000000,41.0
10/14/2022 08:00:00.000000,41.0
10/14/2022 09:00:00.000000,44.0
10/14/2022 10:00:00.000000,46.0
10/14/2022 11:00:00.000000,46.0
10/14/2022 12:00:00.000000,45.0
10/14/2022 13:00:00.000000,43.0
10/14/2022 14:00:00.000000,43.0
10/14/2022 15:00:00.000000,44.0
10/14/2022 16:00:00.000000,45.0
10/14/2022 17:00:00.000000,46.0
10/14/2022 18:00:00.000000,45.0
10/14/2022 19:00:00.000000,45.0
10/14/2022 20:00:00.000000,46.0
10/14/2022 21:00:00.000000,45.0
10/14/2022 22:00:00.000000,47.0
10/14/2022 23:00:00.000000,48.0
10/15/2022 00:00:00.000000,48.0
10/15/2022 01:00:00.000000,48.0
10/15/2022 02:00:00.000000,41.0
10/15/2022 03:00:00.000000,37.0
10/15/2022 04:00:00.000000,40.0
10/15/2022 05:00:00.000000,41.0
10/15/2022 06:00:00.000000,42.0
10/15/2022 07:00:00.000000,40.0
10/15/2022 08:00:00.000000,40.0
10/15/2022 09:00:00.000000,37.0
10/15/2022 10:00:00.000000,35.0
10/15/2022 11:00:00.000000,35.0
10/15/2022 12:00:00.000000,35.0
10/15/2022 13:00:00.000000,36.0
10/15/2022 14:00:00.000000,36.0
10/15/2022 15:00:00.000000,36.0
10/15/2022 16:00:00.000000,35.0
10/15/2022 17:00:00.000000,39.0
10/15/2022 18:00:00.000000,40.0
10/15/2022 19:00:00.000000,40.0
10/15/2022 20:00:00.000000,43.0
10/15/2022 21:00:00.000000,45.0
10/15/2022 22:00:00.000000,46.0
10/15/2022 23:00:00.000000,45.0
10/16/2022 00:00:00.000000,41.0
10/16/2022 01:00:00.000000,38.0
10/16/2022 02:00:00.000000,34.0
10/16/2022 03:00:00.000000,34.0
10/16/2022 04:00:00.000000,34.0
10/16/2022 05:00:00.000000,32.0
10/16/2022 06:00:00.000000,32.0
10/16/2022 07:00:00.000000,33.0
10/16/2022 08:00:00.000000,33.0
10/16/2022 09:00:00.000000,31.0
10/16/2022 10:00:00.000000,31.0
10/16/2022 11:00:00.000000,25.0
10/16/2022 12:00:00.000000,26.0
10/16/2022 13:00:00.000000,25.0
10/16/2022 14:00:00.000000,26.0
10/16/2022 15:00:00.000000,28.0
10/16/2022 16:00:00.000000,33.0
10/16/2022 17:00:00.000000,37.0
10/16/2022 18:00:00.000000,37.0
10/16/2022 19:00:00.000000,35.0
10/16/2022 20:00:00.000000,36.0
10/16/2022 21:00:00.000000,39.0
10/16/2022 22:00:00.000000,40.0
