InstrumentName, La Casa,,,,,
StartTime, 2022-10-01 00:00:00,,,,,
EndTime, 2022-10-31 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
10/01/2022 00:00:00.000000,0.229,16.0,31.0,10.9,3.6,0.0
10/01/2022 01:00:00.000000,0.303,18.0,24.0,12.8,4.2,0.0
10/01/2022 02:00:00.000000,0.287,12.0,25.0,12.3,4.4,0.0
10/01/2022 03:00:00.000000,0.172,4.0,35.0,8.2,2.8,0.0
10/01/2022 04:00:00.000000,0.194,6.0,30.0,14.4,3.8,0.0
10/01/2022 05:00:00.000000,0.221,,25.0,9.2,2.7,0.0
10/01/2022 06:00:00.000000,0.247,10.0,21.0,9.0,3.1,0.0
10/01/2022 07:00:00.000000,,,22.0,9.0,3.1,
10/01/2022 08:00:00.000000,,,22.0,,,
10/01/2022 09:00:00.000000,0.194,5.0,20.0,7.5,2.7,0.0
10/01/2022 10:00:00.000000,0.157,4.0,22.0,6.8,2.7,0.0
10/01/2022 11:00:00.000000,0.213,14.0,12.0,9.6,3.5,0.0
10/01/2022 12:00:00.000000,0.19,8.0,13.0,8.8,3.7,0.0
10/01/2022 13:00:00.000000,0.359,12.0,7.0,10.0,3.9,0.0
10/01/2022 14:00:00.000000,0.293,9.0,11.0,9.3,3.9,0.0
10/01/2022 15:00:00.000000,0.247,8.0,20.0,9.3,3.5,0.0
10/01/2022 16:00:00.000000,0.147,7.0,26.0,8.9,3.3,0.0
10/01/2022 17:00:00.000000,0.158,5.0,35.0,9.5,3.3,0.0
10/01/2022 18:00:00.000000,0.133,5.0,45.0,14.1,3.1,0.0
10/01/2022 19:00:00.000000,0.115,4.0,51.0,11.4,3.0,0.0
10/01/2022 20:00:00.000000,0.111,4.0,52.0,12.0,3.1,0.0
10/01/2022 21:00:00.000000,0.117,6.0,47.0,13.7,3.1,0.0
10/01/2022 22:00:00.000000,0.134,2.0,45.0,12.9,2.7,0.0
10/01/2022 23:00:00.000000,0.197,12.0,38.0,13.3,3.6,0.0
10/02/2022 00:00:00.000000,0.209,17.0,29.0,12.5,3.4,0.0
10/02/2022 01:00:00.000000,0.256,16.0,27.0,11.7,3.3,0.0
10/02/2022 02:00:00.000000,0.36,18.0,21.0,13.9,5.0,0.0
10/02/2022 03:00:00.000000,0.377,18.0,18.0,15.5,6.3,0.0
10/02/2022 04:00:00.000000,0.423,21.0,11.0,17.2,6.9,0.0
10/02/2022 05:00:00.000000,0.385,,14.0,15.8,6.0,0.0
10/02/2022 06:00:00.000000,0.421,19.0,6.0,16.2,6.7,0.0
10/02/2022 07:00:00.000000,,,9.0,15.0,6.3,
10/02/2022 08:00:00.000000,,,9.0,,,
10/02/2022 09:00:00.000000,0.417,18.0,2.0,14.1,6.5,0.0
10/02/2022 10:00:00.000000,0.311,20.0,1.0,13.7,6.0,0.0
10/02/2022 11:00:00.000000,0.248,15.0,5.0,10.7,5.1,0.0
10/02/2022 12:00:00.000000,0.205,10.0,11.0,11.6,4.5,0.0
10/02/2022 13:00:00.000000,0.232,11.0,9.0,11.8,4.7,0.0
10/02/2022 14:00:00.000000,0.258,15.0,7.0,12.1,4.9,0.0
10/02/2022 15:00:00.000000,0.317,19.0,6.0,14.9,6.2,0.0
10/02/2022 16:00:00.000000,0.318,19.0,10.0,16.0,6.5,0.0
10/02/2022 17:00:00.000000,0.344,15.0,17.0,13.2,5.3,0.0
10/02/2022 18:00:00.000000,0.208,7.0,32.0,9.4,3.0,0.0
10/02/2022 19:00:00.000000,0.152,4.0,41.0,5.5,1.9,0.0
10/02/2022 20:00:00.000000,0.127,2.0,42.0,3.8,1.5,0.0
10/02/2022 21:00:00.000000,0.114,1.0,45.0,3.0,1.4,0.0
10/02/2022 22:00:00.000000,0.124,2.0,46.0,5.4,1.7,0.0
10/02/2022 23:00:00.000000,0.137,3.0,46.0,4.9,1.9,0.0
10/03/2022 00:00:00.000000,0.193,14.0,34.0,7.5,2.4,0.0
10/03/2022 01:00:00.000000,0.258,19.0,25.0,10.5,3.2,0.0
10/03/2022 02:00:00.000000,0.204,11.0,34.0,10.5,3.3,0.0
10/03/2022 03:00:00.000000,0.252,10.0,33.0,12.1,4.2,0.0
10/03/2022 04:00:00.000000,,,32.0,10.0,3.5,
10/03/2022 05:00:00.000000,0.212,,24.0,11.8,4.3,0.0
10/03/2022 06:00:00.000000,0.21,12.0,24.0,17.2,6.5,0.0
10/03/2022 07:00:00.000000,,,24.0,14.0,5.2,
10/03/2022 08:00:00.000000,,,24.0,,,
10/03/2022 09:00:00.000000,0.191,10.0,16.0,11.6,4.7,0.0
10/03/2022 10:00:00.000000,0.236,14.0,8.0,13.8,5.8,0.0
10/03/2022 11:00:00.000000,0.461,19.0,2.0,24.2,6.9,0.0
10/03/2022 12:00:00.000000,0.506,20.0,2.0,21.1,6.4,0.0
10/03/2022 13:00:00.000000,0.473,20.0,2.0,17.9,5.8,0.0
10/03/2022 14:00:00.000000,0.449,17.0,8.0,16.3,5.7,0.0
10/03/2022 15:00:00.000000,0.343,17.0,15.0,37.4,7.5,0.0
10/03/2022 16:00:00.000000,0.26,15.0,24.0,35.9,6.9,0.0
10/03/2022 17:00:00.000000,0.221,10.0,34.0,21.2,5.0,0.0
10/03/2022 18:00:00.000000,0.171,5.0,45.0,10.9,3.5,0.0
10/03/2022 19:00:00.000000,0.146,4.0,51.0,12.4,3.4,0.0
10/03/2022 20:00:00.000000,0.132,4.0,52.0,13.0,3.4,0.0
10/03/2022 21:00:00.000000,0.145,4.0,54.0,13.3,3.4,0.0
10/03/2022 22:00:00.000000,0.102,4.0,53.0,12.4,3.3,0.0
10/03/2022 23:00:00.000000,0.103,4.0,51.0,15.6,3.5,0.0
10/04/2022 00:00:00.000000,0.134,8.0,42.0,12.8,4.4,0.0
10/04/2022 01:00:00.000000,0.172,11.0,38.0,12.4,5.0,0.0
10/04/2022 02:00:00.000000,0.155,16.0,32.0,13.3,5.5,0.0
10/04/2022 03:00:00.000000,0.162,12.0,30.0,11.0,4.9,0.0
10/04/2022 04:00:00.000000,,,34.0,12.0,4.8,
10/04/2022 05:00:00.000000,0.191,,28.0,11.9,6.5,0.0
10/04/2022 06:00:00.000000,0.188,8.0,27.0,11.8,6.5,0.0
10/04/2022 07:00:00.000000,,,25.0,12.0,6.2,
10/04/2022 08:00:00.000000,,,25.0,,,
10/04/2022 09:00:00.000000,0.16,5.0,19.0,9.3,4.7,0.0
10/04/2022 10:00:00.000000,0.182,7.0,11.0,10.8,5.1,0.0
10/04/2022 11:00:00.000000,0.218,9.0,9.0,12.9,5.5,0.0
10/04/2022 12:00:00.000000,0.4,19.0,2.0,15.2,5.3,0.0
10/04/2022 13:00:00.000000,0.394,21.0,4.0,16.5,6.0,0.0
10/04/2022 14:00:00.000000,0.262,17.0,10.0,20.9,8.6,0.0
10/04/2022 15:00:00.000000,0.218,11.0,17.0,21.6,8.5,0.0
10/04/2022 16:00:00.000000,0.23,11.0,22.0,25.7,9.1,0.0
10/04/2022 17:00:00.000000,0.256,16.0,23.0,33.1,11.4,0.0
10/04/2022 18:00:00.000000,,15.0,27.0,36.3,13.3,
10/04/2022 19:00:00.000000,0.174,,34.0,26.3,11.4,0.0
10/04/2022 20:00:00.000000,0.156,,41.0,23.1,10.0,0.0
10/04/2022 21:00:00.000000,0.166,9.0,45.0,21.5,8.8,0.0
10/04/2022 22:00:00.000000,0.182,9.0,48.0,23.8,8.5,0.0
10/04/2022 23:00:00.000000,0.183,10.0,45.0,21.8,8.8,0.0
10/05/2022 00:00:00.000000,0.189,13.0,41.0,24.3,8.9,0.0
10/05/2022 01:00:00.000000,0.292,14.0,34.0,22.6,9.0,0.0
10/05/2022 02:00:00.000000,0.311,16.0,30.0,22.8,9.9,0.0
10/05/2022 03:00:00.000000,0.326,16.0,27.0,21.4,9.9,0.0
10/05/2022 04:00:00.000000,0.279,15.0,27.0,19.6,9.1,0.0
10/05/2022 05:00:00.000000,0.343,,12.0,21.1,10.0,0.0
10/05/2022 06:00:00.000000,0.254,15.0,22.0,18.3,9.9,0.0
10/05/2022 07:00:00.000000,,,22.0,20.0,9.4,
10/05/2022 08:00:00.000000,,,22.0,,,
10/05/2022 09:00:00.000000,0.25,14.0,12.0,21.8,11.6,0.0
10/05/2022 10:00:00.000000,0.187,9.0,18.0,18.4,8.7,0.0
10/05/2022 11:00:00.000000,0.221,14.0,12.0,28.1,9.3,0.0
10/05/2022 12:00:00.000000,1.252,21.0,4.0,29.7,11.2,0.0
10/05/2022 13:00:00.000000,0.529,24.0,3.0,50.2,10.5,0.0
10/05/2022 14:00:00.000000,0.277,13.0,20.0,21.8,7.6,0.0
10/05/2022 15:00:00.000000,0.329,13.0,24.0,27.7,8.9,0.0
10/05/2022 16:00:00.000000,0.174,9.0,33.0,22.9,7.8,0.0
10/05/2022 17:00:00.000000,0.195,9.0,36.0,20.9,8.2,0.0
10/05/2022 18:00:00.000000,0.164,8.0,42.0,24.4,8.2,0.0
10/05/2022 19:00:00.000000,0.169,8.0,45.0,24.1,7.9,0.0
10/05/2022 20:00:00.000000,0.175,7.0,47.0,24.8,7.4,0.0
10/05/2022 21:00:00.000000,0.148,7.0,50.0,17.6,6.0,0.0
10/05/2022 22:00:00.000000,0.133,6.0,52.0,13.6,5.1,0.0
10/05/2022 23:00:00.000000,0.138,5.0,53.0,13.6,4.6,0.0
10/06/2022 00:00:00.000000,0.168,21.0,38.0,18.4,5.2,0.0
10/06/2022 01:00:00.000000,0.235,23.0,34.0,32.9,8.6,0.0
10/06/2022 02:00:00.000000,0.36,32.0,16.0,32.9,9.9,0.0
10/06/2022 03:00:00.000000,0.41,32.0,10.0,28.2,8.6,0.0
10/06/2022 04:00:00.000000,0.375,29.0,10.0,34.7,10.0,0.0
10/06/2022 05:00:00.000000,0.347,,6.0,29.5,9.8,0.0
10/06/2022 06:00:00.000000,0.422,28.0,3.0,24.3,9.4,0.0
10/06/2022 07:00:00.000000,,,9.0,27.0,9.4,
10/06/2022 08:00:00.000000,,,9.0,,,
10/06/2022 09:00:00.000000,0.329,19.0,4.0,19.9,9.9,0.0
10/06/2022 10:00:00.000000,0.38,19.0,3.0,18.7,9.6,0.0
10/06/2022 11:00:00.000000,0.392,20.0,1.0,19.7,9.1,0.0
10/06/2022 12:00:00.000000,0.489,21.0,0.0,21.0,9.2,0.0
10/06/2022 13:00:00.000000,0.801,23.0,1.0,29.5,11.0,1.0
10/06/2022 14:00:00.000000,0.574,25.0,6.0,38.9,12.2,1.0
10/06/2022 15:00:00.000000,0.406,21.0,16.0,37.8,12.0,0.0
10/06/2022 16:00:00.000000,0.297,16.0,30.0,27.1,10.9,0.0
10/06/2022 17:00:00.000000,0.217,7.0,44.0,23.0,8.6,0.0
10/06/2022 18:00:00.000000,0.171,3.0,54.0,15.6,6.0,0.0
10/06/2022 19:00:00.000000,0.163,3.0,58.0,18.7,5.0,0.0
10/06/2022 20:00:00.000000,0.142,3.0,59.0,13.9,4.5,0.0
10/06/2022 21:00:00.000000,0.146,4.0,57.0,13.3,4.0,0.0
10/06/2022 22:00:00.000000,0.168,4.0,56.0,14.1,3.8,0.0
10/06/2022 23:00:00.000000,0.223,9.0,49.0,16.8,3.8,0.0
10/07/2022 00:00:00.000000,0.239,17.0,38.0,23.7,4.5,0.0
10/07/2022 01:00:00.000000,0.241,31.0,19.0,23.2,5.0,3.0
10/07/2022 02:00:00.000000,0.231,20.0,25.0,25.3,5.0,2.0
10/07/2022 03:00:00.000000,0.223,16.0,27.0,25.3,4.7,0.0
10/07/2022 04:00:00.000000,,,26.0,24.0,4.7,
10/07/2022 05:00:00.000000,0.113,,28.0,35.4,11.0,0.0
10/07/2022 06:00:00.000000,0.131,3.0,25.0,50.1,18.9,0.0
10/07/2022 07:00:00.000000,,,21.0,40.0,13.5,
10/07/2022 08:00:00.000000,,,21.0,,,
10/07/2022 09:00:00.000000,0.145,6.0,16.0,50.7,22.2,0.0
10/07/2022 10:00:00.000000,0.14,7.0,13.0,50.0,23.3,0.0
10/07/2022 11:00:00.000000,0.158,8.0,11.0,52.8,22.2,0.0
10/07/2022 12:00:00.000000,0.171,10.0,9.0,51.9,18.0,0.0
10/07/2022 13:00:00.000000,0.179,12.0,9.0,48.1,15.7,0.0
10/07/2022 14:00:00.000000,0.175,14.0,8.0,59.2,14.6,0.0
10/07/2022 15:00:00.000000,0.193,16.0,7.0,66.2,15.5,0.0
10/07/2022 16:00:00.000000,0.395,13.0,9.0,64.9,16.2,0.0
10/07/2022 17:00:00.000000,0.224,11.0,11.0,48.9,14.1,0.0
10/07/2022 18:00:00.000000,0.21,9.0,12.0,36.4,11.9,0.0
10/07/2022 19:00:00.000000,0.203,8.0,13.0,37.6,11.6,0.0
10/07/2022 20:00:00.000000,0.228,10.0,12.0,37.0,11.6,0.0
10/07/2022 21:00:00.000000,0.215,10.0,12.0,38.2,11.5,0.0
10/07/2022 22:00:00.000000,0.225,12.0,12.0,35.4,11.3,0.0
10/07/2022 23:00:00.000000,0.249,14.0,11.0,36.5,12.5,0.0
10/08/2022 00:00:00.000000,0.261,15.0,8.0,37.1,13.7,0.0
10/08/2022 01:00:00.000000,0.28,17.0,5.0,40.5,14.4,0.0
10/08/2022 02:00:00.000000,0.357,18.0,2.0,42.6,16.1,0.0
10/08/2022 03:00:00.000000,0.403,21.0,1.0,44.3,17.2,0.0
10/08/2022 04:00:00.000000,0.319,21.0,0.0,44.9,17.4,0.0
10/08/2022 05:00:00.000000,0.395,,0.0,43.3,18.1,0.0
10/08/2022 06:00:00.000000,0.502,16.0,0.0,42.6,19.0,0.0
10/08/2022 07:00:00.000000,,,4.0,42.0,17.8,
10/08/2022 08:00:00.000000,,,4.0,,,
10/08/2022 09:00:00.000000,0.267,13.0,1.0,32.5,14.6,0.0
10/08/2022 10:00:00.000000,0.235,12.0,2.0,30.7,14.3,0.0
10/08/2022 11:00:00.000000,0.227,11.0,3.0,30.0,14.1,0.0
10/08/2022 12:00:00.000000,0.205,10.0,7.0,34.4,14.5,0.0
10/08/2022 13:00:00.000000,0.162,6.0,16.0,36.5,16.9,0.0
10/08/2022 14:00:00.000000,0.197,7.0,16.0,36.4,17.6,0.0
10/08/2022 15:00:00.000000,0.216,7.0,16.0,36.7,18.0,0.0
10/08/2022 16:00:00.000000,0.213,8.0,20.0,34.6,16.8,0.0
10/08/2022 17:00:00.000000,0.225,12.0,23.0,40.5,18.1,0.0
10/08/2022 18:00:00.000000,0.213,13.0,28.0,42.3,18.1,1.0
10/08/2022 19:00:00.000000,0.198,11.0,34.0,34.6,15.8,1.0
10/08/2022 20:00:00.000000,0.189,7.0,41.0,28.6,13.2,0.0
10/08/2022 21:00:00.000000,0.193,7.0,45.0,27.9,12.6,0.0
10/08/2022 22:00:00.000000,0.2,7.0,46.0,24.2,11.5,0.0
10/08/2022 23:00:00.000000,0.209,9.0,43.0,24.9,9.9,0.0
10/09/2022 00:00:00.000000,0.218,15.0,33.0,23.7,8.7,0.0
10/09/2022 01:00:00.000000,0.513,27.0,13.0,33.0,14.7,0.0
10/09/2022 02:00:00.000000,0.625,32.0,4.0,34.7,14.4,0.0
10/09/2022 03:00:00.000000,0.605,31.0,6.0,34.8,15.7,0.0
10/09/2022 04:00:00.000000,0.56,31.0,4.0,32.0,15.0,0.0
