InstrumentName, Woods Park,,
StartTime, 2022-10-01 00:00:00,,
EndTime, 2022-10-31 23:59:59,,
Date,PM1.0,PM10.0,PM2.5
10/01/2022 00:02:38.000000,4.38,7.0,6.12
10/01/2022 00:06:38.000000,5.14,7.15,6.78
10/01/2022 00:10:38.000000,4.54,6.45,6.18
10/01/2022 00:14:38.000000,4.49,6.58,6.25
10/01/2022 00:18:38.000000,4.6,6.98,6.81
10/01/2022 00:22:38.000000,4.43,6.95,6.36
10/01/2022 00:26:38.000000,4.84,6.91,6.36
10/01/2022 00:30:38.000000,4.26,7.34,6.26
10/01/2022 00:34:38.000000,4.7,6.72,6.63
10/01/2022 00:38:39.000000,4.48,6.11,5.77
10/01/2022 00:42:39.000000,4.57,6.73,6.38
10/01/2022 00:46:39.000000,4.66,7.54,6.9
10/01/2022 00:50:39.000000,4.29,6.0,5.78
10/01/2022 00:54:39.000000,4.68,6.68,6.36
10/01/2022 00:58:39.000000,4.28,7.0,6.63
10/01/2022 01:02:39.000000,4.17,6.8,6.41
10/01/2022 01:06:39.000000,4.27,6.52,6.14
10/01/2022 01:10:39.000000,4.37,6.5,6.02
10/01/2022 01:14:39.000000,4.41,6.9,6.44
10/01/2022 01:18:39.000000,4.67,7.05,6.6
10/01/2022 01:22:39.000000,4.45,6.22,6.02
10/01/2022 01:26:39.000000,4.76,6.54,6.03
10/01/2022 01:30:39.000000,4.88,7.44,6.86
10/01/2022 01:34:39.000000,4.44,7.23,6.72
10/01/2022 01:38:39.000000,5.4,7.8,7.6
10/01/2022 01:42:39.000000,4.97,7.88,7.26
10/01/2022 01:46:39.000000,5.31,8.35,7.76
10/01/2022 01:50:39.000000,5.42,8.2,7.65
10/01/2022 01:54:39.000000,4.68,6.98,6.35
10/01/2022 01:58:39.000000,5.36,8.19,7.88
10/01/2022 02:02:39.000000,5.56,7.42,7.18
10/01/2022 02:06:39.000000,5.0,7.29,6.76
10/01/2022 02:10:39.000000,5.19,7.74,6.79
10/01/2022 02:14:39.000000,5.54,8.46,7.81
10/01/2022 02:18:39.000000,4.92,6.61,6.44
10/01/2022 02:22:39.000000,5.39,8.66,8.22
10/01/2022 02:26:39.000000,5.67,8.16,7.9
10/01/2022 02:30:39.000000,5.05,7.88,7.12
10/01/2022 02:34:39.000000,5.27,7.46,7.25
10/01/2022 02:38:40.000000,5.43,8.53,7.78
10/01/2022 02:42:40.000000,5.33,8.89,8.05
10/01/2022 02:46:40.000000,5.9,8.64,8.24
10/01/2022 02:50:40.000000,5.11,7.72,7.39
10/01/2022 02:54:40.000000,4.98,7.02,6.76
10/01/2022 02:58:40.000000,5.14,7.77,7.05
10/01/2022 03:02:40.000000,4.97,7.44,7.05
10/01/2022 03:06:40.000000,5.21,7.7,7.54
10/01/2022 03:10:40.000000,4.86,7.19,6.76
10/01/2022 03:14:40.000000,5.05,7.67,7.1
10/01/2022 03:18:40.000000,4.79,7.05,6.66
10/01/2022 03:22:40.000000,4.81,7.38,7.21
10/01/2022 03:26:40.000000,5.19,7.75,7.56
10/01/2022 03:30:40.000000,4.82,7.33,7.02
10/01/2022 03:34:40.000000,4.88,7.61,7.05
10/01/2022 03:38:41.000000,5.18,7.39,6.98
10/01/2022 03:42:40.000000,4.95,7.37,6.88
10/01/2022 03:46:41.000000,5.04,7.58,7.42
10/01/2022 03:50:41.000000,4.79,7.57,6.93
10/01/2022 03:54:40.000000,4.89,7.81,7.16
10/01/2022 03:58:41.000000,4.92,7.07,6.68
10/01/2022 04:08:41.000000,5.14,8.0,7.58
10/01/2022 04:14:40.000000,4.71,7.83,7.32
10/01/2022 04:18:40.000000,4.73,7.22,6.8
10/01/2022 04:22:41.000000,5.09,7.78,7.36
10/01/2022 04:26:40.000000,5.69,8.12,7.83
10/01/2022 04:30:41.000000,5.23,7.91,7.53
10/01/2022 04:34:41.000000,5.15,7.95,7.27
10/01/2022 04:38:41.000000,5.74,8.2,7.69
10/01/2022 04:42:41.000000,5.81,8.75,8.49
10/01/2022 04:46:41.000000,5.49,8.41,7.9
10/01/2022 04:50:41.000000,5.26,8.51,7.54
10/01/2022 04:54:41.000000,5.41,7.73,7.25
10/01/2022 04:58:41.000000,5.04,7.53,7.11
10/01/2022 05:02:41.000000,5.0,7.17,6.73
10/01/2022 05:06:41.000000,4.63,7.39,6.49
10/01/2022 05:10:41.000000,4.86,8.19,7.66
10/01/2022 05:14:41.000000,5.56,7.86,7.42
10/01/2022 05:18:41.000000,5.29,8.54,8.02
10/01/2022 05:22:41.000000,5.74,8.76,8.24
10/01/2022 05:26:41.000000,5.51,8.0,7.26
10/01/2022 05:30:41.000000,5.15,8.19,7.83
10/01/2022 05:34:41.000000,5.16,7.34,6.64
10/01/2022 05:38:42.000000,5.48,8.7,7.55
10/01/2022 05:42:42.000000,4.73,7.56,7.15
10/01/2022 05:46:42.000000,5.46,8.34,7.71
10/01/2022 05:50:42.000000,5.1,9.27,8.42
10/01/2022 05:54:42.000000,5.62,8.0,7.84
10/01/2022 05:58:42.000000,4.92,7.25,6.75
10/01/2022 06:02:42.000000,5.02,7.04,6.81
10/01/2022 06:06:42.000000,4.52,6.43,6.37
10/01/2022 06:10:42.000000,5.0,7.75,7.25
10/01/2022 06:14:42.000000,4.98,7.67,7.45
10/01/2022 06:18:42.000000,4.86,7.86,7.28
10/01/2022 06:22:42.000000,4.6,6.91,6.57
10/01/2022 06:26:42.000000,5.29,8.07,7.12
10/01/2022 06:30:42.000000,5.21,8.12,7.54
10/01/2022 06:34:42.000000,5.14,7.98,7.8
10/01/2022 06:38:42.000000,4.88,7.92,7.2
10/01/2022 06:42:42.000000,4.77,7.64,7.11
10/01/2022 06:46:42.000000,5.08,7.77,7.15
10/01/2022 06:50:42.000000,4.93,7.07,6.63
10/01/2022 06:54:42.000000,5.14,7.53,7.15
10/01/2022 06:58:42.000000,5.47,8.46,7.77
10/01/2022 07:02:42.000000,5.38,8.18,7.47
10/01/2022 07:06:42.000000,5.64,8.57,8.16
10/01/2022 07:10:42.000000,5.47,8.36,8.12
10/01/2022 07:14:42.000000,5.21,8.91,8.12
10/01/2022 07:18:42.000000,5.24,7.59,7.24
10/01/2022 07:22:42.000000,5.07,7.55,7.22
10/01/2022 07:26:42.000000,5.9,9.0,8.67
10/01/2022 07:30:42.000000,5.17,7.76,7.53
10/01/2022 07:34:42.000000,5.12,7.58,6.98
10/01/2022 07:38:43.000000,5.64,8.18,7.75
10/01/2022 07:42:43.000000,5.17,8.27,7.44
10/01/2022 07:46:43.000000,5.55,8.3,7.77
10/01/2022 07:50:43.000000,5.73,8.88,8.42
10/01/2022 07:54:43.000000,7.16,10.52,10.04
10/01/2022 07:58:43.000000,7.67,11.72,11.25
10/01/2022 08:02:43.000000,6.96,11.16,10.21
10/01/2022 08:06:43.000000,6.83,10.33,9.93
10/01/2022 08:10:43.000000,7.56,11.6,10.61
10/01/2022 08:14:43.000000,6.72,10.44,10.11
10/01/2022 08:18:43.000000,6.86,9.64,9.53
10/01/2022 08:22:43.000000,6.71,10.54,9.93
10/01/2022 08:26:43.000000,6.64,10.58,9.73
10/01/2022 08:30:43.000000,6.46,9.47,8.67
10/01/2022 08:34:43.000000,6.07,9.14,8.57
10/01/2022 08:38:43.000000,6.58,10.45,9.78
10/01/2022 08:42:43.000000,6.45,10.2,9.35
10/01/2022 08:46:43.000000,6.68,10.37,9.59
10/01/2022 08:50:43.000000,6.96,10.14,9.32
10/01/2022 08:54:43.000000,6.58,10.17,9.19
10/01/2022 08:58:43.000000,6.95,10.48,9.7
10/01/2022 09:02:43.000000,6.97,10.08,9.69
10/01/2022 09:06:44.000000,7.18,10.7,10.18
10/01/2022 09:10:44.000000,6.97,10.64,9.85
10/01/2022 09:14:44.000000,7.12,10.95,10.09
10/01/2022 09:18:44.000000,8.55,12.97,12.4
10/01/2022 09:22:44.000000,8.1,12.57,11.57
10/01/2022 09:26:44.000000,8.21,12.4,12.19
10/01/2022 09:30:44.000000,7.8,11.25,10.73
10/01/2022 09:34:44.000000,7.79,11.67,11.19
10/01/2022 09:38:44.000000,7.43,10.98,10.95
10/01/2022 09:42:44.000000,7.63,11.53,10.88
10/01/2022 09:46:44.000000,8.07,11.89,11.02
10/01/2022 09:50:44.000000,7.7,12.23,11.37
10/01/2022 09:54:44.000000,8.05,12.09,11.34
10/01/2022 09:58:44.000000,7.85,10.6,10.42
10/01/2022 10:02:44.000000,7.16,10.25,9.77
10/01/2022 10:06:44.000000,8.45,13.33,12.45
10/01/2022 10:10:44.000000,8.8,12.5,12.09
10/01/2022 10:14:44.000000,8.83,13.05,12.19
10/01/2022 10:18:44.000000,8.43,13.16,12.3
10/01/2022 10:22:44.000000,8.55,13.0,12.22
10/01/2022 10:26:44.000000,8.12,12.0,11.37
10/01/2022 10:30:44.000000,7.62,11.91,11.05
10/01/2022 10:34:44.000000,8.47,12.35,11.62
10/01/2022 10:38:45.000000,7.57,11.33,10.77
10/01/2022 10:42:45.000000,8.25,12.54,11.89
10/01/2022 10:46:45.000000,8.9,12.98,12.39
10/01/2022 10:50:45.000000,8.77,13.36,12.29
10/01/2022 10:54:45.000000,8.36,13.47,12.47
10/01/2022 10:58:45.000000,8.73,12.84,12.45
10/01/2022 11:02:45.000000,8.93,13.34,12.8
10/01/2022 11:06:45.000000,8.55,13.39,12.48
10/01/2022 11:10:45.000000,9.32,14.27,13.73
10/01/2022 11:14:45.000000,8.72,14.19,12.86
10/01/2022 11:18:45.000000,8.9,13.62,12.95
10/01/2022 11:22:45.000000,9.45,15.5,14.17
10/01/2022 11:26:45.000000,9.33,13.81,13.33
10/01/2022 11:30:45.000000,9.41,15.24,14.07
10/01/2022 11:34:45.000000,9.26,14.4,13.89
10/01/2022 11:38:45.000000,8.75,13.85,13.44
10/01/2022 11:42:45.000000,8.83,14.17,12.98
10/01/2022 11:46:45.000000,9.44,14.68,13.79
10/01/2022 11:50:45.000000,9.63,14.58,13.71
10/01/2022 11:54:45.000000,9.56,14.49,13.58
10/01/2022 11:58:45.000000,9.09,14.19,13.53
10/01/2022 12:02:45.000000,9.54,15.3,14.09
10/01/2022 12:06:45.000000,9.24,13.71,12.88
10/01/2022 12:10:45.000000,9.18,13.77,12.68
10/01/2022 12:14:45.000000,10.05,15.53,13.97
10/01/2022 12:18:45.000000,9.04,14.51,13.4
10/01/2022 12:22:45.000000,9.5,14.34,13.93
10/01/2022 12:26:45.000000,10.28,16.31,14.93
10/01/2022 12:30:45.000000,10.65,16.61,15.46
10/01/2022 12:34:45.000000,10.65,15.33,15.05
10/01/2022 12:38:46.000000,9.18,14.9,14.0
10/01/2022 12:42:46.000000,9.88,15.88,15.09
10/01/2022 12:46:46.000000,9.88,14.38,13.81
10/01/2022 12:50:46.000000,9.52,14.57,13.77
10/01/2022 12:54:46.000000,9.29,14.19,13.02
10/01/2022 12:58:46.000000,9.81,14.37,13.28
10/01/2022 13:02:46.000000,9.56,14.0,13.25
10/01/2022 13:06:46.000000,9.57,13.91,13.34
10/01/2022 13:10:46.000000,9.83,14.69,13.53
10/01/2022 13:14:46.000000,9.86,14.4,13.77
10/01/2022 13:18:46.000000,9.61,15.41,14.34
10/01/2022 13:22:46.000000,9.84,16.31,13.69
10/01/2022 13:26:46.000000,10.38,14.95,14.67
10/01/2022 13:30:46.000000,10.31,16.42,15.2
10/01/2022 13:34:46.000000,10.05,15.84,14.93
10/01/2022 13:38:46.000000,10.2,15.62,14.84
10/01/2022 13:42:47.000000,10.34,16.69,15.02
10/01/2022 13:46:46.000000,10.04,15.39,14.48
10/01/2022 13:50:47.000000,11.12,16.42,14.95
10/01/2022 13:54:46.000000,10.39,16.09,15.02
10/01/2022 13:58:46.000000,10.27,15.81,14.71
10/01/2022 14:02:46.000000,9.68,16.23,14.49
10/01/2022 14:06:46.000000,10.69,16.88,15.92
10/01/2022 14:10:46.000000,9.49,14.32,13.7
10/01/2022 14:14:46.000000,10.8,15.9,15.25
10/01/2022 14:18:46.000000,9.84,14.79,14.32
10/01/2022 14:22:47.000000,9.98,14.56,14.07
10/01/2022 14:26:47.000000,9.72,14.31,13.69
10/01/2022 14:30:47.000000,10.19,15.69,14.78
10/01/2022 14:34:47.000000,10.68,17.17,16.2
10/01/2022 14:38:47.000000,10.56,16.02,15.11
10/01/2022 14:42:47.000000,10.6,16.4,15.16
10/01/2022 14:46:47.000000,10.83,15.76,14.85
10/01/2022 14:50:47.000000,10.6,15.51,15.07
10/01/2022 14:54:47.000000,10.87,16.23,15.0
10/01/2022 14:58:47.000000,10.3,16.14,14.98
10/01/2022 15:02:47.000000,9.8,15.24,14.24
10/01/2022 15:06:47.000000,9.8,14.77,14.43
10/01/2022 15:10:47.000000,10.17,15.17,14.42
10/01/2022 15:14:47.000000,9.69,14.84,14.59
10/01/2022 15:18:47.000000,10.03,15.05,13.98
10/01/2022 15:22:47.000000,9.54,15.51,14.14
10/01/2022 15:26:47.000000,9.66,15.0,14.17
10/01/2022 15:30:47.000000,9.08,14.15,13.25
10/01/2022 15:34:47.000000,8.78,13.62,12.88
10/01/2022 15:38:48.000000,9.21,14.18,13.14
10/01/2022 15:42:48.000000,9.48,15.12,13.81
10/01/2022 15:46:48.000000,9.27,13.27,12.73
10/01/2022 15:50:48.000000,8.9,14.42,13.25
10/01/2022 15:54:48.000000,8.7,13.46,12.7
10/01/2022 15:58:48.000000,9.42,13.87,13.08
10/01/2022 16:02:48.000000,9.72,13.96,13.33
10/01/2022 16:06:48.000000,8.64,13.58,12.42
10/01/2022 16:10:48.000000,9.02,12.93,12.64
10/01/2022 16:14:48.000000,8.7,12.93,12.03
10/01/2022 16:18:48.000000,8.24,13.15,12.53
10/01/2022 16:22:48.000000,8.41,12.17,11.46
10/01/2022 16:26:48.000000,8.6,13.21,12.36
10/01/2022 16:30:48.000000,8.68,12.42,12.12
10/01/2022 16:34:48.000000,8.47,13.22,12.12
10/01/2022 16:38:48.000000,8.9,13.6,11.98
10/01/2022 16:42:48.000000,8.11,12.41,11.59
10/01/2022 16:46:48.000000,8.69,13.12,11.98
10/01/2022 16:50:48.000000,8.18,12.79,11.93
10/01/2022 16:54:48.000000,7.62,11.52,11.0
10/01/2022 16:58:48.000000,8.11,12.8,11.89
10/01/2022 17:02:48.000000,7.51,11.1,10.71
10/01/2022 17:06:48.000000,8.12,11.83,10.88
10/01/2022 17:10:48.000000,7.64,11.21,10.78
10/01/2022 17:14:48.000000,7.6,10.66,10.38
10/01/2022 17:18:48.000000,7.78,11.61,10.97
10/01/2022 17:22:48.000000,7.31,11.22,10.52
10/01/2022 17:26:48.000000,7.98,11.63,11.04
10/01/2022 17:30:48.000000,8.02,11.77,11.11
10/01/2022 17:34:48.000000,7.74,10.52,10.45
10/01/2022 17:38:49.000000,6.96,10.86,10.18
10/01/2022 17:42:49.000000,7.68,11.17,10.27
10/01/2022 17:46:49.000000,7.45,11.34,10.48
10/01/2022 17:50:49.000000,7.64,10.98,10.36
10/01/2022 17:54:49.000000,7.74,10.39,9.93
10/01/2022 17:58:49.000000,6.97,10.2,9.97
10/01/2022 18:02:49.000000,6.16,9.68,8.62
10/01/2022 18:06:49.000000,7.29,10.24,9.31
10/01/2022 18:10:49.000000,6.56,8.7,8.39
10/01/2022 18:14:49.000000,6.17,9.88,9.12
10/01/2022 18:18:49.000000,6.31,10.17,9.19
