InstrumentName, CAMP,,,,,
StartTime, 2022-04-01 00:00:00,,,,,
EndTime, 2022-04-30 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
04/01/2022 00:00:00.000000,0.272,8.0,34.0,8.1,3.2,0.0
04/01/2022 01:00:00.000000,0.266,9.0,33.0,9.6,3.8,0.0
04/01/2022 02:00:00.000000,0.233,8.0,32.0,9.1,3.9,0.0
04/01/2022 04:00:00.000000,0.216,,32.0,7.4,3.3,0.0
04/01/2022 05:00:00.000000,0.23,8.0,33.0,5.4,2.7,0.0
04/01/2022 06:00:00.000000,0.215,11.0,27.0,7.5,3.3,0.0
04/01/2022 07:00:00.000000,0.193,7.0,28.0,7.7,3.2,0.0
04/01/2022 09:00:00.000000,0.203,21.0,15.0,31.2,6.7,0.0
04/01/2022 10:00:00.000000,0.169,7.0,28.0,13.4,4.4,0.0
04/01/2022 11:00:00.000000,0.263,11.0,24.0,13.7,4.6,0.0
04/01/2022 12:00:00.000000,0.276,15.0,19.0,14.0,4.4,0.0
04/01/2022 13:00:00.000000,0.305,16.0,17.0,19.3,5.7,0.0
04/01/2022 14:00:00.000000,0.352,15.0,19.0,19.6,5.7,0.0
04/01/2022 15:00:00.000000,0.243,8.0,25.0,16.8,5.2,0.0
04/01/2022 16:00:00.000000,0.265,8.0,24.0,21.9,5.8,0.0
04/01/2022 17:00:00.000000,0.232,7.0,29.0,19.6,5.5,0.0
04/01/2022 18:00:00.000000,0.227,6.0,38.0,19.6,6.3,0.0
04/01/2022 19:00:00.000000,0.289,5.0,40.0,16.9,7.0,0.0
04/01/2022 20:00:00.000000,0.268,7.0,41.0,18.1,6.5,0.0
04/01/2022 21:00:00.000000,0.258,7.0,39.0,19.5,7.3,0.0
04/01/2022 22:00:00.000000,0.267,8.0,40.0,18.5,8.7,0.0
04/01/2022 23:00:00.000000,0.252,9.0,40.0,21.4,9.4,0.0
04/02/2022 00:00:00.000000,0.286,11.0,37.0,18.0,9.0,0.0
04/02/2022 01:00:00.000000,0.297,15.0,35.0,18.0,6.8,0.0
04/02/2022 02:00:00.000000,0.287,12.0,33.0,15.5,7.2,0.0
04/02/2022 04:00:00.000000,0.305,,28.0,17.6,7.6,0.0
04/02/2022 05:00:00.000000,0.428,18.0,24.0,19.5,8.2,0.0
04/02/2022 06:00:00.000000,0.249,11.0,29.0,10.6,5.7,0.0
04/02/2022 07:00:00.000000,0.296,11.0,27.0,13.0,5.4,0.0
04/02/2022 09:00:00.000000,0.295,24.0,13.0,12.1,5.6,0.0
04/02/2022 10:00:00.000000,0.318,37.0,3.0,15.6,8.1,0.0
04/02/2022 11:00:00.000000,0.228,26.0,8.0,11.7,5.7,0.0
04/02/2022 12:00:00.000000,0.268,16.0,15.0,11.6,5.8,0.0
04/02/2022 13:00:00.000000,0.285,25.0,8.0,15.4,6.8,0.0
04/02/2022 14:00:00.000000,0.333,23.0,11.0,21.0,9.0,0.0
04/02/2022 15:00:00.000000,0.311,19.0,16.0,22.8,8.9,0.0
04/02/2022 16:00:00.000000,0.275,15.0,21.0,21.4,8.3,0.0
04/02/2022 17:00:00.000000,0.285,14.0,25.0,23.7,9.8,0.0
04/02/2022 18:00:00.000000,0.285,12.0,29.0,20.8,10.7,0.0
04/02/2022 19:00:00.000000,0.279,10.0,32.0,20.5,11.6,0.0
04/02/2022 20:00:00.000000,0.264,10.0,34.0,22.0,10.1,0.0
04/02/2022 21:00:00.000000,0.286,10.0,37.0,20.9,9.3,0.0
04/02/2022 22:00:00.000000,0.287,6.0,42.0,12.4,5.6,0.0
04/02/2022 23:00:00.000000,0.283,6.0,43.0,9.6,4.7,0.0
04/03/2022 00:00:00.000000,0.296,9.0,40.0,10.7,4.2,0.0
04/03/2022 01:00:00.000000,0.397,17.0,31.0,14.1,4.9,0.0
04/03/2022 02:00:00.000000,0.417,15.0,27.0,14.7,5.7,0.0
04/03/2022 04:00:00.000000,0.764,,8.0,31.9,14.4,0.0
04/03/2022 05:00:00.000000,0.934,37.0,6.0,38.0,17.1,0.0
04/03/2022 06:00:00.000000,0.389,17.0,22.0,16.6,8.3,0.0
04/03/2022 07:00:00.000000,0.511,26.0,10.0,24.7,11.8,0.0
04/03/2022 09:00:00.000000,0.434,38.0,5.0,22.6,10.2,0.0
04/03/2022 10:00:00.000000,0.27,19.0,17.0,13.0,7.3,0.0
04/03/2022 11:00:00.000000,0.249,14.0,20.0,12.5,5.6,0.0
04/03/2022 12:00:00.000000,0.21,11.0,23.0,13.3,5.5,0.0
04/03/2022 13:00:00.000000,0.188,6.0,28.0,20.0,5.8,0.0
04/03/2022 14:00:00.000000,0.201,6.0,29.0,25.5,6.5,0.0
04/03/2022 15:00:00.000000,0.209,5.0,30.0,30.0,6.4,0.0
