InstrumentName, La Casa,,,,,
StartTime, 2022-04-01 00:00:00,,,,,
EndTime, 2022-04-30 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
04/01/2022 00:00:00.000000,0.124,2.0,48.0,12.5,3.4,0.0
04/01/2022 02:00:00.000000,0.146,7.0,41.0,14.7,3.8,0.0
04/01/2022 04:00:00.000000,0.154,7.0,40.0,13.8,3.7,0.0
04/01/2022 05:00:00.000000,0.149,,38.0,15.0,3.8,0.0
04/01/2022 06:00:00.000000,0.157,9.0,34.0,13.5,3.6,0.0
04/01/2022 07:00:00.000000,0.167,15.0,22.0,12.4,3.6,
04/01/2022 09:00:00.000000,0.169,21.0,19.0,16.6,4.7,1.0
04/01/2022 10:00:00.000000,0.172,21.0,20.0,16.6,4.7,1.0
04/01/2022 11:00:00.000000,0.194,13.0,27.0,13.6,4.1,0.0
04/01/2022 12:00:00.000000,0.244,33.0,9.0,21.0,4.9,0.0
04/01/2022 13:00:00.000000,0.281,28.0,12.0,22.3,4.7,0.0
04/01/2022 14:00:00.000000,0.202,16.0,25.0,22.8,4.6,0.0
04/01/2022 15:00:00.000000,0.19,12.0,29.0,28.1,5.5,0.0
04/01/2022 16:00:00.000000,0.182,12.0,27.0,29.8,5.5,0.0
04/01/2022 17:00:00.000000,0.172,8.0,39.0,24.3,5.6,0.0
04/01/2022 18:00:00.000000,0.178,5.0,48.0,18.6,5.3,0.0
04/01/2022 19:00:00.000000,0.2,6.0,49.0,26.9,5.7,0.0
04/01/2022 20:00:00.000000,0.17,6.0,51.0,22.7,6.0,0.0
04/01/2022 21:00:00.000000,0.162,7.0,49.0,28.9,6.8,0.0
04/01/2022 22:00:00.000000,0.148,6.0,50.0,25.5,7.2,0.0
04/01/2022 23:00:00.000000,0.164,8.0,49.0,28.4,7.3,0.0
04/02/2022 00:00:00.000000,0.176,9.0,48.0,24.8,6.9,0.0
04/02/2022 01:00:00.000000,0.211,17.0,39.0,26.1,6.7,0.0
04/02/2022 02:00:00.000000,0.227,18.0,35.0,21.3,6.0,0.0
04/02/2022 04:00:00.000000,0.418,35.0,11.0,29.9,7.8,0.0
04/02/2022 05:00:00.000000,0.482,,6.0,30.5,9.9,0.0
04/02/2022 06:00:00.000000,0.306,19.0,26.0,21.5,6.8,0.0
04/02/2022 07:00:00.000000,0.382,25.0,13.0,22.0,7.6,
04/02/2022 09:00:00.000000,0.331,28.0,9.0,18.3,6.5,0.0
04/02/2022 10:00:00.000000,0.226,20.0,15.0,18.1,6.4,0.0
04/02/2022 11:00:00.000000,0.189,14.0,19.0,15.3,5.5,0.0
04/02/2022 12:00:00.000000,0.224,20.0,13.0,18.5,6.0,0.0
04/02/2022 13:00:00.000000,0.236,19.0,15.0,20.0,6.5,0.0
04/02/2022 14:00:00.000000,0.242,14.0,22.0,28.1,7.6,0.0
04/02/2022 15:00:00.000000,0.195,8.0,29.0,24.7,6.7,0.0
04/02/2022 16:00:00.000000,0.229,7.0,34.0,22.4,6.7,0.0
04/02/2022 17:00:00.000000,0.271,11.0,35.0,27.1,8.3,0.0
04/02/2022 18:00:00.000000,0.256,12.0,37.0,28.2,8.9,1.0
04/02/2022 19:00:00.000000,0.241,9.0,41.0,32.4,10.1,0.0
04/02/2022 20:00:00.000000,0.243,10.0,41.0,30.7,10.1,0.0
04/02/2022 21:00:00.000000,0.221,8.0,48.0,26.3,8.6,0.0
04/02/2022 22:00:00.000000,0.142,5.0,52.0,19.1,5.9,0.0
04/02/2022 23:00:00.000000,0.143,3.0,56.0,18.0,5.0,0.0
04/03/2022 00:00:00.000000,0.156,5.0,54.0,16.6,4.5,0.0
04/03/2022 01:00:00.000000,0.223,16.0,40.0,22.3,4.6,0.0
04/03/2022 02:00:00.000000,0.256,17.0,32.0,22.5,5.5,0.0
04/03/2022 04:00:00.000000,0.564,30.0,16.0,38.0,11.1,0.0
04/03/2022 05:00:00.000000,0.458,,18.0,30.3,10.3,0.0
04/03/2022 06:00:00.000000,0.595,30.0,9.0,34.6,12.6,0.0
04/03/2022 07:00:00.000000,0.517,27.0,13.0,30.4,10.8,
04/03/2022 09:00:00.000000,0.321,20.0,23.0,21.3,7.4,0.0
04/03/2022 10:00:00.000000,0.286,30.0,10.0,22.1,7.3,0.0
04/03/2022 11:00:00.000000,0.258,25.0,15.0,20.1,6.5,0.0
04/03/2022 12:00:00.000000,0.22,24.0,15.0,22.3,5.8,0.0
04/03/2022 13:00:00.000000,0.152,6.0,33.0,28.5,4.9,0.0
04/03/2022 14:00:00.000000,0.152,8.0,34.0,34.2,5.1,0.0
04/03/2022 15:00:00.000000,0.152,6.0,36.0,39.0,5.5,0.0
04/03/2022 16:00:00.000000,0.166,8.0,36.0,36.5,5.4,0.0
04/03/2022 17:00:00.000000,0.175,7.0,37.0,28.1,4.9,0.0
