InstrumentName, NJH,
StartTime, 2022-04-01 00:00:00,
EndTime, 2022-04-30 23:59:59,
Date,81102,PM2.5 - Local Conditions
04/01/2022 02:16:00.000000,15.402305,3.885338
04/01/2022 02:17:00.000000,14.976843,3.892287
04/01/2022 02:18:00.000000,15.033399,3.892602
04/01/2022 02:19:00.000000,14.865604,3.905394
04/01/2022 02:20:00.000000,15.557528,3.903499
04/01/2022 02:21:00.000000,16.576263,3.874283
04/01/2022 02:22:00.000000,15.989916,3.890971
04/01/2022 02:23:00.000000,15.709617,3.9105
04/01/2022 02:24:00.000000,15.302672,3.94019
04/01/2022 02:25:00.000000,15.476102,3.907079
04/01/2022 02:26:00.000000,15.150562,3.856596
04/01/2022 02:27:00.000000,15.126771,3.884759
04/01/2022 02:28:00.000000,15.010629,3.869072
04/01/2022 02:29:00.000000,15.744733,3.853227
04/01/2022 02:30:00.000000,15.680585,3.78832
04/01/2022 02:31:00.000000,15.337507,3.791584
04/01/2022 02:32:00.000000,14.359407,3.792216
04/01/2022 02:33:00.000000,14.216302,3.792374
04/01/2022 02:34:00.000000,13.670125,3.751366
04/01/2022 02:35:00.000000,15.441104,3.735469
04/01/2022 02:36:00.000000,17.387439,3.68388
04/01/2022 02:37:00.000000,17.669382,3.648716
04/01/2022 02:38:00.000000,18.487693,3.677932
04/01/2022 02:39:00.000000,20.259912,3.69783
04/01/2022 02:40:00.000000,20.112027,3.714359
04/01/2022 02:41:00.000000,21.367186,3.719097
04/01/2022 02:42:00.000000,21.178457,3.678353
04/01/2022 02:43:00.000000,20.573909,3.645084
04/01/2022 02:44:00.000000,20.200316,3.617763
04/01/2022 02:45:00.000000,20.429001,3.664982
04/01/2022 02:46:00.000000,18.45685,3.667983
04/01/2022 02:47:00.000000,17.798349,3.7052
04/01/2022 02:48:00.000000,17.888049,3.725888
04/01/2022 02:49:00.000000,17.071742,3.678669
04/01/2022 02:50:00.000000,16.6645,3.650927
04/01/2022 02:51:00.000000,16.365732,3.681248
04/01/2022 02:52:00.000000,15.166041,3.704779
04/01/2022 02:53:00.000000,14.92841,3.749103
04/01/2022 02:54:00.000000,14.65739,3.75005
04/01/2022 02:55:00.000000,15.596116,3.75742
04/01/2022 02:56:00.000000,16.387679,3.751629
04/01/2022 02:57:00.000000,16.425536,3.815167
04/01/2022 02:58:00.000000,16.036201,3.812693
04/01/2022 02:59:00.000000,16.212993,3.82001
04/01/2022 03:00:00.000000,16.427671,3.870019
04/01/2022 03:01:00.000000,20.171702,4.212397
04/01/2022 03:02:00.000000,20.829871,4.230559
04/01/2022 03:03:00.000000,20.806908,4.236033
04/01/2022 03:04:00.000000,20.706898,4.217977
04/01/2022 03:05:00.000000,23.024821,4.301677
04/01/2022 03:06:00.000000,23.756636,4.367689
04/01/2022 03:07:00.000000,22.778782,4.382586
04/01/2022 03:08:00.000000,22.60913,4.316048
04/01/2022 03:09:00.000000,21.586942,4.297781
04/01/2022 03:10:00.000000,21.136273,4.283621
04/01/2022 03:11:00.000000,20.823174,4.255405
04/01/2022 03:12:00.000000,15.754959,3.940559
04/01/2022 03:13:00.000000,14.939465,3.89734
04/01/2022 03:14:00.000000,15.16618,3.867545
04/01/2022 03:15:00.000000,15.626339,3.888918
04/01/2022 03:16:00.000000,13.741301,3.862229
04/01/2022 03:17:00.000000,13.181237,3.820589
04/01/2022 03:18:00.000000,13.678451,3.809114
04/01/2022 03:19:00.000000,14.031574,3.840593
04/01/2022 03:20:00.000000,14.142946,3.884443
04/01/2022 03:21:00.000000,14.30966,3.921081
04/01/2022 03:22:00.000000,15.787051,3.97088
04/01/2022 03:23:00.000000,16.542603,3.963615
04/01/2022 03:24:00.000000,16.508261,3.955982
04/01/2022 03:25:00.000000,16.160609,4.004254
04/01/2022 03:26:00.000000,15.622802,4.001254
04/01/2022 03:27:00.000000,15.633694,4.022047
04/01/2022 03:28:00.000000,16.726263,3.988252
04/01/2022 03:29:00.000000,16.487342,3.953719
04/01/2022 03:30:00.000000,16.09817,3.924608
04/01/2022 03:31:00.000000,17.22051,3.954403
04/01/2022 03:32:00.000000,17.325256,3.936663
04/01/2022 03:33:00.000000,16.390557,3.860386
04/01/2022 03:34:00.000000,15.779567,3.853174
04/01/2022 03:35:00.000000,15.814874,3.865966
04/01/2022 03:36:00.000000,16.232791,3.80106
04/01/2022 03:37:00.000000,16.202298,3.773581
04/01/2022 03:38:00.000000,16.735336,3.720887
04/01/2022 03:39:00.000000,14.715769,3.761
04/01/2022 03:40:00.000000,14.357678,3.774949
04/01/2022 03:41:00.000000,14.759497,3.718992
04/01/2022 03:42:00.000000,14.139451,3.638135
04/01/2022 03:43:00.000000,13.979964,3.627028
04/01/2022 03:44:00.000000,13.533278,3.639925
04/01/2022 03:45:00.000000,13.099498,3.601971
