InstrumentName, I-25 Denver,,
StartTime, 2022-04-01 00:00:00,,
EndTime, 2022-04-30 23:59:59,,
Date,CO,NO2,PM2.5
04/01/2022 00:00:00.000000,0.357,15.0,2.5
04/01/2022 01:00:00.000000,0.352,19.0,3.3
04/01/2022 02:00:00.000000,0.237,14.0,3.0
04/01/2022 04:00:00.000000,0.299,,2.5
04/01/2022 05:00:00.000000,0.261,15.0,3.4
04/01/2022 06:00:00.000000,0.235,12.0,2.4
04/01/2022 07:00:00.000000,0.359,24.0,4.0
04/01/2022 09:00:00.000000,0.327,26.0,5.3
04/01/2022 10:00:00.000000,0.162,10.0,3.0
04/01/2022 11:00:00.000000,0.328,22.0,3.9
04/01/2022 12:00:00.000000,0.222,18.0,3.4
04/01/2022 13:00:00.000000,0.201,15.0,2.7
04/01/2022 14:00:00.000000,0.223,14.0,4.8
04/01/2022 15:00:00.000000,0.185,11.0,6.7
04/01/2022 16:00:00.000000,0.22,12.0,7.1
04/01/2022 17:00:00.000000,0.27,11.0,6.1
04/01/2022 18:00:00.000000,0.255,10.0,5.5
04/01/2022 19:00:00.000000,0.3,14.0,5.4
04/01/2022 20:00:00.000000,0.31,14.0,4.4
04/01/2022 21:00:00.000000,0.181,8.0,8.4
04/01/2022 22:00:00.000000,0.229,13.0,7.2
04/01/2022 23:00:00.000000,0.228,12.0,6.3
04/02/2022 01:00:00.000000,0.558,21.0,3.9
04/02/2022 04:00:00.000000,0.398,,6.5
04/02/2022 05:00:00.000000,0.575,28.0,6.9
04/02/2022 06:00:00.000000,0.33,21.0,5.3
04/02/2022 07:00:00.000000,0.341,22.0,4.6
04/02/2022 09:00:00.000000,0.352,29.0,5.8
04/02/2022 10:00:00.000000,0.413,31.0,5.9
04/02/2022 11:00:00.000000,0.334,19.0,4.3
04/02/2022 12:00:00.000000,0.367,19.0,4.8
04/02/2022 13:00:00.000000,0.373,20.0,5.8
04/02/2022 14:00:00.000000,0.398,19.0,6.7
04/02/2022 15:00:00.000000,0.317,15.0,7.1
04/02/2022 16:00:00.000000,0.343,15.0,6.5
04/02/2022 17:00:00.000000,0.302,14.0,7.9
04/02/2022 18:00:00.000000,0.414,18.0,9.7
04/02/2022 19:00:00.000000,0.298,12.0,9.4
04/02/2022 20:00:00.000000,0.402,16.0,8.7
04/02/2022 21:00:00.000000,0.36,17.0,7.7
04/02/2022 22:00:00.000000,0.297,12.0,5.0
04/02/2022 23:00:00.000000,0.24,7.0,3.1
04/03/2022 00:00:00.000000,0.197,5.0,2.8
04/03/2022 02:00:00.000000,0.299,15.0,4.2
04/03/2022 04:00:00.000000,1.153,,15.8
04/03/2022 05:00:00.000000,0.973,39.0,12.5
04/03/2022 06:00:00.000000,0.76,31.0,9.0
04/03/2022 07:00:00.000000,0.63,32.0,8.4
04/03/2022 09:00:00.000000,0.33,20.0,4.8
04/03/2022 10:00:00.000000,0.301,26.0,5.1
04/03/2022 11:00:00.000000,0.314,26.0,4.8
04/03/2022 12:00:00.000000,0.285,18.0,4.1
04/03/2022 13:00:00.000000,0.159,5.0,3.8
04/03/2022 14:00:00.000000,0.166,4.0,4.0
04/03/2022 15:00:00.000000,0.175,5.0,5.1
04/03/2022 16:00:00.000000,0.161,5.0,4.9
04/03/2022 17:00:00.000000,0.185,5.0,4.0
04/03/2022 20:00:00.000000,0.168,3.0,4.7
04/03/2022 21:00:00.000000,0.195,4.0,5.2
04/03/2022 22:00:00.000000,0.182,5.0,5.0
04/03/2022 23:00:00.000000,0.163,3.0,4.9
04/04/2022 01:00:00.000000,0.18,4.0,4.1
04/04/2022 02:00:00.000000,0.205,6.0,3.8
04/04/2022 04:00:00.000000,0.888,,7.4
04/04/2022 05:00:00.000000,0.631,34.0,7.6
04/04/2022 06:00:00.000000,0.549,31.0,6.9
04/04/2022 07:00:00.000000,0.608,35.0,11.0
04/04/2022 09:00:00.000000,0.494,32.0,9.4
04/04/2022 10:00:00.000000,0.407,30.0,8.3
04/04/2022 11:00:00.000000,0.416,29.0,7.7
04/04/2022 12:00:00.000000,0.502,31.0,7.1
04/04/2022 13:00:00.000000,0.583,26.0,7.0
04/04/2022 14:00:00.000000,0.444,19.0,6.6
04/04/2022 15:00:00.000000,,16.0,5.0
04/04/2022 16:00:00.000000,0.329,16.0,5.3
04/04/2022 17:00:00.000000,0.205,7.0,4.3
04/04/2022 18:00:00.000000,0.277,8.0,4.4
04/04/2022 19:00:00.000000,0.26,12.0,3.4
04/04/2022 20:00:00.000000,0.209,8.0,2.7
04/04/2022 21:00:00.000000,0.411,,3.9
04/04/2022 22:00:00.000000,0.511,,4.3
04/04/2022 23:00:00.000000,0.466,23.0,3.7
04/05/2022 00:00:00.000000,0.499,28.0,4.5
04/05/2022 01:00:00.000000,0.293,9.0,4.2
04/05/2022 02:00:00.000000,0.216,5.0,5.5
