InstrumentName, CAMP,,,,,,,
StartTime, 2022-04-01 00:00:00,,,,,,,
EndTime, 2022-04-30 23:59:59,,,,,,,
Date,Carbon monoxide,Nitrogen dioxide,Outdoor Temperature,Ozone,PM10 Total 0-10um STP,PM2.5 - Local Conditions,Wind Direction,Wind Speed
04/01/2022 02:16:00.000000,0.185069,9.7145,56.17569,0.033225,7.905263,4.189474,116.146135,3.917328
04/01/2022 02:17:00.000000,0.218164,9.33425,56.206726,0.03335,6.833333,3.333333,143.867516,1.895233
04/01/2022 02:18:00.000000,0.252786,9.007,56.024353,0.03325,10.98,3.2875,175.890019,2.3580319999999997
04/01/2022 02:19:00.000000,0.239917,8.50575,56.085052,0.032775,10.876744,2.57907,64.710476,5.555206
04/01/2022 02:20:00.000000,0.225471,8.11425,56.062256,0.03375,1.677273,1.677273,101.872693,1.898285
04/01/2022 02:21:00.000000,0.20303,8.12025,56.303955,0.0348,1.921429,1.933333,106.530094,4.370667
04/01/2022 02:22:00.000000,0.186608,7.88975,56.298462,0.0356,2.733333,1.909524,93.883233,5.018707
04/01/2022 02:23:00.000000,0.160954,7.60725,56.531097,0.03605,4.8,2.7,118.90212,6.500641
04/01/2022 02:24:00.000000,0.153291,7.304,56.497314,0.035525,3.609756,2.54878,109.885881,4.6781310000000005
04/01/2022 02:25:00.000000,0.162692,6.94825,56.270721,0.035225,3.126829,2.397561,173.841224,2.337585
04/01/2022 02:26:00.000000,0.160053,6.745,56.360809,0.033925,7.0125,4.55,159.15329,3.529144
04/01/2022 02:27:00.000000,0.176855,6.479,56.235016,0.033775,8.927907,6.095349,165.375487,1.9980769999999999
04/01/2022 02:28:00.000000,0.181975,6.44275,56.134216,0.034375,7.402439,5.47561,72.100215,1.831909
04/01/2022 02:29:00.000000,0.183704,6.61925,56.069672,0.03375,4.733333,3.185714,139.358431,1.8781430000000001
04/01/2022 02:30:00.000000,0.197954,7.01575,56.176514,0.033075,8.730435,4.08913,130.09037,2.296387
04/01/2022 02:31:00.000000,0.195523,7.53075,56.092743,0.0335,16.270455,5.386364,40.583543,2.326447
04/01/2022 02:32:00.000000,0.19218,8.0785,55.931519,0.03235,22.845238,5.571429,64.130893,1.925293
04/01/2022 02:33:00.000000,0.226101,8.6635,56.053467,0.0315,10.384211,4.168421,140.396516,4.2885740000000006
04/01/2022 02:34:00.000000,0.26549,8.79475,56.015289,0.03275,9.004762,3.771429,121.285256,4.050995
04/01/2022 02:35:00.000000,0.282238,8.8765,55.923828,0.0337,8.626316,4.836842,97.721549,5.310913
04/01/2022 02:36:00.000000,0.222204,8.89575,56.109497,0.034275,9.380488,5.170732,116.32111,5.688416
04/01/2022 02:37:00.000000,0.184821,8.84025,56.177338,0.034275,6.981395,2.974419,113.755142,6.5159
04/01/2022 02:38:00.000000,0.192759,8.6455,56.053467,0.033925,4.818605,3.269767,127.388092,4.373566
04/01/2022 02:39:00.000000,0.206745,8.3915,56.162506,0.033175,7.302326,3.646512,132.86139,6.59021
04/01/2022 02:40:00.000000,0.204561,7.98675,56.203156,0.033725,13.202857,4.077143,120.110851,6.651703
04/01/2022 02:41:00.000000,0.199657,7.673,56.058685,0.0338,8.233333,4.7,126.150531,4.612976
04/01/2022 02:42:00.000000,0.201578,7.731,56.043304,0.03275,13.111905,7.842857,116.015406,5.269714
04/01/2022 02:43:00.000000,0.240761,7.95075,55.889496,0.03215,6.442105,4.442105,163.560461,3.79892
04/01/2022 02:44:00.000000,0.234744,8.25225,55.643677,0.0318,8.086111,4.733333,99.319807,1.9498600000000001
04/01/2022 02:45:00.000000,0.273536,8.55575,55.702136,0.030825,10.867742,5.267742,118.452509,5.845067
04/01/2022 02:46:00.000000,0.254222,8.79325,55.795013,0.032075,11.1,3.765,131.857584,3.828369
04/01/2022 02:47:00.000000,0.220969,8.87825,55.756012,0.032925,11.321951,3.773171,138.718794,3.050934
04/01/2022 02:48:00.000000,0.200384,9.0955,55.671143,0.032375,11.057143,3.214286,125.640078,3.559357
04/01/2022 02:49:00.000000,0.220279,9.17025,55.359131,0.032725,5.680488,3.021951,111.495941,1.8377080000000001
04/01/2022 02:50:00.000000,0.216847,9.321,55.067993,0.03155,9.719512,3.834146,137.32038,1.750427
04/01/2022 02:51:00.000000,0.22155,9.397,54.867493,0.031275,15.866667,3.933333,176.055741,1.734253
04/01/2022 02:52:00.000000,0.207605,9.51625,54.932037,0.0306,11.833333,3.166667,143.22713,3.394867
04/01/2022 02:53:00.000000,0.221987,9.60825,55.047943,0.030625,2.772727,1.945455,109.460788,5.128113
04/01/2022 02:54:00.000000,0.259888,9.54925,54.992462,0.032625,4.733333,2.966667,121.032001,4.1628419999999995
04/01/2022 02:55:00.000000,0.250192,9.6505,54.836731,0.03255,4.202857,3.168571,154.412356,3.939606
04/01/2022 02:56:00.000000,0.423096,9.62575,54.717804,0.032,9.143902,5.202439,136.819206,2.843109
04/01/2022 02:57:00.000000,0.515465,9.8025,54.779327,0.0308,16.166667,7.433333,167.511694,2.120148
04/01/2022 02:58:00.000000,0.338996,10.13825,54.781799,0.02875,13.4425,3.46,159.658172,1.6883240000000002
04/01/2022 02:59:00.000000,0.292407,10.436,54.673584,0.02925,5.44,3.285,215.291875,2.1904909999999997
04/01/2022 03:00:00.000000,0.287825,10.474,54.584045,0.03015,8.204878,3.936585,161.134361,2.092682
04/01/2022 03:01:00.000000,0.292537,10.6105,54.412109,0.03,12.404348,3.91087,149.450953,1.616455
04/01/2022 03:02:00.000000,0.342134,11.122667,54.309937,0.02942,14.466667,4.633333,165.862961,2.058655
04/01/2022 03:03:00.000000,0.327433,11.267333,54.405518,0.029675,10.33,4.8475,215.231472,3.759399
04/01/2022 03:04:00.000000,0.270436,11.0325,54.46402,0.032425,4.570732,3.44878,208.929609,2.27121
04/01/2022 03:05:00.000000,0.213687,10.52425,54.606842,0.03335,8.916216,4.691892,217.282533,4.627319
04/01/2022 03:06:00.000000,0.214937,9.7605,54.927094,0.033775,8.236585,3.612195,158.514235,5.088745
04/01/2022 03:07:00.000000,0.21441,9.23375,54.856781,0.033625,7.167442,4.137209,199.213469,2.083679
04/01/2022 03:08:00.000000,0.20218,8.826,55.249817,0.032875,9.02439,3.263415,197.167753,2.7550660000000002
04/01/2022 03:09:00.000000,0.226132,8.44225,55.296234,0.033525,8.709302,4.076744,132.47673,3.454376
04/01/2022 03:10:00.000000,0.231701,8.00475,55.15506,0.032975,8.430556,4.980556,220.925998,4.001709
04/01/2022 03:11:00.000000,0.208057,7.98475,55.355835,0.031475,5.419444,3.1,202.473667,4.0195620000000005
04/01/2022 03:12:00.000000,0.221574,8.317,55.462402,0.0319,8.431707,3.014634,176.706285,3.120819
04/01/2022 03:13:00.000000,0.214898,8.57475,55.563202,0.0323,7.566667,2.895238,199.376234,4.3644099999999995
04/01/2022 03:14:00.000000,0.202726,8.8795,55.668121,0.031575,41.818919,22.356757,213.667961,4.0741879999999995
04/01/2022 03:15:00.000000,0.205309,8.935,55.594513,0.0321,72.741463,42.146341,228.481594,4.7002559999999995
04/01/2022 03:16:00.000000,0.189377,8.98825,55.487396,0.032175,4.412195,2.656098,215.185053,1.7173159999999998
04/01/2022 03:17:00.000000,0.187048,9.0975,55.401154,0.03175,7.651111,3.442222,207.080536,1.636444
04/01/2022 03:18:00.000000,0.194867,9.02975,55.194061,0.0316,6.5475,3.9725,101.575246,1.616455
04/01/2022 03:19:00.000000,0.203101,8.934,55.062775,0.03145,8.590244,3.792683,57.808492,2.816254
04/01/2022 03:20:00.000000,0.241066,8.79725,55.112213,0.03145,14.752381,4.685714,147.451168,1.617828
