InstrumentName, CAMP,,,,,
StartTime, 2022-02-01 00:00:00,,,,,
EndTime, 2022-02-28 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
02/01/2022 00:00:00.000000,0.418,29.0,19.0,30.0,9.1,0.0
02/01/2022 01:00:00.000000,0.345,23.0,23.0,21.9,7.0,0.0
02/01/2022 02:00:00.000000,0.337,21.0,24.0,20.9,7.5,0.0
02/01/2022 03:00:00.000000,0.231,10.0,32.0,13.9,4.5,0.0
02/01/2022 04:00:00.000000,0.2,,30.0,12.3,3.7,0.0
02/01/2022 05:00:00.000000,0.225,10.0,31.0,12.1,3.8,0.0
02/01/2022 06:00:00.000000,0.172,7.0,32.0,11.5,3.6,0.0
02/01/2022 07:00:00.000000,0.176,6.0,32.0,11.5,3.4,0.0
02/01/2022 08:00:00.000000,0.155,6.0,31.0,11.5,3.3,0.0
02/01/2022 10:00:00.000000,0.145,5.0,37.0,14.4,2.8,0.0
02/01/2022 11:00:00.000000,0.141,6.0,36.0,13.0,3.0,0.0
02/01/2022 12:00:00.000000,0.174,8.0,33.0,14.7,3.4,0.0
02/01/2022 13:00:00.000000,0.24,12.0,31.0,18.9,3.7,0.0
02/01/2022 14:00:00.000000,0.305,20.0,22.0,22.3,4.7,0.0
02/01/2022 15:00:00.000000,0.264,13.0,26.0,23.3,4.7,0.0
02/01/2022 16:00:00.000000,0.237,11.0,29.0,22.9,4.5,0.0
02/01/2022 17:00:00.000000,0.24,10.0,29.0,19.3,4.8,0.0
02/01/2022 18:00:00.000000,0.231,9.0,31.0,16.3,3.5,0.0
02/01/2022 19:00:00.000000,0.245,9.0,28.0,21.0,5.0,0.0
02/01/2022 20:00:00.000000,0.216,7.0,30.0,17.1,4.4,0.0
02/01/2022 21:00:00.000000,0.242,8.0,29.0,26.5,6.0,0.0
02/01/2022 22:00:00.000000,0.276,13.0,25.0,33.0,4.7,0.0
02/01/2022 23:00:00.000000,0.394,16.0,22.0,7.9,5.0,0.0
02/02/2022 00:00:00.000000,0.333,17.0,21.0,4.1,3.3,0.0
02/02/2022 01:00:00.000000,0.261,15.0,23.0,3.5,3.0,0.0
02/02/2022 02:00:00.000000,0.213,11.0,24.0,2.4,2.0,0.0
02/02/2022 03:00:00.000000,0.202,11.0,22.0,3.3,2.9,0.0
02/02/2022 04:00:00.000000,0.185,,20.0,6.2,5.0,0.0
02/02/2022 05:00:00.000000,0.206,10.0,17.0,7.4,5.5,0.0
02/02/2022 06:00:00.000000,0.18,6.0,21.0,6.9,5.4,0.0
02/02/2022 07:00:00.000000,0.176,8.0,19.0,9.4,6.7,0.0
02/02/2022 08:00:00.000000,0.174,8.0,23.0,2.8,2.2,0.0
02/02/2022 10:00:00.000000,0.181,20.0,18.0,2.2,1.9,0.0
02/02/2022 11:00:00.000000,0.212,15.0,21.0,1.8,1.6,0.0
02/02/2022 12:00:00.000000,0.229,23.0,15.0,2.3,2.1,0.0
02/02/2022 13:00:00.000000,0.233,20.0,17.0,2.4,2.1,0.0
02/02/2022 14:00:00.000000,0.245,13.0,23.0,2.5,2.2,0.0
02/02/2022 15:00:00.000000,0.255,13.0,22.0,2.9,2.7,0.0
02/02/2022 16:00:00.000000,0.256,13.0,23.0,3.4,3.0,0.0
02/02/2022 17:00:00.000000,0.236,12.0,24.0,4.6,3.5,0.0
02/02/2022 18:00:00.000000,0.219,10.0,26.0,9.3,3.5,0.0
02/02/2022 19:00:00.000000,0.22,9.0,27.0,29.9,11.6,0.0
02/02/2022 20:00:00.000000,0.231,8.0,28.0,12.7,4.1,0.0
02/02/2022 21:00:00.000000,0.244,10.0,26.0,17.7,3.9,0.0
02/02/2022 22:00:00.000000,0.218,10.0,27.0,11.8,3.9,0.0
02/02/2022 23:00:00.000000,0.233,11.0,24.0,8.7,3.8,0.0
02/03/2022 00:00:00.000000,0.227,10.0,25.0,5.5,4.2,0.0
02/03/2022 01:00:00.000000,0.262,11.0,24.0,4.7,4.1,0.0
02/03/2022 02:00:00.000000,0.236,12.0,23.0,5.9,5.2,0.0
02/03/2022 03:00:00.000000,0.251,17.0,19.0,6.4,5.9,0.0
02/03/2022 04:00:00.000000,0.245,,14.0,5.6,5.3,0.0
02/03/2022 05:00:00.000000,0.279,32.0,7.0,7.2,6.5,0.0
02/03/2022 06:00:00.000000,0.3,38.0,4.0,7.9,7.1,0.0
02/03/2022 07:00:00.000000,0.294,42.0,0.0,10.6,9.6,0.0
02/03/2022 08:00:00.000000,0.301,42.0,0.0,13.1,11.7,0.0
02/03/2022 10:00:00.000000,0.374,42.0,0.0,12.7,11.4,0.0
02/03/2022 11:00:00.000000,0.437,45.0,0.0,12.2,11.2,0.0
02/03/2022 12:00:00.000000,0.361,30.0,6.0,19.5,18.8,0.0
02/03/2022 13:00:00.000000,0.354,28.0,7.0,17.9,17.1,0.0
02/03/2022 14:00:00.000000,0.728,39.0,2.0,18.7,17.7,0.0
02/03/2022 15:00:00.000000,0.655,34.0,7.0,18.1,16.1,0.0
02/03/2022 16:00:00.000000,0.504,27.0,13.0,16.0,13.5,0.0
02/03/2022 17:00:00.000000,0.457,21.0,19.0,12.6,10.4,0.0
02/03/2022 18:00:00.000000,0.337,16.0,24.0,13.1,8.8,0.0
02/03/2022 19:00:00.000000,0.348,16.0,27.0,15.1,9.1,0.0
02/03/2022 20:00:00.000000,0.541,35.0,19.0,27.4,17.5,1.0
02/03/2022 21:00:00.000000,0.631,42.0,15.0,31.0,20.7,1.0
02/03/2022 22:00:00.000000,0.69,47.0,11.0,30.5,23.2,1.0
02/03/2022 23:00:00.000000,0.766,53.0,7.0,26.5,23.5,0.0
02/04/2022 00:00:00.000000,0.838,58.0,2.0,27.7,25.2,0.0
02/04/2022 01:00:00.000000,0.823,62.0,0.0,34.2,29.2,0.0
02/04/2022 02:00:00.000000,0.869,66.0,0.0,37.5,33.1,1.0
02/04/2022 03:00:00.000000,1.017,70.0,0.0,41.0,35.6,1.0
02/04/2022 04:00:00.000000,0.934,,1.0,35.5,31.9,1.0
02/04/2022 05:00:00.000000,0.377,29.0,16.0,9.3,8.5,0.0
02/04/2022 06:00:00.000000,0.283,24.0,20.0,7.0,6.4,0.0
02/04/2022 07:00:00.000000,0.241,22.0,23.0,5.8,5.4,0.0
02/04/2022 08:00:00.000000,0.223,19.0,25.0,5.5,5.0,0.0
02/04/2022 10:00:00.000000,0.22,19.0,25.0,4.8,3.9,0.0
02/04/2022 11:00:00.000000,0.237,24.0,20.0,4.8,3.6,0.0
02/04/2022 12:00:00.000000,0.236,19.0,24.0,4.1,3.3,0.0
02/04/2022 13:00:00.000000,0.261,19.0,25.0,4.0,3.2,0.0
02/04/2022 14:00:00.000000,0.366,28.0,18.0,8.6,4.3,0.0
02/04/2022 15:00:00.000000,0.484,29.0,18.0,9.9,4.9,0.0
02/04/2022 16:00:00.000000,0.373,21.0,24.0,14.4,5.5,0.0
02/04/2022 17:00:00.000000,0.326,18.0,27.0,14.6,5.2,0.0
02/04/2022 18:00:00.000000,0.295,13.0,32.0,7.9,3.3,0.0
02/04/2022 19:00:00.000000,0.32,14.0,31.0,10.4,3.8,0.0
02/04/2022 20:00:00.000000,0.254,10.0,37.0,6.0,2.4,0.0
02/04/2022 21:00:00.000000,0.315,11.0,36.0,6.2,2.5,0.0
