InstrumentName, New JFK HS (AHJKH1S6),,,,,,,,,
StartTime, 2022-02-01 00:00:00,,,,,,,,,
EndTime, 2022-02-28 23:59:59,,,,,,,,,
Date,no2Conc,pm10ConcMass,pm10ConcNum,pm1ConcMass,pm1ConcNum,pm2_5ConcMass,pm2_5ConcMass_p,pm2_5ConcNum,relHumid,temperature
02/01/2022 00:02:19.000000,12.66,2.96,2.43,0.62,2.28,2.38,8.988,2.35,18.21,13.98
02/01/2022 00:20:06.000000,20.5,5.73,4.93,1.62,4.68,5.15,9.739,4.82,19.44,11.98
02/01/2022 00:37:57.000000,20.9,5.27,5.02,1.62,4.76,4.5,9.185,4.94,20.93,10.73
02/01/2022 00:55:44.000000,24.01,4.77,4.56,1.42,4.34,4.35,8.603,4.48,24.27,9.36
02/01/2022 01:13:29.000000,31.39,11.54,10.16,5.58,9.72,10.08,10.696,10.08,24.95,8.47
02/01/2022 01:30:58.000000,25.24,8.31,5.38,2.38,5.09,5.73,8.82,5.27,25.63,7.66
02/01/2022 01:48:27.000000,33.09,10.81,6.71,3.19,6.32,7.69,8.947,6.6,30.25,6.53
02/01/2022 02:06:00.000000,37.94,22.17,13.69,9.08,12.91,18.68,12.841,13.5,33.1,5.41
02/01/2022 02:23:27.000000,43.17,12.16,6.94,3.19,6.49,10.8,9.343,6.79,35.25,4.0
02/01/2022 02:40:58.000000,47.62,11.62,7.81,4.27,7.36,10.62,8.712,7.73,39.14,2.9
02/01/2022 02:58:29.000000,53.18,14.63,8.29,5.0,7.76,12.88,8.897,8.15,44.3,1.79
02/01/2022 03:16:05.000000,25.63,6.55,3.95,1.03,3.71,5.78,6.833,3.87,37.72,1.56
02/01/2022 03:33:36.000000,51.61,17.23,9.01,6.0,8.45,12.5,8.448,8.9,46.5,1.35
02/01/2022 03:51:04.000000,41.68,25.54,10.48,7.62,9.66,19.46,11.406,10.27,43.75,0.29
02/01/2022 04:08:35.000000,49.8,46.95,23.45,18.72,21.94,37.93,18.201,23.18,47.4,-0.41
02/01/2022 04:26:06.000000,43.43,20.27,9.46,6.81,8.8,17.19,9.987,9.28,47.33,-0.81
02/01/2022 04:43:34.000000,47.26,14.77,7.74,4.5,7.28,12.12,7.77,7.64,49.07,-0.96
02/01/2022 05:01:05.000000,49.07,31.59,16.54,13.43,15.6,25.07,12.447,16.34,52.36,-1.48
02/01/2022 05:18:37.000000,48.05,16.62,7.29,5.19,6.8,13.88,7.622,7.15,55.18,-2.33
02/01/2022 05:36:05.000000,44.26,23.91,9.35,6.0,8.62,17.47,9.051,9.16,54.85,-2.58
02/01/2022 05:53:36.000000,42.55,9.27,4.13,1.65,3.85,7.54,5.295,4.05,53.8,-2.18
02/01/2022 06:11:04.000000,36.33,6.52,3.44,1.19,3.19,5.75,4.944,3.36,51.51,-1.27
02/01/2022 06:28:36.000000,40.2,14.23,5.8,3.42,5.35,10.19,6.369,5.7,54.22,-1.41
02/01/2022 06:46:04.000000,32.14,10.15,3.71,1.19,3.41,6.31,4.818,3.63,54.09,-1.76
02/01/2022 07:03:35.000000,39.78,11.27,4.33,2.38,3.97,7.96,5.055,4.21,57.27,-2.22
02/01/2022 07:21:04.000000,40.98,27.24,8.99,5.61,8.24,19.84,9.416,8.75,59.45,-2.97
02/01/2022 07:38:35.000000,42.95,14.58,6.18,3.23,5.7,11.5,5.749,6.06,62.2,-3.55
02/01/2022 07:56:07.000000,44.02,17.19,5.59,3.23,5.15,11.73,5.72,5.45,62.94,-3.9
