InstrumentName, I-25 Globeville,,,,,
StartTime, 2022-02-01 00:00:00,,,,,
EndTime, 2022-02-28 23:59:59,,,,,
Date,Nitrogen dioxide,Outdoor Temperature,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind Speed
02/01/2022 02:16:00.000000,33.466667,45.301422,4.408434,21.760651,151.721145,5.405762
02/01/2022 02:17:00.000000,33.35,45.171783,5.240476,21.87677,127.853061,5.237939
02/01/2022 02:18:00.000000,34.433333,45.028412,4.833784,22.177368,115.907607,3.848877
02/01/2022 02:19:00.000000,34.516667,44.871307,5.775362,22.579895,60.975092,1.365723
02/01/2022 02:20:00.000000,40.5,44.774353,13.372,22.789093,187.943004,4.161279
02/01/2022 02:21:00.000000,39.92,44.872681,11.025,22.459808,173.973041,4.177344
02/01/2022 02:22:00.000000,38.266667,44.75293,4.9,22.482697,157.758068,2.276611
02/01/2022 02:23:00.000000,34.933333,44.56369,4.888889,22.559753,142.897754,1.023926
02/01/2022 02:24:00.000000,30.5,44.373352,4.854762,22.837616,156.698499,3.329688
02/01/2022 02:25:00.000000,23.883333,44.139893,6.27381,23.111206,172.766821,4.541016
02/01/2022 02:26:00.000000,34.083333,44.114624,8.135616,23.079163,173.323836,5.17915
02/01/2022 02:27:00.000000,42.383333,44.127533,5.543902,23.300415,180.215235,5.120703
02/01/2022 02:28:00.000000,42.766667,44.386536,7.77619,23.172241,182.657336,5.456006
02/01/2022 02:29:00.000000,49.383333,44.720245,10.692857,22.876984,182.234919,5.232813
02/01/2022 02:30:00.000000,51.333333,44.555725,6.104762,22.924438,174.457037,3.809229
02/01/2022 02:31:00.000000,49.283333,44.376923,5.780952,23.159424,169.154824,1.024609
02/01/2022 02:32:00.000000,49.116667,44.298645,10.933333,23.20108,183.124068,3.95791
02/01/2022 02:33:00.000000,48.683333,44.906189,25.997619,23.241516,192.356079,5.605029
02/01/2022 02:34:00.000000,58.316667,45.32724,9.853846,22.740112,259.662197,3.451709
02/01/2022 02:35:00.000000,51.266667,45.387665,10.925641,22.506042,218.92865,4.256641
02/01/2022 02:36:00.000000,50.766667,45.49176,11.184615,21.846558,202.191868,6.018604
02/01/2022 02:37:00.000000,50.366667,45.532959,7.319048,21.61142,203.007966,5.260156
02/01/2022 02:38:00.000000,49.833333,45.400024,8.592857,21.605927,169.241809,6.370654
02/01/2022 02:39:00.000000,49.3,45.027313,11.095238,21.925293,171.165135,3.218262
02/01/2022 02:40:00.000000,48.383333,44.872131,7.730952,21.608063,155.211921,4.873926
02/01/2022 02:41:00.000000,42.05,44.684814,5.107143,21.912476,169.604864,3.680029
02/01/2022 02:42:00.000000,41.183333,44.562866,5.802564,21.699921,148.018527,4.3164549999999995
02/01/2022 02:43:00.000000,34.033333,44.593353,4.747368,21.371857,174.868717,3.93501
02/01/2022 02:44:00.000000,34.92,44.92981,11.012821,21.752106,196.509639,6.176855
02/01/2022 02:45:00.000000,48.266667,45.219025,9.65641,21.873718,212.037468,3.818115
02/01/2022 02:46:00.000000,44.36,45.200073,14.185714,21.785217,253.038269,4.4046389999999995
02/01/2022 02:47:00.000000,50.9,44.995453,12.219048,22.008453,219.17217,4.496924
02/01/2022 02:48:00.000000,52.316667,44.881744,9.67381,22.042328,204.503668,3.838281
02/01/2022 02:49:00.000000,47.56,44.894379,11.2,22.038971,183.317128,4.559813999999999
02/01/2022 02:50:00.000000,48.75,44.775452,7.749398,22.143341,185.846183,5.923242
02/01/2022 02:51:00.000000,49.466667,44.738098,9.646154,21.981445,175.363313,2.559277
02/01/2022 02:52:00.000000,49.433333,44.744965,8.457143,21.884094,193.506208,6.026465
02/01/2022 02:53:00.000000,48.566667,45.356354,7.554762,21.164185,220.496016,5.501807
02/01/2022 02:54:00.000000,46.55,45.192932,8.878571,21.00824,221.480552,6.481055
02/01/2022 02:55:00.000000,37.766667,44.906189,10.009524,21.136414,213.271243,5.619043
02/01/2022 02:56:00.000000,35.116667,44.635376,8.815385,21.47226,189.174117,3.309521
02/01/2022 02:57:00.000000,37.983333,44.410431,12.228571,21.76416,145.380215,4.9070800000000006
02/01/2022 02:58:00.000000,39.883333,44.353302,7.730769,21.600433,135.408185,6.528906
02/01/2022 02:59:00.000000,39.183333,44.401093,5.935714,21.480804,133.412499,5.909229
02/01/2022 03:00:00.000000,38.35,44.319244,6.3125,21.774384,127.92952,6.417139
02/01/2022 03:01:00.000000,37.2,44.292053,6.897619,21.756531,134.634886,5.246826
02/01/2022 03:02:00.000000,36.18,44.093475,5.519048,22.016235,134.679067,4.474023
02/01/2022 03:03:00.000000,35.883333,43.962189,6.352381,22.105347,135.301549,1.124756
02/01/2022 03:04:00.000000,35.616667,43.763611,6.202381,22.395569,167.944171,1.020508
02/01/2022 03:05:00.000000,36.15,43.739716,7.509524,22.347351,178.324139,3.637988
02/01/2022 03:06:00.000000,36.733333,43.833099,5.9875,22.212463,171.871567,6.409961
02/01/2022 03:07:00.000000,36.45,43.84079,5.783333,22.065979,174.645169,5.988525
02/01/2022 03:08:00.000000,33.316667,44.014923,10.469048,21.845642,180.088502,5.790283
02/01/2022 03:09:00.000000,35.883333,44.259094,12.902381,21.628357,157.758676,6.482764
02/01/2022 03:10:00.000000,26.666667,44.06601,10.391358,21.783691,133.36614,8.372558999999999
02/01/2022 03:11:00.000000,22.666667,43.969604,7.72381,21.944519,144.563626,8.639844
02/01/2022 03:12:00.000000,21.58,44.092926,4.319048,22.201782,154.423096,6.630078
02/01/2022 03:13:00.000000,20.316667,43.888306,5.580952,22.093597,174.740428,6.096533
02/01/2022 03:14:00.000000,22.316667,43.983337,8.310256,22.220856,217.298228,6.786279
02/01/2022 03:15:00.000000,32.516667,44.150879,7.533333,22.055756,241.006522,6.958545
02/01/2022 03:16:00.000000,27.8,44.152527,6.133333,22.237946,247.490089,8.11416
02/01/2022 03:17:00.000000,27.966667,44.040466,5.167901,22.539154,233.82582,6.391162
02/01/2022 03:18:00.000000,28.283333,43.84024,8.007792,22.701202,209.329732,5.708252
02/01/2022 03:19:00.000000,28.933333,43.956696,7.879487,22.780396,189.512771,6.914795
02/01/2022 03:20:00.000000,28.95,43.97345,3.844304,23.048645,181.429631,8.793994
02/01/2022 03:21:00.000000,28.533333,43.859192,4.335,23.400513,176.325662,8.366748000000001
02/01/2022 03:22:00.000000,28.05,43.704285,2.460494,23.575226,175.711404,9.131689
02/01/2022 03:23:00.000000,26.866667,43.728729,4.433333,23.627716,172.064231,8.547559
02/01/2022 03:24:00.000000,28.7,43.723785,10.185366,23.845459,177.083155,7.903613
02/01/2022 03:25:00.000000,33.116667,43.527954,7.057143,24.134003,175.850085,7.028955
02/01/2022 03:26:00.000000,24.733333,43.458191,5.928205,24.418427,185.586585,7.62915
02/01/2022 03:27:00.000000,26.416667,43.809479,4.588095,24.23349,191.604583,7.676318
02/01/2022 03:28:00.000000,27.35,43.963013,4.511905,23.866516,199.120899,7.406982
02/01/2022 03:29:00.000000,28.066667,43.873749,4.792308,24.228302,179.292695,6.168994
02/01/2022 03:30:00.000000,29.433333,43.505981,5.935616,24.482666,157.650322,5.982715
02/01/2022 03:31:00.000000,29.466667,43.210724,3.7,24.917542,167.29761,4.56084
02/01/2022 03:32:00.000000,28.45,43.009674,3.747619,25.131622,177.870891,6.886768
