InstrumentName, West Denver PA-II B
StartTime, 2022-02-01 00:00:00
EndTime, 2022-02-28 23:59:59
Date,PM2.5
02/01/2022 00:00:40.000000,5.76
02/01/2022 00:02:40.000000,6.41
02/01/2022 00:04:40.000000,6.23
02/01/2022 00:06:40.000000,6.88
02/01/2022 00:08:40.000000,7.98
02/01/2022 00:10:40.000000,6.8
02/01/2022 00:12:40.000000,6.42
02/01/2022 00:14:40.000000,6.52
02/01/2022 00:18:40.000000,5.67
02/01/2022 00:20:40.000000,5.59
02/01/2022 00:22:40.000000,6.09
02/01/2022 00:24:40.000000,6.8
02/01/2022 00:26:40.000000,6.0
02/01/2022 00:28:40.000000,6.97
02/01/2022 00:30:40.000000,6.14
02/01/2022 00:32:40.000000,6.6
02/01/2022 00:34:40.000000,6.21
02/01/2022 00:36:40.000000,6.59
02/01/2022 00:38:40.000000,6.29
02/01/2022 00:40:40.000000,7.28
02/01/2022 00:42:40.000000,6.78
02/01/2022 00:44:40.000000,5.59
02/01/2022 00:46:40.000000,6.58
02/01/2022 00:48:40.000000,7.2
02/01/2022 00:50:40.000000,8.37
02/01/2022 00:52:40.000000,7.75
02/01/2022 00:54:40.000000,7.21
02/01/2022 00:56:40.000000,6.75
02/01/2022 00:58:41.000000,5.8
02/01/2022 01:00:40.000000,5.61
02/01/2022 01:02:40.000000,6.11
02/01/2022 01:04:40.000000,4.85
02/01/2022 01:06:40.000000,4.6
02/01/2022 01:08:40.000000,6.19
02/01/2022 01:10:40.000000,5.21
02/01/2022 01:12:40.000000,4.15
02/01/2022 01:14:40.000000,3.8
02/01/2022 01:16:40.000000,3.57
02/01/2022 01:18:40.000000,4.07
02/01/2022 01:20:40.000000,3.83
02/01/2022 01:24:40.000000,3.68
02/01/2022 01:26:40.000000,5.23
02/01/2022 01:28:40.000000,4.74
02/01/2022 01:32:40.000000,4.14
02/01/2022 01:34:40.000000,4.68
02/01/2022 01:36:40.000000,5.2
02/01/2022 01:38:40.000000,4.87
02/01/2022 01:40:40.000000,5.47
02/01/2022 01:42:40.000000,4.23
02/01/2022 01:44:40.000000,5.54
02/01/2022 01:46:40.000000,5.67
02/01/2022 01:48:40.000000,5.09
02/01/2022 01:50:40.000000,5.66
02/01/2022 01:52:40.000000,5.14
02/01/2022 01:54:40.000000,5.39
02/01/2022 01:56:41.000000,6.1
02/01/2022 01:58:41.000000,5.93
02/01/2022 02:00:41.000000,5.64
02/01/2022 02:02:41.000000,6.03
02/01/2022 02:04:41.000000,4.77
02/01/2022 02:06:41.000000,5.16
02/01/2022 02:08:41.000000,5.37
02/01/2022 02:10:43.000000,4.74
02/01/2022 02:12:41.000000,6.09
02/01/2022 02:14:41.000000,5.79
02/01/2022 02:16:41.000000,5.17
02/01/2022 02:18:41.000000,6.64
02/01/2022 02:20:41.000000,5.69
02/01/2022 02:22:41.000000,5.18
02/01/2022 02:24:41.000000,5.05
02/01/2022 02:26:41.000000,5.07
02/01/2022 02:28:41.000000,4.98
02/01/2022 02:32:41.000000,7.63
02/01/2022 02:34:41.000000,6.73
02/01/2022 02:36:41.000000,5.02
02/01/2022 02:38:41.000000,4.88
02/01/2022 02:40:41.000000,11.38
02/01/2022 02:42:41.000000,11.43
02/01/2022 02:44:41.000000,5.88
02/01/2022 02:46:41.000000,5.16
02/01/2022 02:48:41.000000,4.86
02/01/2022 02:50:41.000000,3.23
02/01/2022 02:52:41.000000,4.49
02/01/2022 02:54:41.000000,8.98
02/01/2022 02:56:41.000000,5.76
02/01/2022 02:58:41.000000,2.65
02/01/2022 03:00:41.000000,5.31
02/01/2022 03:02:41.000000,5.89
02/01/2022 03:04:42.000000,5.73
02/01/2022 03:06:41.000000,4.71
02/01/2022 03:08:41.000000,3.63
02/01/2022 03:10:41.000000,3.75
02/01/2022 03:12:41.000000,4.15
02/01/2022 03:14:41.000000,3.81
02/01/2022 03:16:41.000000,3.79
02/01/2022 03:18:41.000000,2.56
02/01/2022 03:20:41.000000,2.88
02/01/2022 03:22:41.000000,4.97
02/01/2022 03:24:41.000000,5.36
02/01/2022 03:26:41.000000,2.41
02/01/2022 03:28:41.000000,2.16
02/01/2022 03:32:41.000000,2.78
02/01/2022 03:34:41.000000,2.5
02/01/2022 03:36:41.000000,6.96
02/01/2022 03:38:41.000000,6.0
02/01/2022 03:40:41.000000,4.33
02/01/2022 03:42:41.000000,2.71
02/01/2022 03:44:41.000000,3.12
02/01/2022 03:46:41.000000,2.38
02/01/2022 03:48:41.000000,1.75
02/01/2022 03:50:41.000000,1.95
02/01/2022 03:52:41.000000,1.36
02/01/2022 03:54:41.000000,1.24
02/01/2022 03:56:42.000000,1.36
02/01/2022 03:58:42.000000,1.68
02/01/2022 04:04:42.000000,2.25
02/01/2022 04:06:42.000000,1.8
02/01/2022 04:08:42.000000,2.05
02/01/2022 04:10:42.000000,1.4
02/01/2022 04:12:42.000000,1.4
02/01/2022 04:14:45.000000,1.21
02/01/2022 04:18:42.000000,1.47
02/01/2022 04:20:42.000000,1.54
02/01/2022 04:22:42.000000,1.29
02/01/2022 04:24:42.000000,1.22
02/01/2022 04:26:42.000000,1.42
02/01/2022 04:28:42.000000,1.09
02/01/2022 04:30:42.000000,1.32
02/01/2022 04:32:42.000000,1.46
02/01/2022 04:34:42.000000,1.25
02/01/2022 04:36:42.000000,1.13
02/01/2022 04:38:42.000000,1.52
02/01/2022 04:42:42.000000,1.72
02/01/2022 04:44:42.000000,1.25
02/01/2022 04:46:42.000000,1.75
02/01/2022 04:48:42.000000,1.96
02/01/2022 04:50:42.000000,1.03
02/01/2022 04:52:42.000000,1.2
02/01/2022 04:54:42.000000,0.88
02/01/2022 04:56:42.000000,0.49
02/01/2022 04:58:42.000000,0.2
02/01/2022 05:00:42.000000,0.0
02/01/2022 05:02:42.000000,0.24
02/01/2022 05:04:42.000000,0.34
02/01/2022 05:06:42.000000,0.34
02/01/2022 05:08:42.000000,0.62
02/01/2022 05:10:42.000000,0.02
02/01/2022 05:12:42.000000,0.0
02/01/2022 05:14:42.000000,0.22
02/01/2022 05:16:42.000000,0.0
02/01/2022 05:20:42.000000,0.24
02/01/2022 05:22:42.000000,0.15
02/01/2022 05:24:42.000000,0.07
02/01/2022 05:26:42.000000,0.25
02/01/2022 05:30:43.000000,0.07
02/01/2022 05:32:42.000000,0.0
02/01/2022 05:34:42.000000,0.04
02/01/2022 05:36:42.000000,0.7
02/01/2022 05:38:42.000000,0.24
02/01/2022 05:40:42.000000,0.29
02/01/2022 05:42:42.000000,0.11
02/01/2022 05:44:43.000000,0.16
02/01/2022 05:46:42.000000,0.54
02/01/2022 05:48:42.000000,0.49
02/01/2022 05:50:42.000000,0.12
02/01/2022 05:52:42.000000,0.54
02/01/2022 05:56:43.000000,0.85
02/01/2022 05:58:43.000000,0.68
02/01/2022 06:00:43.000000,1.0
02/01/2022 06:02:43.000000,0.78
02/01/2022 06:04:43.000000,0.65
02/01/2022 06:06:43.000000,0.61
02/01/2022 06:08:43.000000,0.49
02/01/2022 06:10:43.000000,0.83
02/01/2022 06:12:43.000000,0.27
02/01/2022 06:14:43.000000,0.55
02/01/2022 06:16:43.000000,0.88
02/01/2022 06:18:43.000000,0.66
02/01/2022 06:20:43.000000,0.71
02/01/2022 06:22:43.000000,0.86
02/01/2022 06:24:43.000000,0.66
