InstrumentName, MSLA (CS34),,,,,,,,,,,,
StartTime, 2022-02-01 00:00:00,,,,,,,,,,,,
EndTime, 2022-02-28 23:59:59,,,,,,,,,,,,
Date,*Lat,*Lon,B,Hmdty,P,PM10,PM1_0,Sig,Temp,WD,WS,pm25_p,pm25_r
02/01/2022 02:00:01.000000,39.70835,-105.01189,12.197,18.66,828.73,4.53,3.39,-78.0,47.23,-1.0,-1.0,5.615,4.15
02/01/2022 02:02:04.000000,39.7083,-105.01194,12.192,19.3,828.82,4.18,2.99,-78.0,46.96,-1.0,-1.0,5.617,4.18
02/01/2022 02:04:08.000000,-1.0,-1.0,12.274,19.21,828.82,3.72,2.65,-78.0,46.72,-1.0,-1.0,5.303,3.61
02/01/2022 02:11:18.000000,-1.0,-1.0,12.182,19.39,828.98,4.43,3.35,-78.0,46.17,-1.0,-1.0,5.716,4.43
02/01/2022 02:31:01.000000,-1.0,-1.0,12.23,20.63,829.15,3.86,2.46,-78.0,44.83,-1.0,-1.0,5.249,3.67
02/01/2022 02:33:15.000000,39.70834,-105.01189,12.245,21.74,829.26,5.86,3.85,-78.0,44.5,-1.0,-1.0,6.112,5.32
02/01/2022 02:35:07.000000,-1.0,-1.0,12.293,21.59,829.33,4.1,3.36,-78.0,44.04,-1.0,-1.0,5.426,4.07
02/01/2022 02:45:12.000000,-1.0,-1.0,12.269,21.94,829.43,8.52,5.95,-78.0,43.9,-1.0,-1.0,7.453,7.88
02/01/2022 02:47:16.000000,-1.0,-1.0,12.25,23.17,829.52,9.0,6.37,-78.0,43.49,-1.0,-1.0,7.607,8.21
02/01/2022 02:49:11.000000,39.70834,-105.01192,12.139,22.47,829.55,5.69,4.25,-78.0,43.52,-1.0,-1.0,6.255,5.67
02/01/2022 02:52:03.000000,-1.0,-1.0,12.149,21.28,829.53,3.05,1.73,-78.0,43.58,-1.0,-1.0,4.707,2.76
02/01/2022 03:16:04.000000,-1.0,-1.0,12.11,23.38,829.91,4.35,3.25,-78.0,42.54,-1.0,-1.0,5.505,4.35
02/01/2022 03:28:05.000000,-1.0,-1.0,12.288,23.47,830.09,2.38,1.01,-78.0,41.74,-1.0,-1.0,3.981,1.56
02/01/2022 03:30:08.000000,39.70834,-105.01191,12.115,23.59,830.14,1.84,1.22,-78.0,41.98,-1.0,-1.0,4.044,1.66
02/01/2022 03:35:55.000000,39.70833,0.01667,12.091,22.79,830.1,0.77,0.77,-95.0,42.48,-1.0,-1.0,3.593,0.77
02/01/2022 03:59:05.000000,-1.0,-1.0,12.086,24.85,830.38,2.03,0.97,-78.0,41.82,-1.0,-1.0,4.038,1.67
02/01/2022 04:03:13.000000,39.70835,-105.01193,12.211,24.68,830.46,3.27,2.51,-78.0,41.85,-1.0,-1.0,4.889,3.26
02/01/2022 04:11:05.000000,39.70834,-105.01193,12.178,24.72,830.52,1.24,0.53,-78.0,41.11,-1.0,-1.0,3.635,0.97
02/01/2022 04:13:08.000000,-1.0,-1.0,12.096,24.74,830.48,0.68,0.37,-78.0,41.21,-1.0,-1.0,3.484,0.68
02/01/2022 04:18:05.000000,39.70837,-105.01192,12.077,25.85,830.55,1.52,0.8,-78.0,41.33,-1.0,-1.0,3.833,1.33
02/01/2022 04:20:08.000000,-1.0,-1.0,12.082,25.19,830.54,0.85,0.62,-78.0,41.58,-1.0,-1.0,3.589,0.85
02/01/2022 04:37:07.000000,39.7083,-117.36667,12.197,25.64,830.62,1.23,0.7,-78.0,41.51,-1.0,-1.0,3.611,0.9
02/01/2022 04:42:03.000000,-1.0,-1.0,12.197,25.95,830.94,1.05,0.64,-78.0,41.29,-1.0,-1.0,3.681,1.05
02/01/2022 04:47:10.000000,-1.0,-1.0,12.072,26.75,830.93,2.17,0.88,-78.0,40.84,-1.0,-1.0,4.017,1.72
02/01/2022 04:49:04.000000,-1.0,-1.0,12.211,27.05,830.9,2.72,1.89,-78.0,40.84,-1.0,-1.0,4.427,2.49
02/01/2022 04:51:17.000000,39.7083,-105.01192,12.187,28.02,831.03,1.88,1.07,-78.0,40.53,-1.0,-1.0,3.93,1.59
02/01/2022 05:11:36.000000,39.70835,-105.0119,12.043,29.59,831.25,1.6,1.07,-78.0,40.09,-1.0,-1.0,3.912,1.6
02/01/2022 05:13:03.000000,-1.0,-1.0,12.173,29.54,831.28,2.18,0.82,-78.0,40.0,-1.0,-1.0,3.892,1.57
02/01/2022 05:15:06.000000,39.70831,-105.01195,12.173,29.96,831.32,1.23,0.64,-78.0,39.87,-1.0,-1.0,3.538,0.92
02/01/2022 05:25:02.000000,39.70833,-105.01195,12.053,30.26,831.44,1.55,0.78,-78.0,39.74,-1.0,-1.0,3.74,1.31
02/01/2022 05:27:13.000000,-1.0,-1.0,12.038,30.61,831.42,1.38,0.88,-78.0,39.67,-1.0,-1.0,3.687,1.22
02/01/2022 05:29:08.000000,39.70829,-105.01183,12.101,30.8,831.42,1.45,0.71,-78.0,39.75,-1.0,-1.0,3.813,1.45
02/01/2022 05:34:16.000000,-1.0,-1.0,12.11,31.08,831.35,1.41,0.86,-78.0,39.75,-1.0,-1.0,3.636,1.12
02/01/2022 05:41:06.000000,-1.0,-1.0,12.154,31.45,831.39,1.24,0.86,-77.0,39.71,-1.0,-1.0,3.697,1.24
02/01/2022 05:53:06.000000,-1.0,-1.0,12.12,32.05,831.54,0.95,0.64,-78.0,39.5,-1.0,-1.0,3.531,0.95
02/01/2022 05:58:09.000000,39.70834,-105.01192,12.178,32.14,831.69,1.42,0.8,-78.0,39.32,-1.0,-1.0,3.748,1.37
02/01/2022 06:00:11.000000,-1.0,-1.0,12.048,32.28,831.73,1.06,0.84,-78.0,39.29,-1.0,-1.0,3.58,1.06
02/01/2022 06:10:04.000000,-1.0,-1.0,12.077,32.75,831.81,1.68,0.72,-78.0,39.34,-1.0,-1.0,3.885,1.63
02/01/2022 06:12:08.000000,39.70834,-105.01192,12.149,32.99,831.87,1.25,0.8,-78.0,39.24,-1.0,-1.0,3.677,1.25
02/01/2022 06:15:27.000000,39.70832,-105.0119,12.144,32.99,831.79,1.1,0.8,-78.0,39.25,-1.0,-1.0,3.598,1.1
02/01/2022 06:21:40.000000,39.70834,-105.01192,12.029,33.4,831.73,0.93,0.67,-78.0,39.08,-1.0,-1.0,3.498,0.93
02/01/2022 06:32:03.000000,39.70833,-105.01192,12.014,33.71,831.82,1.43,0.8,-78.0,38.86,-1.0,-1.0,3.755,1.43
02/01/2022 06:34:14.000000,-1.0,-1.0,12.024,34.11,831.86,1.88,1.28,-78.0,38.65,-1.0,-1.0,3.985,1.88
02/01/2022 06:36:23.000000,-1.0,-1.0,12.144,33.97,831.89,1.1,0.84,-78.0,38.76,-1.0,-1.0,3.573,1.1
02/01/2022 07:05:05.000000,-1.0,-1.0,12.053,36.44,832.01,2.42,1.71,-77.0,37.0,-1.0,-1.0,4.109,2.26
02/01/2022 07:10:13.000000,-1.0,-1.0,12.01,37.13,832.09,2.12,1.57,-78.0,36.62,-1.0,-1.0,4.016,2.12
02/01/2022 07:12:07.000000,39.70834,-105.01193,12.154,37.62,832.06,2.14,1.49,-78.0,36.43,-1.0,-1.0,4.017,2.14
02/01/2022 07:19:08.000000,39.70835,-105.01193,12.0,38.58,832.09,3.02,1.8,-78.0,35.84,-1.0,-1.0,4.207,2.55
02/01/2022 07:23:50.000000,39.7084,-105.01197,12.005,38.57,832.26,1.35,1.18,-77.0,35.35,-1.0,-1.0,3.546,1.35
02/01/2022 07:29:02.000000,-1.0,-1.0,11.99,38.91,832.25,2.72,1.84,-78.0,35.26,-1.0,-1.0,4.043,2.29
02/01/2022 07:36:08.000000,39.70833,-105.01194,12.077,40.39,832.39,3.12,2.28,-78.0,34.35,-1.0,-1.0,4.341,2.93
02/01/2022 07:38:13.000000,-1.0,-1.0,11.986,40.43,832.42,2.57,1.87,-78.0,34.21,-1.0,-1.0,4.142,2.57
02/01/2022 07:50:17.000000,-1.0,-1.0,12.134,42.1,832.5,3.67,2.38,-78.0,33.5,-1.0,-1.0,4.469,3.25
02/01/2022 07:55:09.000000,39.70834,-105.01195,11.99,42.53,832.54,3.91,2.33,-78.0,33.34,-1.0,-1.0,4.814,3.91
02/01/2022 07:57:18.000000,-1.0,-1.0,11.986,43.32,832.57,3.56,2.64,-78.0,33.35,-1.0,-1.0,4.561,3.44
02/01/2022 08:12:07.000000,-1.0,-1.0,11.971,42.06,832.74,4.82,2.62,-77.0,33.64,-1.0,-1.0,4.721,3.71
02/01/2022 08:14:10.000000,-1.0,-1.0,12.13,42.18,832.77,2.93,1.99,-78.0,33.6,-1.0,-1.0,4.137,2.62
02/01/2022 08:16:08.000000,39.70837,-105.01192,11.971,41.86,832.81,2.77,1.81,-78.0,33.8,-1.0,-1.0,4.099,2.53
02/01/2022 08:26:04.000000,-1.0,-1.0,11.971,40.99,832.98,2.08,1.31,-78.0,34.56,-1.0,-1.0,3.814,1.93
02/01/2022 08:31:11.000000,-1.0,-1.0,12.053,40.89,833.15,2.02,1.58,-78.0,34.71,-1.0,-1.0,3.869,2.02
02/01/2022 08:33:05.000000,39.70835,-105.01195,11.966,40.57,833.17,2.3,1.46,-77.0,34.93,-1.0,-1.0,3.842,1.95
02/01/2022 08:35:08.000000,-1.0,-1.0,12.067,40.39,833.16,1.84,1.07,-78.0,35.05,-1.0,-1.0,3.602,1.49
02/01/2022 08:40:16.000000,39.70835,-105.01194,11.986,40.54,833.13,1.31,0.88,-78.0,35.15,-1.0,-1.0,3.509,1.31
02/01/2022 08:47:12.000000,-1.0,-1.0,12.096,40.39,833.1,1.91,1.18,-78.0,35.19,-1.0,-1.0,3.661,1.59
02/01/2022 08:52:14.000000,-1.0,-1.0,12.058,40.38,833.17,1.83,1.08,-78.0,35.18,-1.0,-1.0,3.789,1.83
02/01/2022 08:54:08.000000,-1.0,-1.0,12.13,40.42,833.21,1.4,1.08,-78.0,35.14,-1.0,-1.0,3.557,1.4
02/01/2022 08:57:05.000000,39.70834,-105.01192,11.986,40.53,833.26,2.56,1.34,-78.0,35.16,-1.0,-1.0,3.99,2.21
02/01/2022 08:59:14.000000,-1.0,-1.0,11.962,40.07,833.25,1.69,1.06,-78.0,35.13,-1.0,-1.0,3.713,1.69
02/01/2022 09:01:08.000000,39.70827,-105.01191,12.053,39.81,833.3,1.62,0.83,-78.0,35.2,-1.0,-1.0,3.407,1.11
02/01/2022 09:13:07.000000,39.70835,-105.01192,12.072,39.39,833.65,1.0,0.72,-78.0,35.13,-1.0,-1.0,3.336,0.98
02/01/2022 09:25:16.000000,-1.0,-1.0,12.005,38.53,833.88,0.79,0.43,-78.0,34.74,-1.0,-1.0,3.221,0.79
02/01/2022 09:32:17.000000,-1.0,-1.0,12.067,37.75,833.97,0.87,0.15,-78.0,34.65,-1.0,-1.0,3.022,0.42
02/01/2022 09:37:05.000000,39.70835,-105.01189,11.957,37.24,834.11,0.32,0.12,-78.0,34.63,-1.0,-1.0,2.969,0.32
02/01/2022 09:39:08.000000,-1.0,-1.0,12.106,37.21,834.16,0.48,0.12,-78.0,34.5,-1.0,-1.0,3.006,0.4
02/01/2022 09:54:17.000000,39.70834,-105.01185,12.067,35.43,834.29,0.58,0.01,-78.0,34.29,-1.0,-1.0,2.998,0.39
02/01/2022 09:56:05.000000,39.70833,-105.01183,11.952,35.45,834.35,0.16,0.04,-78.0,34.45,-1.0,-1.0,2.882,0.16
02/01/2022 10:06:09.000000,39.7083,-105.01191,11.962,34.56,834.46,0.7,0.09,-78.0,34.06,-1.0,-1.0,2.969,0.35
02/01/2022 10:15:12.000000,-1.0,-1.0,11.966,32.81,834.55,0.22,0.0,-78.0,33.94,-1.0,-1.0,2.9,0.22
02/01/2022 10:30:09.000000,-1.0,-1.0,11.99,31.01,834.87,1.15,0.2,-78.0,33.75,-1.0,-1.0,3.17,0.73
02/01/2022 10:58:18.000000,39.70834,-105.01192,11.928,28.32,834.94,0.22,0.0,-78.0,33.17,-1.0,-1.0,2.764,0.0
02/01/2022 11:01:02.000000,39.70834,-105.01192,12.077,28.45,834.96,0.29,0.0,-78.0,32.93,-1.0,-1.0,2.753,0.0
02/01/2022 11:03:21.000000,-1.0,-1.0,12.024,28.29,835.01,0.0,0.0,-78.0,32.84,-1.0,-1.0,2.75,0.0
02/01/2022 11:08:03.000000,39.70833,-105.01194,12.072,28.25,835.01,0.0,0.0,-78.0,32.6,-1.0,-1.0,2.74,0.0
02/01/2022 11:25:02.000000,39.70832,-105.01191,11.933,28.82,835.23,0.43,0.09,-78.0,32.1,-1.0,-1.0,2.946,0.43
02/01/2022 11:27:16.000000,-1.0,-1.0,12.014,29.71,835.26,0.12,0.06,-78.0,32.0,-1.0,-1.0,2.773,0.12
02/01/2022 11:41:18.000000,-1.0,-1.0,11.947,30.02,835.41,0.13,0.0,-78.0,31.62,-1.0,-1.0,2.761,0.13
02/01/2022 11:49:00.000000,-1.0,-1.0,11.894,30.89,835.45,0.05,0.05,-78.0,31.87,-1.0,-1.0,2.727,0.05
02/01/2022 12:03:08.000000,-1.0,-1.0,11.933,32.48,835.74,0.35,0.0,-78.0,31.53,-1.0,-1.0,2.68,0.0
02/01/2022 12:05:11.000000,39.70829,-105.01193,11.938,32.72,835.71,0.0,0.0,-77.0,31.51,-1.0,-1.0,2.679,0.0
02/01/2022 12:24:23.000000,39.70828,-105.01199,12.038,33.6,835.67,0.05,0.0,-77.0,31.07,-1.0,-1.0,2.684,0.05
02/01/2022 12:27:01.000000,-1.0,-1.0,11.947,33.73,835.64,0.12,0.0,-78.0,30.86,-1.0,-1.0,2.648,0.0
02/01/2022 12:29:04.000000,39.70833,-105.01193,11.952,33.93,835.68,0.3,0.0,-78.0,30.81,-1.0,-1.0,2.794,0.28
02/01/2022 12:31:07.000000,-1.0,-1.0,11.923,34.05,835.67,0.68,0.0,-78.0,30.71,-1.0,-1.0,2.784,0.27
02/01/2022 12:34:06.000000,-1.0,-1.0,11.923,34.0,835.73,0.21,0.0,-78.0,30.8,-1.0,-1.0,2.756,0.21
02/01/2022 12:36:04.000000,-1.0,-1.0,12.082,34.01,835.75,0.0,0.0,-78.0,30.95,-1.0,-1.0,2.651,0.0
02/01/2022 12:38:07.000000,39.70832,-105.01197,11.923,34.14,835.76,0.0,0.0,-78.0,31.01,-1.0,-1.0,2.653,0.0
02/01/2022 12:45:08.000000,39.70833,-105.01195,11.914,34.35,835.89,0.17,0.0,-78.0,30.87,-1.0,-1.0,2.737,0.17
02/01/2022 12:55:15.000000,39.7083,-105.01194,12.053,35.06,835.94,0.66,0.11,-78.0,30.54,-1.0,-1.0,2.827,0.37
02/01/2022 13:02:16.000000,39.70831,-105.01192,11.894,35.32,835.95,0.39,0.02,-78.0,30.46,-1.0,-1.0,2.727,0.19
02/01/2022 13:04:08.000000,-1.0,-1.0,11.918,35.71,835.97,0.08,0.0,-78.0,30.24,-1.0,-1.0,2.631,0.03
02/01/2022 13:24:02.000000,-1.0,-1.0,12.038,38.24,836.1,0.75,0.28,-78.0,29.43,-1.0,-1.0,2.924,0.66
02/01/2022 13:38:05.000000,-1.0,-1.0,11.904,39.43,836.2,0.73,0.27,-78.0,29.17,-1.0,-1.0,2.834,0.52
02/01/2022 13:45:06.000000,-1.0,-1.0,11.899,38.33,836.12,1.81,0.89,-78.0,29.45,-1.0,-1.0,3.262,1.34
02/01/2022 13:52:08.000000,39.70834,-105.01194,11.99,39.03,836.08,1.69,1.02,-78.0,29.24,-1.0,-1.0,3.401,1.62
02/01/2022 14:09:15.000000,-1.0,-1.0,12.029,38.47,836.23,2.96,1.72,-78.0,29.11,-1.0,-1.0,3.971,2.69
02/01/2022 14:16:16.000000,39.70834,-105.01198,11.89,38.84,836.3,1.84,0.71,-78.0,29.13,-1.0,-1.0,3.257,1.36
02/01/2022 14:28:07.000000,39.70834,-105.01192,11.904,36.89,836.46,2.7,1.72,-78.0,30.09,-1.0,-1.0,4.008,2.67
02/01/2022 14:35:17.000000,39.70831,-105.01188,11.986,36.52,836.5,2.08,0.63,-78.0,30.75,-1.0,-1.0,3.388,1.46
02/01/2022 14:52:05.000000,-1.0,-1.0,11.966,34.93,836.55,2.27,1.49,-78.0,32.04,-1.0,-1.0,3.813,2.14
02/01/2022 15:06:08.000000,-1.0,-1.0,11.89,34.88,836.63,1.58,0.74,-78.0,32.67,-1.0,-1.0,3.475,1.46
02/01/2022 15:11:05.000000,-1.0,-1.0,11.87,34.86,836.66,1.5,0.32,-78.0,32.7,-1.0,-1.0,3.117,0.79
02/01/2022 15:18:08.000000,-1.0,-1.0,11.875,34.73,836.76,0.98,0.24,-78.0,32.93,-1.0,-1.0,2.902,0.37
02/01/2022 15:25:19.000000,39.70831,-105.0119,11.904,34.49,836.78,0.35,0.0,-78.0,33.26,-1.0,-1.0,2.906,0.35
02/01/2022 15:35:39.000000,39.70834,-105.01193,11.928,34.15,836.58,0.0,0.0,-78.0,32.72,-1.0,-1.0,2.696,0.0
02/01/2022 15:37:17.000000,39.70834,-105.01192,12.043,34.14,836.54,0.47,0.18,-78.0,32.89,-1.0,-1.0,2.8,0.18
02/01/2022 15:47:04.000000,39.70832,-105.0119,11.952,34.1,836.52,0.53,0.0,-78.0,33.49,-1.0,-1.0,2.793,0.12
02/01/2022 15:49:16.000000,-1.0,-1.0,11.962,33.75,836.5,0.35,0.05,-78.0,33.66,-1.0,-1.0,2.85,0.21
02/01/2022 16:01:07.000000,39.70832,-105.01191,11.942,32.38,836.61,0.0,0.0,-78.0,34.07,-1.0,-1.0,2.759,0.0
02/01/2022 16:04:10.000000,39.70833,-105.01191,12.062,32.35,836.57,0.35,0.22,-78.0,34.25,-1.0,-1.0,2.955,0.35
02/01/2022 16:06:03.000000,-1.0,-1.0,12.086,31.99,836.54,0.22,0.0,-78.0,34.24,-1.0,-1.0,2.811,0.08
02/01/2022 16:08:07.000000,-1.0,-1.0,11.957,31.92,836.49,0.07,0.0,-78.0,34.04,-1.0,-1.0,2.797,0.07
02/01/2022 16:15:09.000000,-1.0,-1.0,11.986,31.29,836.51,0.26,0.09,-78.0,34.5,-1.0,-1.0,2.921,0.26
02/01/2022 16:18:11.000000,39.70838,-105.01189,11.947,30.86,836.51,0.47,0.0,-78.0,34.68,-1.0,-1.0,2.79,0.0
02/01/2022 16:20:14.000000,-1.0,-1.0,11.957,30.71,836.49,0.23,0.0,-78.0,34.84,-1.0,-1.0,2.921,0.23
02/01/2022 16:30:13.000000,39.70803,-105.01174,11.957,31.02,836.54,0.28,0.06,-78.0,35.04,-1.0,-1.0,2.955,0.28
02/01/2022 16:32:04.000000,-1.0,-1.0,11.986,30.96,836.53,0.67,0.15,-78.0,35.02,-1.0,-1.0,3.035,0.43
02/01/2022 16:34:06.000000,39.70833,-105.01189,11.976,30.97,836.51,0.19,0.0,-78.0,35.14,-1.0,-1.0,2.912,0.19
02/01/2022 16:41:03.000000,39.70831,-105.01189,11.986,30.71,836.51,0.33,0.07,-78.0,35.67,-1.0,-1.0,3.01,0.33
02/01/2022 16:44:01.000000,39.7083,-105.01191,12.086,30.35,836.43,0.12,0.0,-78.0,35.85,-1.0,-1.0,2.906,0.12
02/01/2022 16:46:03.000000,-1.0,-1.0,11.981,30.07,836.43,0.12,0.0,-78.0,35.9,-1.0,-1.0,2.861,0.03
02/01/2022 17:22:04.000000,-1.0,-1.0,12.216,27.91,836.33,0.0,0.0,-78.0,38.16,-1.0,-1.0,2.948,0.0
02/01/2022 17:24:07.000000,39.70829,-105.0119,12.24,27.45,836.31,0.0,0.0,-78.0,38.38,-1.0,-1.0,2.959,0.0
02/01/2022 17:34:04.000000,-1.0,-1.0,12.178,26.59,836.23,0.0,0.0,-78.0,39.63,-1.0,-1.0,3.015,0.0
02/01/2022 17:43:09.000000,-1.0,-1.0,12.24,25.33,836.08,0.15,0.01,-78.0,41.17,-1.0,-1.0,3.166,0.15
02/01/2022 17:46:12.000000,-1.0,-1.0,12.158,24.85,835.94,0.16,0.1,-78.0,41.74,-1.0,-1.0,3.197,0.16
02/01/2022 17:48:14.000000,39.70832,-105.01193,12.346,24.62,835.91,0.3,0.0,-78.0,42.02,-1.0,-1.0,3.14,0.03
02/01/2022 18:07:17.000000,-1.0,-1.0,12.302,23.08,835.69,0.0,0.0,-78.0,42.67,-1.0,-1.0,3.157,0.0
02/01/2022 18:14:20.000000,-1.0,-1.0,12.264,22.21,835.49,0.0,0.0,-78.0,43.16,-1.0,-1.0,3.18,0.0
02/01/2022 18:24:04.000000,-1.0,-1.0,12.23,21.8,835.33,0.03,0.0,-78.0,44.67,-1.0,-1.0,3.262,0.03
02/01/2022 18:26:08.000000,-1.0,-1.0,12.235,21.37,835.29,0.16,0.0,-78.0,44.87,-1.0,-1.0,3.342,0.16
02/01/2022 18:29:13.000000,39.70837,-105.01192,12.211,22.24,835.23,0.73,0.0,-78.0,43.75,-1.0,-1.0,3.286,0.15
02/01/2022 18:31:03.000000,-1.0,-1.0,12.245,22.49,835.21,0.38,0.05,-78.0,43.33,-1.0,-1.0,3.278,0.17
02/01/2022 18:33:07.000000,-1.0,-1.0,12.394,22.09,835.16,0.08,0.0,-78.0,43.64,-1.0,-1.0,3.244,0.08
02/01/2022 19:07:02.000000,-1.0,-1.0,12.264,22.68,834.47,0.33,0.07,-78.0,44.12,-1.0,-1.0,3.279,0.11
02/01/2022 19:09:05.000000,39.70838,-105.01189,12.288,22.49,834.39,0.94,0.15,-78.0,43.56,-1.0,-1.0,3.427,0.43
02/01/2022 19:31:11.000000,39.70828,-105.0121,12.192,30.79,834.02,0.43,0.08,-78.0,37.04,-1.0,-1.0,2.999,0.2
02/01/2022 19:33:03.000000,-1.0,-1.0,12.341,31.05,834.05,0.52,0.08,-78.0,36.74,-1.0,-1.0,3.157,0.52
02/01/2022 19:45:03.000000,-1.0,-1.0,12.302,31.96,834.03,1.88,0.68,-78.0,36.74,-1.0,-1.0,3.787,1.7
02/01/2022 19:47:08.000000,39.7083,-105.01187,12.173,31.97,834.03,0.75,0.43,-78.0,36.63,-1.0,-1.0,3.16,0.54
02/01/2022 20:21:03.000000,-1.0,-1.0,12.293,31.95,833.71,0.66,0.61,-78.0,37.46,-1.0,-1.0,3.259,0.66
02/01/2022 20:23:16.000000,39.70835,-105.01191,12.398,32.79,833.69,0.82,0.31,-78.0,37.01,-1.0,-1.0,3.248,0.68
02/01/2022 20:26:09.000000,-1.0,-1.0,12.278,32.81,833.69,1.33,0.83,-78.0,37.26,-1.0,-1.0,3.414,0.97
02/01/2022 20:28:03.000000,-1.0,-1.0,12.403,33.12,833.7,1.49,0.77,-78.0,37.16,-1.0,-1.0,3.549,1.23
02/01/2022 20:35:04.000000,39.70831,-105.01191,12.274,32.46,833.63,1.27,0.93,-78.0,37.44,-1.0,-1.0,3.584,1.27
02/01/2022 20:52:12.000000,-1.0,-1.0,12.355,35.54,833.75,2.02,0.99,-78.0,35.78,-1.0,-1.0,3.884,1.98
02/01/2022 20:54:05.000000,-1.0,-1.0,12.24,34.98,833.74,1.29,0.82,-78.0,35.9,-1.0,-1.0,3.521,1.29
02/01/2022 20:59:03.000000,-1.0,-1.0,12.302,34.97,833.76,1.38,1.04,-78.0,35.71,-1.0,-1.0,3.561,1.38
02/01/2022 21:01:06.000000,-1.0,-1.0,12.23,35.04,833.76,1.44,1.04,-78.0,35.27,-1.0,-1.0,3.446,1.2
02/01/2022 21:06:04.000000,-1.0,-1.0,12.24,36.12,833.74,2.08,1.04,-78.0,34.63,-1.0,-1.0,3.608,1.56
02/01/2022 21:11:01.000000,-1.0,-1.0,12.254,36.74,833.68,1.7,1.1,-78.0,34.5,-1.0,-1.0,3.493,1.36
02/01/2022 21:13:13.000000,-1.0,-1.0,12.283,37.08,833.74,1.71,1.22,-78.0,34.54,-1.0,-1.0,3.681,1.71
