InstrumentName, I-25 Denver,,
StartTime, 2022-02-01 00:00:00,,
EndTime, 2022-02-28 23:59:59,,
Date,CO,NO2,PM2.5
02/01/2022 00:00:00.000000,0.407,32.0,5.8
02/01/2022 01:00:00.000000,0.491,30.0,5.6
02/01/2022 02:00:00.000000,0.588,40.0,7.6
02/01/2022 03:00:00.000000,0.521,38.0,6.1
02/01/2022 05:00:00.000000,0.154,11.0,2.6
02/01/2022 06:00:00.000000,0.262,23.0,3.1
02/01/2022 07:00:00.000000,0.363,37.0,4.9
02/01/2022 08:00:00.000000,0.301,30.0,3.6
02/01/2022 10:00:00.000000,0.227,11.0,3.0
02/01/2022 11:00:00.000000,0.261,13.0,2.5
02/01/2022 12:00:00.000000,0.362,24.0,3.3
02/01/2022 13:00:00.000000,0.658,42.0,5.4
02/01/2022 14:00:00.000000,0.655,43.0,5.2
02/01/2022 15:00:00.000000,0.263,17.0,3.4
02/01/2022 16:00:00.000000,0.192,10.0,4.4
02/01/2022 17:00:00.000000,0.21,9.0,4.3
02/01/2022 18:00:00.000000,0.225,10.0,3.3
02/01/2022 19:00:00.000000,0.314,18.0,4.8
02/01/2022 20:00:00.000000,0.258,16.0,4.2
02/01/2022 21:00:00.000000,0.324,20.0,9.5
02/01/2022 22:00:00.000000,0.424,27.0,2.7
02/01/2022 23:00:00.000000,0.405,28.0,2.9
02/02/2022 00:00:00.000000,0.316,24.0,3.0
02/02/2022 01:00:00.000000,0.234,18.0,1.8
02/02/2022 02:00:00.000000,0.225,14.0,1.6
02/02/2022 03:00:00.000000,0.198,11.0,2.2
02/02/2022 05:00:00.000000,0.186,17.0,4.0
02/02/2022 06:00:00.000000,0.149,9.0,2.9
02/02/2022 07:00:00.000000,0.162,10.0,2.6
02/02/2022 08:00:00.000000,0.168,7.0,1.7
02/02/2022 10:00:00.000000,0.147,6.0,1.3
02/02/2022 11:00:00.000000,0.166,9.0,3.9
02/02/2022 12:00:00.000000,0.184,10.0,1.8
02/02/2022 13:00:00.000000,0.241,12.0,4.7
02/02/2022 14:00:00.000000,0.278,15.0,2.7
02/02/2022 15:00:00.000000,0.254,14.0,3.7
02/02/2022 16:00:00.000000,0.217,13.0,3.2
02/02/2022 17:00:00.000000,0.224,15.0,5.2
02/02/2022 18:00:00.000000,0.203,14.0,4.2
02/02/2022 19:00:00.000000,0.192,12.0,4.5
02/02/2022 20:00:00.000000,0.273,12.0,8.0
02/02/2022 21:00:00.000000,0.275,14.0,6.8
02/02/2022 22:00:00.000000,0.284,13.0,8.9
02/02/2022 23:00:00.000000,0.268,11.0,4.5
02/03/2022 00:00:00.000000,0.249,13.0,6.9
02/03/2022 01:00:00.000000,0.271,18.0,2.6
02/03/2022 02:00:00.000000,0.205,19.0,3.0
02/03/2022 05:00:00.000000,0.372,40.0,4.1
02/03/2022 06:00:00.000000,0.362,32.0,4.3
02/03/2022 07:00:00.000000,0.303,30.0,6.0
02/03/2022 08:00:00.000000,0.277,26.0,6.2
02/03/2022 10:00:00.000000,0.364,39.0,6.8
02/03/2022 11:00:00.000000,0.394,37.0,8.5
02/03/2022 12:00:00.000000,0.403,33.0,8.5
02/03/2022 13:00:00.000000,0.542,39.0,9.6
02/03/2022 14:00:00.000000,0.652,37.0,10.1
02/03/2022 15:00:00.000000,0.626,32.0,10.6
02/03/2022 16:00:00.000000,0.608,28.0,10.7
02/03/2022 17:00:00.000000,0.442,21.0,8.2
02/03/2022 18:00:00.000000,0.389,16.0,7.6
02/03/2022 19:00:00.000000,0.32,15.0,6.4
02/03/2022 20:00:00.000000,0.469,29.0,9.4
02/03/2022 21:00:00.000000,0.644,44.0,13.6
02/03/2022 22:00:00.000000,0.635,48.0,13.7
02/03/2022 23:00:00.000000,0.7,54.0,15.3
02/04/2022 00:00:00.000000,0.749,62.0,15.9
02/04/2022 01:00:00.000000,0.961,62.0,17.8
02/04/2022 02:00:00.000000,1.058,62.0,20.0
02/04/2022 04:00:00.000000,1.404,,23.2
02/04/2022 05:00:00.000000,0.626,48.0,9.0
02/04/2022 06:00:00.000000,0.43,50.0,7.7
02/04/2022 07:00:00.000000,0.425,52.0,7.1
02/04/2022 08:00:00.000000,0.465,49.0,7.1
02/04/2022 10:00:00.000000,0.714,49.0,7.7
02/04/2022 11:00:00.000000,0.797,51.0,8.9
02/04/2022 12:00:00.000000,1.061,53.0,7.7
02/04/2022 13:00:00.000000,1.331,54.0,7.3
02/04/2022 14:00:00.000000,1.372,52.0,7.5
02/04/2022 15:00:00.000000,1.034,42.0,5.5
02/04/2022 16:00:00.000000,0.399,26.0,4.0
02/04/2022 17:00:00.000000,0.348,21.0,4.7
02/04/2022 18:00:00.000000,0.339,19.0,5.1
02/04/2022 19:00:00.000000,0.345,20.0,4.8
02/04/2022 20:00:00.000000,0.35,20.0,4.5
02/04/2022 21:00:00.000000,0.292,14.0,2.7
02/04/2022 22:00:00.000000,0.29,20.0,2.9
02/04/2022 23:00:00.000000,0.397,30.0,3.3
02/05/2022 00:00:00.000000,0.864,45.0,5.3
02/05/2022 01:00:00.000000,0.903,52.0,6.0
02/05/2022 02:00:00.000000,1.039,54.0,6.6
02/05/2022 03:00:00.000000,0.634,50.0,5.2
02/05/2022 04:00:00.000000,0.603,,7.3
02/05/2022 05:00:00.000000,0.534,49.0,4.9
02/05/2022 06:00:00.000000,0.902,51.0,6.9
02/05/2022 07:00:00.000000,0.96,50.0,6.9
02/05/2022 08:00:00.000000,0.946,50.0,6.6
02/05/2022 10:00:00.000000,0.899,49.0,5.1
02/05/2022 11:00:00.000000,0.572,51.0,3.5
02/05/2022 12:00:00.000000,0.476,49.0,4.0
02/05/2022 13:00:00.000000,0.741,52.0,4.7
02/05/2022 14:00:00.000000,0.881,52.0,4.5
02/05/2022 15:00:00.000000,0.826,49.0,5.7
02/05/2022 16:00:00.000000,0.514,39.0,6.5
02/05/2022 17:00:00.000000,0.637,36.0,11.9
02/05/2022 18:00:00.000000,0.429,13.0,7.3
02/05/2022 19:00:00.000000,0.344,12.0,7.0
02/05/2022 20:00:00.000000,0.34,13.0,6.7
02/05/2022 21:00:00.000000,0.329,10.0,3.7
02/05/2022 22:00:00.000000,0.326,9.0,3.4
02/05/2022 23:00:00.000000,0.366,12.0,4.0
02/06/2022 00:00:00.000000,0.402,13.0,3.7
02/06/2022 01:00:00.000000,0.568,17.0,3.9
02/06/2022 03:00:00.000000,0.477,30.0,4.6
02/06/2022 04:00:00.000000,0.597,,4.7
02/06/2022 05:00:00.000000,0.431,36.0,4.7
02/06/2022 06:00:00.000000,0.553,36.0,4.2
02/06/2022 07:00:00.000000,0.257,17.0,1.9
02/06/2022 08:00:00.000000,0.284,24.0,2.1
02/06/2022 10:00:00.000000,0.238,15.0,1.3
02/06/2022 11:00:00.000000,0.256,13.0,1.0
02/06/2022 12:00:00.000000,0.246,13.0,1.0
02/06/2022 13:00:00.000000,0.3,15.0,1.0
02/06/2022 14:00:00.000000,0.556,30.0,1.7
02/06/2022 15:00:00.000000,0.447,19.0,1.7
02/06/2022 16:00:00.000000,0.214,10.0,1.2
02/06/2022 17:00:00.000000,0.214,7.0,1.5
02/06/2022 18:00:00.000000,0.23,6.0,1.5
02/06/2022 19:00:00.000000,0.324,10.0,2.4
02/06/2022 20:00:00.000000,0.259,7.0,2.0
