InstrumentName, STRIVE-Prep New (AD6C1FJJ),,,,,,,,,
StartTime, 2022-02-01 00:00:00,,,,,,,,,
EndTime, 2022-02-28 23:59:59,,,,,,,,,
Date,no2Conc,pm10ConcMass,pm10ConcNum,pm1ConcMass,pm1ConcNum,pm2_5ConcMass,pm2_5ConcMass_p,pm2_5ConcNum,relHumid,temperature
02/01/2022 00:01:43.000000,32.05,7.1,7.44,2.95,7.07,4.62,9.566,7.34,20.53,13.6
02/01/2022 00:18:56.000000,23.11,7.33,7.25,2.71,6.92,4.52,9.302,7.17,20.88,11.76
02/01/2022 00:36:10.000000,21.92,8.1,6.68,2.76,6.35,5.24,9.437,6.61,20.89,10.28
02/01/2022 00:53:23.000000,19.17,4.73,3.0,0.62,2.83,1.08,7.755,2.91,20.7,9.65
02/01/2022 01:10:37.000000,29.49,8.86,6.21,2.57,5.93,4.57,8.61,6.13,24.38,8.69
02/01/2022 01:27:51.000000,25.73,7.31,5.76,2.42,5.45,3.85,8.034,5.68,26.22,7.89
02/01/2022 01:45:06.000000,26.44,9.69,7.97,3.42,7.6,6.04,8.751,7.89,26.61,6.87
02/01/2022 02:02:20.000000,29.98,11.67,7.11,3.0,6.7,6.14,8.56,7.02,27.82,5.97
02/01/2022 02:19:35.000000,28.07,7.88,5.34,2.23,5.04,4.19,7.6,5.26,29.03,5.46
02/01/2022 02:36:49.000000,25.76,8.24,5.45,2.43,5.13,4.38,7.555,5.35,29.44,4.73
02/01/2022 02:54:04.000000,22.16,9.33,4.63,1.62,4.29,3.81,7.336,4.54,29.06,4.35
02/01/2022 03:11:19.000000,23.11,8.24,4.71,1.81,4.42,3.67,7.118,4.63,29.97,3.78
02/01/2022 03:28:33.000000,20.53,5.23,2.5,0.42,2.34,1.19,6.029,2.43,30.99,3.85
02/01/2022 03:45:48.000000,18.65,5.04,2.21,0.0,2.05,1.0,6.057,2.14,30.28,4.06
02/01/2022 04:03:02.000000,24.06,7.62,4.45,1.48,4.16,3.29,6.579,4.37,33.0,3.39
02/01/2022 04:20:16.000000,25.62,7.85,4.55,1.58,4.27,3.58,6.461,4.46,34.61,2.93
02/01/2022 04:37:31.000000,20.26,4.08,1.86,0.0,1.73,1.0,5.499,1.78,34.51,3.37
02/01/2022 04:54:45.000000,18.49,3.48,1.46,0.0,1.34,0.43,5.147,1.38,35.63,3.39
02/01/2022 05:12:00.000000,21.81,5.23,2.1,0.04,1.92,1.38,5.26,2.01,37.35,2.76
02/01/2022 05:29:15.000000,21.61,5.14,2.52,0.76,2.33,1.19,4.929,2.47,39.31,2.47
02/01/2022 05:46:29.000000,22.94,5.0,1.88,0.0,1.73,0.62,4.496,1.8,40.91,2.24
02/01/2022 06:03:44.000000,20.89,4.73,2.16,0.0,2.01,0.81,4.379,2.09,42.43,2.07
02/01/2022 06:20:59.000000,19.36,4.71,2.48,0.19,2.29,1.29,4.42,2.41,43.44,1.76
02/01/2022 06:38:13.000000,19.76,5.57,2.5,0.43,2.32,1.19,4.194,2.43,44.71,1.36
02/01/2022 06:55:28.000000,25.81,6.24,2.79,0.43,2.59,1.48,4.062,2.7,46.32,0.75
02/01/2022 07:12:43.000000,25.44,6.08,2.8,0.58,2.59,1.65,3.883,2.71,47.88,0.1
02/01/2022 07:29:57.000000,27.97,6.04,2.58,0.19,2.37,2.19,3.719,2.49,50.41,-0.75
02/01/2022 07:47:12.000000,30.62,4.85,2.64,0.38,2.47,0.81,2.931,2.58,52.01,-1.34
02/01/2022 08:04:27.000000,27.6,6.14,2.14,0.05,2.0,0.67,2.647,2.06,53.64,-1.74
02/01/2022 08:21:42.000000,24.96,6.38,2.47,0.24,2.29,1.62,3.149,2.39,53.03,-1.17
02/01/2022 08:38:57.000000,25.77,6.38,2.3,0.0,2.11,1.77,3.293,2.22,52.41,-1.04
02/01/2022 08:56:12.000000,21.51,5.24,1.93,0.0,1.8,0.62,2.8,1.86,52.76,-1.03
02/01/2022 09:13:27.000000,18.83,4.5,1.62,0.0,1.5,0.04,2.71,1.56,51.65,-0.92
02/01/2022 09:30:42.000000,16.47,4.86,1.54,0.0,1.42,0.43,3.112,1.46,49.49,-0.94
02/01/2022 09:47:57.000000,16.08,3.08,1.27,0.0,1.18,0.0,3.029,1.21,48.65,-1.04
02/01/2022 10:05:13.000000,12.32,4.57,1.02,0.0,0.92,0.0,3.392,0.96,45.38,-1.19
02/01/2022 10:22:28.000000,12.16,4.46,1.07,0.0,0.97,0.0,3.553,1.02,43.81,-1.4
02/01/2022 10:39:43.000000,10.01,3.27,0.72,0.0,0.64,0.0,3.974,0.67,40.01,-1.58
02/01/2022 10:56:58.000000,9.24,3.27,0.67,0.0,0.58,0.0,4.097,0.6,38.66,-1.91
02/01/2022 11:14:13.000000,10.97,4.42,0.99,0.0,0.9,0.0,3.859,0.93,40.24,-2.46
02/01/2022 11:31:28.000000,13.95,8.57,2.41,0.62,2.26,1.19,4.13,2.33,41.29,-3.24
02/01/2022 11:48:43.000000,13.09,3.48,0.76,0.0,0.68,0.0,3.429,0.7,43.51,-2.98
02/01/2022 12:06:00.000000,13.85,3.27,0.64,0.0,0.56,0.0,3.304,0.58,44.55,-3.03
02/01/2022 12:23:16.000000,15.59,4.0,1.23,0.0,1.14,0.0,3.165,1.17,45.57,-3.24
02/01/2022 12:40:31.000000,17.26,3.31,1.03,0.0,0.91,0.04,2.999,0.97,46.9,-3.52
02/01/2022 12:57:53.000000,22.66,4.76,1.46,0.0,1.34,0.57,3.02,1.4,48.12,-4.0
02/01/2022 13:15:08.000000,23.41,4.86,1.24,0.0,1.09,0.29,2.71,1.18,49.46,-4.44
02/01/2022 13:32:23.000000,25.39,6.76,2.25,0.24,2.06,2.43,3.288,2.16,51.56,-4.68
02/01/2022 13:49:39.000000,28.64,6.38,2.0,0.0,1.87,1.38,2.79,1.95,50.91,-4.82
02/01/2022 14:06:55.000000,31.36,7.65,2.42,0.19,2.24,1.65,2.833,2.34,51.36,-4.95
02/01/2022 14:24:10.000000,30.33,6.85,1.92,0.0,1.78,0.23,2.33,1.84,51.03,-4.72
02/01/2022 14:41:26.000000,31.76,7.29,1.92,0.0,1.77,0.81,2.693,1.82,50.25,-4.3
02/01/2022 14:58:41.000000,33.89,9.31,2.68,0.42,2.44,3.08,3.679,2.58,50.12,-3.66
02/01/2022 15:15:56.000000,29.49,8.31,1.8,0.0,1.65,0.81,2.833,1.74,50.13,-3.11
02/01/2022 15:33:12.000000,21.83,4.19,1.13,0.0,1.04,0.0,2.616,1.07,49.65,-2.63
02/01/2022 15:50:27.000000,16.8,3.88,0.81,0.0,0.71,0.0,2.879,0.76,47.74,-2.19
02/01/2022 16:07:43.000000,13.4,3.85,0.86,0.0,0.78,0.0,3.071,0.81,46.34,-1.87
02/01/2022 16:24:58.000000,13.7,3.81,0.77,0.0,0.68,0.0,3.285,0.7,44.67,-1.63
02/01/2022 16:42:14.000000,12.51,3.62,0.67,0.0,0.56,0.0,3.384,0.6,44.01,-1.4
02/01/2022 16:59:29.000000,11.77,3.9,0.78,0.0,0.69,0.0,3.62,0.73,42.24,-1.06
02/01/2022 17:16:44.000000,11.16,4.65,0.9,0.0,0.81,0.23,3.77,0.82,42.13,-0.62
02/01/2022 17:34:00.000000,10.27,2.73,0.86,0.0,0.79,0.0,3.904,0.81,40.88,0.17
02/01/2022 17:51:16.000000,10.6,3.46,0.96,0.0,0.86,0.0,4.145,0.88,39.29,0.75
02/01/2022 18:08:31.000000,10.43,2.92,0.77,0.0,0.68,0.04,4.381,0.7,37.94,1.39
02/01/2022 18:25:46.000000,7.38,3.24,1.29,0.0,1.2,0.19,4.879,1.23,34.94,2.32
02/01/2022 18:43:01.000000,7.9,3.24,0.81,0.0,0.71,0.0,4.919,0.74,34.85,3.32
02/01/2022 19:00:16.000000,7.61,3.08,1.66,0.0,1.55,0.19,5.092,1.61,34.43,3.79
02/01/2022 19:17:31.000000,15.99,3.96,1.71,0.04,1.56,1.0,5.07,1.63,36.96,3.24
02/01/2022 19:34:46.000000,13.68,4.23,1.22,0.0,1.1,0.0,4.456,1.16,38.26,2.58
02/01/2022 19:52:01.000000,14.58,3.27,1.33,0.0,1.23,0.0,4.096,1.27,40.62,1.7
02/01/2022 20:09:16.000000,14.21,3.81,1.32,0.0,1.22,0.0,3.845,1.26,42.35,1.18
02/01/2022 20:26:31.000000,16.39,4.08,2.01,0.23,1.87,0.81,3.937,1.95,44.16,0.93
02/01/2022 20:43:46.000000,17.33,3.1,1.7,0.19,1.57,0.43,3.723,1.64,44.74,0.96
02/01/2022 21:01:01.000000,15.26,3.81,1.61,0.0,1.53,0.38,3.473,1.55,46.15,0.29
02/01/2022 21:18:16.000000,15.66,4.62,2.04,0.0,1.84,0.96,3.445,1.97,48.11,-0.06
02/01/2022 21:35:32.000000,19.41,5.85,2.36,0.0,2.21,1.0,2.778,2.28,53.63,-0.62
02/01/2022 21:52:47.000000,25.56,5.81,2.55,0.38,2.38,0.86,1.899,2.47,60.39,-1.19
02/01/2022 22:10:03.000000,29.09,5.76,3.7,1.76,3.56,2.14,1.911,3.66,64.26,-1.75
02/01/2022 22:27:18.000000,29.78,7.71,4.3,1.38,4.08,3.52,2.096,4.23,67.1,-2.16
02/01/2022 22:44:33.000000,27.32,6.9,3.3,0.81,3.09,3.05,1.563,3.21,69.75,-2.6
02/01/2022 23:01:48.000000,29.93,9.62,3.77,0.85,3.53,3.23,1.503,3.67,70.65,-2.88
02/01/2022 23:19:03.000000,32.93,7.81,4.2,1.43,3.91,3.81,1.408,4.14,73.36,-3.07
02/01/2022 23:36:18.000000,30.3,8.48,3.5,1.19,3.31,2.95,1.246,3.41,71.64,-3.2
02/01/2022 23:53:33.000000,27.4,7.33,3.41,1.0,3.21,2.33,0.905,3.34,72.3,-3.39
02/02/2022 00:10:49.000000,29.83,12.04,5.24,2.58,4.89,5.77,1.997,5.14,74.66,-3.48
02/02/2022 00:28:04.000000,24.04,9.0,4.33,1.38,4.03,4.77,1.495,4.25,75.52,-3.55
02/02/2022 00:45:19.000000,22.21,8.42,3.07,0.81,2.83,2.58,0.706,2.96,74.7,-3.65
02/02/2022 01:02:35.000000,18.92,7.62,3.54,1.38,3.28,3.24,0.83,3.46,75.87,-3.71
02/02/2022 01:19:50.000000,24.39,6.48,3.27,0.67,3.06,2.86,0.601,3.2,76.49,-3.78
02/02/2022 01:37:05.000000,17.47,7.86,3.4,1.57,3.22,3.1,0.763,3.33,75.74,-3.95
02/02/2022 01:54:21.000000,16.71,9.19,4.05,2.1,3.76,4.24,1.151,3.97,76.19,-4.09
02/02/2022 02:11:36.000000,17.77,5.38,2.34,0.23,2.16,0.81,-0.293,2.28,76.8,-4.19
02/02/2022 02:28:51.000000,20.45,11.73,5.0,2.77,4.69,5.85,1.633,4.89,77.45,-4.24
02/02/2022 02:46:07.000000,20.51,10.38,4.4,2.29,4.14,3.95,0.794,4.34,78.19,-4.24
