InstrumentName, La Casa,,,,
StartTime, 2019-12-01 00:00:00,,,,
EndTime, 2019-12-31 23:59:59,,,,
Date,CO,NO2,O3,PM10,SO2
12/01/2019 00:00:00.000000,0.1,10.0,34.0,12.9,0.0
12/01/2019 01:00:00.000000,0.2,28.0,14.0,15.7,0.0
12/01/2019 02:00:00.000000,0.2,31.0,9.0,17.0,0.0
12/01/2019 03:00:00.000000,0.3,35.0,4.0,16.4,0.0
12/01/2019 04:00:00.000000,0.3,,7.0,17.0,0.0
12/01/2019 05:00:00.000000,0.4,36.0,3.0,18.3,0.0
12/01/2019 06:00:00.000000,0.4,38.0,1.0,18.4,0.0
12/01/2019 07:00:00.000000,0.6,41.0,0.0,20.4,
12/01/2019 08:00:00.000000,0.5,38.0,2.0,18.2,1.0
12/01/2019 09:00:00.000000,0.3,36.0,3.0,12.1,0.0
12/01/2019 10:00:00.000000,0.6,41.0,0.0,12.7,0.0
12/01/2019 11:00:00.000000,0.6,43.0,0.0,12.4,1.0
12/01/2019 12:00:00.000000,0.4,42.0,1.0,10.3,0.0
12/01/2019 13:00:00.000000,0.4,43.0,1.0,8.4,0.0
12/01/2019 14:00:00.000000,0.2,32.0,11.0,7.0,0.0
12/01/2019 15:00:00.000000,0.3,28.0,18.0,8.7,0.0
12/01/2019 16:00:00.000000,0.4,29.0,21.0,10.6,0.0
12/01/2019 17:00:00.000000,0.6,48.0,12.0,67.0,5.0
12/01/2019 18:00:00.000000,0.5,40.0,16.0,28.9,4.0
12/01/2019 19:00:00.000000,0.5,36.0,18.0,32.6,1.0
12/01/2019 20:00:00.000000,0.4,31.0,22.0,44.9,1.0
12/01/2019 21:00:00.000000,0.4,33.0,21.0,28.4,1.0
12/01/2019 22:00:00.000000,0.3,34.0,20.0,23.5,0.0
12/01/2019 23:00:00.000000,0.3,42.0,11.0,24.2,0.0
12/02/2019 00:00:00.000000,0.6,48.0,1.0,24.3,0.0
12/02/2019 01:00:00.000000,0.9,48.0,0.0,25.1,1.0
12/02/2019 02:00:00.000000,0.9,50.0,1.0,27.0,1.0
12/02/2019 03:00:00.000000,1.0,51.0,1.0,35.5,2.0
12/02/2019 04:00:00.000000,1.1,,1.0,29.5,2.0
12/02/2019 05:00:00.000000,1.2,53.0,0.0,31.5,3.0
12/02/2019 06:00:00.000000,1.6,52.0,1.0,40.2,3.0
12/02/2019 07:00:00.000000,1.5,52.0,1.0,42.7,
12/02/2019 08:00:00.000000,1.4,50.0,1.0,41.4,3.0
12/02/2019 09:00:00.000000,1.2,49.0,0.0,36.5,3.0
12/02/2019 10:00:00.000000,1.0,48.0,0.0,30.4,2.0
12/02/2019 11:00:00.000000,0.9,48.0,0.0,26.9,2.0
12/02/2019 12:00:00.000000,0.9,47.0,0.0,23.0,2.0
12/02/2019 13:00:00.000000,1.2,49.0,0.0,23.0,3.0
12/02/2019 14:00:00.000000,1.2,47.0,1.0,16.8,2.0
12/02/2019 15:00:00.000000,1.3,51.0,4.0,22.7,3.0
12/02/2019 16:00:00.000000,0.8,45.0,10.0,21.6,3.0
12/02/2019 17:00:00.000000,0.3,22.0,24.0,15.5,1.0
12/02/2019 18:00:00.000000,0.6,39.0,18.0,33.2,1.0
12/02/2019 19:00:00.000000,0.6,43.0,18.0,52.4,1.0
12/02/2019 20:00:00.000000,0.6,49.0,15.0,59.1,2.0
12/02/2019 21:00:00.000000,0.4,41.0,18.0,39.9,1.0
12/02/2019 22:00:00.000000,0.4,45.0,15.0,43.9,1.0
12/02/2019 23:00:00.000000,0.6,56.0,3.0,40.3,1.0
12/03/2019 00:00:00.000000,0.8,54.0,0.0,29.5,1.0
12/03/2019 01:00:00.000000,1.0,54.0,0.0,33.2,1.0
12/03/2019 02:00:00.000000,1.2,56.0,0.0,44.1,2.0
12/03/2019 03:00:00.000000,1.5,52.0,0.0,44.0,2.0
12/03/2019 04:00:00.000000,1.1,,0.0,37.4,3.0
12/03/2019 05:00:00.000000,1.1,50.0,0.0,35.7,3.0
12/03/2019 06:00:00.000000,0.6,44.0,0.0,20.1,1.0
12/03/2019 07:00:00.000000,0.5,42.0,0.0,15.5,
12/03/2019 08:00:00.000000,0.4,45.0,0.0,14.1,1.0
12/03/2019 09:00:00.000000,0.3,42.0,2.0,12.3,0.0
12/03/2019 10:00:00.000000,0.3,43.0,1.0,10.2,0.0
12/03/2019 11:00:00.000000,0.3,41.0,2.0,8.6,0.0
12/03/2019 12:00:00.000000,0.3,31.0,13.0,9.0,0.0
12/03/2019 13:00:00.000000,0.1,5.0,39.0,4.3,0.0
12/03/2019 14:00:00.000000,0.1,6.0,39.0,4.4,0.0
12/03/2019 15:00:00.000000,0.1,6.0,39.0,5.7,0.0
12/03/2019 16:00:00.000000,0.1,7.0,39.0,4.6,0.0
12/03/2019 17:00:00.000000,0.1,7.0,39.0,5.9,0.0
12/03/2019 18:00:00.000000,0.1,6.0,40.0,7.6,0.0
12/03/2019 19:00:00.000000,0.1,7.0,40.0,7.5,0.0
12/03/2019 20:00:00.000000,0.1,7.0,41.0,9.0,0.0
12/03/2019 21:00:00.000000,0.1,7.0,41.0,8.1,0.0
12/03/2019 22:00:00.000000,0.2,13.0,36.0,11.9,0.0
12/03/2019 23:00:00.000000,0.2,12.0,36.0,11.8,0.0
12/04/2019 00:00:00.000000,0.4,31.0,16.0,16.8,0.0
12/04/2019 01:00:00.000000,0.6,37.0,10.0,23.9,0.0
12/04/2019 02:00:00.000000,1.0,44.0,0.0,34.1,2.0
12/04/2019 03:00:00.000000,0.8,42.0,0.0,23.5,2.0
12/04/2019 04:00:00.000000,0.9,,1.0,24.1,1.0
12/04/2019 05:00:00.000000,0.7,41.0,0.0,18.3,1.0
12/04/2019 06:00:00.000000,0.6,40.0,0.0,17.6,1.0
12/04/2019 07:00:00.000000,0.3,36.0,3.0,10.9,
12/04/2019 08:00:00.000000,0.2,26.0,13.0,8.0,0.0
12/04/2019 09:00:00.000000,0.2,24.0,16.0,6.1,0.0
12/04/2019 10:00:00.000000,0.2,33.0,7.0,7.2,0.0
12/04/2019 11:00:00.000000,0.2,29.0,12.0,6.9,0.0
12/04/2019 12:00:00.000000,0.3,38.0,3.0,8.7,0.0
12/04/2019 13:00:00.000000,0.6,40.0,1.0,13.0,0.0
12/04/2019 14:00:00.000000,1.0,42.0,1.0,23.1,1.0
12/04/2019 15:00:00.000000,1.3,46.0,2.0,32.3,3.0
12/04/2019 16:00:00.000000,0.6,39.0,8.0,29.8,2.0
12/04/2019 17:00:00.000000,0.6,40.0,10.0,32.5,1.0
12/04/2019 18:00:00.000000,0.4,32.0,19.0,28.8,1.0
12/04/2019 19:00:00.000000,0.4,31.0,20.0,31.3,1.0
12/04/2019 20:00:00.000000,0.8,51.0,9.0,66.4,2.0
12/04/2019 21:00:00.000000,0.8,52.0,7.0,84.5,3.0
12/04/2019 22:00:00.000000,0.7,54.0,4.0,83.6,3.0
12/04/2019 23:00:00.000000,0.9,60.0,1.0,87.7,3.0
12/05/2019 00:00:00.000000,1.2,55.0,0.0,83.4,3.0
12/05/2019 01:00:00.000000,0.7,47.0,0.0,51.1,1.0
12/05/2019 02:00:00.000000,0.8,49.0,0.0,68.8,2.0
12/05/2019 03:00:00.000000,1.0,47.0,0.0,63.9,2.0
12/05/2019 04:00:00.000000,1.0,,0.0,60.7,3.0
12/05/2019 05:00:00.000000,1.1,47.0,0.0,56.0,3.0
12/05/2019 06:00:00.000000,1.0,40.0,0.0,38.6,3.0
12/05/2019 07:00:00.000000,0.7,34.0,0.0,23.1,
12/05/2019 08:00:00.000000,0.5,33.0,0.0,15.0,1.0
12/05/2019 09:00:00.000000,0.5,32.0,0.0,15.1,1.0
12/05/2019 10:00:00.000000,0.5,33.0,0.0,15.7,1.0
12/05/2019 11:00:00.000000,0.6,33.0,0.0,19.6,1.0
12/05/2019 12:00:00.000000,0.6,36.0,0.0,28.2,1.0
12/05/2019 13:00:00.000000,0.6,39.0,1.0,29.2,1.0
12/05/2019 14:00:00.000000,0.5,33.0,7.0,25.9,1.0
12/05/2019 15:00:00.000000,0.6,36.0,4.0,19.3,0.0
12/05/2019 16:00:00.000000,0.8,38.0,3.0,26.4,1.0
12/05/2019 17:00:00.000000,1.2,43.0,1.0,41.1,2.0
12/05/2019 18:00:00.000000,0.8,38.0,2.0,38.1,2.0
12/05/2019 19:00:00.000000,0.5,32.0,7.0,24.9,1.0
12/05/2019 20:00:00.000000,0.3,30.0,9.0,19.2,0.0
12/05/2019 21:00:00.000000,0.2,24.0,14.0,10.2,0.0
12/05/2019 22:00:00.000000,0.2,18.0,21.0,11.1,0.0
12/05/2019 23:00:00.000000,0.2,18.0,20.0,11.2,0.0
12/06/2019 00:00:00.000000,0.2,18.0,20.0,11.6,0.0
12/06/2019 01:00:00.000000,0.2,20.0,17.0,14.0,0.0
12/06/2019 02:00:00.000000,0.2,19.0,19.0,14.9,0.0
12/06/2019 03:00:00.000000,0.2,19.0,17.0,13.1,0.0
12/06/2019 04:00:00.000000,0.3,,12.0,12.8,0.0
12/06/2019 05:00:00.000000,0.4,29.0,6.0,15.8,0.0
12/06/2019 06:00:00.000000,0.4,30.0,3.0,15.8,0.0
12/06/2019 07:00:00.000000,0.5,31.0,0.0,17.9,
12/06/2019 08:00:00.000000,0.4,30.0,0.0,20.2,0.0
12/06/2019 09:00:00.000000,0.4,28.0,0.0,20.5,0.0
12/06/2019 10:00:00.000000,0.4,29.0,0.0,20.4,0.0
12/06/2019 11:00:00.000000,0.5,28.0,0.0,19.4,1.0
12/06/2019 12:00:00.000000,0.6,28.0,0.0,20.8,1.0
12/06/2019 13:00:00.000000,1.1,30.0,0.0,21.6,1.0
12/06/2019 14:00:00.000000,1.4,34.0,1.0,21.9,3.0
12/06/2019 15:00:00.000000,1.1,32.0,2.0,21.5,2.0
12/06/2019 16:00:00.000000,0.5,25.0,9.0,20.3,1.0
12/06/2019 17:00:00.000000,0.4,20.0,15.0,14.0,0.0
12/06/2019 18:00:00.000000,0.5,27.0,13.0,22.5,1.0
12/06/2019 19:00:00.000000,0.5,34.0,11.0,38.6,1.0
12/06/2019 20:00:00.000000,0.5,36.0,11.0,62.3,1.0
12/06/2019 21:00:00.000000,0.5,35.0,9.0,48.0,2.0
12/06/2019 22:00:00.000000,0.4,35.0,6.0,50.4,2.0
12/06/2019 23:00:00.000000,0.6,39.0,1.0,45.9,2.0
12/07/2019 00:00:00.000000,1.0,37.0,0.0,46.0,2.0
12/07/2019 01:00:00.000000,1.5,37.0,0.0,48.5,3.0
12/07/2019 02:00:00.000000,1.6,35.0,0.0,49.0,4.0
12/07/2019 03:00:00.000000,1.5,34.0,0.0,47.3,4.0
12/07/2019 04:00:00.000000,1.3,,0.0,41.4,3.0
12/07/2019 05:00:00.000000,1.1,29.0,0.0,29.4,2.0
12/07/2019 06:00:00.000000,0.9,27.0,0.0,26.5,2.0
12/07/2019 07:00:00.000000,0.8,27.0,0.0,22.4,
12/07/2019 08:00:00.000000,0.9,26.0,0.0,21.0,2.0
12/07/2019 09:00:00.000000,0.7,27.0,0.0,20.1,2.0
12/07/2019 10:00:00.000000,0.5,27.0,0.0,14.6,1.0
12/07/2019 11:00:00.000000,0.5,28.0,0.0,12.5,1.0
12/07/2019 12:00:00.000000,0.6,28.0,0.0,12.0,1.0
12/07/2019 13:00:00.000000,0.7,29.0,0.0,12.1,2.0
12/07/2019 14:00:00.000000,0.8,31.0,0.0,11.9,2.0
12/07/2019 15:00:00.000000,0.9,32.0,2.0,16.3,2.0
12/07/2019 16:00:00.000000,0.7,31.0,7.0,,2.0
12/07/2019 17:00:00.000000,0.7,30.0,10.0,34.8,2.0
12/07/2019 18:00:00.000000,0.4,24.0,19.0,32.2,1.0
12/07/2019 19:00:00.000000,0.4,27.0,21.0,29.4,1.0
12/07/2019 20:00:00.000000,0.1,6.0,37.0,12.9,0.0
12/07/2019 21:00:00.000000,0.1,5.0,38.0,9.6,0.0
12/07/2019 22:00:00.000000,0.1,6.0,36.0,6.6,0.0
12/07/2019 23:00:00.000000,0.1,8.0,35.0,8.8,0.0
12/08/2019 00:00:00.000000,0.1,8.0,33.0,8.3,0.0
12/08/2019 01:00:00.000000,0.2,9.0,30.0,9.1,0.0
12/08/2019 02:00:00.000000,0.1,7.0,31.0,6.5,0.0
12/08/2019 03:00:00.000000,0.1,5.0,34.0,5.6,0.0
12/08/2019 04:00:00.000000,0.3,,16.0,13.9,0.0
12/08/2019 05:00:00.000000,0.6,33.0,1.0,24.7,1.0
12/08/2019 06:00:00.000000,0.4,32.0,1.0,20.5,0.0
12/08/2019 07:00:00.000000,0.5,31.0,0.0,21.9,
12/08/2019 08:00:00.000000,0.4,30.0,1.0,16.6,0.0
12/08/2019 09:00:00.000000,0.4,29.0,1.0,16.4,0.0
12/08/2019 10:00:00.000000,0.4,29.0,1.0,13.7,0.0
12/08/2019 11:00:00.000000,0.5,28.0,0.0,13.8,1.0
12/08/2019 12:00:00.000000,0.2,25.0,3.0,8.4,0.0
12/08/2019 13:00:00.000000,0.2,21.0,9.0,6.3,0.0
12/08/2019 14:00:00.000000,0.2,21.0,12.0,7.6,0.0
12/08/2019 15:00:00.000000,0.2,13.0,23.0,7.9,0.0
12/08/2019 16:00:00.000000,0.3,25.0,12.0,14.7,1.0
12/08/2019 17:00:00.000000,0.3,23.0,14.0,20.4,0.0
12/08/2019 18:00:00.000000,0.3,17.0,20.0,18.6,0.0
12/08/2019 19:00:00.000000,0.2,13.0,25.0,17.8,0.0
12/08/2019 20:00:00.000000,0.1,11.0,30.0,13.5,0.0
12/08/2019 21:00:00.000000,0.1,13.0,30.0,13.3,0.0
12/08/2019 22:00:00.000000,0.1,11.0,30.0,11.3,0.0
12/08/2019 23:00:00.000000,0.1,6.0,32.0,9.0,0.0
12/09/2019 00:00:00.000000,0.2,15.0,22.0,12.5,0.0
12/09/2019 01:00:00.000000,0.1,7.0,32.0,5.7,0.0
12/09/2019 02:00:00.000000,0.2,9.0,32.0,6.5,0.0
12/09/2019 03:00:00.000000,0.1,6.0,43.0,5.6,0.0
12/09/2019 04:00:00.000000,0.1,,46.0,7.1,0.0
12/09/2019 05:00:00.000000,0.1,3.0,46.0,6.1,0.0
12/09/2019 06:00:00.000000,0.1,7.0,40.0,5.1,0.0
12/09/2019 07:00:00.000000,0.1,18.0,32.0,9.3,
12/09/2019 08:00:00.000000,0.1,7.0,28.0,9.2,0.0
12/09/2019 09:00:00.000000,0.1,8.0,17.0,9.3,0.0
12/09/2019 10:00:00.000000,0.1,9.0,16.0,8.1,0.0
12/09/2019 11:00:00.000000,0.1,7.0,19.0,9.2,0.0
12/09/2019 12:00:00.000000,0.3,18.0,8.0,11.1,0.0
12/09/2019 13:00:00.000000,0.3,23.0,3.0,14.6,0.0
12/09/2019 14:00:00.000000,0.4,27.0,3.0,21.6,0.0
12/09/2019 15:00:00.000000,0.3,22.0,8.0,19.6,0.0
12/09/2019 16:00:00.000000,0.2,13.0,20.0,16.8,
12/09/2019 17:00:00.000000,0.2,9.0,24.0,13.7,0.0
12/09/2019 18:00:00.000000,0.2,8.0,25.0,13.2,0.0
12/09/2019 19:00:00.000000,0.2,10.0,25.0,21.3,0.0
12/09/2019 20:00:00.000000,0.2,11.0,24.0,23.8,0.0
12/09/2019 21:00:00.000000,0.2,12.0,23.0,23.0,0.0
12/09/2019 22:00:00.000000,0.2,,23.0,17.2,0.0
12/09/2019 23:00:00.000000,0.2,,19.0,16.6,0.0
12/10/2019 00:00:00.000000,0.2,20.0,15.0,16.7,0.0
12/10/2019 01:00:00.000000,0.3,18.0,16.0,17.2,0.0
12/10/2019 02:00:00.000000,0.3,21.0,13.0,19.5,0.0
12/10/2019 03:00:00.000000,0.4,28.0,4.0,21.0,0.0
12/10/2019 04:00:00.000000,0.6,,0.0,27.8,0.0
12/10/2019 05:00:00.000000,0.5,30.0,0.0,30.8,0.0
12/10/2019 06:00:00.000000,0.5,30.0,0.0,24.1,0.0
12/10/2019 07:00:00.000000,0.5,28.0,0.0,22.2,
12/10/2019 08:00:00.000000,0.4,26.0,0.0,14.9,0.0
12/10/2019 09:00:00.000000,0.5,26.0,0.0,15.1,1.0
12/10/2019 10:00:00.000000,0.6,27.0,0.0,24.2,1.0
12/10/2019 11:00:00.000000,0.7,28.0,0.0,25.9,2.0
12/10/2019 12:00:00.000000,0.9,28.0,0.0,26.9,3.0
12/10/2019 13:00:00.000000,1.1,28.0,0.0,26.4,3.0
12/10/2019 14:00:00.000000,0.8,25.0,0.0,25.8,2.0
12/10/2019 15:00:00.000000,0.6,23.0,3.0,31.2,1.0
12/10/2019 16:00:00.000000,0.4,21.0,6.0,32.2,1.0
12/10/2019 17:00:00.000000,0.3,14.0,14.0,25.0,0.0
12/10/2019 18:00:00.000000,0.3,16.0,14.0,33.7,0.0
12/10/2019 19:00:00.000000,0.3,17.0,14.0,37.6,0.0
12/10/2019 20:00:00.000000,0.3,17.0,17.0,38.8,0.0
12/10/2019 21:00:00.000000,0.3,22.0,14.0,40.3,0.0
12/10/2019 22:00:00.000000,0.4,31.0,7.0,71.6,0.0
12/10/2019 23:00:00.000000,0.6,39.0,1.0,104.3,1.0
12/11/2019 00:00:00.000000,1.0,39.0,1.0,118.3,2.0
12/11/2019 01:00:00.000000,1.1,41.0,0.0,118.0,3.0
12/11/2019 02:00:00.000000,0.9,38.0,0.0,78.6,2.0
12/11/2019 03:00:00.000000,0.6,34.0,0.0,40.7,1.0
12/11/2019 04:00:00.000000,0.4,,0.0,29.1,1.0
12/11/2019 05:00:00.000000,0.4,32.0,0.0,27.8,1.0
12/11/2019 06:00:00.000000,0.5,32.0,0.0,29.9,1.0
12/11/2019 07:00:00.000000,0.4,31.0,0.0,22.2,
12/11/2019 08:00:00.000000,0.4,32.0,0.0,17.3,1.0
12/11/2019 09:00:00.000000,0.4,33.0,0.0,16.3,1.0
12/11/2019 10:00:00.000000,0.4,35.0,0.0,15.2,1.0
12/11/2019 11:00:00.000000,0.4,35.0,1.0,13.6,1.0
12/11/2019 12:00:00.000000,0.4,37.0,0.0,15.8,1.0
12/11/2019 13:00:00.000000,0.6,39.0,0.0,24.7,1.0
12/11/2019 14:00:00.000000,1.0,43.0,1.0,36.2,2.0
12/11/2019 15:00:00.000000,0.9,44.0,5.0,50.0,2.0
12/11/2019 16:00:00.000000,0.5,36.0,13.0,53.0,1.0
12/11/2019 17:00:00.000000,0.2,19.0,29.0,38.3,0.0
12/11/2019 18:00:00.000000,0.2,18.0,29.0,38.0,0.0
12/11/2019 19:00:00.000000,0.2,19.0,35.0,39.0,0.0
12/11/2019 20:00:00.000000,0.2,18.0,32.0,28.5,0.0
12/11/2019 21:00:00.000000,0.6,41.0,6.0,94.8,2.0
12/11/2019 22:00:00.000000,0.6,35.0,2.0,107.9,2.0
12/11/2019 23:00:00.000000,0.6,39.0,0.0,134.9,2.0
12/12/2019 00:00:00.000000,0.9,42.0,0.0,95.6,2.0
12/12/2019 01:00:00.000000,0.9,37.0,5.0,90.2,3.0
12/12/2019 02:00:00.000000,0.1,,41.0,16.8,0.0
12/12/2019 03:00:00.000000,0.1,9.0,34.0,11.2,0.0
12/12/2019 04:00:00.000000,0.1,,40.0,8.1,0.0
12/12/2019 05:00:00.000000,0.1,11.0,33.0,8.9,0.0
12/12/2019 06:00:00.000000,0.3,29.0,15.0,11.6,0.0
12/12/2019 07:00:00.000000,0.5,40.0,0.0,28.7,
12/12/2019 08:00:00.000000,0.5,37.0,2.0,27.6,1.0
12/12/2019 09:00:00.000000,0.3,35.0,4.0,17.3,0.0
12/12/2019 10:00:00.000000,0.3,32.0,8.0,12.5,0.0
12/12/2019 11:00:00.000000,0.2,34.0,6.0,13.5,0.0
12/12/2019 12:00:00.000000,0.3,37.0,2.0,13.5,0.0
12/12/2019 13:00:00.000000,0.5,38.0,1.0,16.3,1.0
12/12/2019 14:00:00.000000,0.4,31.0,11.0,21.9,0.0
12/12/2019 15:00:00.000000,0.3,30.0,13.0,24.0,0.0
12/12/2019 16:00:00.000000,0.5,39.0,5.0,43.4,1.0
12/12/2019 17:00:00.000000,0.4,33.0,13.0,36.4,1.0
12/12/2019 18:00:00.000000,0.4,30.0,18.0,41.4,1.0
12/12/2019 19:00:00.000000,0.3,26.0,24.0,33.0,0.0
12/12/2019 20:00:00.000000,0.2,13.0,31.0,26.2,0.0
12/12/2019 21:00:00.000000,0.1,11.0,33.0,17.1,0.0
12/12/2019 22:00:00.000000,0.2,15.0,28.0,21.1,0.0
12/12/2019 23:00:00.000000,0.1,9.0,36.0,10.8,0.0
12/13/2019 00:00:00.000000,0.1,7.0,38.0,10.0,0.0
12/13/2019 01:00:00.000000,0.1,11.0,33.0,10.3,0.0
12/13/2019 02:00:00.000000,0.2,19.0,24.0,13.6,0.0
12/13/2019 03:00:00.000000,0.2,12.0,31.0,9.4,0.0
12/13/2019 04:00:00.000000,0.3,,16.0,16.7,0.0
12/13/2019 05:00:00.000000,0.5,30.0,10.0,15.4,0.0
12/13/2019 06:00:00.000000,0.1,7.0,33.0,6.0,0.0
12/13/2019 07:00:00.000000,0.3,26.0,11.0,12.6,
12/13/2019 08:00:00.000000,0.1,4.0,38.0,3.0,0.0
12/13/2019 09:00:00.000000,0.1,16.0,28.0,5.5,0.0
12/13/2019 10:00:00.000000,0.1,17.0,26.0,5.2,0.0
12/13/2019 11:00:00.000000,0.2,19.0,21.0,4.1,0.0
12/13/2019 12:00:00.000000,0.5,33.0,6.0,13.2,0.0
12/13/2019 13:00:00.000000,0.4,37.0,3.0,12.5,0.0
12/13/2019 14:00:00.000000,0.2,16.0,27.0,12.4,0.0
12/13/2019 15:00:00.000000,0.1,7.0,37.0,13.3,0.0
12/13/2019 16:00:00.000000,0.1,4.0,39.0,10.3,0.0
12/13/2019 17:00:00.000000,0.1,5.0,38.0,12.1,0.0
12/13/2019 18:00:00.000000,0.1,4.0,41.0,20.5,0.0
12/13/2019 19:00:00.000000,0.1,4.0,42.0,11.2,0.0
12/13/2019 20:00:00.000000,0.1,5.0,42.0,11.4,0.0
12/13/2019 21:00:00.000000,0.1,5.0,42.0,12.3,0.0
12/13/2019 22:00:00.000000,0.1,7.0,40.0,10.6,0.0
12/13/2019 23:00:00.000000,0.2,11.0,35.0,13.0,0.0
12/14/2019 00:00:00.000000,0.2,12.0,35.0,11.8,0.0
12/14/2019 01:00:00.000000,0.2,28.0,18.0,20.5,0.0
12/14/2019 02:00:00.000000,0.3,35.0,12.0,26.5,0.0
12/14/2019 03:00:00.000000,0.2,34.0,13.0,15.9,0.0
12/14/2019 04:00:00.000000,0.2,,13.0,14.7,0.0
12/14/2019 05:00:00.000000,0.3,30.0,15.0,13.7,0.0
12/14/2019 06:00:00.000000,0.2,24.0,17.0,17.9,0.0
12/14/2019 07:00:00.000000,0.3,29.0,10.0,16.0,
12/14/2019 08:00:00.000000,0.2,37.0,9.0,21.3,0.0
12/14/2019 09:00:00.000000,0.2,20.0,21.0,9.7,0.0
12/14/2019 10:00:00.000000,0.3,36.0,4.0,15.9,0.0
12/14/2019 11:00:00.000000,0.4,39.0,0.0,16.3,0.0
12/14/2019 12:00:00.000000,0.3,27.0,11.0,13.8,0.0
