InstrumentName, I-25 Globeville,
StartTime, 2019-12-01 00:00:00,
EndTime, 2019-12-31 23:59:59,
Date,Nitrogen dioxide,PM2.5 - Local Conditions
12/01/2019 00:00:00.000000,35.066667,4.4
12/01/2019 00:01:00.000000,33.783333,4.93625
12/01/2019 00:02:00.000000,32.4,4.6225
12/01/2019 00:03:00.000000,29.56,3.115
12/01/2019 00:04:00.000000,26.966667,2.592105
12/01/2019 00:05:00.000000,24.216667,3.33375
12/01/2019 00:06:00.000000,23.016667,6.809459
12/01/2019 00:07:00.000000,38.5,8.8375
12/01/2019 00:08:00.000000,41.7,7.15375
12/01/2019 00:09:00.000000,39.016667,6.703797
12/01/2019 00:10:00.000000,39.866667,5.151351
12/01/2019 00:11:00.000000,40.583333,4.52625
12/01/2019 00:12:00.000000,34.133333,5.54875
12/01/2019 00:13:00.000000,31.483333,6.782609
12/01/2019 00:14:00.000000,32.266667,6.840541
12/01/2019 00:15:00.000000,36.55,6.545833
12/01/2019 00:16:00.000000,40.416667,8.68
12/01/2019 00:17:00.000000,28.95,10.830435
12/01/2019 00:18:00.000000,33.15,9.459459
12/01/2019 00:19:00.000000,28.716667,5.592647
12/01/2019 00:20:00.000000,24.55,8.251613
12/01/2019 00:21:00.000000,24.316667,9.032353
12/01/2019 00:22:00.000000,24.433333,6.2175
12/01/2019 00:23:00.000000,24.783333,6.14058
12/01/2019 00:24:00.000000,24.55,6.16625
12/01/2019 00:25:00.000000,25.016667,7.362903
12/01/2019 00:26:00.000000,26.216667,10.212162
12/01/2019 00:27:00.000000,27.233333,8.61875
12/01/2019 00:28:00.000000,27.933333,7.327536
12/01/2019 00:29:00.000000,27.716667,
12/01/2019 00:30:00.000000,28.25,6.139286
12/01/2019 00:31:00.000000,28.22,6.983929
12/01/2019 00:32:00.000000,27.366667,6.210811
12/01/2019 00:33:00.000000,26.55,4.636986
12/01/2019 00:34:00.000000,25.75,4.812
12/01/2019 00:35:00.000000,24.116667,6.9175
12/01/2019 00:36:00.000000,23.233333,5.035065
12/01/2019 00:37:00.000000,22.8,6.24
12/01/2019 00:38:00.000000,29.1,7.4325
12/01/2019 00:39:00.000000,26.333333,4.489474
12/01/2019 00:40:00.000000,26.333333,3.43125
12/01/2019 00:41:00.000000,25.75,4.34625
12/01/2019 00:42:00.000000,25.1,5.62125
12/01/2019 00:43:00.000000,24.283333,5.045
12/01/2019 00:44:00.000000,24.116667,3.98
12/01/2019 00:45:00.000000,23.466667,8.7
12/01/2019 00:46:00.000000,22.983333,10.346835
12/01/2019 00:47:00.000000,28.6,7.343243
12/01/2019 00:48:00.000000,28.283333,7.72875
12/01/2019 00:49:00.000000,35.533333,
12/01/2019 00:50:00.000000,34.05,6.0
12/01/2019 00:51:00.000000,33.366667,6.04875
12/01/2019 00:52:00.000000,32.666667,7.61125
12/01/2019 00:53:00.000000,32.383333,8.615
12/01/2019 00:54:00.000000,32.05,7.108108
12/01/2019 00:55:00.000000,31.783333,6.320339
12/01/2019 00:56:00.000000,32.483333,6.569355
12/01/2019 00:57:00.000000,33.383333,5.3
12/01/2019 00:58:00.000000,34.233333,3.702857
12/01/2019 00:59:00.000000,33.8,4.059016
12/01/2019 01:00:00.000000,33.516667,4.895
12/01/2019 01:01:00.000000,33.1,4.667089
12/01/2019 01:02:00.000000,32.233333,4.2975
12/01/2019 01:03:00.000000,30.9,4.595
12/01/2019 01:04:00.000000,29.45,4.701266
12/01/2019 01:05:00.000000,28.5,5.070588
12/01/2019 01:06:00.000000,28.05,5.45375
12/01/2019 01:07:00.000000,27.2,5.7875
12/01/2019 01:08:00.000000,26.6,5.27625
12/01/2019 01:09:00.000000,26.316667,3.95625
12/01/2019 01:10:00.000000,26.3,4.23625
12/01/2019 01:11:00.000000,26.6,4.45875
12/01/2019 01:12:00.000000,26.066667,3.17375
12/01/2019 01:13:00.000000,24.866667,4.027848
12/01/2019 01:14:00.000000,24.666667,5.3175
12/01/2019 01:15:00.000000,24.4,4.329167
12/01/2019 01:16:00.000000,24.033333,4.521622
12/01/2019 01:17:00.000000,23.3,4.9
12/01/2019 01:18:00.000000,22.616667,4.677027
12/01/2019 01:19:00.000000,22.716667,4.972
12/01/2019 01:20:00.000000,22.916667,4.652703
12/01/2019 01:21:00.000000,22.35,3.8925
12/01/2019 01:22:00.000000,21.66,4.77973
12/01/2019 01:23:00.000000,20.65,4.620588
12/01/2019 01:24:00.000000,19.66,3.9
12/01/2019 01:25:00.000000,19.1,4.47973
12/01/2019 01:26:00.000000,18.616667,4.541096
12/01/2019 01:27:00.000000,17.983333,3.38
12/01/2019 01:28:00.000000,17.46,2.754054
12/01/2019 01:29:00.000000,17.466667,
12/01/2019 01:30:00.000000,17.566667,4.11
12/01/2019 01:31:00.000000,17.82,3.94375
12/01/2019 01:32:00.000000,17.866667,4.055696
12/01/2019 01:33:00.000000,17.88,3.36375
12/01/2019 01:34:00.000000,17.933333,3.4825
12/01/2019 01:35:00.000000,18.0,3.558228
12/01/2019 01:36:00.000000,18.116667,2.85125
12/01/2019 01:37:00.000000,18.316667,3.433333
12/01/2019 01:38:00.000000,18.7,3.8075
12/01/2019 01:39:00.000000,19.283333,3.0125
12/01/2019 01:40:00.000000,19.983333,2.84125
12/01/2019 01:41:00.000000,20.566667,3.54125
12/01/2019 01:42:00.000000,21.0,4.358333
12/01/2019 01:43:00.000000,21.4,4.741892
12/01/2019 01:44:00.000000,21.5,4.353623
12/01/2019 01:45:00.000000,21.416667,4.789552
12/01/2019 01:46:00.000000,21.35,4.525
12/01/2019 01:47:00.000000,21.24,3.93875
12/01/2019 01:48:00.000000,21.3,4.548101
12/01/2019 01:49:00.000000,21.46,4.750649
12/01/2019 01:50:00.000000,23.533333,5.19
12/01/2019 01:51:00.000000,32.6,4.1375
12/01/2019 01:52:00.000000,30.266667,2.795
12/01/2019 01:53:00.000000,29.466667,3.53625
12/01/2019 01:54:00.000000,28.6,4.34375
12/01/2019 01:55:00.000000,27.816667,4.5025
12/01/2019 01:56:00.000000,26.916667,7.91
12/01/2019 01:57:00.000000,26.116667,10.545946
12/01/2019 01:58:00.000000,25.5,7.01625
12/01/2019 01:59:00.000000,25.4,4.209333
12/01/2019 02:00:00.000000,25.733333,6.457333
12/01/2019 02:01:00.000000,26.25,7.437097
12/01/2019 02:02:00.000000,26.76,6.511111
12/01/2019 02:03:00.000000,28.06,6.7175
12/01/2019 02:04:00.000000,29.12,7.90125
12/01/2019 02:05:00.000000,29.94,10.04625
12/01/2019 02:06:00.000000,31.0,10.693671
12/01/2019 02:07:00.000000,32.1,11.15125
12/01/2019 02:08:00.000000,33.0,10.07625
12/01/2019 02:09:00.000000,34.32,6.90375
12/01/2019 02:10:00.000000,35.0,4.16375
12/01/2019 02:11:00.000000,35.68,9.7425
12/01/2019 02:12:00.000000,35.96,11.715
12/01/2019 02:13:00.000000,35.52,13.48375
12/01/2019 02:14:00.000000,34.94,13.475
12/01/2019 02:15:00.000000,34.04,5.2275
12/01/2019 02:16:00.000000,32.7,4.73375
12/01/2019 02:17:00.000000,31.766667,5.065672
12/01/2019 02:18:00.000000,30.96,4.7
12/01/2019 02:19:00.000000,30.64,4.117647
12/01/2019 02:20:00.000000,30.68,4.3775
12/01/2019 02:21:00.000000,30.466667,5.25125
12/01/2019 02:22:00.000000,30.08,4.56625
12/01/2019 02:23:00.000000,29.4,3.9
12/01/2019 02:24:00.000000,28.74,4.095
12/01/2019 02:25:00.000000,28.166667,4.69
12/01/2019 02:26:00.000000,27.5,5.047297
12/01/2019 02:27:00.000000,27.38,5.246835
12/01/2019 02:28:00.000000,27.92,5.305
12/01/2019 02:29:00.000000,28.92,4.905
12/01/2019 02:30:00.000000,30.4,6.6
12/01/2019 02:31:00.000000,31.78,7.0375
12/01/2019 02:32:00.000000,32.84,4.76875
12/01/2019 02:33:00.000000,33.82,4.589333
12/01/2019 02:34:00.000000,40.52,5.495
12/01/2019 02:35:00.000000,45.74,5.6025
12/01/2019 02:36:00.000000,47.425,5.54875
12/01/2019 02:37:00.000000,46.4,6.13625
12/01/2019 02:38:00.000000,42.88,6.2125
12/01/2019 02:39:00.000000,44.8,6.33375
12/01/2019 02:40:00.000000,41.5,6.61
12/01/2019 02:41:00.000000,39.8,5.95625
12/01/2019 02:42:00.000000,39.42,5.492
12/01/2019 02:43:00.000000,39.56,5.34875
12/01/2019 02:44:00.000000,39.5,7.197143
12/01/2019 02:45:00.000000,39.18,8.435897
12/01/2019 02:46:00.000000,39.34,7.752
12/01/2019 02:47:00.000000,39.38,6.63
12/01/2019 02:48:00.000000,39.28,5.354667
12/01/2019 02:49:00.000000,39.22,6.449296
12/01/2019 02:50:00.000000,38.94,7.076
12/01/2019 02:51:00.000000,38.25,5.751948
12/01/2019 02:52:00.000000,37.82,4.537333
12/01/2019 02:53:00.000000,36.76,3.941892
12/01/2019 02:54:00.000000,36.2,4.385
12/01/2019 02:55:00.000000,35.6,5.43875
12/01/2019 02:56:00.000000,35.12,5.07125
12/01/2019 02:57:00.000000,34.52,3.95625
12/01/2019 02:58:00.000000,34.36,4.3825
12/01/2019 02:59:00.000000,34.78,5.7825
12/01/2019 03:00:00.000000,35.55,7.32875
12/01/2019 03:01:00.000000,36.433333,8.05375
12/01/2019 03:02:00.000000,37.375,7.16875
12/01/2019 03:03:00.000000,38.4,5.55
12/01/2019 03:04:00.000000,39.466667,6.11375
12/01/2019 03:05:00.000000,40.083333,6.57625
12/01/2019 03:06:00.000000,39.98,5.15875
12/01/2019 03:07:00.000000,39.825,5.8725
12/01/2019 03:08:00.000000,39.433333,6.17125
12/01/2019 03:09:00.000000,38.76,6.90875
12/01/2019 03:10:00.000000,38.6,7.38125
12/01/2019 03:11:00.000000,38.94,5.8075
12/01/2019 03:12:00.000000,39.22,5.7925
12/01/2019 03:13:00.000000,39.5,5.95375
12/01/2019 03:14:00.000000,39.4,6.97
12/01/2019 03:15:00.000000,39.2,7.37125
12/01/2019 03:16:00.000000,39.38,7.28
12/01/2019 03:17:00.000000,39.35,8.1
12/01/2019 03:18:00.000000,39.04,6.735
12/01/2019 03:19:00.000000,39.016667,6.47
12/01/2019 03:20:00.000000,38.98,7.895
12/01/2019 03:21:00.000000,39.38,9.075
12/01/2019 03:22:00.000000,41.3,10.1
12/01/2019 03:23:00.000000,41.68,8.345
12/01/2019 03:24:00.000000,40.683333,7.81625
12/01/2019 03:25:00.000000,40.84,8.7125
12/01/2019 03:26:00.000000,41.02,7.7125
12/01/2019 03:27:00.000000,42.28,7.73625
12/01/2019 03:28:00.000000,41.05,9.665
12/01/2019 03:29:00.000000,46.24,10.17375
12/01/2019 03:30:00.000000,49.25,9.6875
12/01/2019 03:31:00.000000,44.58,9.615
12/01/2019 03:32:00.000000,39.783333,9.0
12/01/2019 03:33:00.000000,40.22,9.195
12/01/2019 03:34:00.000000,40.22,7.98625
12/01/2019 03:35:00.000000,39.88,7.9625
12/01/2019 03:36:00.000000,39.6,9.15875
12/01/2019 03:37:00.000000,39.42,7.414474
12/01/2019 03:38:00.000000,39.4,5.907595
12/01/2019 03:39:00.000000,38.58,6.23625
12/01/2019 03:40:00.000000,38.04,6.751899
12/01/2019 03:41:00.000000,37.78,8.21125
12/01/2019 03:42:00.000000,37.9,9.394805
12/01/2019 03:43:00.000000,38.5,8.506329
12/01/2019 03:44:00.000000,38.9,8.585
12/01/2019 03:45:00.000000,39.72,10.028947
12/01/2019 03:46:00.000000,40.72,9.00125
12/01/2019 03:47:00.000000,41.566667,7.095
12/01/2019 03:48:00.000000,42.8,6.56875
12/01/2019 03:49:00.000000,43.26,7.50625
12/01/2019 03:50:00.000000,45.3,9.15375
12/01/2019 03:51:00.000000,45.05,10.41375
12/01/2019 03:52:00.000000,50.34,10.58375
12/01/2019 03:53:00.000000,49.24,9.24875
12/01/2019 03:54:00.000000,48.3,9.83625
12/01/2019 03:55:00.000000,47.64,9.66875
12/01/2019 03:56:00.000000,46.56,9.485
12/01/2019 03:57:00.000000,45.26,10.053947
12/01/2019 03:58:00.000000,43.95,7.95
12/01/2019 03:59:00.000000,43.06,6.485
12/01/2019 04:00:00.000000,42.58,8.3675
12/01/2019 04:01:00.000000,41.8,8.2375
12/01/2019 04:02:00.000000,40.98,8.01625
12/01/2019 04:03:00.000000,40.1,8.62
12/01/2019 04:04:00.000000,43.52,7.26375
12/01/2019 04:05:00.000000,44.46,8.11375
12/01/2019 04:06:00.000000,44.9,9.1125
12/01/2019 04:07:00.000000,44.6,7.82
12/01/2019 04:08:00.000000,44.4,7.189744
12/01/2019 04:09:00.000000,43.86,6.76625
12/01/2019 04:10:00.000000,42.58,6.88
12/01/2019 04:11:00.000000,40.84,6.87125
12/01/2019 04:12:00.000000,38.96,5.61519
12/01/2019 04:13:00.000000,37.033333,5.940506
12/01/2019 04:14:00.000000,34.8,6.16375
12/01/2019 04:15:00.000000,32.5,5.795
12/01/2019 04:16:00.000000,30.74,6.53625
12/01/2019 04:17:00.000000,29.38,7.0025
12/01/2019 04:18:00.000000,28.94,6.710256
12/01/2019 04:19:00.000000,28.82,6.54875
12/01/2019 04:20:00.000000,28.76,7.23375
12/01/2019 04:21:00.000000,29.08,6.6325
12/01/2019 04:22:00.000000,29.56,5.69
12/01/2019 04:23:00.000000,30.14,6.14875
12/01/2019 04:24:00.000000,30.5,5.81
12/01/2019 04:25:00.000000,30.54,5.44875
12/01/2019 04:26:00.000000,30.86,5.7925
12/01/2019 04:27:00.000000,30.84,6.7825
12/01/2019 04:28:00.000000,30.64,7.5
12/01/2019 04:29:00.000000,30.32,8.52375
12/01/2019 04:30:00.000000,29.98,8.3325
12/01/2019 04:31:00.000000,29.88,6.901266
12/01/2019 04:32:00.000000,30.016667,6.41
12/01/2019 04:33:00.000000,30.22,6.097297
12/01/2019 04:34:00.000000,31.933333,6.34625
12/01/2019 04:35:00.000000,39.1,6.84125
12/01/2019 04:36:00.000000,40.5,7.24875
12/01/2019 04:37:00.000000,41.14,7.05625
12/01/2019 04:38:00.000000,41.14,7.589873
12/01/2019 04:39:00.000000,41.083333,7.7175
12/01/2019 04:40:00.000000,40.9,6.46375
12/01/2019 04:41:00.000000,40.56,5.8025
12/01/2019 04:42:00.000000,40.64,5.94375
12/01/2019 04:43:00.000000,40.72,5.9075
12/01/2019 04:44:00.000000,39.86,5.84375
12/01/2019 04:45:00.000000,39.5,6.24625
12/01/2019 04:46:00.000000,33.3,7.528947
12/01/2019 04:47:00.000000,0.88,8.263291
12/01/2019 04:48:00.000000,0.45,7.65625
12/01/2019 04:49:00.000000,0.44,7.6925
12/01/2019 04:50:00.000000,0.42,7.567089
12/01/2019 04:51:00.000000,0.44,7.49
12/01/2019 04:52:00.000000,0.5,8.24125
12/01/2019 04:53:00.000000,0.44,8.06375
12/01/2019 04:54:00.000000,0.4,8.03625
12/01/2019 04:55:00.000000,0.4,7.82
12/01/2019 04:56:00.000000,1.36,7.8775
12/01/2019 04:57:00.000000,11.833333,11.96875
12/01/2019 04:58:00.000000,3.98,12.03375
12/01/2019 04:59:00.000000,1.5,9.23375
12/01/2019 05:00:00.000000,1.44,10.791892
12/01/2019 05:01:00.000000,1.433333,12.688406
12/01/2019 05:02:00.000000,1.34,11.6475
12/01/2019 05:03:00.000000,1.44,10.62625
12/01/2019 05:04:00.000000,1.38,11.1125
12/01/2019 05:05:00.000000,1.2,11.23375
12/01/2019 05:06:00.000000,1.02,12.7775
12/01/2019 05:07:00.000000,1.1,11.75
12/01/2019 05:08:00.000000,1.133333,9.65125
12/01/2019 05:09:00.000000,1.14,8.7225
12/01/2019 05:10:00.000000,1.12,10.12987
12/01/2019 05:11:00.000000,1.2,10.7425
12/01/2019 05:12:00.000000,1.166667,9.6825
12/01/2019 05:13:00.000000,1.1,10.64375
12/01/2019 05:14:00.000000,1.06,10.16875
12/01/2019 05:15:00.000000,0.88,10.375
12/01/2019 05:16:00.000000,1.7,10.96125
12/01/2019 05:17:00.000000,43.58,10.0125
12/01/2019 05:18:00.000000,70.06,9.84125
12/01/2019 05:19:00.000000,71.98,9.76125
12/01/2019 05:20:00.000000,72.14,9.141892
12/01/2019 05:21:00.000000,72.38,9.4875
12/01/2019 05:22:00.000000,72.66,8.893243
12/01/2019 05:23:00.000000,73.0,9.033333
12/01/2019 05:24:00.000000,73.22,9.18125
12/01/2019 05:25:00.000000,73.44,8.92375
12/01/2019 05:26:00.000000,87.46,9.415
12/01/2019 05:27:00.000000,24.4,9.6775
12/01/2019 05:28:00.000000,0.0,11.085294
12/01/2019 05:29:00.000000,0.06,10.67375
12/01/2019 05:30:00.000000,0.1,9.94375
12/01/2019 05:31:00.000000,0.1,10.4925
12/01/2019 05:32:00.000000,0.1,10.36125
12/01/2019 05:33:00.000000,0.1,10.196203
12/01/2019 05:34:00.000000,0.1,10.74375
12/01/2019 05:35:00.000000,0.1,11.891892
12/01/2019 05:36:00.000000,2.18,12.262162
12/01/2019 05:37:00.000000,40.04,10.28375
12/01/2019 05:38:00.000000,44.94,10.46
12/01/2019 05:39:00.000000,45.08,10.735
12/01/2019 05:40:00.000000,44.8,9.69
12/01/2019 05:41:00.000000,44.583333,10.5875
12/01/2019 05:42:00.000000,44.3,10.66125
12/01/2019 05:43:00.000000,44.2,9.565333
12/01/2019 05:44:00.000000,43.96,8.894118
12/01/2019 05:45:00.000000,43.72,8.952174
12/01/2019 05:46:00.000000,43.46,8.947222
12/01/2019 05:47:00.000000,43.44,9.728
12/01/2019 05:48:00.000000,43.6,10.111392
12/01/2019 05:49:00.000000,43.54,9.573333
12/01/2019 05:50:00.000000,43.24,8.764865
12/01/2019 05:51:00.000000,43.28,9.268571
12/01/2019 05:52:00.000000,43.65,10.070423
12/01/2019 05:53:00.000000,44.02,9.332468
12/01/2019 05:54:00.000000,43.92,9.19
12/01/2019 05:55:00.000000,43.72,9.237333
12/01/2019 05:56:00.000000,43.72,8.991549
12/01/2019 05:57:00.000000,43.716667,9.15125
12/01/2019 05:58:00.000000,43.08,9.051429
12/01/2019 05:59:00.000000,42.4,8.6
12/01/2019 06:00:00.000000,42.04,8.09589
12/01/2019 06:01:00.000000,41.816667,8.472973
12/01/2019 06:02:00.000000,41.58,10.15
12/01/2019 06:03:00.000000,41.55,10.325
12/01/2019 06:04:00.000000,41.52,8.937333
12/01/2019 06:05:00.000000,41.64,8.341892
12/01/2019 06:06:00.000000,41.583333,7.882667
12/01/2019 06:07:00.000000,41.76,8.765753
12/01/2019 06:08:00.000000,44.5,10.8
12/01/2019 06:09:00.000000,44.033333,10.76375
12/01/2019 06:10:00.000000,44.083333,11.032
12/01/2019 06:11:00.000000,44.28,12.7
12/01/2019 06:12:00.000000,44.3,11.99125
12/01/2019 06:13:00.000000,44.28,11.296154
12/01/2019 06:14:00.000000,43.85,11.62
12/01/2019 06:15:00.000000,43.716667,10.94625
12/01/2019 06:16:00.000000,43.85,11.244304
12/01/2019 06:17:00.000000,43.75,11.05875
12/01/2019 06:18:00.000000,43.533333,10.9925
12/01/2019 06:19:00.000000,43.516667,11.25125
12/01/2019 06:20:00.000000,43.716667,11.248571
12/01/2019 06:21:00.000000,44.4,11.2
12/01/2019 06:22:00.000000,44.35,11.92875
12/01/2019 06:23:00.000000,44.2,11.3375
12/01/2019 06:24:00.000000,43.983333,11.2625
12/01/2019 06:25:00.000000,44.04,11.825
12/01/2019 06:26:00.000000,43.82,10.45875
12/01/2019 06:27:00.000000,44.333333,10.7825
12/01/2019 06:28:00.000000,45.333333,11.546053
12/01/2019 06:29:00.000000,42.733333,11.927273
12/01/2019 06:30:00.000000,43.15,11.66625
12/01/2019 06:31:00.000000,43.16,11.284615
12/01/2019 06:32:00.000000,46.216667,10.78961
12/01/2019 06:33:00.000000,47.58,10.195
12/01/2019 06:34:00.000000,46.25,10.3025
12/01/2019 06:35:00.000000,46.06,10.2975
12/01/2019 06:36:00.000000,46.05,10.123684
12/01/2019 06:37:00.000000,46.183333,10.14125
12/01/2019 06:38:00.000000,45.983333,10.740506
12/01/2019 06:39:00.000000,45.46,10.5125
12/01/2019 06:40:00.000000,45.016667,10.0
12/01/2019 06:41:00.000000,44.966667,10.78
12/01/2019 06:42:00.000000,44.68,10.760759
12/01/2019 06:43:00.000000,44.316667,11.07
12/01/2019 06:44:00.000000,43.58,11.66625
12/01/2019 06:45:00.000000,43.616667,10.17125
12/01/2019 06:46:00.000000,43.683333,9.7875
12/01/2019 06:47:00.000000,43.633333,9.832
12/01/2019 06:48:00.000000,43.566667,9.595
12/01/2019 06:49:00.000000,43.7,10.639241
12/01/2019 06:50:00.000000,43.45,11.35375
12/01/2019 06:51:00.000000,43.516667,10.37125
12/01/2019 06:52:00.000000,43.5,9.305
12/01/2019 06:53:00.000000,43.55,9.1
12/01/2019 06:54:00.000000,43.62,9.24625
12/01/2019 06:55:00.000000,43.3,8.96125
12/01/2019 06:56:00.000000,43.3,8.93875
12/01/2019 06:57:00.000000,43.68,9.74125
12/01/2019 06:58:00.000000,43.9,10.1
12/01/2019 06:59:00.000000,44.12,10.14875
12/01/2019 07:00:00.000000,44.383333,10.05375
12/01/2019 07:01:00.000000,44.66,9.6075
12/01/2019 07:02:00.000000,45.133333,9.73875
12/01/2019 07:03:00.000000,45.4,11.22375
12/01/2019 07:04:00.000000,45.45,10.78875
12/01/2019 07:05:00.000000,45.633333,9.54125
12/01/2019 07:06:00.000000,45.65,10.33875
12/01/2019 07:07:00.000000,45.6,10.45443
12/01/2019 07:08:00.000000,45.916667,9.515
12/01/2019 07:09:00.000000,45.916667,9.68
12/01/2019 07:10:00.000000,46.25,9.915
12/01/2019 07:11:00.000000,46.266667,10.237975
12/01/2019 07:12:00.000000,46.3,10.37125
12/01/2019 07:13:00.000000,46.616667,9.5
12/01/2019 07:14:00.000000,46.5,9.305
12/01/2019 07:15:00.000000,46.166667,8.66125
12/01/2019 07:16:00.000000,45.766667,9.955
12/01/2019 07:17:00.000000,45.233333,10.38625
12/01/2019 07:18:00.000000,47.383333,8.751899
12/01/2019 07:19:00.000000,43.816667,8.64875
12/01/2019 07:20:00.000000,42.366667,9.373418
12/01/2019 07:21:00.000000,42.833333,9.32
12/01/2019 07:22:00.000000,43.266667,7.772
12/01/2019 07:23:00.000000,43.42,7.88
12/01/2019 07:24:00.000000,43.533333,8.7
12/01/2019 07:25:00.000000,43.55,8.26125
12/01/2019 07:26:00.000000,43.416667,7.8975
12/01/2019 07:27:00.000000,43.15,8.6825
12/01/2019 07:28:00.000000,42.95,9.35125
12/01/2019 07:29:00.000000,43.3,9.105
12/01/2019 07:30:00.000000,43.883333,9.14375
12/01/2019 07:31:00.000000,43.983333,9.74125
12/01/2019 07:32:00.000000,43.966667,10.001266
12/01/2019 07:33:00.000000,44.65,9.705
12/01/2019 07:34:00.000000,44.616667,8.709459
12/01/2019 07:35:00.000000,44.716667,8.63375
12/01/2019 07:36:00.000000,44.133333,9.73875
12/01/2019 07:37:00.000000,44.133333,10.4925
12/01/2019 07:38:00.000000,44.566667,9.24
12/01/2019 07:39:00.000000,44.75,7.405
12/01/2019 07:40:00.000000,44.933333,7.6875
12/01/2019 07:41:00.000000,45.14,7.962821
12/01/2019 07:42:00.000000,45.4,7.65125
12/01/2019 07:43:00.000000,45.333333,7.94125
