InstrumentName, Rocky Flats - North
StartTime, 2019-12-01 00:00:00
EndTime, 2019-12-31 23:59:59
Date,O3
12/01/2019 00:00:00.000000,45.0
12/01/2019 01:00:00.000000,44.0
12/01/2019 02:00:00.000000,43.0
12/01/2019 03:00:00.000000,46.0
12/01/2019 04:00:00.000000,45.0
12/01/2019 05:00:00.000000,46.0
12/01/2019 06:00:00.000000,46.0
12/01/2019 07:00:00.000000,34.0
12/01/2019 08:00:00.000000,29.0
12/01/2019 09:00:00.000000,33.0
12/01/2019 10:00:00.000000,44.0
12/01/2019 11:00:00.000000,49.0
12/01/2019 12:00:00.000000,50.0
12/01/2019 13:00:00.000000,50.0
12/01/2019 14:00:00.000000,37.0
12/01/2019 15:00:00.000000,38.0
12/01/2019 16:00:00.000000,36.0
12/01/2019 17:00:00.000000,35.0
12/01/2019 18:00:00.000000,36.0
12/01/2019 19:00:00.000000,36.0
12/01/2019 20:00:00.000000,37.0
12/01/2019 21:00:00.000000,35.0
12/01/2019 22:00:00.000000,32.0
12/01/2019 23:00:00.000000,27.0
12/02/2019 00:00:00.000000,27.0
12/02/2019 01:00:00.000000,23.0
12/02/2019 02:00:00.000000,24.0
12/02/2019 03:00:00.000000,29.0
12/02/2019 04:00:00.000000,35.0
12/02/2019 05:00:00.000000,37.0
12/02/2019 06:00:00.000000,35.0
12/02/2019 07:00:00.000000,40.0
12/02/2019 08:00:00.000000,42.0
12/02/2019 09:00:00.000000,43.0
12/02/2019 10:00:00.000000,45.0
12/02/2019 11:00:00.000000,42.0
12/02/2019 12:00:00.000000,41.0
12/02/2019 13:00:00.000000,44.0
12/02/2019 14:00:00.000000,44.0
12/02/2019 15:00:00.000000,45.0
12/02/2019 16:00:00.000000,42.0
12/02/2019 17:00:00.000000,43.0
12/02/2019 18:00:00.000000,41.0
12/02/2019 19:00:00.000000,45.0
12/02/2019 20:00:00.000000,47.0
12/02/2019 21:00:00.000000,50.0
12/02/2019 22:00:00.000000,49.0
12/02/2019 23:00:00.000000,44.0
12/03/2019 00:00:00.000000,46.0
12/03/2019 01:00:00.000000,45.0
12/03/2019 02:00:00.000000,44.0
12/03/2019 03:00:00.000000,45.0
12/03/2019 04:00:00.000000,45.0
12/03/2019 05:00:00.000000,45.0
12/03/2019 06:00:00.000000,44.0
12/03/2019 07:00:00.000000,44.0
12/03/2019 08:00:00.000000,44.0
12/03/2019 11:00:00.000000,43.0
12/03/2019 12:00:00.000000,43.0
12/03/2019 13:00:00.000000,44.0
12/03/2019 14:00:00.000000,44.0
12/03/2019 15:00:00.000000,44.0
12/03/2019 16:00:00.000000,38.0
12/03/2019 17:00:00.000000,46.0
12/03/2019 18:00:00.000000,46.0
12/03/2019 19:00:00.000000,47.0
12/03/2019 20:00:00.000000,47.0
12/03/2019 21:00:00.000000,47.0
12/03/2019 22:00:00.000000,48.0
12/03/2019 23:00:00.000000,47.0
12/04/2019 00:00:00.000000,47.0
12/04/2019 01:00:00.000000,45.0
12/04/2019 02:00:00.000000,44.0
12/04/2019 03:00:00.000000,42.0
12/04/2019 04:00:00.000000,46.0
12/04/2019 05:00:00.000000,47.0
12/04/2019 06:00:00.000000,47.0
12/04/2019 07:00:00.000000,47.0
12/04/2019 08:00:00.000000,43.0
12/04/2019 09:00:00.000000,43.0
12/04/2019 10:00:00.000000,42.0
12/04/2019 11:00:00.000000,43.0
12/04/2019 12:00:00.000000,45.0
12/04/2019 13:00:00.000000,45.0
12/04/2019 14:00:00.000000,40.0
12/04/2019 15:00:00.000000,40.0
12/04/2019 16:00:00.000000,34.0
12/04/2019 17:00:00.000000,41.0
12/04/2019 18:00:00.000000,38.0
12/04/2019 19:00:00.000000,33.0
12/04/2019 20:00:00.000000,34.0
12/04/2019 21:00:00.000000,28.0
12/04/2019 22:00:00.000000,21.0
12/04/2019 23:00:00.000000,20.0
12/05/2019 00:00:00.000000,25.0
12/05/2019 01:00:00.000000,23.0
12/05/2019 02:00:00.000000,9.0
12/05/2019 03:00:00.000000,19.0
12/05/2019 04:00:00.000000,9.0
12/05/2019 05:00:00.000000,34.0
12/05/2019 06:00:00.000000,31.0
12/05/2019 07:00:00.000000,34.0
12/05/2019 08:00:00.000000,40.0
12/05/2019 09:00:00.000000,40.0
12/05/2019 10:00:00.000000,36.0
12/05/2019 11:00:00.000000,28.0
12/05/2019 12:00:00.000000,29.0
12/05/2019 13:00:00.000000,36.0
12/05/2019 14:00:00.000000,33.0
12/05/2019 15:00:00.000000,38.0
12/05/2019 16:00:00.000000,38.0
12/05/2019 17:00:00.000000,33.0
12/05/2019 18:00:00.000000,29.0
12/05/2019 19:00:00.000000,27.0
12/05/2019 20:00:00.000000,26.0
12/05/2019 21:00:00.000000,32.0
12/05/2019 22:00:00.000000,36.0
12/05/2019 23:00:00.000000,35.0
12/06/2019 00:00:00.000000,34.0
12/06/2019 01:00:00.000000,34.0
12/06/2019 02:00:00.000000,35.0
12/06/2019 03:00:00.000000,38.0
12/06/2019 04:00:00.000000,39.0
12/06/2019 05:00:00.000000,33.0
12/06/2019 06:00:00.000000,31.0
12/06/2019 07:00:00.000000,35.0
12/06/2019 08:00:00.000000,34.0
12/06/2019 09:00:00.000000,34.0
12/06/2019 10:00:00.000000,36.0
12/06/2019 11:00:00.000000,35.0
12/06/2019 12:00:00.000000,34.0
12/06/2019 13:00:00.000000,30.0
12/06/2019 14:00:00.000000,32.0
12/06/2019 15:00:00.000000,32.0
12/06/2019 16:00:00.000000,34.0
12/06/2019 17:00:00.000000,29.0
12/06/2019 18:00:00.000000,28.0
12/06/2019 19:00:00.000000,29.0
12/06/2019 20:00:00.000000,30.0
12/06/2019 21:00:00.000000,27.0
12/06/2019 22:00:00.000000,23.0
12/06/2019 23:00:00.000000,14.0
12/07/2019 00:00:00.000000,11.0
12/07/2019 01:00:00.000000,28.0
12/07/2019 02:00:00.000000,24.0
12/07/2019 03:00:00.000000,25.0
12/07/2019 04:00:00.000000,35.0
12/07/2019 05:00:00.000000,39.0
12/07/2019 06:00:00.000000,38.0
12/07/2019 07:00:00.000000,41.0
12/07/2019 08:00:00.000000,37.0
12/07/2019 09:00:00.000000,39.0
12/07/2019 10:00:00.000000,40.0
12/07/2019 11:00:00.000000,40.0
12/07/2019 12:00:00.000000,40.0
12/07/2019 13:00:00.000000,41.0
12/07/2019 14:00:00.000000,41.0
12/07/2019 15:00:00.000000,42.0
12/07/2019 16:00:00.000000,36.0
12/07/2019 17:00:00.000000,46.0
12/07/2019 18:00:00.000000,46.0
12/07/2019 19:00:00.000000,44.0
12/07/2019 20:00:00.000000,44.0
12/07/2019 21:00:00.000000,43.0
12/07/2019 22:00:00.000000,43.0
12/07/2019 23:00:00.000000,42.0
12/08/2019 00:00:00.000000,40.0
12/08/2019 01:00:00.000000,40.0
12/08/2019 02:00:00.000000,40.0
12/08/2019 03:00:00.000000,40.0
12/08/2019 04:00:00.000000,41.0
12/08/2019 05:00:00.000000,41.0
12/08/2019 06:00:00.000000,41.0
12/08/2019 07:00:00.000000,41.0
12/08/2019 08:00:00.000000,42.0
12/08/2019 09:00:00.000000,42.0
12/08/2019 10:00:00.000000,41.0
12/08/2019 11:00:00.000000,40.0
12/08/2019 12:00:00.000000,40.0
12/08/2019 13:00:00.000000,40.0
12/08/2019 14:00:00.000000,32.0
12/08/2019 15:00:00.000000,31.0
12/08/2019 16:00:00.000000,37.0
12/08/2019 17:00:00.000000,36.0
12/08/2019 18:00:00.000000,39.0
12/08/2019 19:00:00.000000,39.0
12/08/2019 20:00:00.000000,39.0
12/08/2019 21:00:00.000000,40.0
12/08/2019 22:00:00.000000,40.0
12/08/2019 23:00:00.000000,38.0
12/09/2019 00:00:00.000000,39.0
12/09/2019 01:00:00.000000,41.0
12/09/2019 02:00:00.000000,50.0
12/09/2019 03:00:00.000000,51.0
12/09/2019 04:00:00.000000,50.0
12/09/2019 05:00:00.000000,49.0
12/09/2019 06:00:00.000000,49.0
12/09/2019 07:00:00.000000,49.0
12/09/2019 08:00:00.000000,29.0
12/09/2019 09:00:00.000000,21.0
12/09/2019 10:00:00.000000,23.0
12/09/2019 11:00:00.000000,22.0
12/09/2019 12:00:00.000000,18.0
12/09/2019 13:00:00.000000,17.0
12/09/2019 14:00:00.000000,17.0
12/09/2019 15:00:00.000000,15.0
12/09/2019 16:00:00.000000,23.0
12/09/2019 17:00:00.000000,28.0
12/09/2019 18:00:00.000000,26.0
12/09/2019 19:00:00.000000,22.0
12/09/2019 20:00:00.000000,23.0
12/09/2019 21:00:00.000000,24.0
12/09/2019 22:00:00.000000,26.0
12/09/2019 23:00:00.000000,22.0
12/10/2019 00:00:00.000000,22.0
12/10/2019 01:00:00.000000,19.0
12/10/2019 02:00:00.000000,12.0
12/10/2019 03:00:00.000000,8.0
12/10/2019 04:00:00.000000,14.0
12/10/2019 05:00:00.000000,14.0
12/10/2019 06:00:00.000000,14.0
12/10/2019 07:00:00.000000,17.0
12/10/2019 08:00:00.000000,19.0
12/10/2019 09:00:00.000000,17.0
12/10/2019 10:00:00.000000,20.0
12/10/2019 11:00:00.000000,20.0
12/10/2019 12:00:00.000000,12.0
12/10/2019 13:00:00.000000,9.0
12/10/2019 14:00:00.000000,11.0
12/10/2019 15:00:00.000000,18.0
12/10/2019 16:00:00.000000,21.0
12/10/2019 17:00:00.000000,22.0
12/10/2019 18:00:00.000000,21.0
12/10/2019 19:00:00.000000,20.0
12/10/2019 20:00:00.000000,21.0
12/10/2019 21:00:00.000000,18.0
12/10/2019 22:00:00.000000,14.0
12/10/2019 23:00:00.000000,10.0
12/11/2019 00:00:00.000000,37.0
12/11/2019 01:00:00.000000,31.0
12/11/2019 02:00:00.000000,40.0
12/11/2019 03:00:00.000000,46.0
12/11/2019 04:00:00.000000,47.0
12/11/2019 05:00:00.000000,48.0
12/11/2019 06:00:00.000000,48.0
12/11/2019 07:00:00.000000,47.0
12/11/2019 08:00:00.000000,48.0
12/11/2019 09:00:00.000000,49.0
12/11/2019 10:00:00.000000,49.0
12/11/2019 11:00:00.000000,50.0
12/11/2019 12:00:00.000000,50.0
12/11/2019 13:00:00.000000,48.0
12/11/2019 14:00:00.000000,42.0
12/11/2019 15:00:00.000000,40.0
12/11/2019 16:00:00.000000,38.0
12/11/2019 17:00:00.000000,37.0
12/11/2019 18:00:00.000000,22.0
12/11/2019 19:00:00.000000,27.0
12/11/2019 20:00:00.000000,26.0
12/11/2019 21:00:00.000000,17.0
12/11/2019 22:00:00.000000,41.0
12/11/2019 23:00:00.000000,49.0
12/12/2019 00:00:00.000000,49.0
12/12/2019 01:00:00.000000,48.0
12/12/2019 02:00:00.000000,46.0
12/12/2019 03:00:00.000000,46.0
12/12/2019 04:00:00.000000,45.0
12/12/2019 05:00:00.000000,45.0
12/12/2019 06:00:00.000000,46.0
12/12/2019 07:00:00.000000,45.0
12/12/2019 08:00:00.000000,45.0
12/12/2019 09:00:00.000000,43.0
12/12/2019 10:00:00.000000,44.0
12/12/2019 11:00:00.000000,46.0
12/12/2019 12:00:00.000000,46.0
12/12/2019 13:00:00.000000,46.0
12/12/2019 14:00:00.000000,45.0
12/12/2019 15:00:00.000000,35.0
12/12/2019 16:00:00.000000,30.0
12/12/2019 17:00:00.000000,27.0
12/12/2019 18:00:00.000000,38.0
12/12/2019 19:00:00.000000,42.0
12/12/2019 20:00:00.000000,43.0
12/12/2019 21:00:00.000000,43.0
12/12/2019 22:00:00.000000,43.0
12/12/2019 23:00:00.000000,44.0
12/13/2019 00:00:00.000000,43.0
12/13/2019 01:00:00.000000,43.0
12/13/2019 02:00:00.000000,43.0
12/13/2019 03:00:00.000000,43.0
12/13/2019 04:00:00.000000,41.0
12/13/2019 05:00:00.000000,40.0
12/13/2019 06:00:00.000000,40.0
12/13/2019 07:00:00.000000,42.0
12/13/2019 08:00:00.000000,43.0
12/13/2019 09:00:00.000000,43.0
12/13/2019 10:00:00.000000,42.0
12/13/2019 11:00:00.000000,41.0
12/13/2019 12:00:00.000000,40.0
12/13/2019 13:00:00.000000,42.0
12/13/2019 14:00:00.000000,44.0
12/13/2019 15:00:00.000000,43.0
12/13/2019 16:00:00.000000,43.0
12/13/2019 17:00:00.000000,44.0
12/13/2019 18:00:00.000000,45.0
12/13/2019 19:00:00.000000,45.0
12/13/2019 20:00:00.000000,46.0
12/13/2019 21:00:00.000000,47.0
12/13/2019 22:00:00.000000,45.0
12/13/2019 23:00:00.000000,45.0
12/14/2019 00:00:00.000000,45.0
12/14/2019 01:00:00.000000,45.0
12/14/2019 02:00:00.000000,44.0
12/14/2019 03:00:00.000000,36.0
12/14/2019 04:00:00.000000,23.0
12/14/2019 05:00:00.000000,33.0
12/14/2019 06:00:00.000000,35.0
12/14/2019 07:00:00.000000,37.0
12/14/2019 08:00:00.000000,38.0
12/14/2019 09:00:00.000000,37.0
12/14/2019 10:00:00.000000,37.0
12/14/2019 11:00:00.000000,38.0
12/14/2019 12:00:00.000000,40.0
12/14/2019 13:00:00.000000,39.0
12/14/2019 14:00:00.000000,36.0
12/14/2019 15:00:00.000000,34.0
12/14/2019 16:00:00.000000,38.0
12/14/2019 17:00:00.000000,38.0
12/14/2019 18:00:00.000000,37.0
12/14/2019 19:00:00.000000,37.0
12/14/2019 20:00:00.000000,37.0
12/14/2019 21:00:00.000000,36.0
12/14/2019 22:00:00.000000,35.0
12/14/2019 23:00:00.000000,33.0
12/15/2019 00:00:00.000000,31.0
12/15/2019 01:00:00.000000,28.0
12/15/2019 02:00:00.000000,25.0
12/15/2019 03:00:00.000000,23.0
12/15/2019 04:00:00.000000,23.0
12/15/2019 05:00:00.000000,22.0
12/15/2019 06:00:00.000000,30.0
12/15/2019 07:00:00.000000,41.0
12/15/2019 08:00:00.000000,42.0
12/15/2019 09:00:00.000000,37.0
12/15/2019 10:00:00.000000,23.0
12/15/2019 11:00:00.000000,17.0
12/15/2019 12:00:00.000000,18.0
12/15/2019 13:00:00.000000,30.0
12/15/2019 14:00:00.000000,40.0
12/15/2019 15:00:00.000000,43.0
12/15/2019 16:00:00.000000,36.0
12/15/2019 17:00:00.000000,26.0
12/15/2019 18:00:00.000000,29.0
12/15/2019 19:00:00.000000,36.0
12/15/2019 20:00:00.000000,39.0
12/15/2019 21:00:00.000000,40.0
12/15/2019 22:00:00.000000,40.0
12/15/2019 23:00:00.000000,37.0
12/16/2019 00:00:00.000000,36.0
12/16/2019 01:00:00.000000,33.0
12/16/2019 02:00:00.000000,34.0
12/16/2019 03:00:00.000000,33.0
12/16/2019 04:00:00.000000,34.0
12/16/2019 05:00:00.000000,35.0
12/16/2019 06:00:00.000000,35.0
12/16/2019 07:00:00.000000,21.0
12/16/2019 08:00:00.000000,21.0
12/16/2019 09:00:00.000000,20.0
12/16/2019 10:00:00.000000,18.0
12/16/2019 11:00:00.000000,16.0
12/16/2019 12:00:00.000000,14.0
12/16/2019 13:00:00.000000,19.0
12/16/2019 14:00:00.000000,25.0
12/16/2019 15:00:00.000000,24.0
12/16/2019 16:00:00.000000,33.0
12/16/2019 17:00:00.000000,38.0
12/16/2019 18:00:00.000000,40.0
12/16/2019 19:00:00.000000,41.0
12/16/2019 20:00:00.000000,42.0
12/16/2019 21:00:00.000000,44.0
12/16/2019 22:00:00.000000,43.0
12/16/2019 23:00:00.000000,39.0
12/17/2019 00:00:00.000000,41.0
12/17/2019 01:00:00.000000,42.0
12/17/2019 02:00:00.000000,42.0
12/17/2019 03:00:00.000000,42.0
12/17/2019 04:00:00.000000,42.0
12/17/2019 11:00:00.000000,43.0
12/17/2019 12:00:00.000000,44.0
12/17/2019 13:00:00.000000,44.0
12/17/2019 14:00:00.000000,42.0
12/17/2019 15:00:00.000000,42.0
12/17/2019 16:00:00.000000,43.0
12/17/2019 17:00:00.000000,44.0
12/17/2019 18:00:00.000000,44.0
12/17/2019 19:00:00.000000,40.0
12/17/2019 20:00:00.000000,18.0
12/17/2019 21:00:00.000000,23.0
12/17/2019 22:00:00.000000,28.0
12/17/2019 23:00:00.000000,16.0
12/18/2019 00:00:00.000000,36.0
12/18/2019 01:00:00.000000,36.0
12/18/2019 02:00:00.000000,42.0
12/18/2019 03:00:00.000000,33.0
12/18/2019 04:00:00.000000,38.0
12/18/2019 05:00:00.000000,43.0
12/18/2019 06:00:00.000000,41.0
12/18/2019 07:00:00.000000,45.0
12/18/2019 08:00:00.000000,43.0
12/18/2019 09:00:00.000000,43.0
12/18/2019 10:00:00.000000,43.0
12/18/2019 11:00:00.000000,43.0
12/18/2019 12:00:00.000000,44.0
12/18/2019 13:00:00.000000,45.0
12/18/2019 14:00:00.000000,44.0
12/18/2019 15:00:00.000000,43.0
12/18/2019 16:00:00.000000,34.0
12/18/2019 17:00:00.000000,38.0
12/18/2019 18:00:00.000000,26.0
12/18/2019 19:00:00.000000,20.0
12/18/2019 20:00:00.000000,21.0
12/18/2019 21:00:00.000000,23.0
12/18/2019 22:00:00.000000,13.0
12/18/2019 23:00:00.000000,14.0
12/19/2019 00:00:00.000000,24.0
12/19/2019 01:00:00.000000,28.0
12/19/2019 02:00:00.000000,27.0
12/19/2019 03:00:00.000000,22.0
12/19/2019 04:00:00.000000,24.0
12/19/2019 05:00:00.000000,25.0
12/19/2019 06:00:00.000000,24.0
12/19/2019 07:00:00.000000,32.0
12/19/2019 08:00:00.000000,31.0
12/19/2019 09:00:00.000000,32.0
12/19/2019 10:00:00.000000,34.0
12/19/2019 11:00:00.000000,38.0
12/19/2019 12:00:00.000000,33.0
12/19/2019 13:00:00.000000,36.0
12/19/2019 14:00:00.000000,43.0
12/19/2019 15:00:00.000000,45.0
12/19/2019 16:00:00.000000,39.0
12/19/2019 17:00:00.000000,28.0
12/19/2019 18:00:00.000000,25.0
12/19/2019 19:00:00.000000,36.0
12/19/2019 20:00:00.000000,32.0
12/19/2019 21:00:00.000000,21.0
12/19/2019 22:00:00.000000,22.0
12/19/2019 23:00:00.000000,32.0
12/20/2019 00:00:00.000000,28.0
12/20/2019 01:00:00.000000,46.0
12/20/2019 02:00:00.000000,46.0
12/20/2019 03:00:00.000000,47.0
12/20/2019 04:00:00.000000,48.0
12/20/2019 05:00:00.000000,48.0
12/20/2019 06:00:00.000000,48.0
12/20/2019 07:00:00.000000,47.0
12/20/2019 08:00:00.000000,47.0
12/20/2019 09:00:00.000000,47.0
12/20/2019 10:00:00.000000,46.0
12/20/2019 11:00:00.000000,46.0
12/20/2019 12:00:00.000000,46.0
12/20/2019 13:00:00.000000,46.0
12/20/2019 14:00:00.000000,43.0
12/20/2019 15:00:00.000000,43.0
12/20/2019 16:00:00.000000,37.0
12/20/2019 17:00:00.000000,38.0
12/20/2019 18:00:00.000000,34.0
12/20/2019 19:00:00.000000,39.0
12/20/2019 20:00:00.000000,41.0
12/20/2019 21:00:00.000000,41.0
12/20/2019 22:00:00.000000,43.0
12/20/2019 23:00:00.000000,41.0
12/21/2019 00:00:00.000000,40.0
12/21/2019 01:00:00.000000,41.0
12/21/2019 02:00:00.000000,42.0
12/21/2019 03:00:00.000000,42.0
12/21/2019 04:00:00.000000,42.0
12/21/2019 05:00:00.000000,43.0
12/21/2019 06:00:00.000000,42.0
12/21/2019 07:00:00.000000,42.0
12/21/2019 08:00:00.000000,43.0
12/21/2019 09:00:00.000000,44.0
12/21/2019 10:00:00.000000,44.0
12/21/2019 11:00:00.000000,45.0
12/21/2019 12:00:00.000000,46.0
12/21/2019 13:00:00.000000,46.0
12/21/2019 14:00:00.000000,46.0
12/21/2019 15:00:00.000000,44.0
12/21/2019 16:00:00.000000,41.0
12/21/2019 17:00:00.000000,36.0
12/21/2019 18:00:00.000000,40.0
12/21/2019 19:00:00.000000,40.0
12/21/2019 20:00:00.000000,39.0
12/21/2019 21:00:00.000000,44.0
12/21/2019 22:00:00.000000,46.0
12/21/2019 23:00:00.000000,42.0
12/22/2019 00:00:00.000000,48.0
12/22/2019 01:00:00.000000,45.0
12/22/2019 02:00:00.000000,45.0
12/22/2019 03:00:00.000000,48.0
12/22/2019 04:00:00.000000,47.0
12/22/2019 05:00:00.000000,45.0
12/22/2019 06:00:00.000000,51.0
12/22/2019 07:00:00.000000,50.0
12/22/2019 08:00:00.000000,49.0
12/22/2019 09:00:00.000000,50.0
12/22/2019 10:00:00.000000,51.0
12/22/2019 11:00:00.000000,53.0
12/22/2019 12:00:00.000000,53.0
12/22/2019 13:00:00.000000,53.0
12/22/2019 14:00:00.000000,53.0
12/22/2019 15:00:00.000000,51.0
12/22/2019 16:00:00.000000,49.0
12/22/2019 17:00:00.000000,50.0
12/22/2019 18:00:00.000000,47.0
12/22/2019 19:00:00.000000,44.0
12/22/2019 20:00:00.000000,43.0
12/22/2019 21:00:00.000000,42.0
12/22/2019 22:00:00.000000,38.0
12/22/2019 23:00:00.000000,41.0
12/23/2019 00:00:00.000000,49.0
12/23/2019 01:00:00.000000,50.0
12/23/2019 02:00:00.000000,48.0
12/23/2019 03:00:00.000000,48.0
12/23/2019 04:00:00.000000,50.0
12/23/2019 05:00:00.000000,52.0
12/23/2019 06:00:00.000000,51.0
12/23/2019 07:00:00.000000,44.0
12/23/2019 08:00:00.000000,48.0
12/23/2019 09:00:00.000000,48.0
12/23/2019 10:00:00.000000,47.0
12/23/2019 11:00:00.000000,48.0
12/23/2019 12:00:00.000000,46.0
12/23/2019 13:00:00.000000,49.0
12/23/2019 15:00:00.000000,44.0
12/23/2019 16:00:00.000000,44.0
12/23/2019 17:00:00.000000,44.0
12/23/2019 18:00:00.000000,41.0
12/23/2019 19:00:00.000000,34.0
12/23/2019 20:00:00.000000,41.0
12/23/2019 21:00:00.000000,32.0
12/23/2019 22:00:00.000000,33.0
12/23/2019 23:00:00.000000,31.0
12/24/2019 00:00:00.000000,30.0
12/24/2019 01:00:00.000000,36.0
12/24/2019 02:00:00.000000,46.0
12/24/2019 03:00:00.000000,44.0
12/24/2019 04:00:00.000000,44.0
12/24/2019 05:00:00.000000,46.0
12/24/2019 06:00:00.000000,46.0
12/24/2019 07:00:00.000000,46.0
12/24/2019 08:00:00.000000,46.0
12/24/2019 09:00:00.000000,45.0
12/24/2019 10:00:00.000000,47.0
12/24/2019 11:00:00.000000,47.0
12/24/2019 12:00:00.000000,47.0
12/24/2019 13:00:00.000000,48.0
12/24/2019 14:00:00.000000,49.0
12/24/2019 15:00:00.000000,47.0
12/24/2019 16:00:00.000000,47.0
12/24/2019 17:00:00.000000,43.0
12/24/2019 18:00:00.000000,47.0
12/24/2019 19:00:00.000000,47.0
12/24/2019 20:00:00.000000,47.0
12/24/2019 21:00:00.000000,45.0
12/24/2019 22:00:00.000000,44.0
12/24/2019 23:00:00.000000,42.0
12/25/2019 00:00:00.000000,41.0
12/25/2019 01:00:00.000000,39.0
12/25/2019 02:00:00.000000,40.0
12/25/2019 03:00:00.000000,40.0
12/25/2019 04:00:00.000000,43.0
12/25/2019 05:00:00.000000,40.0
12/25/2019 06:00:00.000000,40.0
12/25/2019 07:00:00.000000,40.0
12/25/2019 08:00:00.000000,41.0
12/25/2019 09:00:00.000000,39.0
12/25/2019 10:00:00.000000,41.0
12/25/2019 11:00:00.000000,41.0
12/25/2019 12:00:00.000000,40.0
12/25/2019 13:00:00.000000,40.0
12/25/2019 14:00:00.000000,41.0
