InstrumentName, West Denver PA-II B
StartTime, 2019-12-01 00:00:00
EndTime, 2019-12-31 23:59:59
Date,PM2.5
12/01/2019 00:01:40.739000,0.0
12/01/2019 00:03:40.708000,0.0
12/01/2019 00:05:40.712000,0.0
12/01/2019 00:07:40.694000,0.0
12/01/2019 00:09:40.708000,0.0
12/01/2019 00:11:40.724000,0.0
12/01/2019 00:13:40.745000,0.0
12/01/2019 00:15:40.708000,0.0
12/01/2019 00:17:40.706000,0.0
12/01/2019 00:19:40.705000,0.17
12/01/2019 00:21:40.692000,0.0
12/01/2019 00:23:40.709000,0.0
12/01/2019 00:25:40.713000,0.0
12/01/2019 00:27:40.718000,0.0
12/01/2019 00:29:40.697000,0.2
12/01/2019 00:31:40.700000,0.0
12/01/2019 00:33:40.707000,0.0
12/01/2019 00:35:40.705000,0.26
12/01/2019 00:37:40.698000,0.0
12/01/2019 00:39:40.718000,0.0
12/01/2019 00:41:40.707000,0.0
12/01/2019 00:43:40.719000,0.0
12/01/2019 00:45:40.997000,0.39
12/01/2019 00:47:40.754000,0.07
12/01/2019 00:49:40.713000,0.0
12/01/2019 00:51:40.757000,0.0
12/01/2019 00:53:41.167000,0.0
12/01/2019 00:55:40.717000,0.0
12/01/2019 00:57:40.699000,0.0
12/01/2019 00:59:40.761000,0.0
12/01/2019 01:01:40.699000,0.0
12/01/2019 01:03:40.727000,0.08
12/01/2019 01:05:40.697000,0.04
12/01/2019 01:07:40.694000,0.0
12/01/2019 01:09:40.827000,0.0
12/01/2019 01:11:40.699000,0.08
12/01/2019 01:13:40.717000,0.38
12/01/2019 01:15:40.697000,0.1
12/01/2019 01:17:40.757000,0.38
12/01/2019 01:19:40.715000,0.28
12/01/2019 01:21:40.706000,0.09
12/01/2019 01:23:40.713000,0.0
12/01/2019 01:25:40.712000,0.0
12/01/2019 01:27:40.797000,0.16
12/01/2019 01:29:40.713000,1.24
12/01/2019 01:31:40.708000,0.85
12/01/2019 01:33:40.709000,1.1
12/01/2019 01:35:40.705000,1.66
12/01/2019 01:37:40.696000,1.51
12/01/2019 01:39:40.708000,1.73
12/01/2019 01:41:40.695000,1.41
12/01/2019 01:43:40.721000,1.37
12/01/2019 01:45:41.473000,1.08
12/01/2019 01:47:40.706000,1.48
12/01/2019 01:49:40.712000,1.48
12/01/2019 01:51:40.697000,1.24
12/01/2019 01:53:40.722000,1.79
12/01/2019 01:55:40.730000,1.44
12/01/2019 01:57:40.768000,2.34
12/01/2019 01:59:40.708000,2.42
12/01/2019 02:01:40.799000,3.83
12/01/2019 02:03:40.754000,2.11
12/01/2019 02:05:40.714000,2.16
12/01/2019 02:07:40.804000,2.21
12/01/2019 02:09:40.717000,2.16
12/01/2019 02:11:40.795000,2.44
12/01/2019 02:13:40.743000,2.0
12/01/2019 02:15:40.714000,1.61
12/01/2019 02:17:40.704000,1.94
12/01/2019 02:19:40.718000,2.49
12/01/2019 02:21:40.759000,2.0
12/01/2019 02:23:40.797000,2.44
12/01/2019 02:25:40.710000,2.3
12/01/2019 02:27:40.748000,3.17
12/01/2019 02:29:40.761000,1.9
12/01/2019 02:31:40.999000,2.39
12/01/2019 02:33:40.749000,2.46
12/01/2019 02:35:40.706000,2.8
12/01/2019 02:37:40.708000,4.3
12/01/2019 02:39:40.718000,3.79
12/01/2019 02:41:40.793000,3.97
12/01/2019 02:43:40.774000,18.62
12/01/2019 02:45:40.989000,12.5
12/01/2019 02:47:40.738000,8.88
12/01/2019 02:49:40.720000,7.21
12/01/2019 02:51:40.701000,6.01
12/01/2019 02:53:40.790000,4.59
12/01/2019 02:55:40.801000,4.49
12/01/2019 02:57:40.712000,3.38
12/01/2019 02:59:40.766000,4.21
12/01/2019 03:01:40.763000,3.76
12/01/2019 03:03:40.793000,4.0
12/01/2019 03:05:40.705000,4.07
12/01/2019 03:07:40.716000,3.06
12/01/2019 03:09:40.705000,3.61
12/01/2019 03:11:40.715000,3.5
12/01/2019 03:13:40.895000,3.39
12/01/2019 03:15:40.713000,4.18
12/01/2019 03:17:40.717000,3.5
12/01/2019 03:19:40.700000,3.93
12/01/2019 03:21:40.722000,3.76
12/01/2019 03:23:40.718000,3.49
12/01/2019 03:25:40.706000,4.38
12/01/2019 03:27:40.713000,4.14
12/01/2019 03:29:40.709000,4.16
12/01/2019 03:31:40.877000,3.63
12/01/2019 03:33:40.851000,4.79
12/01/2019 03:35:40.877000,3.96
12/01/2019 03:37:40.727000,3.68
12/01/2019 03:39:40.762000,4.25
12/01/2019 03:41:40.718000,4.25
12/01/2019 03:43:40.888000,4.32
12/01/2019 03:45:40.989000,3.77
12/01/2019 03:47:40.716000,6.73
12/01/2019 03:49:40.708000,3.85
12/01/2019 03:51:40.762000,4.12
12/01/2019 03:53:40.714000,4.14
12/01/2019 03:55:40.722000,3.53
12/01/2019 03:57:40.721000,3.79
12/01/2019 03:59:40.868000,3.37
12/01/2019 04:01:41.013000,4.0
12/01/2019 04:03:40.706000,4.47
12/01/2019 04:05:40.769000,4.26
12/01/2019 04:07:40.721000,3.75
12/01/2019 04:11:40.709000,3.28
12/01/2019 04:13:40.737000,4.3
12/01/2019 04:15:40.729000,3.62
12/01/2019 04:17:40.757000,5.62
12/01/2019 04:19:40.725000,4.58
12/01/2019 04:21:40.723000,5.31
12/01/2019 04:23:40.766000,5.6
12/01/2019 04:25:40.703000,5.06
12/01/2019 04:27:40.719000,5.6
12/01/2019 04:29:40.713000,5.72
12/01/2019 04:31:40.701000,5.61
12/01/2019 04:33:40.752000,6.49
12/01/2019 04:35:40.716000,13.86
12/01/2019 04:37:40.748000,8.84
12/01/2019 04:39:40.711000,6.29
12/01/2019 04:41:40.715000,5.09
12/01/2019 04:43:40.710000,5.9
12/01/2019 04:45:41.042000,5.25
12/01/2019 04:47:41.764000,4.9
12/01/2019 04:49:40.705000,4.94
12/01/2019 04:51:40.761000,5.7
12/01/2019 04:53:40.778000,7.2
12/01/2019 04:55:40.707000,6.25
12/01/2019 04:57:40.712000,5.87
12/01/2019 04:59:40.721000,7.81
12/01/2019 05:01:40.722000,6.86
12/01/2019 05:03:40.800000,5.9
12/01/2019 05:05:40.719000,6.48
12/01/2019 05:07:40.803000,7.41
12/01/2019 05:11:40.708000,7.96
12/01/2019 05:13:40.716000,7.29
12/01/2019 05:15:40.757000,6.91
12/01/2019 05:17:40.716000,5.61
12/01/2019 05:19:40.799000,8.2
12/01/2019 05:21:40.718000,7.25
12/01/2019 05:23:40.785000,7.58
12/01/2019 05:25:40.702000,8.44
12/01/2019 05:27:40.718000,6.9
12/01/2019 05:29:40.713000,6.81
12/01/2019 05:31:40.709000,8.3
12/01/2019 05:33:40.754000,7.59
12/01/2019 05:35:40.748000,6.83
12/01/2019 05:37:40.728000,7.47
12/01/2019 05:39:40.713000,7.72
12/01/2019 05:41:40.730000,6.74
12/01/2019 05:43:40.729000,7.11
12/01/2019 05:45:41.047000,7.43
12/01/2019 05:47:41.069000,7.48
12/01/2019 05:49:40.716000,7.75
12/01/2019 05:51:40.806000,6.99
12/01/2019 05:53:40.759000,7.96
12/01/2019 05:55:40.902000,6.94
12/01/2019 05:57:40.791000,8.13
12/01/2019 05:59:40.747000,7.85
12/01/2019 06:01:40.732000,8.77
12/01/2019 06:03:40.719000,8.3
12/01/2019 06:05:40.700000,8.5
12/01/2019 06:07:40.776000,7.17
12/01/2019 06:09:40.794000,8.45
12/01/2019 06:11:40.846000,6.86
12/01/2019 06:13:40.802000,7.26
12/01/2019 06:15:40.814000,7.79
12/01/2019 06:17:40.773000,9.45
12/01/2019 06:19:40.774000,8.09
12/01/2019 06:21:40.793000,8.45
12/01/2019 06:23:40.715000,8.53
12/01/2019 06:25:40.752000,7.2
12/01/2019 06:27:40.763000,8.16
12/01/2019 06:29:40.721000,8.37
12/01/2019 06:31:40.726000,9.22
12/01/2019 06:33:40.732000,9.0
12/01/2019 06:35:40.714000,10.34
12/01/2019 06:37:40.718000,9.61
12/01/2019 06:39:40.707000,9.51
12/01/2019 06:41:40.753000,9.91
12/01/2019 06:43:40.714000,9.68
12/01/2019 06:45:41.001000,8.79
12/01/2019 06:47:40.722000,9.21
12/01/2019 06:49:40.709000,9.6
12/01/2019 06:51:40.751000,8.73
12/01/2019 06:53:40.716000,7.99
12/01/2019 06:55:40.725000,6.65
12/01/2019 06:57:40.722000,8.29
12/01/2019 06:59:40.715000,8.38
12/01/2019 07:01:40.714000,7.34
12/01/2019 07:03:40.705000,7.88
12/01/2019 07:05:40.727000,7.97
12/01/2019 07:07:40.780000,8.77
12/01/2019 07:09:40.704000,6.9
12/01/2019 07:11:40.776000,7.38
12/01/2019 07:13:40.718000,6.74
12/01/2019 07:15:40.711000,6.99
12/01/2019 07:17:40.760000,7.62
12/01/2019 07:19:40.889000,8.09
12/01/2019 07:21:40.717000,7.74
12/01/2019 07:23:40.707000,8.6
12/01/2019 07:25:41.006000,8.41
12/01/2019 07:27:40.843000,6.84
12/01/2019 07:29:40.714000,7.87
12/01/2019 07:31:40.713000,9.0
12/01/2019 07:33:40.779000,6.79
12/01/2019 07:35:40.728000,7.01
12/01/2019 07:37:40.798000,8.71
12/01/2019 07:39:40.706000,7.88
12/01/2019 07:41:41.057000,5.56
12/01/2019 07:43:40.713000,5.53
12/01/2019 07:45:41.028000,5.94
12/01/2019 07:47:40.755000,5.94
12/01/2019 07:49:40.709000,6.22
12/01/2019 07:51:40.710000,5.33
12/01/2019 07:53:40.724000,5.1
12/01/2019 07:55:40.817000,5.38
12/01/2019 07:57:40.891000,5.51
12/01/2019 07:59:40.798000,4.21
12/01/2019 08:01:40.716000,4.57
12/01/2019 08:03:40.697000,4.29
12/01/2019 08:05:40.723000,3.72
12/01/2019 08:07:40.733000,3.73
12/01/2019 08:09:40.705000,3.39
12/01/2019 08:11:40.715000,3.24
12/01/2019 08:13:40.716000,3.13
12/01/2019 08:15:40.724000,3.42
12/01/2019 08:17:40.711000,3.38
12/01/2019 08:19:40.730000,4.81
12/01/2019 08:21:40.710000,4.54
12/01/2019 08:23:40.707000,4.62
12/01/2019 08:25:40.725000,3.86
12/01/2019 08:27:40.766000,4.28
12/01/2019 08:29:40.699000,4.07
12/01/2019 08:31:40.719000,3.38
12/01/2019 08:33:40.730000,3.88
12/01/2019 08:35:40.719000,4.47
12/01/2019 08:37:40.722000,3.83
12/01/2019 08:39:40.730000,2.69
12/01/2019 08:41:40.716000,3.1
12/01/2019 08:43:40.749000,2.93
12/01/2019 08:45:41.004000,2.8
12/01/2019 08:47:40.703000,2.91
12/01/2019 08:49:40.702000,2.68
12/01/2019 08:51:41.060000,2.01
12/01/2019 08:53:40.701000,3.29
12/01/2019 08:55:40.711000,2.53
12/01/2019 08:57:40.727000,3.01
12/01/2019 08:59:40.707000,2.58
12/01/2019 09:01:40.719000,2.12
12/01/2019 09:03:40.721000,2.99
12/01/2019 09:05:40.713000,2.34
12/01/2019 09:07:40.715000,2.86
12/01/2019 09:09:40.711000,2.57
12/01/2019 09:11:40.822000,2.64
12/01/2019 09:13:40.702000,3.09
12/01/2019 09:15:40.713000,2.09
12/01/2019 09:17:40.808000,3.01
12/01/2019 09:19:40.722000,3.22
12/01/2019 09:21:40.726000,3.12
12/01/2019 09:23:40.700000,2.48
12/01/2019 09:25:43.136000,2.51
12/01/2019 09:27:40.788000,2.41
12/01/2019 09:29:40.733000,2.35
12/01/2019 09:31:40.726000,2.65
12/01/2019 09:33:40.756000,2.17
12/01/2019 09:35:40.725000,3.06
12/01/2019 09:37:40.709000,3.58
12/01/2019 09:39:40.703000,3.47
12/01/2019 09:41:40.715000,3.68
12/01/2019 09:43:40.768000,2.54
12/01/2019 09:45:41.011000,3.01
12/01/2019 09:47:40.713000,2.96
12/01/2019 09:49:40.734000,2.89
12/01/2019 09:51:40.844000,2.77
12/01/2019 09:53:40.696000,2.6
12/01/2019 09:55:40.714000,3.26
12/01/2019 09:57:40.706000,3.23
12/01/2019 09:59:40.718000,4.04
12/01/2019 10:01:40.759000,3.57
12/01/2019 10:03:40.700000,3.34
12/01/2019 10:05:40.710000,3.27
12/01/2019 10:07:40.700000,2.57
12/01/2019 10:09:40.706000,2.66
12/01/2019 10:11:40.716000,3.39
12/01/2019 10:13:40.738000,3.35
12/01/2019 10:15:40.713000,2.62
12/01/2019 10:17:40.701000,3.09
12/01/2019 10:19:40.713000,1.99
12/01/2019 10:21:40.728000,2.86
12/01/2019 10:23:40.784000,3.07
12/01/2019 10:25:40.711000,2.93
12/01/2019 10:27:40.718000,3.77
12/01/2019 10:29:40.713000,3.07
12/01/2019 10:31:40.762000,3.2
12/01/2019 10:33:40.900000,3.31
12/01/2019 10:35:40.736000,2.7
12/01/2019 10:37:40.702000,3.71
12/01/2019 10:39:40.699000,3.34
12/01/2019 10:41:40.842000,3.72
12/01/2019 10:43:40.714000,4.67
12/01/2019 10:45:41.077000,5.23
12/01/2019 10:47:40.721000,4.26
12/01/2019 10:49:40.750000,4.21
12/01/2019 10:51:41.187000,3.04
12/01/2019 10:53:40.710000,2.6
12/01/2019 10:55:41.167000,3.64
12/01/2019 10:57:40.772000,3.35
12/01/2019 10:59:40.708000,3.87
12/01/2019 11:01:40.754000,4.4
12/01/2019 11:03:40.707000,5.12
12/01/2019 11:05:40.711000,3.54
12/01/2019 11:07:40.703000,3.55
12/01/2019 11:09:40.699000,4.21
12/01/2019 11:11:40.713000,3.96
12/01/2019 11:13:40.706000,4.13
12/01/2019 11:15:40.711000,4.13
12/01/2019 11:17:40.738000,4.4
12/01/2019 11:19:40.766000,3.46
12/01/2019 11:21:40.711000,4.25
12/01/2019 11:23:40.775000,3.97
12/01/2019 11:25:40.712000,4.19
12/01/2019 11:27:40.757000,3.6
12/01/2019 11:29:40.712000,3.97
12/01/2019 11:31:40.740000,4.2
12/01/2019 11:33:40.696000,4.13
12/01/2019 11:35:40.703000,4.63
12/01/2019 11:37:40.697000,3.91
12/01/2019 11:39:40.712000,3.89
12/01/2019 11:41:40.751000,3.69
12/01/2019 11:43:40.706000,3.74
12/01/2019 11:45:41.244000,3.51
12/01/2019 11:47:40.717000,3.64
12/01/2019 11:49:40.773000,3.86
12/01/2019 11:51:40.711000,3.81
12/01/2019 11:53:40.718000,4.0
12/01/2019 11:55:40.720000,2.91
12/01/2019 11:57:40.712000,4.61
12/01/2019 11:59:40.716000,4.51
12/01/2019 12:01:40.706000,4.75
12/01/2019 12:03:40.703000,4.41
12/01/2019 12:05:40.716000,4.89
12/01/2019 12:07:40.701000,4.63
12/01/2019 12:09:40.719000,4.78
12/01/2019 12:11:40.740000,5.62
12/01/2019 12:13:40.735000,4.89
12/01/2019 12:15:40.750000,5.04
12/01/2019 12:17:40.761000,4.47
12/01/2019 12:19:41.150000,3.51
12/01/2019 12:21:40.802000,4.38
12/01/2019 12:23:40.721000,4.82
12/01/2019 12:25:40.721000,4.5
12/01/2019 12:27:40.712000,3.15
12/01/2019 12:29:40.694000,5.26
12/01/2019 12:31:40.784000,4.8
12/01/2019 12:33:40.695000,4.76
12/01/2019 12:35:40.714000,3.35
12/01/2019 12:37:40.712000,3.0
12/01/2019 12:39:40.719000,4.16
12/01/2019 12:41:40.738000,3.4
12/01/2019 12:43:40.706000,3.33
12/01/2019 12:45:41.007000,2.32
12/01/2019 12:47:40.704000,2.7
12/01/2019 12:49:40.715000,3.07
12/01/2019 12:51:40.701000,3.27
12/01/2019 12:53:40.713000,2.49
12/01/2019 12:55:40.711000,2.93
12/01/2019 12:57:40.769000,3.23
12/01/2019 12:59:40.756000,2.21
12/01/2019 13:01:40.708000,2.7
12/01/2019 13:03:40.708000,2.14
12/01/2019 13:05:40.713000,2.71
12/01/2019 13:07:40.708000,2.0
12/01/2019 13:09:40.724000,1.98
12/01/2019 13:11:40.749000,2.83
12/01/2019 13:13:40.697000,2.83
12/01/2019 13:15:40.715000,2.71
12/01/2019 13:17:40.703000,2.28
12/01/2019 13:19:40.731000,1.43
12/01/2019 13:21:40.709000,1.67
12/01/2019 13:23:40.725000,1.06
12/01/2019 13:25:40.997000,2.22
12/01/2019 13:27:40.712000,1.62
12/01/2019 13:29:40.709000,2.11
12/01/2019 13:31:40.717000,1.45
12/01/2019 13:33:40.700000,1.45
12/01/2019 13:35:40.712000,2.6
12/01/2019 13:37:40.726000,1.61
12/01/2019 13:39:40.794000,1.8
12/01/2019 13:41:40.795000,2.18
12/01/2019 13:43:40.731000,2.16
12/01/2019 13:45:41.089000,1.09
12/01/2019 13:47:40.697000,1.59
12/01/2019 13:49:40.746000,1.17
12/01/2019 13:51:40.711000,1.17
12/01/2019 13:53:40.710000,0.93
12/01/2019 13:55:40.709000,0.59
12/01/2019 13:57:40.701000,0.94
12/01/2019 13:59:40.708000,1.06
12/01/2019 14:01:40.724000,1.65
12/01/2019 14:03:40.718000,0.67
12/01/2019 14:05:40.708000,1.12
12/01/2019 14:07:40.712000,1.09
12/01/2019 14:09:40.717000,1.03
12/01/2019 14:11:40.844000,1.04
12/01/2019 14:13:40.707000,1.4
12/01/2019 14:15:40.751000,0.79
12/01/2019 14:17:40.719000,1.35
12/01/2019 14:19:40.736000,1.12
12/01/2019 14:21:40.722000,1.9
12/01/2019 14:23:40.715000,1.25
12/01/2019 14:25:40.909000,1.21
12/01/2019 14:27:40.715000,1.39
12/01/2019 14:29:40.746000,1.86
12/01/2019 14:31:40.717000,1.21
12/01/2019 14:35:40.746000,0.71
12/01/2019 14:37:40.713000,1.76
12/01/2019 14:39:40.711000,2.86
12/01/2019 14:41:40.935000,1.93
12/01/2019 14:45:41.014000,1.62
12/01/2019 14:47:40.726000,1.43
12/01/2019 14:49:40.710000,1.97
12/01/2019 14:51:40.700000,1.51
12/01/2019 14:55:40.744000,2.97
12/01/2019 14:57:41.148000,2.69
12/01/2019 14:59:40.710000,3.78
12/01/2019 15:01:40.709000,3.41
12/01/2019 15:05:40.705000,6.59
12/01/2019 15:07:40.758000,4.9
12/01/2019 15:09:40.757000,4.61
12/01/2019 15:11:40.711000,5.29
12/01/2019 15:13:40.724000,5.57
12/01/2019 15:15:40.720000,4.6
12/01/2019 15:17:40.705000,5.78
12/01/2019 15:19:40.705000,5.81
12/01/2019 15:21:40.745000,4.69
12/01/2019 15:23:40.696000,3.7
12/01/2019 15:25:40.719000,4.04
12/01/2019 15:27:40.714000,3.49
12/01/2019 15:29:40.726000,3.86
12/01/2019 15:31:40.755000,3.87
12/01/2019 15:33:40.702000,3.04
12/01/2019 15:35:40.740000,3.49
12/01/2019 15:37:40.705000,3.8
12/01/2019 15:39:40.722000,3.37
12/01/2019 15:41:40.702000,3.25
12/01/2019 15:43:41.007000,4.1
12/01/2019 15:45:40.990000,3.29
12/01/2019 15:47:41.182000,3.21
12/01/2019 15:49:40.715000,3.26
12/01/2019 15:51:40.710000,3.26
12/01/2019 15:53:40.710000,3.19
12/01/2019 15:55:40.711000,3.29
12/01/2019 15:57:41.012000,3.43
12/01/2019 15:59:40.740000,3.52
12/01/2019 16:01:40.739000,1.7
12/01/2019 16:03:40.729000,2.8
12/01/2019 16:05:40.714000,4.17
12/01/2019 16:07:40.710000,4.76
12/01/2019 16:09:40.716000,3.3
12/01/2019 16:11:40.742000,4.03
12/01/2019 16:13:40.709000,4.12
12/01/2019 16:15:40.717000,2.58
12/01/2019 16:17:40.799000,3.26
12/01/2019 16:19:40.763000,3.16
12/01/2019 16:21:40.707000,2.75
12/01/2019 16:23:40.779000,2.36
12/01/2019 16:25:40.698000,2.25
12/01/2019 16:27:40.707000,2.11
12/01/2019 16:29:40.704000,1.8
12/01/2019 16:31:40.708000,1.51
12/01/2019 16:33:40.695000,1.17
12/01/2019 16:35:40.732000,1.67
12/01/2019 16:37:40.759000,1.47
12/01/2019 16:39:40.713000,1.32
12/01/2019 16:41:40.713000,1.42
12/01/2019 16:43:40.697000,1.16
12/01/2019 16:45:41.186000,1.07
12/01/2019 16:47:40.754000,1.56
12/01/2019 16:49:40.715000,1.57
12/01/2019 16:51:40.704000,1.51
12/01/2019 16:53:40.709000,1.44
12/01/2019 16:55:40.741000,1.13
12/01/2019 16:57:40.787000,1.72
12/01/2019 16:59:40.735000,1.73
12/01/2019 17:01:40.877000,1.38
12/01/2019 17:03:40.765000,1.36
12/01/2019 17:05:40.711000,1.08
12/01/2019 17:07:40.709000,0.96
12/01/2019 17:09:40.704000,0.81
12/01/2019 17:11:40.701000,1.23
12/01/2019 17:13:40.713000,0.96
12/01/2019 17:15:40.707000,1.16
12/01/2019 17:17:40.699000,0.97
12/01/2019 17:19:40.712000,0.94
12/01/2019 17:21:40.706000,1.11
12/01/2019 17:23:40.705000,0.87
12/01/2019 17:25:40.705000,1.33
12/01/2019 17:27:40.823000,0.93
12/01/2019 17:29:40.704000,1.0
12/01/2019 17:31:40.908000,1.04
12/01/2019 17:33:40.709000,1.22
12/01/2019 17:35:40.762000,1.32
12/01/2019 17:37:40.709000,1.79
12/01/2019 17:39:40.789000,2.3
12/01/2019 17:41:40.749000,5.25
12/01/2019 17:43:40.722000,18.4
12/01/2019 17:45:41.075000,13.63
12/01/2019 17:47:40.733000,11.75
12/01/2019 17:49:40.823000,11.3
12/01/2019 17:51:40.802000,10.64
12/01/2019 17:53:40.723000,9.67
12/01/2019 17:55:40.716000,10.9
12/01/2019 17:57:40.722000,9.96
12/01/2019 17:59:40.710000,9.24
12/01/2019 18:01:41.074000,8.38
12/01/2019 18:03:40.838000,9.14
12/01/2019 18:05:41.060000,8.28
12/01/2019 18:07:40.768000,8.0
12/01/2019 18:09:40.812000,8.94
12/01/2019 18:11:40.753000,10.2
12/01/2019 18:13:40.711000,9.25
12/01/2019 18:15:40.741000,8.84
12/01/2019 18:17:40.724000,7.71
12/01/2019 18:19:40.728000,8.45
12/01/2019 18:21:40.714000,9.06
12/01/2019 18:23:40.740000,8.9
12/01/2019 18:27:40.717000,9.86
12/01/2019 18:29:40.754000,10.41
12/01/2019 18:31:40.757000,10.46
12/01/2019 18:33:41.011000,9.59
12/01/2019 18:37:40.736000,8.79
12/01/2019 18:39:40.706000,9.12
12/01/2019 18:41:40.724000,9.74
12/01/2019 18:43:40.762000,9.71
12/01/2019 18:47:40.720000,10.03
12/01/2019 18:49:40.754000,10.75
12/01/2019 18:51:40.720000,11.41
12/01/2019 18:53:40.854000,10.61
12/01/2019 18:57:40.773000,11.62
12/01/2019 18:59:40.777000,10.23
12/01/2019 19:01:40.722000,11.24
12/01/2019 19:03:40.782000,10.44
12/01/2019 19:05:40.718000,11.58
12/01/2019 19:07:40.759000,10.77
12/01/2019 19:09:40.790000,11.77
12/01/2019 19:11:40.748000,12.1
12/01/2019 19:13:40.746000,11.49
12/01/2019 19:15:40.722000,11.57
12/01/2019 19:17:40.714000,12.94
12/01/2019 19:19:40.734000,14.0
12/01/2019 19:21:40.746000,13.7
12/01/2019 19:23:40.764000,13.01
12/01/2019 19:25:40.737000,12.13
12/01/2019 19:27:40.757000,12.83
12/01/2019 19:29:40.729000,12.1
12/01/2019 19:31:40.705000,12.19
12/01/2019 19:33:40.753000,13.58
12/01/2019 19:35:40.712000,12.21
12/01/2019 19:37:40.754000,12.69
12/01/2019 19:39:40.713000,12.49
12/01/2019 19:41:40.725000,14.49
12/01/2019 19:43:40.752000,13.65
