InstrumentName, I25 Denver,,
StartTime, 2019-12-01 00:00:00,,
EndTime, 2019-12-31 23:59:59,,
Date,Carbon monoxide,Nitrogen dioxide,PM2.5 - Local Conditions
12/01/2019 07:00:00.000000,0.483533,42.963858,7.0
12/01/2019 07:01:00.000000,0.475034,42.955022,6.4
12/01/2019 07:02:00.000000,0.471368,42.909241,6.375
12/01/2019 07:03:00.000000,0.455749,42.819954,6.85
12/01/2019 07:04:00.000000,0.477463,42.679534,6.4
12/01/2019 07:05:00.000000,0.475325,42.337894,5.45
12/01/2019 07:06:00.000000,0.465497,42.149414,5.65
12/01/2019 07:07:00.000000,0.454179,41.774595,7.3
12/01/2019 07:08:00.000000,0.45984,41.607312,6.075
12/01/2019 07:09:00.000000,0.468479,41.449732,5.125
12/01/2019 07:10:00.000000,0.448462,41.322684,5.075
12/01/2019 07:11:00.000000,0.43085,41.145311,4.95
12/01/2019 07:12:00.000000,0.437765,41.007945,4.825
12/01/2019 07:13:00.000000,0.435411,40.888084,5.1
12/01/2019 07:14:00.000000,0.438599,40.906924,5.875
12/01/2019 07:15:00.000000,0.4482,40.920748,5.875
12/01/2019 07:16:00.000000,0.43076,40.794234,5.35
12/01/2019 07:17:00.000000,0.43296,40.802946,5.05
12/01/2019 07:18:00.000000,0.448608,41.045834,5.675
12/01/2019 07:19:00.000000,0.446526,40.764994,5.0
12/01/2019 07:20:00.000000,0.433256,40.402322,4.85
12/01/2019 07:21:00.000000,0.426852,40.014784,4.525
12/01/2019 07:22:00.000000,0.411859,39.702669,4.175
12/01/2019 07:23:00.000000,0.395738,39.664909,4.85
12/01/2019 07:24:00.000000,0.433308,39.411884,4.8
12/01/2019 07:25:00.000000,0.43,39.236732,5.375
12/01/2019 07:26:00.000000,0.459501,39.715422,4.625
12/01/2019 07:27:00.000000,0.502842,40.000541,4.15
12/01/2019 07:28:00.000000,0.489024,40.274582,4.55
12/01/2019 07:29:00.000000,0.504318,40.400742,4.7
12/01/2019 07:30:00.000000,0.503,40.576157,5.075
12/01/2019 07:31:00.000000,0.507878,40.96693,5.575
12/01/2019 07:32:00.000000,0.510509,41.133319,4.725
12/01/2019 07:33:00.000000,0.497389,41.288797,4.55
12/01/2019 07:34:00.000000,0.487684,41.579813,4.15
12/01/2019 07:35:00.000000,0.459531,42.027154,4.15
12/01/2019 07:36:00.000000,0.431221,42.155143,3.675
12/01/2019 07:37:00.000000,0.434939,42.221765,3.425
12/01/2019 07:38:00.000000,0.418533,41.930464,3.175
12/01/2019 07:39:00.000000,0.360872,41.518485,3.1
12/01/2019 07:40:00.000000,0.312642,41.207998,3.325
12/01/2019 07:41:00.000000,0.310925,40.732605,3.775
12/01/2019 07:42:00.000000,0.29712,40.286407,3.6
12/01/2019 07:43:00.000000,0.287498,39.895534,4.025
12/01/2019 07:44:00.000000,0.293148,39.468756,3.15
12/01/2019 07:45:00.000000,0.309897,39.286729,2.95
12/01/2019 07:46:00.000000,0.299799,39.231504,3.3
12/01/2019 07:47:00.000000,0.295211,39.04818,4.3
12/01/2019 07:48:00.000000,0.315224,38.777438,3.475
12/01/2019 07:49:00.000000,0.332067,38.78969,3.025
12/01/2019 07:50:00.000000,0.333634,38.832371,3.15
12/01/2019 07:51:00.000000,0.333259,38.839056,3.125
12/01/2019 07:52:00.000000,0.333825,38.74822,3.625
12/01/2019 07:53:00.000000,0.321806,38.633689,3.725
12/01/2019 07:54:00.000000,0.344049,38.478676,3.25
12/01/2019 07:55:00.000000,0.358625,38.208764,3.85
12/01/2019 07:56:00.000000,0.342627,37.828658,3.5
12/01/2019 07:57:00.000000,0.328126,37.587964,4.125
12/01/2019 07:58:00.000000,0.326098,37.500167,3.275
12/01/2019 07:59:00.000000,0.335529,37.475383,3.8
12/01/2019 08:00:00.000000,0.355505,37.517568,3.8
12/01/2019 08:01:00.000000,0.354375,37.620576,3.325
12/01/2019 08:02:00.000000,0.348548,37.727811,3.2
12/01/2019 08:03:00.000000,0.350839,37.736616,3.95
12/01/2019 08:04:00.000000,0.349278,37.803014,3.525
12/01/2019 08:05:00.000000,0.356288,37.684741,3.0
12/01/2019 08:06:00.000000,0.358399,37.623482,3.5
12/01/2019 08:07:00.000000,0.389806,37.705681,4.6
12/01/2019 08:08:00.000000,0.401197,37.834592,3.7
12/01/2019 08:09:00.000000,0.365071,37.964407,3.675
12/01/2019 08:10:00.000000,0.3438,38.062194,3.725
12/01/2019 08:11:00.000000,0.317983,38.163993,3.4
12/01/2019 08:12:00.000000,0.326604,38.130759,3.0
12/01/2019 08:13:00.000000,0.316212,37.891256,3.05
12/01/2019 08:14:00.000000,0.324207,37.644386,3.4
12/01/2019 08:15:00.000000,0.329158,37.696664,3.8
12/01/2019 08:16:00.000000,0.331747,37.698016,3.525
12/01/2019 08:17:00.000000,0.347232,37.540497,3.925
12/01/2019 08:18:00.000000,0.345863,37.435094,4.175
12/01/2019 08:19:00.000000,0.37568,37.492581,4.05
12/01/2019 08:20:00.000000,0.369898,37.607204,5.275
12/01/2019 08:21:00.000000,0.344154,37.527551,4.425
12/01/2019 08:22:00.000000,0.33044,37.453293,3.4
12/01/2019 08:23:00.000000,0.32991,37.514284,3.35
12/01/2019 08:24:00.000000,0.332666,37.692066,4.15
12/01/2019 08:25:00.000000,0.321363,37.791356,3.275
12/01/2019 08:26:00.000000,0.324831,37.913143,2.9
12/01/2019 08:27:00.000000,0.326793,38.12487,5.0
12/01/2019 08:28:00.000000,0.316977,38.213945,3.45
12/01/2019 08:29:00.000000,0.331784,38.196991,4.2
12/01/2019 08:30:00.000000,0.318822,38.146024,3.05
12/01/2019 08:31:00.000000,0.324108,38.071332,4.0
12/01/2019 08:32:00.000000,0.334542,37.969214,3.0
12/01/2019 08:33:00.000000,0.327572,37.887541,4.15
12/01/2019 08:34:00.000000,0.319204,37.624665,4.625
12/01/2019 08:35:00.000000,0.310671,37.633141,4.075
12/01/2019 08:36:00.000000,0.307445,37.831082,4.05
12/01/2019 08:37:00.000000,0.349297,38.060161,3.5
12/01/2019 08:38:00.000000,0.363409,38.112571,3.375
12/01/2019 08:39:00.000000,0.381381,38.207131,3.175
12/01/2019 08:40:00.000000,0.383758,38.372285,3.4
12/01/2019 08:41:00.000000,0.372873,38.55522,3.05
12/01/2019 08:42:00.000000,0.357136,38.570991,3.425
12/01/2019 08:43:00.000000,0.343426,38.450593,3.6
12/01/2019 08:44:00.000000,0.33617,38.578614,3.975
12/01/2019 08:45:00.000000,0.346904,38.645877,4.25
12/01/2019 08:46:00.000000,0.345781,38.753882,4.825
12/01/2019 08:47:00.000000,0.343575,38.720479,3.875
12/01/2019 08:48:00.000000,0.342904,38.705756,4.325
12/01/2019 08:49:00.000000,0.326509,38.688669,3.475
12/01/2019 08:50:00.000000,0.335872,38.653207,3.025
12/01/2019 08:51:00.000000,0.363761,38.545934,3.375
12/01/2019 08:52:00.000000,0.359775,38.425151,3.575
12/01/2019 08:53:00.000000,0.345996,38.317321,3.375
12/01/2019 08:54:00.000000,0.33646,38.26428,2.775
12/01/2019 08:55:00.000000,0.325021,38.259393,3.125
12/01/2019 08:56:00.000000,0.325865,38.527306,4.875
12/01/2019 08:57:00.000000,0.332809,38.557255,5.25
12/01/2019 08:58:00.000000,0.328926,38.736333,3.925
12/01/2019 08:59:00.000000,0.321296,38.99192,4.175
12/01/2019 09:00:00.000000,0.315849,39.250352,4.625
12/01/2019 09:01:00.000000,0.322472,39.537108,5.075
12/01/2019 09:02:00.000000,0.329463,39.738994,3.55
12/01/2019 09:03:00.000000,0.326924,39.652142,2.925
12/01/2019 09:04:00.000000,0.355706,39.721307,3.875
12/01/2019 09:05:00.000000,0.338974,39.994518,3.3
12/01/2019 09:06:00.000000,0.33529,39.963218,2.925
12/01/2019 09:07:00.000000,0.341298,39.942626,3.05
12/01/2019 09:08:00.000000,0.372644,43.688858,3.1
12/01/2019 09:09:00.000000,0.406067,39.333749,2.725
12/01/2019 09:10:00.000000,0.378118,39.715022,4.1
12/01/2019 09:11:00.000000,0.374953,39.880585,2.95
12/01/2019 09:12:00.000000,0.357224,40.060307,4.425
12/01/2019 09:13:00.000000,0.367661,40.172298,5.175
12/01/2019 09:14:00.000000,0.37938,40.337048,4.0
12/01/2019 09:15:00.000000,0.359192,40.441207,3.6
12/01/2019 09:16:00.000000,0.355282,40.541552,3.225
12/01/2019 09:17:00.000000,0.37329,40.427334,3.85
12/01/2019 09:18:00.000000,0.421879,40.380713,4.4
12/01/2019 09:19:00.000000,0.420418,40.212933,3.6
12/01/2019 09:20:00.000000,0.386597,40.18337,4.125
12/01/2019 09:21:00.000000,0.379246,39.971882,3.8
12/01/2019 09:22:00.000000,0.420572,39.79153,3.6
12/01/2019 09:23:00.000000,0.494452,39.755134,3.075
12/01/2019 09:24:00.000000,0.511965,39.864536,4.325
12/01/2019 09:25:00.000000,0.550015,39.901819,4.725
12/01/2019 09:26:00.000000,0.803122,39.895659,3.95
12/01/2019 09:27:00.000000,1.012982,39.783187,3.625
12/01/2019 09:28:00.000000,0.79743,40.202835,5.175
12/01/2019 09:29:00.000000,0.672006,40.397191,4.425
12/01/2019 09:30:00.000000,0.693898,40.513994,4.225
12/01/2019 09:31:00.000000,0.836984,40.814015,4.525
12/01/2019 09:32:00.000000,0.983827,40.928945,6.475
12/01/2019 09:33:00.000000,0.87572,41.355313,4.925
12/01/2019 09:34:00.000000,0.761442,41.271425,5.325
12/01/2019 09:35:00.000000,0.658259,41.20824,4.125
12/01/2019 09:36:00.000000,0.614227,40.979889,3.525
12/01/2019 09:37:00.000000,0.661238,40.812211,3.875
12/01/2019 09:38:00.000000,0.698707,40.645314,4.6
12/01/2019 09:39:00.000000,0.713711,40.54615,3.375
12/01/2019 09:40:00.000000,0.710507,40.453548,3.95
12/01/2019 09:41:00.000000,0.715845,40.457046,3.925
12/01/2019 09:42:00.000000,0.81835,40.786996,5.225
12/01/2019 09:43:00.000000,0.828409,40.990714,3.975
12/01/2019 09:44:00.000000,0.72674,40.969961,3.7
12/01/2019 09:45:00.000000,0.840615,41.043605,4.475
12/01/2019 09:46:00.000000,1.000611,40.987868,3.8
12/01/2019 09:47:00.000000,1.1235,41.089474,3.8
12/01/2019 09:48:00.000000,1.113926,40.973479,5.85
12/01/2019 09:49:00.000000,1.049588,40.794809,4.475
12/01/2019 09:50:00.000000,0.947936,40.826009,4.85
12/01/2019 09:51:00.000000,0.757001,40.730577,4.225
12/01/2019 09:52:00.000000,0.67643,40.708385,3.975
12/01/2019 09:53:00.000000,0.63103,40.888763,4.75
12/01/2019 09:54:00.000000,0.665912,40.814014,4.55
12/01/2019 09:55:00.000000,0.754125,40.322817,3.95
12/01/2019 09:56:00.000000,0.83735,44.606855,4.25
12/01/2019 09:57:00.000000,0.786933,37.394178,4.325
12/01/2019 09:58:00.000000,0.772848,37.835734,5.05
12/01/2019 09:59:00.000000,0.81123,38.649336,5.0
12/01/2019 10:00:00.000000,0.849757,39.612351,4.225
12/01/2019 10:01:00.000000,0.336565,40.675269,4.15
12/01/2019 10:02:00.000000,0.145329,41.449323,4.275
12/01/2019 10:03:00.000000,0.017669,42.203119,4.525
12/01/2019 10:04:00.000000,0.03293,42.722318,4.45
12/01/2019 10:05:00.000000,-9999.0,42.978,4.775
12/01/2019 10:06:00.000000,0.011515,42.769792,5.125
12/01/2019 10:07:00.000000,0.006645,42.801784,4.9
12/01/2019 10:08:00.000000,-9999.0,42.814868,6.825
12/01/2019 10:09:00.000000,0.014802,42.969685,5.1
12/01/2019 10:10:00.000000,0.009851,42.772019,5.05
12/01/2019 10:11:00.000000,0.097137,42.482088,5.0
12/01/2019 10:12:00.000000,0.466815,42.56226,5.05
12/01/2019 10:13:00.000000,0.764718,42.789399,5.775
12/01/2019 10:14:00.000000,0.82586,42.638913,6.525
12/01/2019 10:15:00.000000,0.822932,42.43377,4.9
12/01/2019 10:16:00.000000,0.924844,42.133836,5.2
12/01/2019 10:17:00.000000,0.827531,42.109578,6.4
12/01/2019 10:18:00.000000,0.699548,41.759956,5.65
12/01/2019 10:19:00.000000,0.642066,41.811687,4.85
12/01/2019 10:20:00.000000,0.612492,41.70892,5.6
12/01/2019 10:21:00.000000,0.635368,41.812706,5.75
12/01/2019 10:22:00.000000,0.660055,41.880707,4.8
12/01/2019 10:23:00.000000,0.624139,42.125776,5.175
12/01/2019 10:24:00.000000,0.595303,42.145662,6.375
12/01/2019 10:25:00.000000,0.610585,42.002562,4.825
12/01/2019 10:26:00.000000,0.606499,41.72555,5.1
12/01/2019 10:27:00.000000,0.632544,41.42862,5.25
12/01/2019 10:28:00.000000,0.701577,41.04277,4.675
12/01/2019 10:29:00.000000,0.784395,41.180739,5.175
12/01/2019 10:30:00.000000,0.765284,41.349946,5.1
12/01/2019 10:31:00.000000,0.744142,41.842516,4.625
12/01/2019 10:32:00.000000,0.727581,41.726746,5.625
12/01/2019 10:33:00.000000,0.694974,42.092166,5.1
12/01/2019 10:34:00.000000,0.663476,42.585273,4.5
12/01/2019 10:35:00.000000,0.63793,42.646982,3.875
12/01/2019 10:36:00.000000,0.591414,42.554426,3.85
12/01/2019 10:37:00.000000,0.571537,42.406534,3.9
12/01/2019 10:38:00.000000,0.563851,42.268814,3.825
12/01/2019 10:39:00.000000,0.519454,42.214902,3.575
12/01/2019 10:40:00.000000,0.505742,42.176828,3.725
12/01/2019 10:41:00.000000,0.493808,42.110031,4.475
12/01/2019 10:42:00.000000,0.49741,42.226078,3.575
12/01/2019 10:43:00.000000,0.480701,42.336494,3.8
12/01/2019 10:44:00.000000,0.486369,42.268148,4.0
12/01/2019 10:45:00.000000,0.503409,42.210405,3.55
12/01/2019 10:46:00.000000,0.492468,41.528196,4.075
12/01/2019 10:47:00.000000,0.558986,44.176173,4.975
12/01/2019 10:48:00.000000,0.628941,41.358934,5.35
12/01/2019 10:49:00.000000,0.654601,41.251182,4.65
12/01/2019 10:50:00.000000,0.690849,41.749783,3.95
12/01/2019 10:51:00.000000,0.667948,42.277437,4.25
12/01/2019 10:52:00.000000,0.618537,42.569058,3.875
12/01/2019 10:53:00.000000,0.587648,43.11495,4.075
12/01/2019 10:54:00.000000,0.582879,43.412884,3.75
12/01/2019 10:55:00.000000,0.521541,43.612219,3.975
12/01/2019 10:56:00.000000,0.511701,43.317062,3.95
12/01/2019 10:57:00.000000,0.512495,43.043196,3.525
12/01/2019 10:58:00.000000,0.509852,43.117999,3.475
12/01/2019 10:59:00.000000,0.457225,43.104313,3.5
12/01/2019 11:00:00.000000,0.434384,43.118113,2.975
12/01/2019 11:01:00.000000,0.414318,43.272127,3.475
12/01/2019 11:02:00.000000,0.412529,43.246989,2.875
12/01/2019 11:03:00.000000,0.450741,43.55256,3.35
12/01/2019 11:04:00.000000,0.473274,42.777912,2.925
12/01/2019 11:05:00.000000,0.459187,43.992953,3.225
12/01/2019 11:06:00.000000,0.492026,42.491576,2.875
12/01/2019 11:07:00.000000,0.596955,42.342374,3.225
12/01/2019 11:08:00.000000,0.545938,42.444909,3.4
12/01/2019 11:09:00.000000,0.527901,42.546871,3.625
12/01/2019 11:10:00.000000,0.434878,42.623529,2.65
12/01/2019 11:11:00.000000,0.375827,42.711911,2.525
12/01/2019 11:12:00.000000,0.340674,42.631171,2.75
12/01/2019 11:13:00.000000,0.333873,42.538667,2.65
12/01/2019 11:14:00.000000,0.345681,42.614542,3.65
12/01/2019 11:15:00.000000,0.347347,42.375949,3.1
12/01/2019 11:16:00.000000,0.333609,42.14908,2.725
12/01/2019 11:17:00.000000,0.321538,41.730233,2.025
12/01/2019 11:18:00.000000,0.338611,41.435381,1.95
12/01/2019 11:19:00.000000,0.3616,41.343936,2.15
12/01/2019 11:20:00.000000,0.346444,40.717569,2.5
12/01/2019 11:21:00.000000,0.349785,40.31099,2.075
12/01/2019 11:22:00.000000,0.359416,40.162636,2.05
12/01/2019 11:23:00.000000,0.345707,40.097092,5.55
12/01/2019 11:24:00.000000,0.339003,39.974084,3.4
12/01/2019 11:25:00.000000,0.332143,39.655146,2.225
12/01/2019 11:26:00.000000,0.357064,39.759937,2.575
12/01/2019 11:27:00.000000,0.368421,40.253184,2.475
12/01/2019 11:28:00.000000,0.368805,40.20039,3.675
12/01/2019 11:29:00.000000,0.403303,40.217833,3.35
12/01/2019 11:30:00.000000,0.448152,40.559645,3.775
12/01/2019 11:31:00.000000,0.44408,40.900867,3.625
12/01/2019 11:32:00.000000,0.46288,41.269381,3.65
12/01/2019 11:33:00.000000,0.421376,41.061687,3.7
12/01/2019 11:34:00.000000,0.389671,41.05612,2.8
12/01/2019 11:35:00.000000,0.36548,41.012549,2.575
12/01/2019 11:36:00.000000,0.395601,41.071796,2.225
12/01/2019 11:37:00.000000,0.411175,40.934961,2.1
12/01/2019 11:38:00.000000,0.465937,40.827087,2.475
12/01/2019 11:39:00.000000,0.469468,40.840178,2.075
12/01/2019 11:40:00.000000,0.438197,41.169588,2.125
12/01/2019 11:41:00.000000,0.397793,41.666653,2.275
12/01/2019 11:42:00.000000,0.357015,41.756144,2.0
12/01/2019 11:43:00.000000,0.314631,41.34905,2.425
12/01/2019 11:44:00.000000,0.393968,41.416402,2.75
12/01/2019 11:45:00.000000,0.438773,41.293473,2.8
12/01/2019 11:46:00.000000,0.422196,41.108209,2.5
12/01/2019 11:47:00.000000,0.489559,40.961631,3.075
12/01/2019 11:48:00.000000,0.547273,41.206156,3.0
12/01/2019 11:49:00.000000,0.518225,41.518112,2.9
12/01/2019 11:50:00.000000,0.537188,41.989867,4.325
12/01/2019 11:51:00.000000,0.557783,42.14787,2.925
12/01/2019 11:52:00.000000,0.558621,42.920994,2.6
12/01/2019 11:53:00.000000,0.566087,43.209241,3.075
12/01/2019 11:54:00.000000,0.56228,43.433036,2.975
12/01/2019 11:55:00.000000,0.513422,43.334468,2.225
12/01/2019 11:56:00.000000,0.47501,43.218986,2.15
12/01/2019 11:57:00.000000,0.492544,43.140028,2.05
12/01/2019 11:58:00.000000,0.511219,43.149728,1.85
12/01/2019 11:59:00.000000,0.439459,42.756169,2.025
12/01/2019 12:00:00.000000,0.376861,42.748779,3.675
12/01/2019 12:01:00.000000,0.385161,42.600379,2.475
12/01/2019 12:02:00.000000,0.449191,42.627566,2.725
12/01/2019 12:03:00.000000,0.43185,42.634183,2.025
12/01/2019 12:04:00.000000,0.375145,42.681658,1.775
12/01/2019 12:05:00.000000,0.342385,42.598668,2.175
12/01/2019 12:06:00.000000,0.328431,42.573155,2.3
12/01/2019 12:07:00.000000,0.321284,42.373633,2.525
12/01/2019 12:08:00.000000,0.339564,42.287326,2.675
12/01/2019 12:09:00.000000,0.406852,42.693185,2.775
12/01/2019 12:10:00.000000,0.425395,42.694712,2.575
12/01/2019 12:11:00.000000,0.433636,42.879784,2.5
12/01/2019 12:12:00.000000,0.465902,42.956519,2.125
12/01/2019 12:13:00.000000,0.49931,43.226753,2.75
12/01/2019 12:14:00.000000,0.47999,43.63788,2.625
12/01/2019 12:15:00.000000,0.45556,43.58948,2.35
12/01/2019 12:16:00.000000,0.474718,43.543974,2.075
12/01/2019 12:17:00.000000,0.511461,43.656464,2.675
12/01/2019 12:18:00.000000,0.508743,43.732536,3.275
12/01/2019 12:19:00.000000,0.409626,44.122114,3.85
12/01/2019 12:20:00.000000,0.328315,44.006263,2.725
12/01/2019 12:21:00.000000,0.334142,44.073946,2.0
12/01/2019 12:22:00.000000,0.349616,44.284738,1.9
12/01/2019 12:23:00.000000,0.351285,44.303089,2.95
12/01/2019 12:24:00.000000,0.348262,44.401978,2.4
12/01/2019 12:25:00.000000,0.341124,44.149206,1.875
12/01/2019 12:26:00.000000,0.344396,44.0646,2.1
12/01/2019 12:27:00.000000,0.349976,44.042755,1.975
12/01/2019 12:28:00.000000,0.341707,43.931985,2.05
12/01/2019 12:29:00.000000,0.341979,43.890881,1.875
12/01/2019 12:30:00.000000,0.331643,43.964349,2.85
12/01/2019 12:31:00.000000,0.347003,44.07453,3.35
12/01/2019 12:32:00.000000,0.429921,44.226629,2.425
12/01/2019 12:33:00.000000,0.455149,44.185719,2.325
12/01/2019 12:34:00.000000,0.428004,44.27311,1.875
12/01/2019 12:35:00.000000,0.419381,44.21865,1.925
12/01/2019 12:36:00.000000,0.445332,44.067734,1.7
12/01/2019 12:37:00.000000,0.514773,43.880818,2.05
12/01/2019 12:38:00.000000,0.487977,43.815128,1.975
12/01/2019 12:39:00.000000,0.417687,43.924825,1.975
12/01/2019 12:40:00.000000,0.349852,43.898568,2.15
12/01/2019 12:41:00.000000,0.339871,43.865,1.825
12/01/2019 12:42:00.000000,0.33424,44.009624,1.925
12/01/2019 12:43:00.000000,0.467994,44.053544,2.45
12/01/2019 12:44:00.000000,1.134099,44.091784,2.525
12/01/2019 12:45:00.000000,1.453733,44.303273,2.575
12/01/2019 12:46:00.000000,0.931455,44.299587,2.0
12/01/2019 12:47:00.000000,0.570484,44.253955,2.325
12/01/2019 12:48:00.000000,0.415074,44.118005,2.5
12/01/2019 12:49:00.000000,0.353691,44.048133,3.025
12/01/2019 12:50:00.000000,0.343993,44.123143,2.375
12/01/2019 12:51:00.000000,0.371844,44.221697,2.175
12/01/2019 12:52:00.000000,0.424822,44.093547,2.35
12/01/2019 12:53:00.000000,0.463134,44.130094,2.1
12/01/2019 12:54:00.000000,0.446071,44.200239,2.15
12/01/2019 12:55:00.000000,0.39803,44.077228,2.65
12/01/2019 12:56:00.000000,0.374863,44.050349,2.65
12/01/2019 12:57:00.000000,0.369462,43.905831,2.375
12/01/2019 12:58:00.000000,0.335687,43.774069,2.45
12/01/2019 12:59:00.000000,0.341451,43.641196,2.725
12/01/2019 13:00:00.000000,0.360478,43.857074,2.2
12/01/2019 13:01:00.000000,0.398799,44.181232,2.9
12/01/2019 13:02:00.000000,0.42133,44.288199,2.45
12/01/2019 13:03:00.000000,0.419411,44.395071,2.05
12/01/2019 13:04:00.000000,0.438313,44.390974,1.925
12/01/2019 13:05:00.000000,0.465259,44.496006,1.9
12/01/2019 13:06:00.000000,0.451861,44.492548,2.125
12/01/2019 13:07:00.000000,0.440363,44.450033,1.975
12/01/2019 13:08:00.000000,0.419836,44.368026,1.75
12/01/2019 13:09:00.000000,0.388394,44.73938,1.925
12/01/2019 13:10:00.000000,0.412955,44.694509,2.15
12/01/2019 13:11:00.000000,0.42287,44.726734,1.975
12/01/2019 13:12:00.000000,0.409945,44.748974,2.35
12/01/2019 13:13:00.000000,0.39912,44.63847,1.9
12/01/2019 13:14:00.000000,0.431272,44.412569,3.275
12/01/2019 13:15:00.000000,0.449458,44.132211,2.9
12/01/2019 13:16:00.000000,0.441299,43.777173,2.0
12/01/2019 13:17:00.000000,0.44327,43.601881,2.1
12/01/2019 13:18:00.000000,0.41578,43.400642,1.975
12/01/2019 13:19:00.000000,0.387409,43.348499,1.9
12/01/2019 13:20:00.000000,0.374075,43.255058,2.725
12/01/2019 13:21:00.000000,0.373979,43.124291,2.475
12/01/2019 13:22:00.000000,0.401329,43.069685,1.925
12/01/2019 13:23:00.000000,0.468269,43.153745,1.725
12/01/2019 13:24:00.000000,0.518286,43.317855,1.7
12/01/2019 13:25:00.000000,0.484117,43.360857,2.075
12/01/2019 13:26:00.000000,0.480319,43.382271,2.275
