InstrumentName, Welby,,,
StartTime, 2020-03-01 00:00:00,,,
EndTime, 2020-03-31 23:59:59,,,
Date,NO2,O3,PM10,SO2
03/01/2020 00:00:00.000000,12.0,34.0,20.0,1.0
03/01/2020 01:00:00.000000,25.0,16.0,32.2,1.0
03/01/2020 02:00:00.000000,39.0,5.0,46.2,1.0
03/01/2020 03:00:00.000000,43.0,1.0,48.0,1.0
03/01/2020 04:00:00.000000,41.0,2.0,45.0,1.0
03/01/2020 05:00:00.000000,,12.0,25.4,1.0
03/01/2020 06:00:00.000000,24.0,15.0,17.5,1.0
03/01/2020 07:00:00.000000,32.0,6.0,20.3,1.0
03/01/2020 08:00:00.000000,37.0,2.0,25.0,1.0
03/01/2020 09:00:00.000000,35.0,3.0,21.0,1.0
03/01/2020 10:00:00.000000,34.0,2.0,15.9,1.0
03/01/2020 11:00:00.000000,29.0,1.0,27.5,0.0
03/01/2020 12:00:00.000000,31.0,0.0,13.4,1.0
03/01/2020 13:00:00.000000,38.0,1.0,14.2,1.0
03/01/2020 14:00:00.000000,35.0,3.0,24.1,1.0
03/01/2020 15:00:00.000000,19.0,16.0,30.5,1.0
03/01/2020 16:00:00.000000,4.0,26.0,18.0,0.0
03/01/2020 17:00:00.000000,3.0,29.0,13.1,0.0
03/01/2020 18:00:00.000000,4.0,30.0,12.7,0.0
03/01/2020 19:00:00.000000,3.0,32.0,11.3,0.0
03/01/2020 20:00:00.000000,4.0,33.0,11.8,0.0
03/01/2020 21:00:00.000000,5.0,33.0,16.2,0.0
03/01/2020 22:00:00.000000,5.0,34.0,13.5,0.0
03/01/2020 23:00:00.000000,5.0,35.0,19.4,0.0
03/02/2020 00:00:00.000000,5.0,33.0,15.0,0.0
03/02/2020 01:00:00.000000,3.0,34.0,7.7,0.0
03/02/2020 02:00:00.000000,3.0,35.0,0.6,0.0
03/02/2020 03:00:00.000000,3.0,34.0,4.9,0.0
03/02/2020 04:00:00.000000,3.0,35.0,4.2,0.0
03/02/2020 05:00:00.000000,,33.0,1.8,0.0
03/02/2020 06:00:00.000000,3.0,34.0,5.5,0.0
03/02/2020 07:00:00.000000,7.0,28.0,3.6,0.0
03/02/2020 08:00:00.000000,7.0,29.0,3.8,0.0
03/02/2020 09:00:00.000000,7.0,27.0,5.4,0.0
03/02/2020 10:00:00.000000,15.0,19.0,3.3,0.0
03/02/2020 11:00:00.000000,12.0,20.0,4.6,0.0
03/02/2020 12:00:00.000000,11.0,22.0,6.9,0.0
03/02/2020 13:00:00.000000,16.0,18.0,6.6,0.0
03/02/2020 14:00:00.000000,14.0,20.0,9.0,0.0
03/02/2020 15:00:00.000000,14.0,20.0,9.7,0.0
03/02/2020 16:00:00.000000,20.0,17.0,10.5,0.0
03/02/2020 17:00:00.000000,18.0,20.0,29.0,0.0
03/02/2020 18:00:00.000000,20.0,21.0,30.8,1.0
03/02/2020 19:00:00.000000,20.0,20.0,29.6,1.0
03/02/2020 20:00:00.000000,18.0,26.0,17.2,1.0
03/02/2020 21:00:00.000000,7.0,40.0,15.2,0.0
03/02/2020 22:00:00.000000,8.0,38.0,33.1,0.0
03/02/2020 23:00:00.000000,12.0,32.0,29.0,0.0
03/03/2020 00:00:00.000000,9.0,39.0,9.2,0.0
03/03/2020 01:00:00.000000,5.0,42.0,7.4,0.0
03/03/2020 02:00:00.000000,3.0,44.0,7.2,0.0
03/03/2020 03:00:00.000000,5.0,43.0,10.8,0.0
03/03/2020 04:00:00.000000,4.0,40.0,10.2,0.0
03/03/2020 05:00:00.000000,,40.0,7.8,0.0
03/03/2020 06:00:00.000000,10.0,33.0,9.7,0.0
03/03/2020 07:00:00.000000,11.0,30.0,18.3,0.0
03/03/2020 08:00:00.000000,10.0,34.0,9.5,0.0
03/03/2020 09:00:00.000000,6.0,36.0,15.3,0.0
03/03/2020 10:00:00.000000,32.0,5.0,19.2,0.0
03/03/2020 11:00:00.000000,37.0,0.0,29.0,0.0
03/03/2020 12:00:00.000000,37.0,0.0,34.9,1.0
03/03/2020 13:00:00.000000,42.0,1.0,65.8,2.0
03/03/2020 14:00:00.000000,42.0,3.0,60.8,2.0
03/03/2020 15:00:00.000000,25.0,13.0,33.2,1.0
03/03/2020 16:00:00.000000,26.0,16.0,42.6,1.0
03/03/2020 17:00:00.000000,34.0,18.0,53.1,2.0
03/03/2020 18:00:00.000000,24.0,24.0,67.0,2.0
03/03/2020 19:00:00.000000,14.0,28.0,22.6,0.0
03/03/2020 20:00:00.000000,11.0,33.0,19.3,0.0
03/03/2020 21:00:00.000000,3.0,42.0,2.4,0.0
03/03/2020 22:00:00.000000,,,8.3,0.0
03/03/2020 23:00:00.000000,3.0,43.0,16.3,0.0
03/04/2020 00:00:00.000000,5.0,40.0,18.5,0.0
03/04/2020 01:00:00.000000,9.0,35.0,15.6,0.0
03/04/2020 02:00:00.000000,8.0,34.0,21.8,0.0
03/04/2020 03:00:00.000000,15.0,25.0,17.2,0.0
03/04/2020 04:00:00.000000,20.0,17.0,28.7,0.0
03/04/2020 05:00:00.000000,,10.0,23.0,0.0
03/04/2020 06:00:00.000000,30.0,7.0,28.2,0.0
03/04/2020 07:00:00.000000,33.0,5.0,16.6,0.0
03/04/2020 08:00:00.000000,30.0,7.0,17.2,0.0
03/04/2020 09:00:00.000000,35.0,3.0,15.8,0.0
03/04/2020 10:00:00.000000,17.0,21.0,9.0,0.0
03/04/2020 12:00:00.000000,36.0,2.0,26.3,0.0
03/04/2020 13:00:00.000000,42.0,1.0,54.5,1.0
03/04/2020 14:00:00.000000,40.0,7.0,82.4,1.0
03/04/2020 15:00:00.000000,23.0,22.0,50.9,1.0
03/04/2020 16:00:00.000000,16.0,30.0,33.3,
03/04/2020 17:00:00.000000,13.0,36.0,23.7,1.0
03/04/2020 18:00:00.000000,2.0,45.0,12.9,0.0
03/04/2020 19:00:00.000000,3.0,45.0,17.5,0.0
03/04/2020 20:00:00.000000,2.0,46.0,11.7,0.0
03/04/2020 21:00:00.000000,2.0,46.0,29.3,0.0
03/04/2020 22:00:00.000000,2.0,46.0,13.7,0.0
03/04/2020 23:00:00.000000,2.0,46.0,19.0,0.0
03/05/2020 00:00:00.000000,3.0,44.0,17.7,0.0
03/05/2020 01:00:00.000000,2.0,46.0,13.0,0.0
03/05/2020 02:00:00.000000,13.0,34.0,13.9,0.0
03/05/2020 03:00:00.000000,12.0,34.0,15.9,0.0
03/05/2020 04:00:00.000000,8.0,40.0,10.5,0.0
