InstrumentName, La Casa,,,,
StartTime, 2020-03-01 00:00:00,,,,
EndTime, 2020-03-31 23:59:59,,,,
Date,CO,NO2,O3,PM10,SO2
03/01/2020 00:00:00.000000,0.2,12.0,34.0,16.5,0.0
03/01/2020 01:00:00.000000,0.4,28.0,17.0,23.4,0.0
03/01/2020 02:00:00.000000,0.4,30.0,14.0,27.8,0.0
03/01/2020 03:00:00.000000,0.3,22.0,22.0,18.7,0.0
03/01/2020 04:00:00.000000,0.4,,19.0,14.2,0.0
03/01/2020 05:00:00.000000,0.5,33.0,6.0,22.2,0.0
03/01/2020 06:00:00.000000,0.4,29.0,7.0,19.1,0.0
03/01/2020 07:00:00.000000,0.4,31.0,5.0,17.5,
03/01/2020 08:00:00.000000,0.3,22.0,15.0,12.9,0.0
03/01/2020 09:00:00.000000,0.3,27.0,11.0,11.9,0.0
03/01/2020 10:00:00.000000,0.2,22.0,16.0,10.2,0.0
03/01/2020 11:00:00.000000,0.3,37.0,2.0,13.9,0.0
03/01/2020 12:00:00.000000,0.3,33.0,4.0,10.8,0.0
03/01/2020 13:00:00.000000,0.3,30.0,8.0,10.0,0.0
03/01/2020 14:00:00.000000,0.3,29.0,10.0,11.4,0.0
03/01/2020 15:00:00.000000,0.3,23.0,15.0,17.3,0.0
03/01/2020 16:00:00.000000,0.2,8.0,23.0,16.6,0.0
03/01/2020 17:00:00.000000,0.2,7.0,26.0,12.7,0.0
03/01/2020 18:00:00.000000,0.2,6.0,27.0,13.0,0.0
03/01/2020 19:00:00.000000,0.2,6.0,28.0,14.0,0.0
03/01/2020 20:00:00.000000,0.2,7.0,29.0,13.7,0.0
03/01/2020 21:00:00.000000,0.2,7.0,30.0,15.0,0.0
03/01/2020 22:00:00.000000,0.1,7.0,31.0,16.1,0.0
03/01/2020 23:00:00.000000,0.2,7.0,33.0,14.8,0.0
03/02/2020 00:00:00.000000,0.2,8.0,30.0,13.4,0.0
03/02/2020 01:00:00.000000,0.1,11.0,27.0,11.9,0.0
03/02/2020 02:00:00.000000,0.1,12.0,27.0,11.8,0.0
03/02/2020 03:00:00.000000,0.1,17.0,23.0,10.3,0.0
03/02/2020 04:00:00.000000,0.1,,20.0,10.8,0.0
03/02/2020 05:00:00.000000,0.1,16.0,22.0,12.2,0.0
03/02/2020 06:00:00.000000,0.1,16.0,23.0,9.9,0.0
03/02/2020 07:00:00.000000,0.2,20.0,16.0,11.3,
03/02/2020 08:00:00.000000,0.1,25.0,12.0,12.5,0.0
03/02/2020 09:00:00.000000,0.2,14.0,19.0,15.1,0.0
03/02/2020 10:00:00.000000,0.2,26.0,8.0,17.2,0.0
03/02/2020 11:00:00.000000,0.2,28.0,6.0,20.8,0.0
03/02/2020 12:00:00.000000,0.2,20.0,12.0,19.9,0.0
03/02/2020 13:00:00.000000,0.2,15.0,17.0,21.9,0.0
03/02/2020 14:00:00.000000,0.2,12.0,20.0,17.1,0.0
03/02/2020 15:00:00.000000,0.2,10.0,22.0,16.3,0.0
03/02/2020 16:00:00.000000,0.3,13.0,21.0,20.1,0.0
03/02/2020 17:00:00.000000,0.3,21.0,18.0,26.6,0.0
03/02/2020 18:00:00.000000,0.4,29.0,15.0,44.7,1.0
03/02/2020 19:00:00.000000,0.3,28.0,16.0,46.4,1.0
03/02/2020 20:00:00.000000,0.3,24.0,23.0,37.2,1.0
03/02/2020 21:00:00.000000,0.2,11.0,36.0,21.5,0.0
03/02/2020 22:00:00.000000,0.2,7.0,40.0,12.2,0.0
03/02/2020 23:00:00.000000,0.2,8.0,40.0,12.9,0.0
03/03/2020 00:00:00.000000,0.1,5.0,46.0,10.5,0.0
03/03/2020 01:00:00.000000,0.1,5.0,43.0,10.0,0.0
03/03/2020 02:00:00.000000,0.2,7.0,41.0,8.6,0.0
03/03/2020 03:00:00.000000,0.2,7.0,41.0,8.9,0.0
03/03/2020 04:00:00.000000,0.1,,46.0,6.5,0.0
03/03/2020 05:00:00.000000,0.1,3.0,46.0,5.2,0.0
03/03/2020 06:00:00.000000,0.1,4.0,44.0,7.0,0.0
03/03/2020 07:00:00.000000,0.1,5.0,43.0,6.1,
03/03/2020 08:00:00.000000,0.2,18.0,26.0,9.1,0.0
03/03/2020 09:00:00.000000,0.2,35.0,9.0,11.3,0.0
03/03/2020 10:00:00.000000,0.2,34.0,7.0,9.5,0.0
03/03/2020 11:00:00.000000,0.2,37.0,4.0,11.1,0.0
03/03/2020 12:00:00.000000,0.3,36.0,6.0,12.3,0.0
03/03/2020 13:00:00.000000,0.7,42.0,0.0,20.1,1.0
03/03/2020 14:00:00.000000,0.8,41.0,5.0,29.2,1.0
03/03/2020 15:00:00.000000,,53.0,,67.6,4.0
03/03/2020 16:00:00.000000,0.5,40.0,12.0,51.0,2.0
03/03/2020 17:00:00.000000,0.3,19.0,28.0,21.8,0.0
03/03/2020 18:00:00.000000,0.2,10.0,33.0,15.0,0.0
03/03/2020 19:00:00.000000,0.3,20.0,21.0,35.0,0.0
03/03/2020 20:00:00.000000,0.2,10.0,31.0,21.3,
03/03/2020 21:00:00.000000,0.1,4.0,39.0,8.0,0.0
03/03/2020 22:00:00.000000,0.1,,41.0,8.2,0.0
03/03/2020 23:00:00.000000,0.1,,40.0,12.4,0.0
03/04/2020 00:00:00.000000,0.2,10.0,36.0,11.9,0.0
03/04/2020 01:00:00.000000,0.2,14.0,31.0,12.7,0.0
03/04/2020 02:00:00.000000,0.2,15.0,28.0,13.1,0.0
03/04/2020 03:00:00.000000,0.3,35.0,8.0,20.1,0.0
03/04/2020 04:00:00.000000,0.4,,2.0,28.5,0.0
03/04/2020 05:00:00.000000,0.2,20.0,18.0,19.5,0.0
03/04/2020 06:00:00.000000,0.3,27.0,10.0,19.9,0.0
03/04/2020 07:00:00.000000,0.2,16.0,20.0,14.5,
03/04/2020 08:00:00.000000,0.2,17.0,18.0,11.9,0.0
03/04/2020 09:00:00.000000,0.2,21.0,14.0,11.6,0.0
03/04/2020 10:00:00.000000,0.2,10.0,28.0,9.0,0.0
03/04/2020 12:00:00.000000,0.2,16.0,23.0,9.6,0.0
03/04/2020 13:00:00.000000,0.4,36.0,5.0,19.3,0.0
03/04/2020 14:00:00.000000,0.4,29.0,14.0,25.9,0.0
03/04/2020 15:00:00.000000,0.3,16.0,27.0,24.3,0.0
03/04/2020 16:00:00.000000,0.1,12.0,33.0,27.9,0.0
03/04/2020 17:00:00.000000,0.1,10.0,36.0,25.9,0.0
