InstrumentName, Melody-Catalpa B,,
StartTime, 2018-09-01 00:00:00,,
EndTime, 2018-09-30 23:59:59,,
Date,PM2.5,humidity,temp_f
09/01/2018 00:01:26.196666,0.65,21.0,86.0
09/01/2018 00:02:46.400000,0.07,21.0,86.0
09/01/2018 00:05:26.270000,0.36,21.0,86.0
09/01/2018 00:06:46.206666,0.23,21.0,86.0
09/01/2018 00:09:26.140000,0.73,22.0,86.0
09/01/2018 00:10:46.090000,0.27,22.0,86.0
09/01/2018 00:13:26.206666,0.81,22.0,86.0
09/01/2018 00:14:46.203333,0.7,23.0,86.0
09/01/2018 00:17:26.203333,0.62,23.0,85.0
09/01/2018 00:18:46.210000,0.74,23.0,85.0
09/01/2018 00:21:26.220000,0.81,26.0,85.0
09/01/2018 00:22:46.096666,0.56,27.0,85.0
09/01/2018 00:25:27.253333,0.53,27.0,85.0
09/01/2018 00:26:46.126666,0.8,27.0,85.0
09/01/2018 00:29:26.210000,0.21,27.0,84.0
09/01/2018 00:30:46.103333,0.6,26.0,84.0
09/01/2018 00:33:26.213333,0.71,26.0,84.0
09/01/2018 00:34:46.100000,0.86,26.0,84.0
09/01/2018 00:37:26.096666,0.62,28.0,84.0
09/01/2018 00:38:46.093333,0.6,28.0,83.0
09/01/2018 00:41:26.216666,0.32,27.0,83.0
09/01/2018 00:42:46.096666,0.61,26.0,83.0
09/01/2018 00:45:26.106666,1.36,23.0,83.0
09/01/2018 00:46:46.110000,1.26,24.0,83.0
09/01/2018 00:49:26.166666,0.86,23.0,83.0
09/01/2018 00:50:46.100000,1.26,23.0,83.0
09/01/2018 00:53:26.106666,1.49,23.0,83.0
09/01/2018 00:54:46.220000,0.74,25.0,83.0
09/01/2018 00:57:26.103333,1.16,25.0,83.0
09/01/2018 00:58:46.133333,0.98,26.0,83.0
09/01/2018 01:01:26.153333,1.05,26.0,83.0
09/01/2018 01:02:46.166666,1.02,26.0,82.0
09/01/2018 01:05:26.256666,1.52,26.0,82.0
09/01/2018 01:06:46.160000,1.55,27.0,82.0
09/01/2018 01:09:26.106666,1.05,27.0,82.0
09/01/2018 01:10:46.106666,0.98,27.0,82.0
09/01/2018 01:13:26.103333,1.4,27.0,82.0
09/01/2018 01:14:46.100000,1.0,28.0,81.0
09/01/2018 01:17:26.110000,1.07,28.0,81.0
09/01/2018 01:18:46.103333,1.0,29.0,81.0
09/01/2018 01:21:26.163333,1.09,29.0,81.0
09/01/2018 01:22:46.123333,1.64,29.0,81.0
09/01/2018 01:25:26.153333,2.05,29.0,80.0
09/01/2018 01:26:46.133333,1.53,29.0,80.0
09/01/2018 01:29:26.116666,2.21,30.0,80.0
09/01/2018 01:30:46.136666,1.64,30.0,80.0
09/01/2018 01:33:26.240000,4.42,30.0,80.0
09/01/2018 01:34:46.106666,3.48,30.0,80.0
09/01/2018 01:37:26.113333,6.19,30.0,79.0
09/01/2018 01:38:46.113333,11.46,30.0,79.0
09/01/2018 01:41:26.116666,7.4,30.0,79.0
09/01/2018 01:42:46.136666,9.76,30.0,79.0
09/01/2018 01:45:26.113333,4.61,30.0,79.0
09/01/2018 01:46:46.123333,3.37,30.0,79.0
09/01/2018 01:49:26.263333,2.1,31.0,79.0
09/01/2018 01:50:46.303333,1.31,30.0,78.0
09/01/2018 01:53:26.156666,1.26,31.0,78.0
09/01/2018 01:54:46.126666,1.23,31.0,78.0
