InstrumentName, Wash Park West B,,
StartTime, 2018-09-01 00:00:00,,
EndTime, 2018-09-30 23:59:59,,
Date,PM2.5,humidity,temp_f
09/01/2018 00:01:21.016666,2.6,24.0,85.0
09/01/2018 00:04:01.026666,1.07,25.0,85.0
09/01/2018 00:05:20.953333,1.83,25.0,85.0
09/01/2018 00:06:40.916666,1.74,24.0,85.0
09/01/2018 00:09:20.903333,1.72,24.0,85.0
09/01/2018 00:10:41.013333,0.75,24.0,85.0
09/01/2018 00:13:20.896666,0.55,24.0,85.0
09/01/2018 00:16:00.966666,1.0,24.0,85.0
09/01/2018 00:17:20.966666,1.0,24.0,85.0
09/01/2018 00:18:41.020000,1.05,25.0,85.0
09/01/2018 00:21:20.910000,1.24,25.0,85.0
09/01/2018 00:22:40.986666,0.79,24.0,85.0
09/01/2018 00:25:21.170000,1.91,24.0,84.0
09/01/2018 00:26:41.033333,1.14,24.0,84.0
09/01/2018 00:29:21.043333,2.31,25.0,84.0
09/01/2018 00:30:40.980000,1.88,25.0,84.0
09/01/2018 00:33:20.926666,0.91,25.0,84.0
09/01/2018 00:34:40.936666,1.21,25.0,84.0
09/01/2018 00:37:21.043333,1.69,25.0,84.0
09/01/2018 00:38:40.986666,1.65,26.0,84.0
09/01/2018 00:41:20.940000,2.14,26.0,84.0
09/01/2018 00:44:00.946666,1.88,26.0,84.0
09/01/2018 00:45:20.953333,1.42,26.0,84.0
09/01/2018 00:48:01.056666,1.65,26.0,84.0
09/01/2018 00:49:20.996666,2.05,26.0,83.0
09/01/2018 00:50:40.953333,1.63,26.0,83.0
09/01/2018 00:53:20.950000,1.47,26.0,83.0
09/01/2018 00:54:41.000000,1.58,26.0,83.0
09/01/2018 00:57:21.006666,1.52,26.0,83.0
09/01/2018 00:58:41.003333,1.58,27.0,83.0
09/01/2018 01:01:20.973333,1.49,27.0,83.0
09/01/2018 01:02:41.080000,1.67,27.0,83.0
09/01/2018 01:05:21.066666,1.86,27.0,83.0
09/01/2018 01:08:00.950000,2.12,28.0,83.0
09/01/2018 01:09:20.976666,2.12,28.0,83.0
09/01/2018 01:10:40.956666,1.91,28.0,82.0
09/01/2018 01:13:21.020000,1.88,29.0,83.0
09/01/2018 01:14:40.996666,2.02,29.0,83.0
09/01/2018 01:17:20.963333,3.49,29.0,83.0
09/01/2018 01:20:00.976666,2.84,29.0,82.0
09/01/2018 01:21:21.036666,3.35,29.0,82.0
09/01/2018 01:24:00.966666,3.26,30.0,82.0
09/01/2018 01:25:21.043333,2.95,30.0,82.0
09/01/2018 01:26:41.086666,2.63,30.0,82.0
09/01/2018 01:29:20.966666,2.84,30.0,82.0
09/01/2018 01:30:40.986666,2.84,30.0,82.0
09/01/2018 01:33:21.136666,2.77,30.0,82.0
09/01/2018 01:34:41.013333,3.86,30.0,82.0
09/01/2018 01:37:21.000000,7.93,30.0,82.0
09/01/2018 01:38:41.140000,7.31,30.0,82.0
09/01/2018 01:41:21.036666,7.19,30.0,82.0
09/01/2018 01:42:41.036666,6.6,30.0,82.0
09/01/2018 01:45:21.090000,6.32,30.0,81.0
09/01/2018 01:46:40.986666,5.21,30.0,81.0
09/01/2018 01:49:20.996666,5.47,30.0,81.0
09/01/2018 01:50:41.126666,4.65,30.0,81.0
09/01/2018 01:53:21.083333,5.77,31.0,81.0
09/01/2018 01:54:41.016666,5.52,31.0,81.0
