InstrumentName, I-25 Denver,,
StartTime, 2018-09-01 00:00:00,,
EndTime, 2018-09-30 23:59:59,,
Date,CO,NO2,PM2.5
09/01/2018 00:00:00.000000,0.5,31.0,3.1
09/01/2018 01:00:00.000000,0.5,32.0,3.4
09/01/2018 02:00:00.000000,0.5,18.0,3.8
09/01/2018 03:00:00.000000,0.4,17.0,3.2
09/01/2018 04:00:00.000000,0.4,,2.6
09/01/2018 05:00:00.000000,0.5,28.0,3.8
09/01/2018 06:00:00.000000,0.3,20.0,4.0
09/01/2018 07:00:00.000000,,,4.0
09/01/2018 08:00:00.000000,0.2,25.0,4.0
09/01/2018 09:00:00.000000,0.1,19.0,4.0
09/01/2018 10:00:00.000000,0.2,19.0,3.6
09/01/2018 11:00:00.000000,0.2,20.0,3.6
09/01/2018 12:00:00.000000,0.3,24.0,3.9
09/01/2018 13:00:00.000000,0.2,15.0,3.9
09/01/2018 14:00:00.000000,0.2,12.0,3.9
09/01/2018 15:00:00.000000,0.3,17.0,3.4
09/01/2018 16:00:00.000000,0.2,8.0,3.5
09/01/2018 17:00:00.000000,0.2,13.0,2.9
09/01/2018 18:00:00.000000,0.5,23.0,2.9
09/01/2018 19:00:00.000000,0.5,18.0,2.6
09/01/2018 20:00:00.000000,0.2,10.0,2.6
09/01/2018 21:00:00.000000,0.4,14.0,2.4
09/01/2018 22:00:00.000000,0.5,20.0,2.5
09/01/2018 23:00:00.000000,0.5,16.0,2.5
09/02/2018 00:00:00.000000,0.4,18.0,2.5
09/02/2018 01:00:00.000000,,,2.5
09/02/2018 14:00:00.000000,,,6.2
09/02/2018 15:00:00.000000,0.2,10.0,8.2
09/02/2018 16:00:00.000000,0.3,9.0,8.8
09/02/2018 17:00:00.000000,0.3,12.0,8.9
09/02/2018 18:00:00.000000,0.4,14.0,8.9
09/02/2018 19:00:00.000000,0.4,13.0,9.2
09/02/2018 23:00:00.000000,0.4,17.0,8.3
09/03/2018 00:00:00.000000,0.6,29.0,8.8
09/03/2018 01:00:00.000000,0.6,30.0,8.8
09/03/2018 02:00:00.000000,0.7,33.0,9.8
09/03/2018 03:00:00.000000,0.6,32.0,14.1
09/03/2018 04:00:00.000000,0.8,,16.3
09/03/2018 05:00:00.000000,0.7,33.0,16.3
09/03/2018 06:00:00.000000,0.5,28.0,16.6
09/03/2018 07:00:00.000000,,,16.6
09/03/2018 08:00:00.000000,0.3,16.0,13.0
09/03/2018 09:00:00.000000,0.2,18.0,12.3
09/03/2018 10:00:00.000000,0.2,17.0,11.7
09/03/2018 11:00:00.000000,0.4,20.0,11.7
09/03/2018 12:00:00.000000,0.5,21.0,11.9
09/03/2018 13:00:00.000000,0.4,22.0,12.5
09/03/2018 14:00:00.000000,0.3,22.0,12.5
09/03/2018 15:00:00.000000,0.3,22.0,12.5
09/03/2018 16:00:00.000000,0.2,16.0,12.2
09/03/2018 17:00:00.000000,0.2,9.0,11.4
09/03/2018 18:00:00.000000,0.2,11.0,10.6
09/03/2018 19:00:00.000000,0.3,13.0,9.1
09/03/2018 20:00:00.000000,0.3,14.0,6.8
09/03/2018 21:00:00.000000,0.2,11.0,6.3
09/03/2018 22:00:00.000000,0.3,14.0,6.0
09/03/2018 23:00:00.000000,0.1,5.0,5.8
09/04/2018 00:00:00.000000,0.4,19.0,5.9
09/04/2018 01:00:00.000000,0.2,10.0,5.5
