InstrumentName, CAMP,,,,,
StartTime, 2018-09-01 00:00:00,,,,,
EndTime, 2018-09-30 23:59:59,,,,,
Date,CO,NO2,O3,PM10,PM2.5,SO2
09/01/2018 00:00:00.000000,0.2,12.0,32.0,9.0,2.7,0.0
09/01/2018 01:00:00.000000,0.3,18.0,31.0,10.0,3.6,0.0
09/01/2018 02:00:00.000000,0.3,18.0,30.0,11.0,4.3,0.0
09/01/2018 03:00:00.000000,0.2,9.0,32.0,29.0,4.7,0.0
09/01/2018 04:00:00.000000,0.2,11.0,31.0,18.0,3.8,0.0
09/01/2018 05:00:00.000000,0.2,,31.0,12.0,2.9,0.0
09/01/2018 06:00:00.000000,0.2,12.0,28.0,9.0,3.1,0.0
09/01/2018 07:00:00.000000,0.2,15.0,26.0,9.0,3.1,0.0
09/01/2018 08:00:00.000000,0.2,13.0,24.0,8.0,3.3,0.0
09/01/2018 09:00:00.000000,0.3,21.0,14.0,8.0,3.8,0.0
09/01/2018 10:00:00.000000,0.1,12.0,21.0,7.0,3.5,0.0
09/01/2018 11:00:00.000000,0.1,9.0,19.0,6.0,3.2,0.0
09/01/2018 12:00:00.000000,0.1,13.0,18.0,5.0,3.1,0.0
09/01/2018 13:00:00.000000,0.2,14.0,16.0,6.0,3.2,0.0
09/01/2018 14:00:00.000000,0.2,12.0,19.0,7.0,3.4,0.0
09/01/2018 15:00:00.000000,0.3,12.0,19.0,9.0,3.3,0.0
09/01/2018 16:00:00.000000,0.3,11.0,23.0,9.0,2.8,0.0
09/01/2018 17:00:00.000000,0.2,9.0,29.0,10.0,2.7,0.0
09/01/2018 18:00:00.000000,0.2,8.0,34.0,10.0,2.7,0.0
09/01/2018 19:00:00.000000,0.2,7.0,38.0,9.0,2.4,0.0
09/01/2018 20:00:00.000000,0.2,6.0,42.0,7.0,2.1,0.0
09/01/2018 21:00:00.000000,0.3,7.0,44.0,7.0,2.1,0.0
09/01/2018 22:00:00.000000,0.2,9.0,45.0,9.0,2.4,0.0
09/01/2018 23:00:00.000000,0.2,11.0,44.0,9.0,2.7,0.0
09/02/2018 00:00:00.000000,0.2,10.0,43.0,8.0,2.8,0.0
09/02/2018 01:00:00.000000,0.2,12.0,41.0,9.0,3.1,0.0
09/02/2018 02:00:00.000000,,,41.0,9.0,3.0,
09/02/2018 14:00:00.000000,0.3,19.0,12.0,21.0,6.3,1.0
09/02/2018 15:00:00.000000,0.2,7.0,12.0,23.0,6.1,0.0
09/02/2018 16:00:00.000000,0.2,7.0,25.0,26.0,7.7,0.0
09/02/2018 17:00:00.000000,0.1,5.0,41.0,25.0,8.2,0.0
09/02/2018 18:00:00.000000,0.1,6.0,48.0,24.0,8.0,0.0
09/02/2018 19:00:00.000000,0.1,6.0,53.0,25.0,8.0,0.0
09/02/2018 23:00:00.000000,0.2,10.0,62.0,23.0,7.7,0.0
09/03/2018 00:00:00.000000,0.2,11.0,64.0,23.0,7.5,0.0
09/03/2018 01:00:00.000000,0.4,18.0,60.0,25.0,8.0,0.0
09/03/2018 02:00:00.000000,0.6,17.0,55.0,25.0,8.2,0.0
09/03/2018 03:00:00.000000,0.3,13.0,44.0,21.0,8.2,0.0
09/03/2018 04:00:00.000000,0.6,35.0,23.0,31.0,15.8,0.0
09/03/2018 05:00:00.000000,0.5,,33.0,32.0,16.4,1.0
