InstrumentName, The GrowHaus,,
StartTime, 2018-09-01 00:00:00,,
EndTime, 2018-09-30 23:59:59,,
Date,PM2.5,humidity,temp_f
09/01/2018 00:00:50.130000,0.24,20.0,116.0
09/01/2018 00:03:30.206666,0.07,20.0,116.0
09/01/2018 00:04:50.226666,0.39,20.0,114.66666666666667
09/01/2018 00:07:30.330000,0.71,21.0,116.0
09/01/2018 00:08:50.280000,1.12,21.0,114.66666666666667
09/01/2018 00:11:30.133333,0.78,21.0,114.66666666666667
09/01/2018 00:12:50.190000,1.1,21.0,114.66666666666667
09/01/2018 00:15:30.246666,0.36,22.0,114.66666666666667
09/01/2018 00:16:50.153333,1.45,22.0,114.66666666666667
09/01/2018 00:19:30.133333,1.26,22.0,113.33333333333333
09/01/2018 00:20:50.136666,0.43,22.0,113.33333333333333
09/01/2018 00:23:30.173333,0.86,22.0,113.33333333333333
09/01/2018 00:24:50.136666,3.95,22.0,113.33333333333333
09/01/2018 00:27:30.200000,0.05,23.0,113.33333333333333
09/01/2018 00:28:50.146666,0.9,23.0,113.33333333333333
09/01/2018 00:31:30.133333,1.74,23.0,113.33333333333333
09/01/2018 00:32:50.210000,0.76,23.0,113.33333333333333
09/01/2018 00:35:30.263333,4.0,23.0,113.33333333333333
09/01/2018 00:36:50.180000,0.52,23.0,113.33333333333333
09/01/2018 00:39:30.190000,1.05,23.0,113.33333333333333
09/01/2018 00:40:50.206666,14.93,23.0,112.0
09/01/2018 00:43:30.176666,6.21,24.0,112.0
09/01/2018 00:44:50.146666,5.43,24.0,112.0
09/01/2018 00:47:30.230000,3.57,24.0,112.0
09/01/2018 00:48:50.183333,4.66,24.0,112.0
09/01/2018 00:51:30.210000,5.81,24.0,112.0
09/01/2018 00:52:50.363333,5.57,24.0,112.0
09/01/2018 00:55:30.336666,2.5,24.0,112.0
09/01/2018 00:56:50.270000,1.79,24.0,112.0
09/01/2018 00:59:30.270000,2.12,25.0,112.0
09/01/2018 01:00:50.566666,2.0,25.0,112.0
09/01/2018 01:03:30.276666,0.76,25.0,110.66666666666667
09/01/2018 01:04:50.286666,1.64,25.0,110.66666666666667
09/01/2018 01:07:30.243333,1.55,25.0,110.66666666666667
09/01/2018 01:08:50.186666,1.9,25.0,110.66666666666667
09/01/2018 01:11:30.226666,1.39,25.0,110.66666666666667
09/01/2018 01:12:50.213333,2.68,25.0,110.66666666666667
09/01/2018 01:15:30.213333,2.19,26.0,110.66666666666667
09/01/2018 01:16:50.283333,7.22,26.0,109.33333333333333
09/01/2018 01:19:30.183333,1.29,26.0,109.33333333333333
09/01/2018 01:20:50.320000,2.76,26.0,109.33333333333333
09/01/2018 01:23:30.200000,3.37,26.0,109.33333333333333
09/01/2018 01:24:50.310000,2.67,27.0,109.33333333333333
09/01/2018 01:27:30.253333,2.36,27.0,109.33333333333333
09/01/2018 01:28:50.223333,1.95,27.0,109.33333333333333
09/01/2018 01:31:30.546666,1.81,28.0,109.33333333333333
09/01/2018 01:32:50.256666,2.24,28.0,109.33333333333333
09/01/2018 01:35:30.240000,2.49,28.0,109.33333333333333
09/01/2018 01:36:50.186666,1.64,28.0,109.33333333333333
09/01/2018 01:39:30.256666,1.77,28.0,109.33333333333333
09/01/2018 01:40:50.186666,1.69,28.0,109.33333333333333
09/01/2018 01:43:30.263333,2.28,29.0,108.0
09/01/2018 01:44:50.216666,2.69,29.0,108.0
