InstrumentName, West Denver PA-II,,
StartTime, 2018-09-01 00:00:00,,
EndTime, 2018-09-30 23:59:59,,
Date,PM2.5,humidity,temp_f
09/01/2018 00:01:44.150000,0.9,19.0,88.0
09/01/2018 00:03:04.323333,0.88,19.0,88.0
09/01/2018 00:05:44.276666,0.76,19.0,88.0
09/01/2018 00:07:04.160000,0.76,19.0,88.0
09/01/2018 00:09:44.186666,0.24,19.0,88.0
09/01/2018 00:11:04.253333,0.24,19.0,88.0
09/01/2018 00:13:44.273333,0.07,19.0,88.0
09/01/2018 00:15:04.156666,0.07,19.0,88.0
09/01/2018 00:17:44.326666,1.1,19.0,89.0
09/01/2018 00:19:04.290000,1.0,19.0,89.0
09/01/2018 00:21:44.170000,0.93,20.0,89.0
09/01/2018 00:23:04.353333,0.29,20.0,89.0
09/01/2018 00:25:44.226666,0.6,20.0,89.0
09/01/2018 00:27:04.530000,0.51,20.0,89.0
09/01/2018 00:29:44.250000,0.26,20.0,89.0
09/01/2018 00:31:04.223333,0.85,20.0,89.0
09/01/2018 00:33:44.223333,0.55,21.0,89.0
09/01/2018 00:35:04.286666,0.12,21.0,88.0
09/01/2018 00:37:44.273333,0.36,22.0,88.0
09/01/2018 00:39:04.170000,0.98,22.0,88.0
09/01/2018 00:41:44.233333,0.65,22.0,88.0
09/01/2018 00:43:04.336666,0.73,22.0,88.0
09/01/2018 00:45:44.183333,1.02,22.0,88.0
09/01/2018 00:47:04.283333,1.21,22.0,88.0
09/01/2018 00:48:24.196666,1.48,22.0,88.0
09/01/2018 00:51:04.170000,1.63,22.0,88.0
09/01/2018 00:52:24.176666,1.4,22.0,88.0
09/01/2018 00:55:04.343333,1.07,22.0,88.0
09/01/2018 00:56:24.236666,1.12,22.0,88.0
09/01/2018 00:59:04.166666,1.71,22.0,88.0
09/01/2018 01:01:44.233333,1.49,22.0,88.0
09/01/2018 01:03:05.463333,1.76,23.0,87.0
09/01/2018 01:04:24.310000,1.49,23.0,87.0
09/01/2018 01:07:04.176666,2.44,23.0,87.0
09/01/2018 01:08:24.446666,2.17,23.0,87.0
09/01/2018 01:11:04.226666,1.93,23.0,87.0
09/01/2018 01:12:24.170000,2.29,23.0,87.0
09/01/2018 01:15:04.290000,1.93,23.0,87.0
09/01/2018 01:16:24.346666,1.95,23.0,87.0
09/01/2018 01:19:04.176666,2.0,23.0,87.0
09/01/2018 01:20:24.176666,2.16,23.0,87.0
09/01/2018 01:23:04.250000,1.41,23.0,86.0
09/01/2018 01:24:24.223333,1.66,23.0,86.0
09/01/2018 01:27:04.376666,2.66,23.0,86.0
09/01/2018 01:28:24.176666,1.88,24.0,86.0
09/01/2018 01:31:04.183333,2.98,24.0,86.0
09/01/2018 01:33:44.166666,2.72,24.0,86.0
09/01/2018 01:35:04.290000,2.35,24.0,86.0
09/01/2018 01:36:24.240000,1.36,24.0,86.0
09/01/2018 01:39:04.176666,2.67,24.0,86.0
09/01/2018 01:40:24.226666,2.73,24.0,86.0
09/01/2018 01:43:04.296666,2.44,24.0,86.0
09/01/2018 01:44:24.346666,2.71,24.0,86.0
09/01/2018 01:47:04.303333,2.39,24.0,86.0
09/01/2018 01:48:24.306666,2.3,25.0,86.0
09/01/2018 01:51:04.243333,1.9,25.0,86.0
09/01/2018 01:52:24.190000,2.52,25.0,86.0
09/01/2018 01:55:04.246666,2.17,25.0,86.0
