InstrumentName, La Casa NCORE,,,,
StartTime, 2018-09-01 00:00:00,,,,
EndTime, 2018-09-30 23:59:59,,,,
Date,Carbon monoxide,Nitrogen dioxide,Ozone,PM10 Total 0-10um STP,PM2.5 Total Atmospheric
09/01/2018 00:00:00.000000,0.170917,6.555421,0.0405,9.740423,1.091667
09/01/2018 00:01:00.000000,0.161674,7.570031,0.039983,1.569572,1.033333
09/01/2018 00:02:00.000000,0.158632,8.289687,0.03945,4.698277,1.441667
09/01/2018 00:03:00.000000,0.175326,8.547883,0.03855,9.25511,1.891667
09/01/2018 00:04:00.000000,0.164485,9.494052,0.036617,2.111936,1.75
09/01/2018 00:05:00.000000,0.171921,10.847242,0.035483,1.438077,1.191667
09/01/2018 00:06:00.000000,0.162322,11.54677,0.035133,1.357524,1.125
09/01/2018 00:07:00.000000,0.158463,13.299198,0.03195,1.870032,1.466667
09/01/2018 00:08:00.000000,0.159185,18.105043,0.031433,4.031597,2.258333
09/01/2018 00:09:00.000000,0.158265,18.386709,0.0314,6.242002,2.816667
09/01/2018 00:10:00.000000,0.158157,18.03449,0.0324,9.608535,2.0
09/01/2018 00:11:00.000000,0.169645,16.428605,0.0337,6.120499,2.966667
09/01/2018 00:12:00.000000,0.190361,15.516005,0.034767,2.69313,1.833333
09/01/2018 00:13:00.000000,0.181809,14.393585,0.0354,11.927389,5.2
09/01/2018 00:14:00.000000,0.189415,14.101799,0.031667,6.329671,1.95
09/01/2018 00:15:00.000000,0.177614,17.988551,0.02885,4.169714,2.45
09/01/2018 00:16:00.000000,0.188836,21.150436,0.027767,2.752584,2.116667
09/01/2018 00:17:00.000000,0.194833,22.684183,0.026733,7.512899,4.341667
09/01/2018 00:18:00.000000,0.187852,23.493043,0.028833,3.786483,2.5
09/01/2018 00:19:00.000000,0.18715,21.396052,0.032483,2.149222,1.466667
09/01/2018 00:20:00.000000,0.193633,17.782166,0.035867,6.949359,2.2
09/01/2018 00:21:00.000000,0.187434,13.470763,0.03955,3.675416,2.133333
09/01/2018 00:22:00.000000,0.177043,9.434955,0.041,1.998546,1.5
09/01/2018 00:23:00.000000,0.175631,8.612824,0.041117,5.121669,2.5
09/01/2018 00:24:00.000000,0.182728,8.850979,0.04175,2.239456,1.458333
09/01/2018 00:25:00.000000,0.187497,7.905754,0.04165,6.527432,2.025
09/01/2018 00:26:00.000000,0.175318,7.651049,0.041567,2.018837,1.325
09/01/2018 00:27:00.000000,0.17103,7.667209,0.0426,7.753694,2.583333
09/01/2018 00:28:00.000000,0.16776,7.311346,0.04195,1.928293,1.375
09/01/2018 00:29:00.000000,0.175318,7.853145,0.0412,5.854944,2.241667
09/01/2018 00:30:00.000000,0.174542,8.595984,0.040567,5.010689,2.6
09/01/2018 00:31:00.000000,0.184379,9.047315,0.039533,1.807069,1.5
09/01/2018 00:32:00.000000,0.204785,9.509437,0.038233,2.117566,1.533333
09/01/2018 00:33:00.000000,0.201406,9.825466,0.03845,7.195892,1.95
09/01/2018 00:34:00.000000,0.205206,9.847009,0.037733,23.478997,2.45
09/01/2018 00:35:00.000000,0.217743,10.7945,0.036933,3.461176,2.125
09/01/2018 00:36:00.000000,0.217241,11.395246,0.037217,15.932944,4.366667
09/01/2018 00:37:00.000000,0.21569,11.513595,0.037267,10.535322,1.833333
09/01/2018 00:38:00.000000,0.215676,11.574525,0.037333,5.156662,2.175
