InstrumentName, Adams County Building
StartTime, 2018-09-01 00:00:00
EndTime, 2018-09-30 23:59:59
Date,PM2.5
09/01/2018 00:00:00.000000,4.1
09/01/2018 01:00:00.000000,4.3
09/01/2018 02:00:00.000000,4.5
09/01/2018 03:00:00.000000,4.8
09/01/2018 04:00:00.000000,4.5
09/01/2018 05:00:00.000000,4.3
09/01/2018 06:00:00.000000,5.3
09/01/2018 07:00:00.000000,5.6
09/01/2018 08:00:00.000000,6.0
09/01/2018 09:00:00.000000,6.8
09/01/2018 10:00:00.000000,6.3
09/01/2018 11:00:00.000000,6.6
09/01/2018 12:00:00.000000,6.9
09/01/2018 13:00:00.000000,7.6
09/01/2018 14:00:00.000000,7.5
09/01/2018 15:00:00.000000,6.8
09/01/2018 16:00:00.000000,5.7
09/01/2018 17:00:00.000000,4.7
09/01/2018 18:00:00.000000,4.2
09/01/2018 19:00:00.000000,3.7
09/01/2018 20:00:00.000000,3.4
09/01/2018 21:00:00.000000,3.3
09/01/2018 22:00:00.000000,3.6
09/01/2018 23:00:00.000000,3.6
09/02/2018 00:00:00.000000,3.9
09/02/2018 01:00:00.000000,4.2
09/02/2018 02:00:00.000000,4.1
09/02/2018 14:00:00.000000,7.8
09/02/2018 15:00:00.000000,9.3
09/02/2018 16:00:00.000000,10.6
09/02/2018 17:00:00.000000,10.5
09/02/2018 18:00:00.000000,10.3
09/02/2018 19:00:00.000000,10.1
09/02/2018 23:00:00.000000,8.7
09/03/2018 00:00:00.000000,8.6
09/03/2018 01:00:00.000000,8.9
09/03/2018 02:00:00.000000,9.7
09/03/2018 03:00:00.000000,10.2
09/03/2018 04:00:00.000000,11.4
09/03/2018 05:00:00.000000,15.4
09/03/2018 06:00:00.000000,18.0
09/03/2018 07:00:00.000000,19.1
09/03/2018 08:00:00.000000,17.2
09/03/2018 09:00:00.000000,16.1
09/03/2018 10:00:00.000000,17.2
09/03/2018 11:00:00.000000,16.2
09/03/2018 12:00:00.000000,17.0
09/03/2018 13:00:00.000000,16.4
09/03/2018 14:00:00.000000,16.6
09/03/2018 15:00:00.000000,15.8
09/03/2018 16:00:00.000000,13.9
09/03/2018 17:00:00.000000,12.4
09/03/2018 18:00:00.000000,10.6
09/03/2018 19:00:00.000000,9.3
09/03/2018 20:00:00.000000,7.6
09/03/2018 21:00:00.000000,6.7
09/03/2018 22:00:00.000000,6.0
09/03/2018 23:00:00.000000,5.9
09/04/2018 00:00:00.000000,6.1
09/04/2018 01:00:00.000000,6.7
09/04/2018 02:00:00.000000,6.0
09/04/2018 03:00:00.000000,6.6
09/04/2018 04:00:00.000000,7.4
09/04/2018 05:00:00.000000,8.9
09/04/2018 06:00:00.000000,9.6
09/04/2018 07:00:00.000000,10.8
09/04/2018 08:00:00.000000,10.8
09/04/2018 09:00:00.000000,11.9
09/04/2018 10:00:00.000000,12.9
09/04/2018 11:00:00.000000,16.3
09/04/2018 12:00:00.000000,30.6
09/04/2018 13:00:00.000000,35.9
09/04/2018 14:00:00.000000,28.4
09/04/2018 15:00:00.000000,21.2
09/04/2018 16:00:00.000000,15.8
09/04/2018 17:00:00.000000,13.4
09/04/2018 18:00:00.000000,12.0
09/04/2018 19:00:00.000000,11.2
09/04/2018 20:00:00.000000,10.8
09/04/2018 21:00:00.000000,10.4
09/04/2018 22:00:00.000000,10.1
09/04/2018 23:00:00.000000,10.3
