InstrumentName, Welby,,,
StartTime, 2018-09-01 00:00:00,,,
EndTime, 2018-09-30 23:59:59,,,
Date,NO2,O3,PM10,SO2
09/01/2018 00:00:00.000000,7.0,37.0,40.0,0.0
09/01/2018 01:00:00.000000,15.0,32.0,36.0,0.0
09/01/2018 02:00:00.000000,21.0,32.0,36.0,0.0
09/01/2018 03:00:00.000000,5.0,30.0,21.0,0.0
09/01/2018 04:00:00.000000,12.0,29.0,16.0,1.0
09/01/2018 05:00:00.000000,,25.0,12.0,1.0
09/01/2018 06:00:00.000000,17.0,23.0,15.0,1.0
09/01/2018 07:00:00.000000,19.0,17.0,18.0,1.0
09/01/2018 08:00:00.000000,15.0,18.0,33.0,0.0
09/01/2018 09:00:00.000000,17.0,14.0,34.0,0.0
09/01/2018 10:00:00.000000,19.0,8.0,26.0,0.0
09/01/2018 11:00:00.000000,22.0,10.0,16.0,1.0
09/01/2018 12:00:00.000000,18.0,8.0,15.0,0.0
09/01/2018 13:00:00.000000,22.0,6.0,23.0,1.0
09/01/2018 14:00:00.000000,12.0,11.0,23.0,2.0
09/01/2018 15:00:00.000000,12.0,20.0,20.0,1.0
09/01/2018 16:00:00.000000,12.0,21.0,25.0,1.0
09/01/2018 17:00:00.000000,4.0,42.0,22.0,0.0
09/01/2018 18:00:00.000000,3.0,35.0,18.0,0.0
09/01/2018 19:00:00.000000,1.0,50.0,14.0,0.0
09/01/2018 20:00:00.000000,1.0,45.0,17.0,0.0
09/01/2018 21:00:00.000000,1.0,49.0,22.0,0.0
09/01/2018 22:00:00.000000,1.0,48.0,24.0,0.0
09/01/2018 23:00:00.000000,2.0,46.0,23.0,0.0
09/02/2018 00:00:00.000000,3.0,44.0,23.0,0.0
09/02/2018 01:00:00.000000,9.0,42.0,69.0,0.0
09/02/2018 02:00:00.000000,,42.0,,
09/02/2018 14:00:00.000000,7.0,21.0,24.0,0.0
09/02/2018 15:00:00.000000,3.0,21.0,18.0,0.0
09/02/2018 16:00:00.000000,2.0,35.0,21.0,0.0
09/02/2018 17:00:00.000000,2.0,35.0,23.0,0.0
09/02/2018 18:00:00.000000,2.0,41.0,27.0,0.0
09/02/2018 19:00:00.000000,2.0,46.0,28.0,0.0
09/02/2018 23:00:00.000000,4.0,60.0,31.0,0.0
09/03/2018 00:00:00.000000,2.0,62.0,40.0,0.0
09/03/2018 01:00:00.000000,7.0,57.0,63.0,0.0
09/03/2018 02:00:00.000000,10.0,52.0,69.0,0.0
09/03/2018 03:00:00.000000,10.0,42.0,38.0,0.0
09/03/2018 04:00:00.000000,13.0,30.0,26.0,0.0
09/03/2018 05:00:00.000000,,19.0,30.0,0.0
09/03/2018 06:00:00.000000,15.0,24.0,38.0,0.0
09/03/2018 07:00:00.000000,19.0,14.0,45.0,0.0
09/03/2018 08:00:00.000000,13.0,20.0,33.0,0.0
09/03/2018 09:00:00.000000,12.0,19.0,31.0,0.0
09/03/2018 10:00:00.000000,15.0,21.0,31.0,0.0
09/03/2018 11:00:00.000000,17.0,18.0,31.0,0.0
09/03/2018 12:00:00.000000,22.0,18.0,31.0,0.0
09/03/2018 13:00:00.000000,22.0,16.0,41.0,0.0
09/03/2018 14:00:00.000000,16.0,16.0,54.0,0.0
09/03/2018 15:00:00.000000,10.0,21.0,57.0,0.0
09/03/2018 16:00:00.000000,5.0,28.0,43.0,0.0
