InstrumentName, West Denver PA-II B,,
StartTime, 2018-09-01 00:00:00,,
EndTime, 2018-09-30 23:59:59,,
Date,PM2.5,humidity,temp_f
09/01/2018 00:00:54.213333,1.55,19.0,88.0
09/01/2018 00:03:34.340000,1.93,20.0,88.0
09/01/2018 00:04:54.276666,1.98,19.0,88.0
09/01/2018 00:07:34.156666,0.74,19.0,88.0
09/01/2018 00:08:54.230000,0.7,19.0,88.0
09/01/2018 00:11:34.170000,0.51,19.0,88.0
09/01/2018 00:12:54.283333,0.21,19.0,88.0
09/01/2018 00:15:34.236666,1.11,19.0,88.0
09/01/2018 00:16:54.170000,2.18,19.0,88.0
09/01/2018 00:19:34.160000,2.0,19.0,89.0
09/01/2018 00:20:54.163333,1.43,19.0,89.0
09/01/2018 00:23:34.276666,1.3,20.0,89.0
09/01/2018 00:24:54.166666,0.81,20.0,89.0
09/01/2018 00:27:34.210000,0.5,20.0,89.0
09/01/2018 00:28:54.280000,1.0,20.0,89.0
09/01/2018 00:31:34.326666,2.07,21.0,89.0
09/01/2018 00:32:54.153333,1.68,21.0,89.0
09/01/2018 00:35:34.233333,1.56,21.0,88.0
09/01/2018 00:36:54.216666,1.38,21.0,88.0
09/01/2018 00:39:34.166666,0.93,22.0,88.0
09/01/2018 00:40:54.166666,1.35,22.0,88.0
09/01/2018 00:43:34.156666,0.98,22.0,88.0
09/01/2018 00:44:54.276666,0.65,22.0,88.0
09/01/2018 00:46:14.163333,1.05,22.0,88.0
09/01/2018 00:48:54.286666,1.56,22.0,88.0
09/01/2018 00:50:14.346666,1.16,22.0,88.0
09/01/2018 00:52:54.220000,1.73,22.0,88.0
09/01/2018 00:54:14.166666,0.84,22.0,88.0
09/01/2018 00:56:54.170000,0.88,22.0,88.0
09/01/2018 00:58:14.160000,1.16,22.0,88.0
09/01/2018 01:00:54.173333,1.66,22.0,88.0
09/01/2018 01:02:14.186666,1.07,22.0,88.0
09/01/2018 01:04:54.276666,1.95,23.0,87.0
09/01/2018 01:06:14.183333,1.02,23.0,87.0
09/01/2018 01:08:54.213333,1.84,23.0,87.0
09/01/2018 01:10:14.170000,2.93,23.0,87.0
09/01/2018 01:12:54.186666,2.28,23.0,87.0
09/01/2018 01:14:14.213333,1.81,23.0,87.0
09/01/2018 01:16:54.386666,1.91,23.0,87.0
09/01/2018 01:18:14.266666,2.21,23.0,87.0
09/01/2018 01:20:54.190000,2.21,23.0,87.0
09/01/2018 01:22:14.193333,2.36,23.0,87.0
09/01/2018 01:24:54.286666,2.0,23.0,86.0
09/01/2018 01:26:14.240000,1.77,23.0,86.0
09/01/2018 01:28:54.170000,2.07,24.0,86.0
09/01/2018 01:30:14.183333,2.09,23.0,86.0
09/01/2018 01:32:54.180000,1.56,24.0,86.0
09/01/2018 01:34:14.290000,1.95,24.0,86.0
09/01/2018 01:36:54.186666,1.57,24.0,86.0
09/01/2018 01:38:14.186666,2.56,24.0,86.0
09/01/2018 01:40:54.210000,2.35,24.0,86.0
09/01/2018 01:42:14.210000,2.44,24.0,86.0
09/01/2018 01:44:54.203333,1.67,25.0,86.0
09/01/2018 01:46:14.230000,1.74,24.0,86.0
09/01/2018 01:48:54.280000,2.05,25.0,86.0
09/01/2018 01:50:14.290000,2.72,25.0,86.0
09/01/2018 01:52:54.186666,1.91,25.0,86.0
09/01/2018 01:55:34.290000,2.84,25.0,86.0
