InstrumentName, Canary-CDPHE-5,,,,,,,,,,,,,,
StartTime, 2022-11-01 00:00:00,,,,,,,,,,,,,,
EndTime, 2022-11-30 23:59:59,,,,,,,,,,,,,,
Date,*Lat,*Lon,F1,F3,F4,Hmdty,PM10,PM102,PM1_0,PM1_02,PM2_5,PM2_52,Sig,Temp,Uncertainty
11/01/2022 14:26:54.563000,39.79472,-104.919853,0.0,0.0,0.0,33.83,1.71,1.86,1.0,1.0,1.71,1.57,-71.0,48.49,591.0
11/01/2022 14:27:54.549000,39.79472,-104.919853,0.0,0.0,0.0,33.43,2.1,2.82,1.0,1.0,2.1,1.95,-71.0,49.14,591.0
11/01/2022 14:28:55.342000,39.79472,-104.919853,0.0,0.0,0.0,32.82,1.5,1.88,1.0,1.1,1.5,1.73,-71.0,49.5,591.0
11/01/2022 14:29:54.963000,39.79472,-104.919853,0.0,0.0,0.0,32.56,1.43,1.8,1.0,1.05,1.43,1.8,-71.0,49.77,591.0
11/01/2022 14:30:55.160000,39.79472,-104.919853,0.0,0.0,0.0,32.41,3.03,3.2,1.0,0.7,2.13,1.8,-71.0,50.0,591.0
11/01/2022 14:31:55.182000,39.79472,-104.919853,0.0,0.0,0.0,31.82,2.45,1.9,1.0,1.0,2.0,1.9,-71.0,50.25,591.0
11/01/2022 14:32:54.552000,39.79472,-104.919853,0.0,0.0,0.0,31.76,2.25,2.45,1.45,1.55,2.25,1.98,-69.0,50.49,591.0
11/01/2022 14:33:55.021000,39.79472,-104.919853,0.0,0.0,0.0,31.53,1.75,3.0,1.0,1.0,1.35,2.17,-69.0,50.72,591.0
11/01/2022 14:34:54.703000,39.79472,-104.919853,0.0,0.0,0.0,31.18,2.38,2.6,1.42,1.65,1.98,2.6,-67.0,50.97,591.0
11/01/2022 14:35:54.228000,39.79472,-104.919853,0.0,0.0,0.0,31.52,2.35,2.17,1.5,1.0,2.0,1.33,-67.0,51.22,591.0
11/01/2022 14:36:55.581000,39.79472,-104.919853,0.0,0.0,0.0,31.28,2.05,2.73,1.45,1.35,2.05,2.15,-67.0,51.48,591.0
11/01/2022 14:37:54.783000,39.79472,-104.919853,0.0,0.0,0.0,30.51,3.37,3.38,1.67,1.95,3.0,2.55,-67.0,51.71,591.0
11/01/2022 14:38:54.680000,39.79472,-104.919853,0.0,0.0,0.0,30.1,3.02,2.3,1.13,1.4,2.65,2.05,-69.0,51.94,591.0
11/01/2022 14:39:55.321000,39.79472,-104.919853,0.0,0.0,0.0,30.03,1.85,2.2,0.95,1.25,1.85,1.95,-69.0,52.18,591.0
11/01/2022 14:40:54.704000,39.79472,-104.919853,0.0,0.0,0.0,29.63,2.5,2.55,1.47,1.2,2.05,1.95,-69.0,52.45,591.0
11/01/2022 14:41:56.221000,39.79472,-104.919853,0.0,0.0,0.0,29.4,2.0,1.87,1.35,1.0,2.0,1.35,-69.0,52.7,591.0
11/01/2022 14:42:54.506000,39.79472,-104.919853,0.0,0.0,0.0,29.12,2.5,2.18,1.5,1.12,2.5,1.83,-69.0,52.99,591.0
11/01/2022 14:43:54.203000,39.79472,-104.919853,0.0,0.0,0.0,29.05,2.18,3.13,1.0,1.93,1.73,2.73,-69.0,53.26,591.0
11/01/2022 14:44:54.009000,39.79472,-104.919853,0.0,0.0,0.0,28.88,2.37,2.17,1.0,1.67,1.57,2.02,-67.0,53.49,591.0
11/01/2022 14:45:54.283000,39.79472,-104.919853,0.0,0.0,0.0,28.85,2.27,1.82,1.42,1.0,1.92,1.77,-69.0,53.71,591.0
11/01/2022 14:46:55.064000,39.79472,-104.919853,0.0,0.0,0.0,28.56,2.9,2.65,1.8,1.05,2.43,1.93,-69.0,53.98,591.0
11/01/2022 14:47:55.321000,39.79472,-104.919853,0.0,0.0,0.0,28.39,2.35,1.95,1.0,1.0,1.75,1.85,-69.0,54.23,591.0
11/01/2022 14:48:54.183000,39.79472,-104.919853,0.0,0.0,0.0,27.76,2.75,2.85,0.85,1.3,1.85,2.45,-69.0,54.48,591.0
11/01/2022 14:49:53.821000,39.79472,-104.919853,0.0,0.0,0.0,27.71,1.85,2.85,1.05,1.6,1.8,2.5,-69.0,54.77,591.0
11/01/2022 14:50:53.502000,39.79472,-104.919853,0.0,0.0,0.0,27.36,2.6,3.15,1.3,1.3,2.05,3.05,-69.0,55.0,591.0
11/01/2022 14:51:53.283000,39.79472,-104.919853,0.0,0.0,0.0,27.34,3.15,2.17,1.5,1.25,3.07,2.07,-69.0,55.26,591.0
11/01/2022 14:52:54.137000,39.79472,-104.919853,0.0,0.0,0.0,27.07,3.03,2.07,1.0,1.22,2.68,2.07,-69.0,55.47,591.0
11/01/2022 14:53:55.482000,39.79472,-104.919853,0.0,0.0,0.0,26.89,1.95,2.73,1.4,1.97,1.95,2.38,-69.0,55.71,591.0
11/01/2022 14:54:54.063000,39.79472,-104.919853,0.0,0.0,0.0,27.25,2.05,2.9,1.45,1.55,2.05,2.5,-69.0,55.96,591.0
11/01/2022 14:55:54.322000,39.79472,-104.919853,0.0,0.0,0.0,27.32,2.6,2.05,1.95,1.5,2.6,2.05,-69.0,56.23,591.0
11/01/2022 14:56:53.563000,39.79472,-104.919853,0.0,0.0,0.0,26.61,2.0,3.53,1.2,1.73,2.0,2.5,-69.0,56.46,591.0
11/01/2022 14:57:54.724000,39.79472,-104.919853,0.0,0.0,0.0,26.77,2.97,2.05,1.58,1.15,2.33,2.05,-69.0,56.77,591.0
11/01/2022 14:58:55.105000,39.79472,-104.919853,0.0,0.0,0.0,26.53,3.1,3.63,1.35,1.6,2.15,2.6,-69.0,57.04,591.0
11/01/2022 14:59:56.063000,39.79472,-104.919853,0.0,0.0,0.0,26.12,2.8,3.35,1.95,1.78,2.75,2.45,-69.0,57.27,591.0
11/01/2022 15:00:53.527000,39.79472,-104.919853,0.0,0.0,0.0,25.77,11.2,2.7,2.53,1.45,6.97,2.55,-69.0,57.43,591.0
11/01/2022 15:01:54.525000,39.79472,-104.919853,0.0,0.0,0.0,25.69,4.45,5.3,2.3,1.77,3.45,3.57,-69.0,57.65,591.0
11/01/2022 15:02:54.084000,39.79472,-104.919853,0.0,0.0,0.0,25.14,5.1,2.9,2.05,1.25,3.65,2.55,-69.0,57.87,591.0
11/01/2022 15:03:53.985000,39.79472,-104.919853,0.0,0.0,0.0,25.02,7.78,5.75,2.2,2.0,5.62,4.58,-69.0,58.08,591.0
11/01/2022 15:04:53.326000,39.79472,-104.919853,0.0,0.0,0.0,24.85,4.23,3.4,1.37,1.1,3.47,2.4,-69.0,58.28,591.0
11/01/2022 15:05:54.584000,39.79472,-104.919853,0.0,0.0,0.0,24.52,2.07,2.6,1.02,1.45,2.05,2.35,-69.0,58.5,591.0
11/01/2022 15:06:53.801000,39.79472,-104.919853,0.0,0.0,0.0,24.11,3.32,2.7,1.42,1.25,2.88,2.7,-69.0,58.66,591.0
11/01/2022 15:07:54.224000,39.79472,-104.919853,0.0,0.0,0.0,24.22,2.1,2.5,1.45,1.0,2.1,1.15,-69.0,58.84,591.0
11/01/2022 15:08:54.425000,39.79472,-104.919853,0.0,0.0,0.0,24.08,2.7,1.78,1.25,1.1,2.05,1.78,-69.0,58.95,591.0
11/01/2022 15:09:54.442000,39.79472,-104.919853,0.0,0.0,0.0,24.28,1.85,1.58,1.0,1.25,1.85,1.58,-69.0,59.11,591.0
11/01/2022 15:10:53.334000,39.79472,-104.919853,0.0,0.0,0.0,24.28,1.72,1.93,1.2,1.1,1.72,1.8,-69.0,59.23,591.0
11/01/2022 15:11:54.629000,39.79472,-104.919853,0.0,0.0,0.0,24.44,1.53,2.25,1.1,1.18,1.53,1.92,-69.0,59.4,591.0
11/01/2022 15:12:54.746000,39.79472,-104.919853,0.0,0.0,0.0,24.01,1.8,2.45,1.0,1.6,1.8,2.3,-69.0,59.5,591.0
11/01/2022 15:13:55.005000,39.79472,-104.919853,0.0,0.0,0.0,24.36,1.15,2.25,1.0,1.1,1.15,1.78,-69.0,59.61,591.0
11/01/2022 15:14:54.461000,39.79472,-104.919853,0.0,0.0,0.0,23.73,1.9,1.27,1.6,0.9,1.9,1.27,-69.0,59.63,591.0
11/01/2022 15:15:53.662000,39.79472,-104.919853,0.0,0.0,0.0,23.46,2.95,2.5,1.0,1.0,1.8,2.2,-67.0,59.61,591.0
11/01/2022 15:16:54.695000,39.79472,-104.919853,0.0,0.0,0.0,23.63,1.85,1.9,1.3,1.25,1.85,1.55,-67.0,59.56,591.0
11/01/2022 15:17:55.122000,39.79472,-104.919853,0.0,0.0,0.0,23.89,1.88,1.62,1.27,1.0,1.65,1.62,-67.0,59.59,591.0
11/01/2022 15:18:54.064000,39.79472,-104.919853,0.0,0.0,0.0,23.25,3.35,2.15,1.0,1.0,1.9,1.55,-69.0,59.72,591.0
11/01/2022 15:19:54.945000,39.79472,-104.919853,0.0,0.0,0.0,23.39,2.9,1.9,1.25,1.0,2.2,1.35,-69.0,59.85,591.0
