InstrumentName, SAMS,,,,,,,,,,
StartTime, 2022-11-01 00:00:00,,,,,,,,,,
EndTime, 2022-11-30 23:59:59,,,,,,,,,,
Date,42603,68108,85101,Ambient Avg Temperature,Carbon monoxide,Nitric oxide,Nitrogen dioxide,PM2.5 - Local Conditions,Relative Humidity,Wind Direction,Wind speed
11/01/2022 00:00:00.000000,39.7,0.801,19.510526,16.3,0.35,6.3,33.4,5.5,18.0,165.3,0.0
11/01/2022 00:01:00.000000,37.4,0.801,14.544444,16.3,0.41,3.3,34.1,6.2,18.0,168.6,0.0
11/01/2022 00:02:00.000000,34.6,0.801,18.310526,15.5,0.48,2.4,32.1,5.2,18.0,185.4,0.0
11/01/2022 00:03:00.000000,32.9,0.801,11.661111,15.5,0.55,2.3,30.5,4.9,18.8,191.1,0.0
11/01/2022 00:04:00.000000,33.0,0.801,18.902703,15.5,0.6,2.4,30.5,6.1,18.8,190.2,0.0
11/01/2022 00:05:00.000000,32.7,0.801,36.8,15.5,0.62,2.3,30.3,3.5,18.8,193.6,0.0
11/01/2022 00:06:00.000000,32.5,0.801,12.374286,15.5,0.63,2.2,30.2,6.2,19.5,187.0,0.0
11/01/2022 00:07:00.000000,32.2,0.801,14.451429,15.5,0.62,2.1,30.0,2.8,19.5,186.8,0.0
11/01/2022 00:08:00.000000,32.1,0.801,28.002564,14.7,0.63,2.1,30.0,5.0,20.3,235.0,0.0
11/01/2022 00:09:00.000000,32.2,0.801,18.978378,14.7,0.59,2.1,30.0,5.8,21.1,290.9,0.0
11/01/2022 00:10:00.000000,32.9,0.801,22.217647,14.7,0.61,2.6,30.2,6.2,21.1,305.7,0.0
11/01/2022 00:11:00.000000,34.3,0.801,23.783333,14.7,0.6,3.2,31.1,6.2,21.9,342.7,0.0
11/01/2022 00:12:00.000000,45.3,0.801,18.683333,14.7,0.53,7.0,38.2,7.3,21.9,349.0,0.0
11/01/2022 00:13:00.000000,40.2,0.801,23.397297,13.9,0.53,4.7,35.5,7.1,21.9,357.7,0.0
11/01/2022 00:14:00.000000,45.9,0.801,21.057895,13.9,0.52,6.5,39.3,3.3,21.9,2.4,0.0
11/01/2022 00:15:00.000000,49.6,0.801,11.751429,13.9,0.54,8.3,41.3,5.2,21.9,19.7,0.0
11/01/2022 00:16:00.000000,49.3,0.801,18.354286,13.9,0.54,8.0,41.3,5.4,21.1,39.2,0.0
11/01/2022 00:17:00.000000,48.4,0.801,5.275676,13.9,0.49,7.3,41.0,4.3,21.1,8.8,0.0
11/01/2022 00:18:00.000000,47.5,0.801,20.577778,13.9,0.46,6.9,40.6,6.8,21.1,20.1,0.0
11/01/2022 00:19:00.000000,47.7,0.801,20.194444,13.9,0.46,7.2,40.4,8.2,21.1,24.4,0.0
11/01/2022 00:20:00.000000,48.8,0.801,21.254286,13.9,0.49,8.1,40.7,5.3,21.9,39.3,0.0
11/01/2022 00:21:00.000000,50.2,0.801,39.864706,13.9,0.55,9.4,40.7,7.3,21.9,26.6,0.0
11/01/2022 00:22:00.000000,51.8,0.801,32.166667,13.1,0.59,10.8,41.0,6.1,21.9,27.8,0.0
11/01/2022 00:23:00.000000,53.3,0.801,20.210526,13.1,0.59,11.8,41.4,6.0,22.7,31.5,0.0
11/01/2022 00:24:00.000000,55.0,0.801,29.994444,13.1,0.59,13.0,42.0,8.0,22.7,42.5,0.0
11/01/2022 00:25:00.000000,57.1,0.801,39.1,13.1,0.57,14.5,42.5,7.2,21.9,54.5,0.0
11/01/2022 00:26:00.000000,59.9,0.801,22.602703,13.1,0.58,16.7,43.1,6.2,23.4,6.5,0.0
11/01/2022 00:27:00.000000,63.9,0.801,14.320513,13.1,0.64,20.8,43.1,7.7,24.2,350.3,0.0
11/01/2022 00:28:00.000000,77.1,0.801,21.915789,13.1,0.7,34.6,42.5,9.4,24.2,356.5,0.0
11/01/2022 00:29:00.000000,74.4,0.801,20.032432,13.1,0.83,32.9,41.5,9.1,25.0,2.4,0.0
11/01/2022 00:30:00.000000,70.6,0.801,45.116216,13.1,0.9,27.6,42.9,11.2,24.2,355.1,0.0
11/01/2022 00:31:00.000000,64.4,0.801,45.664865,13.1,0.88,19.3,45.1,8.9,23.4,356.9,0.0
11/01/2022 00:32:00.000000,64.6,0.801,52.105405,13.1,0.8,19.6,44.9,14.0,23.4,349.5,0.0
11/01/2022 00:33:00.000000,65.2,0.801,82.710811,13.1,0.77,20.5,44.7,10.5,24.2,355.6,0.0
11/01/2022 00:34:00.000000,66.4,0.801,67.64,13.1,0.76,21.7,44.7,18.5,23.4,350.2,0.0
11/01/2022 00:35:00.000000,67.7,0.801,103.584211,13.1,0.75,23.1,44.6,17.3,24.2,356.5,0.0
