InstrumentName, Wash Park West B
StartTime, 2020-04-01 00:00:00
EndTime, 2020-04-30 23:59:59
Date,PM2.5
04/01/2020 00:01:05.872000,0.0
04/01/2020 00:03:05.847000,0.0
04/01/2020 00:05:05.839000,0.0
04/01/2020 00:07:05.864000,0.0
04/01/2020 00:09:05.902000,0.0
04/01/2020 00:11:05.872000,0.0
04/01/2020 00:13:05.944000,0.0
04/01/2020 00:15:06.151000,0.0
04/01/2020 00:17:05.866000,0.0
04/01/2020 00:19:05.847000,0.0
04/01/2020 00:21:06.050000,0.0
04/01/2020 00:23:05.913000,0.0
04/01/2020 00:25:05.898000,0.0
04/01/2020 00:27:05.945000,0.0
04/01/2020 00:29:05.863000,0.0
04/01/2020 00:31:05.865000,0.0
04/01/2020 00:33:05.911000,0.0
04/01/2020 00:35:05.877000,0.0
04/01/2020 00:37:05.872000,0.0
04/01/2020 00:39:05.926000,0.0
04/01/2020 00:41:05.953000,0.0
04/01/2020 00:43:05.889000,0.0
04/01/2020 00:45:05.897000,0.0
04/01/2020 00:47:05.892000,0.0
04/01/2020 00:49:05.895000,0.0
04/01/2020 00:51:05.888000,0.0
04/01/2020 00:53:05.908000,0.0
04/01/2020 00:55:05.916000,0.0
04/01/2020 00:57:05.943000,0.0
04/01/2020 00:59:06.098000,0.0
04/01/2020 01:01:07.076000,0.0
04/01/2020 01:03:05.924000,0.0
04/01/2020 01:05:05.908000,0.0
04/01/2020 01:07:05.930000,0.0
04/01/2020 01:09:05.910000,0.0
04/01/2020 01:11:05.940000,0.0
04/01/2020 01:13:05.914000,0.0
04/01/2020 01:15:06.329000,0.0
04/01/2020 01:17:05.974000,0.0
04/01/2020 01:19:05.960000,0.0
04/01/2020 01:21:05.933000,0.0
04/01/2020 01:23:06.023000,0.0
04/01/2020 01:25:05.945000,0.0
04/01/2020 01:27:05.996000,0.0
04/01/2020 01:29:06.024000,0.0
04/01/2020 01:31:05.962000,0.0
04/01/2020 01:33:05.971000,0.0
04/01/2020 01:35:05.950000,0.0
04/01/2020 01:37:05.999000,0.0
04/01/2020 01:39:05.989000,0.0
04/01/2020 01:41:05.977000,0.0
04/01/2020 01:43:05.969000,0.0
04/01/2020 01:45:05.959000,0.0
04/01/2020 01:47:06.017000,0.0
04/01/2020 01:49:06.001000,0.0
04/01/2020 01:51:06.014000,0.0
04/01/2020 01:53:06.023000,0.0
04/01/2020 01:55:06.108000,0.0
04/01/2020 01:57:05.976000,0.0
04/01/2020 01:59:06.066000,0.0
04/01/2020 02:01:06.008000,0.0
04/01/2020 02:03:06.033000,0.0
04/01/2020 02:05:05.991000,0.0
