InstrumentName, CDPHE-tVOC-LunarOutpost,,,,,,
StartTime, 2020-04-01 00:00:00,,,,,,
EndTime, 2020-04-30 23:59:59,,,,,,
Date,IH,IT,Lat,Long,P,Sig,TVOC
04/01/2020 02:29:01.000000,16.54,62.92,40.979,-104.04249,831.17,-50.0,1.125
04/01/2020 02:30:01.000000,16.85,62.93,40.979,-104.04249,831.18,-50.0,1.125
04/01/2020 02:31:02.000000,16.490000000000002,62.95,40.979,-104.04249,831.36,-50.0,1.125
04/01/2020 02:32:01.000000,16.41,62.99,40.979,-104.04249,831.22,-50.0,1.125
04/01/2020 02:33:02.000000,16.189999999999998,63.11,40.979,-104.04249,831.15,-50.0,1.125
04/01/2020 02:34:00.000000,15.75,63.19,40.979,-104.04249,831.26,-50.0,1.125
04/01/2020 02:35:01.000000,15.99,63.2,40.979,-104.04249,831.22,-50.0,1.123
04/01/2020 02:36:02.000000,16.36,63.24,40.979,-104.04249,831.35,-50.0,1.123
04/01/2020 02:37:00.000000,16.619999999999997,63.2,40.979,-104.04249,831.33,-50.0,1.125
04/01/2020 02:38:00.000000,16.619999999999997,63.2,40.979,-104.04249,831.43,-50.0,1.124
04/01/2020 02:39:01.000000,16.490000000000002,63.2,40.979,-104.04249,831.45,-50.0,1.123
04/01/2020 02:40:02.000000,16.810000000000002,63.17,40.979,-104.04249,831.51,-50.0,1.124
04/01/2020 02:41:01.000000,16.95,63.11,40.979,-104.04249,831.41,-50.0,1.124
04/01/2020 02:42:02.000000,16.66,63.11,40.979,-104.04249,831.41,-50.0,1.125
04/01/2020 02:43:01.000000,16.83,63.19,40.979,-104.04249,831.38,-50.0,1.123
04/01/2020 02:44:02.000000,16.86,63.19,40.979,-104.04249,831.46,-50.0,1.123
04/01/2020 02:45:01.000000,16.32,63.13,40.979,-104.04249,831.66,-50.0,1.123
04/01/2020 02:46:01.000000,16.65,63.15,40.979,-104.04249,831.51,-50.0,1.121
04/01/2020 02:47:02.000000,16.77,63.1,40.979,-104.04249,831.44,-50.0,1.123
04/01/2020 02:48:02.000000,16.95,63.01,40.979,-104.04249,831.47,-50.0,1.126
04/01/2020 02:49:01.000000,16.48,63.02,40.979,-104.04249,831.43,-50.0,1.124
04/01/2020 02:50:02.000000,16.6,63.02,40.979,-104.04249,831.55,-50.0,1.125
04/01/2020 02:51:02.000000,16.91,63.01,40.979,-104.04249,831.47,-50.0,1.124
04/01/2020 02:52:01.000000,17.37,63.1,40.979,-104.04249,831.4,-50.0,1.125
04/01/2020 02:53:02.000000,17.35,63.01,40.979,-104.04249,831.22,-50.0,1.124
04/01/2020 02:54:02.000000,17.04,62.77,40.979,-104.04249,831.25,-50.0,1.124
04/01/2020 02:55:01.000000,17.26,62.57,40.979,-104.04249,831.46,-50.0,1.126
04/01/2020 02:56:01.000000,17.68,62.45,40.979,-104.04249,831.57,-50.0,1.126
04/01/2020 02:57:02.000000,17.7,62.34,40.979,-104.04249,831.57,-50.0,1.125
04/01/2020 02:58:01.000000,17.92,62.25,40.979,-104.04249,831.66,-50.0,1.129
04/01/2020 02:59:02.000000,18.31,62.09,40.979,-104.04249,831.67,-50.0,1.127
04/01/2020 03:00:01.000000,18.43,61.98,40.979,-104.04249,831.68,-50.0,1.129
04/01/2020 03:01:02.000000,18.66,61.93,40.979,-104.04249,831.73,-50.0,1.13
04/01/2020 03:02:00.000000,18.61,62.02,40.979,-104.04249,831.67,-50.0,1.129
04/01/2020 03:03:00.000000,18.56,61.93,40.979,-104.04249,831.67,-50.0,1.129
04/01/2020 03:04:00.000000,17.99,61.76,40.979,-104.04249,831.36,-50.0,1.131
04/01/2020 03:05:00.000000,17.48,61.66,40.979,-104.04249,831.43,-50.0,1.129
04/01/2020 03:06:01.000000,17.66,61.62,40.979,-104.04249,831.55,-50.0,1.131
04/01/2020 03:07:02.000000,18.01,61.57,40.979,-104.04249,831.38,-50.0,1.13
04/01/2020 03:08:02.000000,17.84,61.6,40.979,-104.04249,831.56,-50.0,1.129
04/01/2020 03:09:01.000000,17.78,61.69,40.979,-104.04249,831.69,-50.0,1.1280000000000001
04/01/2020 03:10:02.000000,17.87,61.85,40.979,-104.04249,831.71,-50.0,1.129
04/01/2020 03:11:00.000000,17.75,61.89,40.979,-104.04249,831.79,-50.0,1.129
04/01/2020 03:12:01.000000,17.71,61.8,40.979,-104.04249,831.71,-50.0,1.13
04/01/2020 03:13:02.000000,18.13,61.93,40.979,-104.04249,831.8,-50.0,1.1280000000000001
04/01/2020 03:14:02.000000,18.55,61.91,40.979,-104.04249,831.88,-50.0,1.129
04/01/2020 03:15:01.000000,18.67,61.71,40.979,-104.04249,831.86,-50.0,1.129
04/01/2020 03:16:01.000000,19.02,61.48,40.979,-104.04249,831.94,-50.0,1.131
04/01/2020 03:17:03.000000,18.89,61.42,40.979,-104.04249,831.93,-50.0,1.133
04/01/2020 03:18:01.000000,18.84,61.35,40.979,-104.04249,832.0,-50.0,1.134
04/01/2020 03:19:01.000000,18.68,61.39,40.979,-104.04249,831.87,-50.0,1.133
04/01/2020 03:20:02.000000,18.95,61.37,40.979,-104.04249,831.98,-50.0,1.134
04/01/2020 03:21:02.000000,19.13,61.28,40.979,-104.04249,832.06,-50.0,1.1320000000000001
04/01/2020 03:22:01.000000,19.2,61.17,40.979,-104.04249,832.13,-50.0,1.134
04/01/2020 03:23:01.000000,19.3,61.1,40.979,-104.04249,832.11,-50.0,1.1360000000000001
04/01/2020 03:24:00.000000,19.42,61.17,40.979,-104.04249,832.12,-50.0,1.135
04/01/2020 03:25:00.000000,19.44,61.12,40.979,-104.04249,832.16,-50.0,1.135
04/01/2020 03:26:01.000000,19.17,61.1,40.979,-104.04249,832.12,-50.0,1.137
04/01/2020 03:27:01.000000,19.27,61.08,40.979,-104.04249,832.14,-50.0,1.1360000000000001
04/01/2020 03:28:01.000000,19.49,61.3,40.979,-104.04249,832.21,-50.0,1.1360000000000001
04/01/2020 03:29:02.000000,19.06,61.19,40.979,-104.04249,832.14,-50.0,1.1360000000000001
04/01/2020 03:30:00.000000,19.24,61.15,40.979,-104.04249,832.18,-50.0,1.134
04/01/2020 03:31:01.000000,19.57,60.88,40.979,-104.04249,832.2,-50.0,1.137
04/01/2020 03:32:01.000000,20.0,60.86,40.979,-104.04249,832.39,-50.0,1.137
04/01/2020 03:33:01.000000,19.25,60.72,40.979,-104.04249,832.12,-50.0,1.1360000000000001
04/01/2020 03:34:01.000000,19.74,60.67,40.979,-104.04249,832.16,-50.0,1.135
04/01/2020 03:35:02.000000,19.8,60.59,40.979,-104.04249,832.23,-50.0,1.138
04/01/2020 03:36:02.000000,19.75,60.5,40.979,-104.04249,832.21,-50.0,1.139
04/01/2020 03:37:02.000000,19.49,60.65,40.979,-104.04249,832.12,-50.0,1.138
04/01/2020 03:38:01.000000,19.22,60.7,40.979,-104.04249,832.06,-50.0,1.137
04/01/2020 03:39:02.000000,18.38,60.68,40.979,-104.04249,832.07,-50.0,1.135
04/01/2020 03:40:02.000000,19.19,60.74,40.979,-104.04249,832.18,-50.0,1.1360000000000001
04/01/2020 03:41:02.000000,19.15,60.76,40.979,-104.04249,832.06,-50.0,1.1360000000000001
04/01/2020 03:42:03.000000,19.2,60.76,40.979,-104.04249,831.97,-50.0,1.135
04/01/2020 03:43:02.000000,18.77,60.67,40.979,-104.04249,831.88,-50.0,1.135
04/01/2020 03:44:00.000000,18.42,60.7,40.979,-104.04249,831.84,-50.0,1.137
04/01/2020 03:45:02.000000,18.7,60.97,40.979,-104.04249,832.08,-50.0,1.1320000000000001
04/01/2020 03:46:02.000000,18.51,61.1,40.979,-104.04249,831.92,-50.0,1.133
04/01/2020 03:47:01.000000,18.59,61.35,40.979,-104.04249,831.91,-50.0,1.1320000000000001
04/01/2020 03:48:01.000000,18.39,61.49,40.979,-104.04249,831.99,-50.0,1.1320000000000001
04/01/2020 03:49:01.000000,18.48,61.6,40.979,-104.04249,831.94,-50.0,1.129
04/01/2020 03:50:00.000000,18.64,61.58,40.979,-104.04249,832.04,-50.0,1.1320000000000001
04/01/2020 03:51:01.000000,18.87,61.55,40.979,-104.04249,831.91,-50.0,1.131
04/01/2020 03:52:02.000000,19.12,61.71,40.979,-104.04249,831.97,-50.0,1.1320000000000001
04/01/2020 03:53:01.000000,19.4,61.49,40.979,-104.04249,832.03,-50.0,1.131
04/01/2020 03:54:00.000000,19.9,61.19,40.979,-104.04249,832.06,-50.0,1.134
04/01/2020 03:55:01.000000,19.94,61.39,40.979,-104.04249,832.04,-50.0,1.134
04/01/2020 03:56:02.000000,19.73,61.31,40.979,-104.04249,832.03,-50.0,1.134
04/01/2020 03:57:02.000000,19.86,61.15,40.979,-104.04249,831.99,-50.0,1.1360000000000001
04/01/2020 03:58:00.000000,20.31,60.85,40.979,-104.04249,831.95,-50.0,1.1360000000000001
04/01/2020 03:59:02.000000,20.7,60.5,40.979,-104.04249,831.94,-50.0,1.1360000000000001
04/01/2020 04:00:00.000000,21.23,60.2,40.979,-104.04249,831.95,-50.0,1.138
04/01/2020 04:01:01.000000,21.49,59.87,40.979,-104.04249,831.9,-50.0,1.1400000000000001
04/01/2020 04:02:01.000000,21.86,59.57,40.979,-104.04249,831.97,-50.0,1.1400000000000001
04/01/2020 04:03:01.000000,22.1,59.23,40.979,-104.04249,831.95,-50.0,1.142
04/01/2020 04:04:02.000000,22.53,58.94,40.979,-104.04249,831.93,-50.0,1.143
04/01/2020 04:05:02.000000,21.3,58.63,40.979,-104.04249,831.71,-50.0,1.145
04/01/2020 04:06:02.000000,22.06,58.4,40.979,-104.04249,831.84,-50.0,1.146
04/01/2020 04:07:00.000000,22.39,58.07,40.979,-104.04249,831.87,-50.0,1.146
04/01/2020 04:08:01.000000,22.71,58.2,40.979,-104.04249,831.87,-50.0,1.148
04/01/2020 04:09:01.000000,22.07,58.09,40.979,-104.04249,831.84,-50.0,1.146
04/01/2020 04:10:03.000000,21.44,58.16,40.979,-104.04249,831.72,-50.0,1.149
04/01/2020 04:11:01.000000,22.09,58.42,40.979,-104.04249,831.74,-50.0,1.149
04/01/2020 04:12:02.000000,22.29,58.51,40.979,-104.04249,831.84,-50.0,1.148
04/01/2020 04:13:00.000000,22.38,58.52,40.979,-104.04249,831.8,-50.0,1.147
04/01/2020 04:14:00.000000,22.37,58.54,40.979,-104.04249,831.78,-50.0,1.149
04/01/2020 04:15:02.000000,22.27,58.49,40.979,-104.04249,831.74,-50.0,1.147
04/01/2020 04:16:01.000000,22.44,58.43,40.979,-104.04249,831.75,-50.0,1.149
04/01/2020 04:17:02.000000,22.25,58.36,40.979,-104.04249,831.68,-50.0,1.148
04/01/2020 04:18:01.000000,21.82,58.33,40.979,-104.04249,831.87,-50.0,1.149
04/01/2020 04:19:02.000000,22.22,58.36,40.979,-104.04249,831.73,-50.0,1.151
04/01/2020 04:20:01.000000,22.41,58.34,40.979,-104.04249,831.77,-50.0,1.148
04/01/2020 04:21:02.000000,22.44,58.25,40.979,-104.04249,831.72,-50.0,1.148
04/01/2020 04:22:01.000000,22.31,58.18,40.979,-104.04249,831.73,-50.0,1.149
04/01/2020 04:23:00.000000,22.45,58.15,40.979,-104.04249,831.8,-50.0,1.15
04/01/2020 04:24:01.000000,22.09,58.11,40.979,-104.04249,831.74,-50.0,1.15
04/01/2020 04:25:01.000000,22.0,58.11,40.979,-104.04249,831.8,-50.0,1.148
04/01/2020 04:26:02.000000,21.98,58.09,40.979,-104.04249,831.67,-50.0,1.149
04/01/2020 04:27:01.000000,22.36,58.18,40.979,-104.04249,831.81,-50.0,1.149
04/01/2020 04:28:00.000000,22.29,58.27,40.979,-104.04249,831.81,-50.0,1.148
04/01/2020 04:29:00.000000,22.4,58.25,40.979,-104.04249,831.71,-50.0,1.149
04/01/2020 04:30:00.000000,22.55,58.2,40.979,-104.04249,831.72,-50.0,1.152
04/01/2020 04:31:01.000000,22.64,58.13,40.979,-104.04249,831.79,-50.0,1.151
04/01/2020 04:32:02.000000,23.23,57.8,40.979,-104.04249,831.78,-50.0,1.15
04/01/2020 04:33:01.000000,22.8,57.89,40.979,-104.04249,831.69,-50.0,1.154
04/01/2020 04:34:02.000000,22.91,57.84,40.979,-104.04249,831.72,-50.0,1.154
04/01/2020 04:35:02.000000,23.12,57.68,40.979,-104.04249,831.68,-50.0,1.152
04/01/2020 04:36:02.000000,23.32,57.48,40.979,-104.04249,831.63,-50.0,1.154
04/01/2020 04:37:00.000000,23.41,57.32,40.979,-104.04249,831.59,-50.0,1.154
04/01/2020 04:38:01.000000,23.69,57.14,40.979,-104.04249,831.61,-50.0,1.156
04/01/2020 04:39:00.000000,23.62,56.98,40.979,-104.04249,831.55,-50.0,1.155
04/01/2020 04:40:01.000000,23.78,56.85,40.979,-104.04249,831.6,-50.0,1.156
04/01/2020 04:41:00.000000,23.74,56.74,40.979,-104.04249,831.62,-50.0,1.155
04/01/2020 04:42:02.000000,23.78,56.65,40.979,-104.04249,831.6,-50.0,1.153
04/01/2020 04:43:03.000000,23.72,56.62,40.979,-104.04249,831.54,-50.0,1.158
04/01/2020 04:44:00.000000,23.81,56.6,40.979,-104.04249,831.59,-50.0,1.156
04/01/2020 04:45:00.000000,23.75,56.56,40.979,-104.04249,831.58,-50.0,1.159
04/01/2020 04:46:01.000000,23.89,56.56,40.979,-104.04249,831.62,-50.0,1.156
04/01/2020 04:47:01.000000,23.64,56.56,40.979,-104.04249,831.6,-50.0,1.155
04/01/2020 04:48:00.000000,23.97,56.58,40.979,-104.04249,831.6,-50.0,1.157
04/01/2020 04:49:02.000000,23.86,56.6,40.979,-104.04249,831.57,-50.0,1.156
