InstrumentName, CDPHE-tVOC-LunarOutpost,,,,,,
StartTime, 2020-04-01 00:00:00,,,,,,
EndTime, 2020-04-30 23:59:59,,,,,,
Date,IH,IT,Lat,Long,P,Sig,TVOC
04/01/2020 00:01:01.000000,14.15,68.59,0.0,0.0,831.53,-50.0,1.099
04/01/2020 00:02:01.000000,14.67,68.82,0.0,0.0,831.7,-50.0,1.1
04/01/2020 00:03:01.000000,14.45,69.22,0.0,0.0,831.6,-50.0,1.1
04/01/2020 00:04:00.000000,13.69,69.72,0.0,0.0,831.61,-50.0,1.097
04/01/2020 00:05:01.000000,13.57,69.85,0.0,0.0,831.61,-50.0,1.096
04/01/2020 00:06:01.000000,13.16,70.12,0.0,0.0,831.62,-50.0,1.095
04/01/2020 00:07:01.000000,12.98,70.28,40.979,-104.04249,831.53,-50.0,1.095
04/01/2020 00:08:02.000000,13.46,70.35,40.979,-104.04249,831.44,-50.0,1.093
04/01/2020 00:09:01.000000,13.66,70.31,40.979,-104.04249,831.49,-50.0,1.093
04/01/2020 00:10:01.000000,13.39,70.28,40.979,-104.04249,831.55,-50.0,1.093
04/01/2020 00:11:00.000000,13.37,70.3,40.979,-104.04249,831.55,-50.0,1.093
04/01/2020 00:12:00.000000,13.52,70.33,40.979,-104.04249,831.57,-50.0,1.094
04/01/2020 00:13:00.000000,13.53,70.39,40.979,-104.04249,831.49,-50.0,1.093
04/01/2020 00:14:02.000000,12.85,70.44,40.979,-104.04249,831.46,-50.0,1.093
04/01/2020 00:15:02.000000,13.27,70.31,40.979,-104.04249,831.5,-50.0,1.093
04/01/2020 00:16:01.000000,13.2,70.3,40.979,-104.04249,831.5,-50.0,1.094
04/01/2020 00:17:01.000000,13.17,70.21,40.979,-104.04249,831.49,-50.0,1.094
04/01/2020 00:18:00.000000,12.68,69.86,40.979,-104.04249,831.37,-50.0,1.095
04/01/2020 00:19:00.000000,13.02,69.05,40.979,-104.04249,831.41,-50.0,1.095
04/01/2020 00:20:00.000000,13.48,68.64,40.979,-104.04249,831.36,-50.0,1.098
04/01/2020 00:21:02.000000,13.59,67.99,40.979,-104.04249,831.3,-50.0,1.1
04/01/2020 00:22:02.000000,13.74,67.7,40.979,-104.04249,831.4,-50.0,1.102
04/01/2020 00:23:00.000000,14.55,67.79,40.979,-104.04249,831.54,-50.0,1.102
04/01/2020 00:24:02.000000,13.97,68.01,40.979,-104.04249,831.52,-50.0,1.101
04/01/2020 00:25:01.000000,14.29,68.17,40.979,-104.04249,831.59,-50.0,1.102
04/01/2020 00:26:01.000000,14.48,68.23,40.979,-104.04249,831.67,-50.0,1.102
04/01/2020 00:27:02.000000,14.21,68.26,40.979,-104.04249,831.6,-50.0,1.101
04/01/2020 00:28:00.000000,14.4,68.39,40.979,-104.04249,831.61,-50.0,1.102
04/01/2020 00:29:00.000000,13.95,68.51,40.979,-104.04249,831.42,-50.0,1.1
04/01/2020 00:30:01.000000,14.41,68.46,40.979,-104.04249,831.6,-50.0,1.1
04/01/2020 00:31:02.000000,14.57,68.35,40.979,-104.04249,831.6,-50.0,1.101
04/01/2020 00:32:01.000000,14.67,68.42,40.979,-104.04249,831.58,-50.0,1.103
04/01/2020 00:33:02.000000,14.13,68.51,40.979,-104.04249,831.51,-50.0,1.102
04/01/2020 00:34:00.000000,13.53,68.69,40.979,-104.04249,831.53,-50.0,1.101
04/01/2020 00:35:00.000000,13.95,68.66,40.979,-104.04249,831.54,-50.0,1.101
04/01/2020 00:36:00.000000,13.86,68.73,40.979,-104.04249,831.57,-50.0,1.1
04/01/2020 00:37:01.000000,13.55,68.62,40.979,-104.04249,831.54,-50.0,1.099
04/01/2020 00:38:02.000000,13.45,68.77,40.979,-104.04249,831.43,-50.0,1.099
04/01/2020 00:39:03.000000,13.52,68.5,40.979,-104.04249,831.38,-50.0,1.099
04/01/2020 00:40:02.000000,14.09,68.28,40.979,-104.04249,831.47,-50.0,1.1
04/01/2020 00:41:00.000000,14.23,68.15,40.979,-104.04249,831.42,-50.0,1.101
04/01/2020 00:42:01.000000,13.82,68.3,40.979,-104.04249,831.34,-50.0,1.1
04/01/2020 00:43:01.000000,13.99,68.48,40.979,-104.04249,831.35,-50.0,1.101
04/01/2020 00:44:03.000000,13.67,68.66,40.979,-104.04249,831.3,-50.0,1.101
04/01/2020 00:45:01.000000,13.48,68.69,40.979,-104.04249,831.32,-50.0,1.098
04/01/2020 00:46:01.000000,13.81,68.59,40.979,-104.04249,831.27,-50.0,1.099
04/01/2020 00:47:01.000000,13.83,68.15,40.979,-104.04249,831.35,-50.0,1.1
04/01/2020 00:48:02.000000,14.12,68.37,40.979,-104.04249,831.35,-50.0,1.103
04/01/2020 00:49:00.000000,13.75,68.57,40.979,-104.04249,831.34,-50.0,1.101
04/01/2020 00:50:01.000000,13.87,68.6,40.979,-104.04249,831.38,-50.0,1.101
04/01/2020 00:51:01.000000,14.22,68.55,40.979,-104.04249,831.36,-50.0,1.101
04/01/2020 00:52:01.000000,14.02,68.62,40.979,-104.04249,831.36,-50.0,1.1
04/01/2020 00:53:01.000000,14.85,68.01,40.979,-104.04249,831.39,-50.0,1.102
04/01/2020 00:54:02.000000,14.08,67.65,40.979,-104.04249,831.33,-50.0,1.105
04/01/2020 00:55:01.000000,14.04,67.52,40.979,-104.04249,831.18,-50.0,1.104
04/01/2020 00:56:02.000000,13.9,67.63,40.979,-104.04249,831.07,-50.0,1.102
04/01/2020 00:57:01.000000,14.14,67.09,40.979,-104.04249,831.11,-50.0,1.103
04/01/2020 00:58:01.000000,14.58,66.64,40.979,-104.04249,831.22,-50.0,1.106
04/01/2020 00:59:01.000000,14.59,66.77,40.979,-104.04249,831.37,-50.0,1.106
04/01/2020 01:00:02.000000,14.83,66.77,40.979,-104.04249,831.31,-50.0,1.108
04/01/2020 01:01:01.000000,14.05,67.11,40.979,-104.04249,831.29,-50.0,1.106
04/01/2020 01:02:02.000000,14.16,67.29,40.979,-104.04249,831.35,-50.0,1.104
04/01/2020 01:03:01.000000,14.29,67.36,40.979,-104.04249,831.3,-50.0,1.103
04/01/2020 01:04:01.000000,14.06,67.34,40.979,-104.04249,831.23,-50.0,1.105
04/01/2020 01:05:01.000000,14.04,67.45,40.979,-104.04249,831.31,-50.0,1.105
04/01/2020 01:06:01.000000,14.16,67.47,40.979,-104.04249,831.16,-50.0,1.103
04/01/2020 01:07:00.000000,14.51,66.98,40.979,-104.04249,831.27,-50.0,1.104
04/01/2020 01:08:01.000000,14.73,66.79,40.979,-104.04249,831.3,-50.0,1.106
04/01/2020 01:09:01.000000,14.86,66.46,40.979,-104.04249,831.29,-50.0,1.107
04/01/2020 01:10:02.000000,15.09,66.3,40.979,-104.04249,831.29,-50.0,1.109
04/01/2020 01:11:00.000000,14.77,66.48,40.979,-104.04249,831.18,-50.0,1.109
04/01/2020 01:12:01.000000,14.62,66.28,40.979,-104.04249,831.45,-50.0,1.109
04/01/2020 01:13:02.000000,15.12,66.08,40.979,-104.04249,831.27,-50.0,1.109
04/01/2020 01:14:03.000000,14.58,66.3,40.979,-104.04249,831.35,-50.0,1.11
04/01/2020 01:15:01.000000,14.73,66.34,40.979,-104.04249,831.24,-50.0,1.108
04/01/2020 01:16:02.000000,14.74,66.3,40.979,-104.04249,831.32,-50.0,1.108
04/01/2020 01:17:02.000000,14.46,66.37,40.979,-104.04249,831.29,-50.0,1.109
04/01/2020 01:18:02.000000,14.6,66.32,40.979,-104.04249,831.29,-50.0,1.108
04/01/2020 01:19:01.000000,14.88,66.35,40.979,-104.04249,831.38,-50.0,1.11
04/01/2020 01:20:01.000000,14.95,66.14,40.979,-104.04249,831.36,-50.0,1.11
04/01/2020 01:21:00.000000,15.11,66.07,40.979,-104.04249,831.38,-50.0,1.11
04/01/2020 01:22:02.000000,15.48,65.98,40.979,-104.04249,831.34,-50.0,1.111
04/01/2020 01:23:00.000000,15.4,65.89,40.979,-104.04249,831.39,-50.0,1.112
04/01/2020 01:24:02.000000,15.11,65.87,40.979,-104.04249,831.4,-50.0,1.111
04/01/2020 01:25:00.000000,14.81,65.83,40.979,-104.04249,831.3,-50.0,1.112
04/01/2020 01:26:01.000000,14.95,65.8,40.979,-104.04249,831.23,-50.0,1.111
04/01/2020 01:27:02.000000,15.63,65.49,40.979,-104.04249,831.36,-50.0,1.111
04/01/2020 01:28:02.000000,15.08,65.51,40.979,-104.04249,831.28,-50.0,1.111
04/01/2020 01:29:03.000000,15.32,65.62,40.979,-104.04249,831.28,-50.0,1.112
04/01/2020 01:30:01.000000,15.18,65.58,40.979,-104.04249,831.27,-50.0,1.111
04/01/2020 01:31:01.000000,15.42,65.56,40.979,-104.04249,831.26,-50.0,1.112
04/01/2020 01:32:00.000000,16.08,65.11,40.979,-104.04249,831.29,-50.0,1.113
04/01/2020 01:33:00.000000,15.92,64.77000000000001,40.979,-104.04249,831.27,-50.0,1.115
04/01/2020 01:34:00.000000,16.3,64.61,40.979,-104.04249,831.3,-50.0,1.117
04/01/2020 01:35:00.000000,16.08,64.43,40.979,-104.04249,831.28,-50.0,1.117
04/01/2020 01:36:01.000000,16.16,64.37,40.979,-104.04249,831.27,-50.0,1.116
04/01/2020 01:37:02.000000,16.64,64.19,40.979,-104.04249,831.25,-50.0,1.1179999999999999
04/01/2020 01:38:02.000000,16.560000000000002,64.05,40.979,-104.04249,831.23,-50.0,1.1179999999999999
04/01/2020 01:39:00.000000,17.05,63.91,40.979,-104.04249,831.24,-50.0,1.1219999999999999
04/01/2020 01:40:00.000000,16.77,63.8,40.979,-104.04249,831.14,-50.0,1.123
04/01/2020 01:41:02.000000,16.93,63.69,40.979,-104.04249,831.17,-50.0,1.1219999999999999
04/01/2020 01:42:00.000000,16.91,63.67,40.979,-104.04249,831.1,-50.0,1.12
04/01/2020 01:43:01.000000,16.91,63.55,40.979,-104.04249,831.07,-50.0,1.1219999999999999
04/01/2020 01:44:02.000000,17.03,63.53,40.979,-104.04249,831.17,-50.0,1.12
04/01/2020 01:45:02.000000,16.84,63.51,40.979,-104.04249,831.14,-50.0,1.124
04/01/2020 01:46:00.000000,17.03,63.44,40.979,-104.04249,831.16,-50.0,1.125
04/01/2020 01:47:01.000000,17.39,63.31,40.979,-104.04249,831.2,-50.0,1.125
04/01/2020 01:48:02.000000,17.28,63.13,40.979,-104.04249,831.17,-50.0,1.125
04/01/2020 01:49:01.000000,17.72,63.02,40.979,-104.04249,831.17,-50.0,1.125
04/01/2020 01:50:00.000000,17.67,62.92,40.979,-104.04249,831.15,-50.0,1.126
04/01/2020 01:51:01.000000,17.74,62.81,40.979,-104.04249,831.18,-50.0,1.126
04/01/2020 01:52:01.000000,17.8,62.79,40.979,-104.04249,831.15,-50.0,1.127
04/01/2020 01:53:00.000000,17.94,62.77,40.979,-104.04249,831.24,-50.0,1.1280000000000001
04/01/2020 01:54:01.000000,17.94,62.7,40.979,-104.04249,831.26,-50.0,1.1280000000000001
04/01/2020 01:55:01.000000,17.57,62.68,40.979,-104.04249,831.18,-50.0,1.1280000000000001
04/01/2020 01:56:01.000000,17.32,62.74,40.979,-104.04249,831.18,-50.0,1.127
04/01/2020 01:57:01.000000,17.38,62.81,40.979,-104.04249,831.2,-50.0,1.127
04/01/2020 01:58:02.000000,17.28,62.93,40.979,-104.04249,831.1,-50.0,1.1280000000000001
04/01/2020 01:59:00.000000,17.29,62.88,40.979,-104.04249,830.89,-50.0,1.127
04/01/2020 02:00:00.000000,16.9,62.99,40.979,-104.04249,831.13,-50.0,1.126
04/01/2020 02:01:00.000000,16.759999999999998,63.06,40.979,-104.04249,830.94,-50.0,1.124
04/01/2020 02:02:00.000000,17.07,63.15,40.979,-104.04249,831.19,-50.0,1.125
04/01/2020 02:03:01.000000,16.64,63.22,40.979,-104.04249,831.05,-50.0,1.124
04/01/2020 02:04:02.000000,16.869999999999997,63.28,40.979,-104.04249,831.09,-50.0,1.124
04/01/2020 02:05:02.000000,17.03,63.22,40.979,-104.04249,831.12,-50.0,1.124
04/01/2020 02:06:01.000000,17.03,63.15,40.979,-104.04249,831.15,-50.0,1.125
04/01/2020 02:07:02.000000,17.21,63.2,40.979,-104.04249,831.19,-50.0,1.125
04/01/2020 02:08:00.000000,17.15,63.19,40.979,-104.04249,831.19,-50.0,1.124
04/01/2020 02:09:01.000000,17.03,63.15,40.979,-104.04249,831.11,-50.0,1.124
04/01/2020 02:10:02.000000,17.17,63.15,40.979,-104.04249,831.12,-50.0,1.125
04/01/2020 02:11:01.000000,17.06,63.13,40.979,-104.04249,831.08,-50.0,1.125
04/01/2020 02:12:00.000000,16.990000000000002,63.24,40.979,-104.04249,831.07,-50.0,1.124
04/01/2020 02:13:01.000000,16.939999999999998,63.31,40.979,-104.04249,831.22,-50.0,1.126
04/01/2020 02:14:01.000000,16.71,63.31,40.979,-104.04249,831.21,-50.0,1.126
04/01/2020 02:15:00.000000,16.6,63.38,40.979,-104.04249,831.27,-50.0,1.124
04/01/2020 02:16:01.000000,17.0,63.35,40.979,-104.04249,831.26,-50.0,1.124
04/01/2020 02:17:02.000000,16.9,63.2,40.979,-104.04249,831.08,-50.0,1.125
04/01/2020 02:18:00.000000,17.17,63.11,40.979,-104.04249,831.21,-50.0,1.126
04/01/2020 02:19:01.000000,17.28,63.02,40.979,-104.04249,831.22,-50.0,1.125
04/01/2020 02:20:00.000000,16.97,62.97,40.979,-104.04249,831.23,-50.0,1.125
04/01/2020 02:21:02.000000,16.83,62.92,40.979,-104.04249,831.26,-50.0,1.124
04/01/2020 02:22:02.000000,16.8,62.88,40.979,-104.04249,831.23,-50.0,1.126
04/01/2020 02:23:02.000000,16.240000000000002,62.95,40.979,-104.04249,831.23,-50.0,1.124
04/01/2020 02:24:03.000000,16.33,63.08,40.979,-104.04249,831.25,-50.0,1.124
04/01/2020 02:25:01.000000,16.82,63.1,40.979,-104.04249,831.34,-50.0,1.126
04/01/2020 02:26:00.000000,17.08,63.02,40.979,-104.04249,831.4,-50.0,1.124
04/01/2020 02:27:01.000000,17.27,62.93,40.979,-104.04249,831.34,-50.0,1.125
04/01/2020 02:28:02.000000,17.31,62.86,40.979,-104.04249,831.33,-50.0,1.126
